r,t,l,y,RateOfTotalActivity
"REGION1","DEMINDDSL","SEA1N",2034,113.444444444444
"REGION1","DEMINDDSL","SEA1N",2035,113.575757575758
"REGION1","DEMINDDSL","SEA1N",2036,113.79797979798
"REGION1","DEMINDDSL","SEA1N",2037,114.161616161616
"REGION1","DEMINDDSL","SEA1N",2038,114.676767676768
"REGION1","DEMINDDSL","SEA1N",2039,115.343434343434
"REGION1","DEMINDDSL","SEA1N",2040,116.131313131313
"REGION1","DEMINDDSL","SEA1N",2041,115.763636363636
"REGION1","DEMINDDSL","SEA1N",2042,116.065656565657
"REGION1","DEMINDDSL","SEA1N",2043,116.368686868687
"REGION1","DEMINDDSL","SEA1N",2044,116.670707070707
"REGION1","DEMINDDSL","SEA1N",2045,116.972727272727
"REGION1","DEMINDDSL","SEA1N",2046,117.275757575758
"REGION1","DEMINDDSL","SEA1N",2047,117.577777777778
"REGION1","DEMINDDSL","SEA1N",2048,117.880808080808
"REGION1","DEMINDDSL","SEA1N",2049,118.182828282828
"REGION1","DEMINDDSL","SEA1N",2050,118.484848484849
"REGION1","DEMINDDSL","SEA2D",2020,109.555555555556
"REGION1","DEMINDDSL","SEA2D",2021,109.222222222222
"REGION1","DEMINDDSL","SEA2D",2022,108.464646464646
"REGION1","DEMINDDSL","SEA2D",2023,108.030303030303
"REGION1","DEMINDDSL","SEA2D",2024,108.414141414142
"REGION1","DEMINDDSL","SEA2D",2025,109.242424242424
"REGION1","DEMINDDSL","SEA2D",2026,110.555555555556
"REGION1","DEMINDDSL","SEA2D",2027,111.747474747475
"REGION1","DEMINDDSL","SEA2D",2028,112.393939393939
"REGION1","DEMINDDSL","SEA2D",2029,112.414141414142
"REGION1","DEMINDDSL","SEA2D",2030,112.505050505051
"REGION1","DEMINDDSL","SEA2D",2031,112.777777777778
"REGION1","DEMINDDSL","SEA2D",2032,113.252525252525
"REGION1","DEMINDDSL","SEA2D",2033,113.383838383838
"REGION1","DEMINDDSL","SEA2D",2034,113.444444444444
"REGION1","DEMINDDSL","SEA2D",2035,113.575757575758
"REGION1","DEMINDDSL","SEA2D",2036,113.79797979798
"REGION1","DEMINDDSL","SEA2D",2037,114.161616161616
"REGION1","DEMINDDSL","SEA2D",2038,114.676767676768
"REGION1","DEMINDDSL","SEA2D",2039,115.343434343434
"REGION1","DEMINDDSL","SEA2D",2040,116.131313131313
"REGION1","DEMINDDSL","SEA2D",2041,115.763636363636
"REGION1","DEMINDDSL","SEA2D",2042,116.065656565657
"REGION1","DEMINDDSL","SEA2D",2043,116.368686868687
"REGION1","DEMINDDSL","SEA2D",2044,116.670707070707
"REGION1","DEMINDDSL","SEA2D",2045,116.972727272728
"REGION1","DEMINDDSL","SEA2D",2046,117.275757575758
"REGION1","DEMINDDSL","SEA2D",2047,117.577777777778
"REGION1","DEMINDDSL","SEA2D",2048,117.880808080808
"REGION1","DEMINDDSL","SEA2D",2049,118.182828282828
"REGION1","DEMINDDSL","SEA2D",2050,118.484848484848
"REGION1","DEMINDDSL","SEA2N",2020,109.555555555556
"REGION1","DEMINDDSL","SEA2N",2021,109.222222222222
"REGION1","DEMINDDSL","SEA2N",2022,108.464646464646
"REGION1","DEMINDDSL","SEA2N",2023,108.030303030303
"REGION1","DEMINDDSL","SEA2N",2024,108.414141414141
"REGION1","DEMINDDSL","SEA2N",2025,109.242424242424
"REGION1","DEMINDDSL","SEA2N",2026,110.555555555556
"REGION1","DEMINDDSL","SEA2N",2027,111.747474747475
"REGION1","DEMINDDSL","SEA2N",2028,112.393939393939
"REGION1","DEMINDDSL","SEA2N",2029,112.414141414141
"REGION1","DEMINDDSL","SEA2N",2030,112.50505050505
"REGION1","DEMINDDSL","SEA2N",2031,112.777777777778
"REGION1","DEMINDDSL","SEA2N",2032,113.252525252525
"REGION1","DEMINDDSL","SEA2N",2033,113.383838383838
"REGION1","DEMINDDSL","SEA2N",2034,113.444444444444
"REGION1","DEMINDDSL","SEA2N",2035,113.575757575758
"REGION1","DEMINDDSL","SEA2N",2036,113.79797979798
"REGION1","DEMINDDSL","SEA2N",2037,114.161616161616
"REGION1","DEMINDDSL","SEA2N",2038,114.676767676768
"REGION1","DEMINDDSL","SEA2N",2039,115.343434343434
"REGION1","DEMINDDSL","SEA2N",2040,116.131313131313
"REGION1","DEMINDDSL","SEA2N",2041,115.763636363636
"REGION1","DEMINDDSL","SEA2N",2042,116.065656565657
"REGION1","DEMINDDSL","SEA2N",2043,116.368686868687
"REGION1","DEMINDDSL","SEA2N",2044,116.670707070707
"REGION1","DEMINDDSL","SEA2N",2045,116.972727272727
"REGION1","DEMINDDSL","SEA2N",2046,117.275757575758
"REGION1","DEMINDDSL","SEA2N",2047,117.577777777778
"REGION1","DEMINDDSL","SEA2N",2048,117.880808080808
"REGION1","DEMINDDSL","SEA2N",2049,118.182828282828
"REGION1","DEMINDDSL","SEA2N",2050,118.484848484848
"REGION1","DEMINDDSL","SEA3D",2020,109.555555555556
"REGION1","DEMINDDSL","SEA3D",2021,109.222222222222
"REGION1","DEMINDDSL","SEA3D",2022,108.464646464646
"REGION1","DEMINDDSL","SEA3D",2023,108.030303030303
"REGION1","DEMINDDSL","SEA3D",2024,108.414141414141
"REGION1","DEMINDDSL","SEA3D",2025,109.242424242424
"REGION1","DEMINDDSL","SEA3D",2026,110.555555555556
"REGION1","DEMINDDSL","SEA3D",2027,111.747474747475
"REGION1","DEMINDDSL","SEA3D",2028,112.393939393939
"REGION1","DEMINDDSL","SEA3D",2029,112.414141414141
"REGION1","DEMINDDSL","SEA3D",2030,112.50505050505
"REGION1","DEMINDDSL","SEA3D",2031,112.777777777778
"REGION1","DEMINDDSL","SEA3D",2032,113.252525252525
"REGION1","DEMINDDSL","SEA3D",2033,113.383838383838
"REGION1","DEMINDDSL","SEA3D",2034,113.444444444444
"REGION1","DEMINDDSL","SEA3D",2035,113.575757575758
"REGION1","DEMINDDSL","SEA3D",2036,113.79797979798
"REGION1","DEMINDDSL","SEA3D",2037,114.161616161616
"REGION1","DEMINDDSL","SEA3D",2038,114.676767676768
"REGION1","DEMINDDSL","SEA3D",2039,115.343434343434
"REGION1","DEMINDDSL","SEA3D",2040,116.131313131313
"REGION1","DEMINDDSL","SEA3D",2041,115.763636363636
"REGION1","DEMINDDSL","SEA3D",2042,116.065656565657
"REGION1","DEMINDDSL","SEA3D",2043,116.368686868687
"REGION1","DEMINDDSL","SEA3D",2044,116.670707070707
"REGION1","DEMINDDSL","SEA3D",2045,116.972727272727
"REGION1","DEMINDDSL","SEA3D",2046,117.275757575758
"REGION1","DEMINDDSL","SEA3D",2047,117.577777777778
"REGION1","DEMINDDSL","SEA3D",2048,117.880808080808
"REGION1","DEMINDDSL","SEA3D",2049,118.182828282828
"REGION1","DEMINDDSL","SEA3D",2050,118.484848484848
"REGION1","DEMINDDSL","SEA3N",2020,109.555555555556
"REGION1","DEMINDDSL","SEA3N",2021,109.222222222222
"REGION1","DEMINDDSL","SEA3N",2022,108.464646464646
"REGION1","DEMINDDSL","SEA3N",2023,108.030303030303
"REGION1","DEMINDDSL","SEA3N",2024,108.414141414141
"REGION1","DEMINDDSL","SEA3N",2025,109.242424242424
"REGION1","DEMINDDSL","SEA3N",2026,110.555555555556
"REGION1","DEMINDDSL","SEA3N",2027,111.747474747475
"REGION1","DEMINDDSL","SEA3N",2028,112.393939393939
"REGION1","DEMINDDSL","SEA3N",2029,112.414141414141
"REGION1","DEMINDDSL","SEA3N",2030,112.505050505051
"REGION1","DEMINDDSL","SEA3N",2031,112.777777777778
"REGION1","DEMINDDSL","SEA3N",2032,113.252525252525
"REGION1","DEMINDDSL","SEA3N",2033,113.383838383838
"REGION1","DEMINDDSL","SEA3N",2034,113.444444444444
"REGION1","DEMINDDSL","SEA3N",2035,113.575757575758
"REGION1","DEMINDDSL","SEA3N",2036,113.79797979798
"REGION1","DEMINDDSL","SEA3N",2037,114.161616161616
"REGION1","DEMINDDSL","SEA3N",2038,114.676767676768
"REGION1","DEMINDDSL","SEA3N",2039,115.343434343434
"REGION1","DEMINDDSL","SEA3N",2040,116.131313131313
"REGION1","DEMINDDSL","SEA3N",2041,115.763636363636
"REGION1","DEMINDDSL","SEA3N",2042,116.065656565657
"REGION1","DEMINDDSL","SEA3N",2043,116.368686868687
"REGION1","DEMINDDSL","SEA3N",2044,116.670707070707
"REGION1","DEMINDDSL","SEA3N",2045,116.972727272727
"REGION1","DEMINDDSL","SEA3N",2046,117.275757575758
"REGION1","DEMINDDSL","SEA3N",2047,117.577777777778
"REGION1","DEMINDDSL","SEA3N",2048,117.880808080808
"REGION1","DEMINDDSL","SEA3N",2049,118.182828282828
"REGION1","DEMINDDSL","SEA3N",2050,118.484848484849
"REGION1","DEMINDDSL","SEA4D",2020,109.555555555556
"REGION1","DEMINDDSL","SEA4D",2021,109.222222222222
"REGION1","DEMINDDSL","SEA4D",2022,108.464646464646
"REGION1","DEMINDDSL","SEA4D",2023,108.030303030303
"REGION1","DEMINDDSL","SEA4D",2024,108.414141414141
"REGION1","DEMINDDSL","SEA4D",2025,109.242424242424
"REGION1","DEMINDDSL","SEA4D",2026,110.555555555556
"REGION1","DEMINDDSL","SEA4D",2027,111.747474747475
"REGION1","DEMINDDSL","SEA4D",2028,112.393939393939
"REGION1","DEMINDDSL","SEA4D",2029,112.414141414141
"REGION1","DEMINDDSL","SEA4D",2030,112.50505050505
"REGION1","DEMINDDSL","SEA4D",2031,112.777777777778
"REGION1","DEMINDDSL","SEA4D",2032,113.252525252525
"REGION1","DEMINDDSL","SEA4D",2033,113.383838383838
"REGION1","DEMINDDSL","SEA4D",2034,113.444444444444
"REGION1","DEMINDDSL","SEA4D",2035,113.575757575758
"REGION1","DEMINDDSL","SEA4D",2036,113.79797979798
"REGION1","DEMINDDSL","SEA4D",2037,114.161616161616
"REGION1","DEMINDDSL","SEA4D",2038,114.676767676768
"REGION1","DEMINDDSL","SEA4D",2039,115.343434343434
"REGION1","DEMINDDSL","SEA4D",2040,116.131313131313
"REGION1","DEMINDDSL","SEA4D",2041,115.763636363636
"REGION1","DEMINDDSL","SEA4D",2042,116.065656565657
"REGION1","DEMINDDSL","SEA4D",2043,116.368686868687
"REGION1","DEMINDDSL","SEA4D",2044,116.670707070707
"REGION1","DEMINDDSL","SEA4D",2045,116.972727272727
"REGION1","DEMINDDSL","SEA4D",2046,117.275757575758
"REGION1","DEMINDDSL","SEA4D",2047,117.577777777778
"REGION1","DEMINDDSL","SEA4D",2048,117.880808080808
"REGION1","DEMINDDSL","SEA4D",2049,118.182828282828
"REGION1","DEMINDDSL","SEA4D",2050,118.484848484848
"REGION1","DEMINDDSL","SEA4N",2020,109.555555555556
"REGION1","DEMINDDSL","SEA4N",2021,109.222222222222
"REGION1","DEMINDDSL","SEA4N",2022,108.464646464646
"REGION1","DEMINDDSL","SEA4N",2023,108.030303030303
"REGION1","DEMINDDSL","SEA4N",2024,108.414141414141
"REGION1","DEMINDDSL","SEA4N",2025,109.242424242424
"REGION1","DEMINDDSL","SEA4N",2026,110.555555555556
"REGION1","DEMINDDSL","SEA4N",2027,111.747474747475
"REGION1","DEMINDDSL","SEA4N",2028,112.393939393939
"REGION1","DEMINDDSL","SEA4N",2029,112.414141414141
"REGION1","DEMINDDSL","SEA4N",2030,112.50505050505
"REGION1","DEMINDDSL","SEA4N",2031,112.777777777778
"REGION1","DEMINDDSL","SEA4N",2032,113.252525252525
"REGION1","DEMINDDSL","SEA4N",2033,113.383838383838
"REGION1","DEMINDDSL","SEA4N",2034,113.444444444444
"REGION1","DEMINDDSL","SEA4N",2035,113.575757575758
"REGION1","DEMINDDSL","SEA4N",2036,113.79797979798
"REGION1","DEMINDDSL","SEA4N",2037,114.161616161616
"REGION1","DEMINDDSL","SEA4N",2038,114.676767676768
"REGION1","DEMINDDSL","SEA4N",2039,115.343434343434
"REGION1","DEMINDDSL","SEA4N",2040,116.131313131313
"REGION1","DEMINDDSL","SEA4N",2041,115.763636363636
"REGION1","DEMINDDSL","SEA4N",2042,116.065656565657
"REGION1","DEMINDDSL","SEA4N",2043,116.368686868687
"REGION1","DEMINDDSL","SEA4N",2044,116.670707070707
"REGION1","DEMINDDSL","SEA4N",2045,116.972727272727
"REGION1","DEMINDDSL","SEA4N",2046,117.275757575758
"REGION1","DEMINDDSL","SEA4N",2047,117.577777777778
"REGION1","DEMINDDSL","SEA4N",2048,117.880808080808
"REGION1","DEMINDDSL","SEA4N",2049,118.182828282828
"REGION1","DEMINDDSL","SEA4N",2050,118.484848484848
"REGION1","DEMINDBIO","SEA1D",2020,161.656565656566
"REGION1","DEMINDBIO","SEA1D",2021,162.313131313131
"REGION1","DEMINDBIO","SEA1D",2022,162.747474747475
"REGION1","DEMINDBIO","SEA1D",2023,163.464646464646
"REGION1","DEMINDBIO","SEA1D",2024,164.282828282828
"REGION1","DEMINDBIO","SEA1D",2025,163.777777777778
"REGION1","DEMINDBIO","SEA1D",2026,163.555555555556
"REGION1","DEMINDBIO","SEA1D",2027,163.454545454545
"REGION1","DEMINDBIO","SEA1D",2028,163.313131313131
"REGION1","DEMINDBIO","SEA1D",2029,162.707070707071
"REGION1","DEMINDBIO","SEA1D",2030,161.929292929293
"REGION1","DEMINDBIO","SEA1D",2031,160.929292929293
"REGION1","DEMINDBIO","SEA1D",2032,159.777777777778
"REGION1","DEMINDBIO","SEA1D",2033,158.484848484848
"REGION1","DEMINDBIO","SEA1D",2034,156.959595959596
"REGION1","DEMINDBIO","SEA1D",2035,155.656565656566
"REGION1","DEMINDBIO","SEA1D",2036,154.323232323232
"REGION1","DEMINDBIO","SEA1D",2037,153
"REGION1","DEMINDBIO","SEA1D",2038,151.727272727273
"REGION1","DEMINDBIO","SEA1D",2039,150.525252525253
"REGION1","DEMINDBIO","SEA1D",2040,149.363636363636
"REGION1","DEMINDBIO","SEA1D",2041,148.860606060606
"REGION1","DEMINDBIO","SEA1D",2042,147.754545454545
"REGION1","DEMINDBIO","SEA1D",2043,146.647474747475
"REGION1","DEMINDBIO","SEA1D",2044,145.540404040404
"REGION1","DEMINDBIO","SEA1D",2045,144.434343434343
"REGION1","DEMINDBIO","SEA1D",2046,143.327272727273
"REGION1","DEMINDBIO","SEA1D",2047,142.221212121212
"REGION1","DEMINDBIO","SEA1D",2048,141.114141414141
"REGION1","DEMINDBIO","SEA1D",2049,140.008080808081
"REGION1","DEMINDBIO","SEA1D",2050,138.90101010101
"REGION1","DEMINDBIO","SEA1N",2020,161.656565656566
"REGION1","DEMINDBIO","SEA1N",2021,162.313131313131
"REGION1","DEMINDBIO","SEA1N",2022,162.747474747475
"REGION1","DEMINDBIO","SEA1N",2023,163.464646464646
"REGION1","DEMINDBIO","SEA1N",2024,164.282828282828
"REGION1","DEMINDBIO","SEA1N",2025,163.777777777778
"REGION1","DEMINDBIO","SEA1N",2026,163.555555555556
"REGION1","DEMINDBIO","SEA1N",2027,163.454545454545
"REGION1","DEMINDBIO","SEA1N",2028,163.313131313131
"REGION1","DEMINDBIO","SEA1N",2029,162.707070707071
"REGION1","DEMINDBIO","SEA1N",2030,161.929292929293
"REGION1","DEMINDBIO","SEA1N",2031,160.929292929293
"REGION1","DEMINDBIO","SEA1N",2032,159.777777777778
"REGION1","DEMINDBIO","SEA1N",2033,158.484848484848
"REGION1","DEMINDBIO","SEA1N",2034,156.959595959596
"REGION1","DEMINDBIO","SEA1N",2035,155.656565656565
"REGION1","DEMINDBIO","SEA1N",2036,154.323232323232
"REGION1","DEMINDBIO","SEA1N",2037,153
"REGION1","DEMINDBIO","SEA1N",2038,151.727272727273
"REGION1","DEMINDBIO","SEA1N",2039,150.525252525253
"REGION1","DEMINDBIO","SEA1N",2040,149.363636363636
"REGION1","DEMINDBIO","SEA1N",2041,148.860606060606
"REGION1","DEMINDBIO","SEA1N",2042,147.754545454545
"REGION1","DEMINDBIO","SEA1N",2043,146.647474747475
"REGION1","DEMINDBIO","SEA1N",2044,145.540404040404
"REGION1","DEMINDBIO","SEA1N",2045,144.434343434343
"REGION1","DEMINDBIO","SEA1N",2046,143.327272727273
"REGION1","DEMINDBIO","SEA1N",2047,142.221212121212
"REGION1","DEMINDBIO","SEA1N",2048,141.114141414141
"REGION1","DEMINDBIO","SEA1N",2049,140.008080808081
"REGION1","DEMINDBIO","SEA1N",2050,138.90101010101
"REGION1","DEMINDBIO","SEA2D",2020,161.656565656566
"REGION1","DEMINDBIO","SEA2D",2021,162.313131313131
"REGION1","DEMINDBIO","SEA2D",2022,162.747474747475
"REGION1","DEMINDBIO","SEA2D",2023,163.464646464646
"REGION1","DEMINDBIO","SEA2D",2024,164.282828282828
"REGION1","DEMINDBIO","SEA2D",2025,163.777777777778
"REGION1","DEMINDBIO","SEA2D",2026,163.555555555556
"REGION1","DEMINDBIO","SEA2D",2027,163.454545454545
"REGION1","DEMINDBIO","SEA2D",2028,163.313131313131
"REGION1","DEMINDBIO","SEA2D",2029,162.707070707071
"REGION1","DEMINDBIO","SEA2D",2030,161.929292929293
"REGION1","DEMINDBIO","SEA2D",2031,160.929292929293
"REGION1","DEMINDBIO","SEA2D",2032,159.777777777778
"REGION1","DEMINDBIO","SEA2D",2033,158.484848484848
"REGION1","DEMINDBIO","SEA2D",2034,156.959595959596
"REGION1","DEMINDBIO","SEA2D",2035,155.656565656566
"REGION1","DEMINDBIO","SEA2D",2036,154.323232323232
"REGION1","DEMINDBIO","SEA2D",2037,153
"REGION1","DEMINDBIO","SEA2D",2038,151.727272727273
"REGION1","DEMINDBIO","SEA2D",2039,150.525252525253
"REGION1","DEMINDBIO","SEA2D",2040,149.363636363636
"REGION1","DEMINDBIO","SEA2D",2041,148.860606060606
"REGION1","DEMINDBIO","SEA2D",2042,147.754545454545
"REGION1","DEMINDBIO","SEA2D",2043,146.647474747475
"REGION1","DEMINDBIO","SEA2D",2044,145.540404040404
"REGION1","DEMINDBIO","SEA2D",2045,144.434343434343
"REGION1","DEMINDBIO","SEA2D",2046,143.327272727273
"REGION1","DEMINDBIO","SEA2D",2047,142.221212121212
"REGION1","DEMINDBIO","SEA2D",2048,141.114141414141
"REGION1","DEMINDBIO","SEA2D",2049,140.008080808081
"REGION1","DEMINDBIO","SEA2D",2050,138.90101010101
"REGION1","DEMINDBIO","SEA2N",2020,161.656565656566
"REGION1","DEMINDBIO","SEA2N",2021,162.313131313131
"REGION1","DEMINDBIO","SEA2N",2022,162.747474747475
"REGION1","DEMINDBIO","SEA2N",2023,163.464646464646
"REGION1","DEMINDBIO","SEA2N",2024,164.282828282828
"REGION1","DEMINDBIO","SEA2N",2025,163.777777777778
"REGION1","DEMINDBIO","SEA2N",2026,163.555555555556
"REGION1","DEMINDBIO","SEA2N",2027,163.454545454545
"REGION1","DEMINDBIO","SEA2N",2028,163.313131313131
"REGION1","DEMINDBIO","SEA2N",2029,162.707070707071
"REGION1","DEMINDBIO","SEA2N",2030,161.929292929293
"REGION1","DEMINDBIO","SEA2N",2031,160.929292929293
"REGION1","DEMINDBIO","SEA2N",2032,159.777777777778
"REGION1","DEMINDBIO","SEA2N",2033,158.484848484848
"REGION1","DEMINDBIO","SEA2N",2034,156.959595959596
"REGION1","DEMINDBIO","SEA2N",2035,155.656565656566
"REGION1","DEMINDBIO","SEA2N",2036,154.323232323232
"REGION1","DEMINDBIO","SEA2N",2037,153
"REGION1","DEMINDBIO","SEA2N",2038,151.727272727273
"REGION1","DEMINDBIO","SEA2N",2039,150.525252525253
"REGION1","DEMINDBIO","SEA2N",2040,149.363636363636
"REGION1","DEMINDBIO","SEA2N",2041,148.860606060606
"REGION1","DEMINDBIO","SEA2N",2042,147.754545454545
"REGION1","DEMINDBIO","SEA2N",2043,146.647474747475
"REGION1","DEMINDBIO","SEA2N",2044,145.540404040404
"REGION1","DEMINDBIO","SEA2N",2045,144.434343434343
"REGION1","DEMINDBIO","SEA2N",2046,143.327272727273
"REGION1","DEMINDBIO","SEA2N",2047,142.221212121212
"REGION1","DEMINDBIO","SEA2N",2048,141.114141414141
"REGION1","DEMINDBIO","SEA2N",2049,140.008080808081
"REGION1","DEMINDBIO","SEA2N",2050,138.90101010101
"REGION1","DEMINDBIO","SEA3D",2020,161.656565656566
"REGION1","DEMINDBIO","SEA3D",2021,162.313131313131
"REGION1","DEMINDBIO","SEA3D",2022,162.747474747475
"REGION1","DEMINDBIO","SEA3D",2023,163.464646464646
"REGION1","DEMINDBIO","SEA3D",2024,164.282828282828
"REGION1","DEMINDBIO","SEA3D",2025,163.777777777778
"REGION1","DEMINDBIO","SEA3D",2026,163.555555555556
"REGION1","DEMINDBIO","SEA3D",2027,163.454545454545
"REGION1","DEMINDBIO","SEA3D",2028,163.313131313131
"REGION1","DEMINDBIO","SEA3D",2029,162.707070707071
"REGION1","DEMINDBIO","SEA3D",2030,161.929292929293
"REGION1","DEMINDBIO","SEA3D",2031,160.929292929293
"REGION1","DEMINDBIO","SEA3D",2032,159.777777777778
"REGION1","DEMINDBIO","SEA3D",2033,158.484848484848
"REGION1","DEMINDBIO","SEA3D",2034,156.959595959596
"REGION1","DEMINDBIO","SEA3D",2035,155.656565656566
"REGION1","DEMINDBIO","SEA3D",2036,154.323232323232
"REGION1","DEMINDBIO","SEA3D",2037,153
"REGION1","DEMINDBIO","SEA3D",2038,151.727272727273
"REGION1","DEMINDBIO","SEA3D",2039,150.525252525253
"REGION1","DEMINDBIO","SEA3D",2040,149.363636363636
"REGION1","DEMINDBIO","SEA3D",2041,148.860606060606
"REGION1","DEMINDBIO","SEA3D",2042,147.754545454545
"REGION1","DEMINDBIO","SEA3D",2043,146.647474747475
"REGION1","DEMINDBIO","SEA3D",2044,145.540404040404
"REGION1","DEMINDBIO","SEA3D",2045,144.434343434343
"REGION1","DEMINDBIO","SEA3D",2046,143.327272727273
"REGION1","DEMINDBIO","SEA3D",2047,142.221212121212
"REGION1","DEMINDBIO","SEA3D",2048,141.114141414141
"REGION1","DEMINDBIO","SEA3D",2049,140.008080808081
"REGION1","DEMINDBIO","SEA3D",2050,138.90101010101
"REGION1","DEMINDBIO","SEA3N",2020,161.656565656566
"REGION1","DEMINDBIO","SEA3N",2021,162.313131313131
"REGION1","DEMINDBIO","SEA3N",2022,162.747474747475
"REGION1","DEMINDBIO","SEA3N",2023,163.464646464646
"REGION1","DEMINDBIO","SEA3N",2024,164.282828282828
"REGION1","DEMINDBIO","SEA3N",2025,163.777777777778
"REGION1","DEMINDBIO","SEA3N",2026,163.555555555556
"REGION1","DEMINDBIO","SEA3N",2027,163.454545454545
"REGION1","DEMINDBIO","SEA3N",2028,163.313131313131
"REGION1","DEMINDBIO","SEA3N",2029,162.707070707071
"REGION1","DEMINDBIO","SEA3N",2030,161.929292929293
"REGION1","DEMINDBIO","SEA3N",2031,160.929292929293
"REGION1","DEMINDBIO","SEA3N",2032,159.777777777778
"REGION1","DEMINDBIO","SEA3N",2033,158.484848484848
"REGION1","DEMINDBIO","SEA3N",2034,156.959595959596
"REGION1","DEMINDBIO","SEA3N",2035,155.656565656566
"REGION1","DEMINDBIO","SEA3N",2036,154.323232323232
"REGION1","DEMINDBIO","SEA3N",2037,153
"REGION1","DEMINDBIO","SEA3N",2038,151.727272727273
"REGION1","DEMINDBIO","SEA3N",2039,150.525252525253
"REGION1","DEMINDBIO","SEA3N",2040,149.363636363636
"REGION1","DEMINDBIO","SEA3N",2041,148.860606060606
"REGION1","DEMINDBIO","SEA3N",2042,147.754545454545
"REGION1","DEMINDBIO","SEA3N",2043,146.647474747475
"REGION1","DEMINDBIO","SEA3N",2044,145.540404040404
"REGION1","DEMINDBIO","SEA3N",2045,144.434343434343
"REGION1","DEMINDBIO","SEA3N",2046,143.327272727273
"REGION1","DEMINDBIO","SEA3N",2047,142.221212121212
"REGION1","DEMINDBIO","SEA3N",2048,141.114141414141
"REGION1","DEMINDBIO","SEA3N",2049,140.008080808081
"REGION1","DEMINDBIO","SEA3N",2050,138.90101010101
"REGION1","DEMINDBIO","SEA4D",2020,161.656565656566
"REGION1","DEMINDBIO","SEA4D",2021,162.313131313131
"REGION1","DEMINDBIO","SEA4D",2022,162.747474747475
"REGION1","DEMINDBIO","SEA4D",2023,163.464646464646
"REGION1","DEMINDBIO","SEA4D",2024,164.282828282828
"REGION1","DEMINDBIO","SEA4D",2025,163.777777777778
"REGION1","DEMINDBIO","SEA4D",2026,163.555555555556
"REGION1","DEMINDBIO","SEA4D",2027,163.454545454545
"REGION1","DEMINDBIO","SEA4D",2028,163.313131313131
"REGION1","DEMINDBIO","SEA4D",2029,162.707070707071
"REGION1","DEMINDBIO","SEA4D",2030,161.929292929293
"REGION1","DEMINDBIO","SEA4D",2031,160.929292929293
"REGION1","DEMINDBIO","SEA4D",2032,159.777777777778
"REGION1","DEMINDBIO","SEA4D",2033,158.484848484848
"REGION1","DEMINDBIO","SEA4D",2034,156.959595959596
"REGION1","DEMINDBIO","SEA4D",2035,155.656565656566
"REGION1","DEMINDBIO","SEA4D",2036,154.323232323232
