r,t,y,SalvageValue
"REGION1","DEMTRALPG",2049,0
"REGION1","DEMTRALPG",2050,0
"REGION1","DEMTRAELCB02",2020,0
"REGION1","DEMTRAELCB02",2021,0
"REGION1","DEMTRAELCB02",2022,0
"REGION1","DEMTRAELCB02",2023,0
"REGION1","DEMTRAELCB02",2024,0
"REGION1","DEMTRAELCB02",2025,0
"REGION1","DEMTRAELCB02",2026,0
"REGION1","DEMTRAELCB02",2027,0
"REGION1","DEMTRAELCB02",2028,0
"REGION1","DEMTRAELCB02",2029,0
"REGION1","DEMTRAELCB02",2030,0
"REGION1","DEMTRAELCB02",2031,0
"REGION1","DEMTRAELCB02",2032,0
"REGION1","DEMTRAELCB02",2033,0
"REGION1","DEMTRAELCB02",2034,0
"REGION1","DEMTRAELCB02",2035,0
"REGION1","DEMTRAELCB02",2036,0
"REGION1","DEMTRAELCB02",2037,0
"REGION1","DEMTRAELCB02",2038,0
"REGION1","DEMTRAELCB02",2039,0
"REGION1","DEMTRAELCB02",2040,0
"REGION1","DEMTRAELCB02",2041,0
"REGION1","DEMTRAELCB02",2042,0
"REGION1","DEMTRAELCB02",2043,0
"REGION1","DEMTRAELCB02",2044,0
"REGION1","DEMTRAELCB02",2045,0
"REGION1","DEMTRAELCB02",2046,0
"REGION1","DEMTRAELCB02",2047,0
"REGION1","DEMTRAELCB02",2048,0
"REGION1","DEMTRAELCB02",2049,0
"REGION1","DEMTRAELCB02",2050,0
"REGION1","DEMPWRNGS",2020,0
"REGION1","DEMPWRNGS",2021,0
"REGION1","DEMPWRNGS",2022,0
"REGION1","DEMPWRNGS",2023,0
"REGION1","DEMPWRNGS",2024,0
"REGION1","DEMPWRNGS",2025,0
"REGION1","DEMPWRNGS",2026,0
"REGION1","DEMPWRNGS",2027,0
"REGION1","DEMPWRNGS",2028,0
"REGION1","DEMPWRNGS",2029,0
"REGION1","DEMPWRNGS",2030,0
"REGION1","DEMPWRNGS",2031,0
"REGION1","DEMPWRNGS",2032,0
"REGION1","DEMPWRNGS",2033,0
"REGION1","DEMPWRNGS",2034,0
"REGION1","DEMPWRNGS",2035,0
"REGION1","DEMPWRNGS",2036,0
"REGION1","DEMPWRNGS",2037,0
"REGION1","DEMPWRNGS",2038,0
"REGION1","DEMPWRNGS",2039,0
"REGION1","DEMPWRNGS",2040,0
"REGION1","DEMPWRNGS",2041,0
"REGION1","DEMPWRNGS",2042,0
"REGION1","DEMPWRNGS",2043,0
"REGION1","DEMPWRNGS",2044,0
"REGION1","DEMPWRNGS",2045,0
"REGION1","DEMPWRNGS",2046,0
"REGION1","DEMPWRNGS",2047,0
"REGION1","DEMPWRNGS",2048,0
"REGION1","DEMPWRNGS",2049,0
"REGION1","DEMPWRNGS",2050,0
"REGION1","PWRNGSB01",2020,0
"REGION1","PWRNGSB01",2021,0
"REGION1","PWRNGSB01",2022,0
"REGION1","PWRNGSB01",2023,0
"REGION1","PWRNGSB01",2024,0
"REGION1","PWRNGSB01",2025,0
"REGION1","PWRNGSB01",2026,0
"REGION1","PWRNGSB01",2027,0
"REGION1","PWRNGSB01",2028,0
"REGION1","PWRNGSB01",2029,0
"REGION1","PWRNGSB01",2030,0
"REGION1","PWRNGSB01",2031,0
"REGION1","PWRNGSB01",2032,0
"REGION1","PWRNGSB01",2033,0
"REGION1","PWRNGSB01",2034,0
"REGION1","PWRNGSB01",2035,0
"REGION1","PWRNGSB01",2036,0
"REGION1","PWRNGSB01",2037,0
"REGION1","PWRNGSB01",2038,0
"REGION1","PWRNGSB01",2039,77.8950316183137
"REGION1","PWRNGSB01",2040,119.782580095788
"REGION1","PWRNGSB01",2041,98.2220613667998
"REGION1","PWRNGSB01",2042,121.401021951012
"REGION1","PWRNGSB01",2043,127.875023903007
"REGION1","PWRNGSB01",2044,133.976994731996
"REGION1","PWRNGSB01",2045,140.007102990208
"REGION1","PWRNGSB01",2046,145.582539833677
"REGION1","PWRNGSB01",2047,151.011256357289
"REGION1","PWRNGSB01",2048,156.058308225859
"REGION1","PWRNGSB01",2049,160.992347846706
"REGION1","PWRNGSB01",2050,165.560138967059
"REGION1","DEMPWRSURBC1",2020,0
"REGION1","DEMPWRSURBC1",2021,0
"REGION1","DEMPWRSURBC1",2022,0
"REGION1","DEMPWRSURBC1",2023,0
"REGION1","DEMPWRSURBC1",2024,0
"REGION1","DEMPWRSURBC1",2025,0
"REGION1","DEMPWRSURBC1",2026,0
"REGION1","DEMPWRSURBC1",2027,0
"REGION1","DEMPWRSURBC1",2028,0
"REGION1","DEMPWRSURBC1",2029,0
"REGION1","DEMPWRSURBC1",2030,0
"REGION1","DEMPWRSURBC1",2031,0
"REGION1","DEMPWRSURBC1",2032,0
"REGION1","DEMPWRSURBC1",2033,0
"REGION1","DEMPWRSURBC1",2034,0
"REGION1","DEMPWRSURBC1",2035,0
"REGION1","DEMPWRSURBC1",2036,0
"REGION1","DEMPWRSURBC1",2037,0
"REGION1","DEMPWRSURBC1",2038,0
"REGION1","DEMPWRSURBC1",2039,0
"REGION1","DEMPWRSURBC1",2040,0
"REGION1","DEMPWRSURBC1",2041,0
"REGION1","DEMPWRSURBC1",2042,0
"REGION1","DEMPWRSURBC1",2043,0
"REGION1","DEMPWRSURBC1",2044,0
"REGION1","DEMPWRSURBC1",2045,0
"REGION1","DEMPWRSURBC1",2046,0
"REGION1","DEMPWRSURBC1",2047,0
"REGION1","DEMPWRSURBC1",2048,0
"REGION1","DEMPWRSURBC1",2049,0
"REGION1","DEMPWRSURBC1",2050,0
"REGION1","DEMPWRWND",2020,0
"REGION1","DEMPWRWND",2021,0
"REGION1","DEMPWRWND",2022,0
"REGION1","DEMPWRWND",2023,0
"REGION1","DEMPWRWND",2024,0
"REGION1","DEMPWRWND",2025,0
"REGION1","DEMPWRWND",2026,0
"REGION1","DEMPWRWND",2027,0
"REGION1","DEMPWRWND",2028,0
"REGION1","DEMPWRWND",2029,0
"REGION1","DEMPWRWND",2030,0
"REGION1","DEMPWRWND",2031,0
"REGION1","DEMPWRWND",2032,0
"REGION1","DEMPWRWND",2033,0
"REGION1","DEMPWRWND",2034,0
"REGION1","DEMPWRWND",2035,0
"REGION1","DEMPWRWND",2036,0
"REGION1","DEMPWRWND",2037,0
"REGION1","DEMPWRWND",2038,0
"REGION1","DEMPWRWND",2039,0
"REGION1","DEMPWRWND",2040,0
"REGION1","DEMPWRWND",2041,0
"REGION1","DEMPWRWND",2042,0
"REGION1","DEMPWRWND",2043,0
"REGION1","DEMPWRWND",2044,0
"REGION1","DEMPWRWND",2045,0
"REGION1","DEMPWRWND",2046,0
"REGION1","DEMPWRWND",2047,0
"REGION1","DEMPWRWND",2048,0
"REGION1","DEMPWRWND",2049,0
"REGION1","DEMPWRWND",2050,0
"REGION1","PWRWNDB01",2020,0
"REGION1","PWRWNDB01",2021,0
"REGION1","PWRWNDB01",2022,0
"REGION1","PWRWNDB01",2023,0
"REGION1","PWRWNDB01",2024,0
"REGION1","PWRWNDB01",2025,0
"REGION1","PWRWNDB01",2026,0
"REGION1","PWRWNDB01",2027,0
"REGION1","PWRWNDB01",2028,0
"REGION1","PWRWNDB01",2029,0
"REGION1","PWRWNDB01",2030,0
"REGION1","PWRWNDB01",2031,0
"REGION1","PWRWNDB01",2032,0
"REGION1","PWRWNDB01",2033,0
"REGION1","PWRWNDB01",2034,0
"REGION1","PWRWNDB01",2035,0
"REGION1","PWRWNDB01",2036,0
"REGION1","PWRWNDB01",2037,0
"REGION1","PWRWNDB01",2038,0
"REGION1","PWRWNDB01",2039,0
"REGION1","PWRWNDB01",2040,0
"REGION1","PWRWNDB01",2041,0
"REGION1","PWRWNDB01",2042,0
"REGION1","PWRWNDB01",2043,0
"REGION1","PWRWNDB01",2044,0
"REGION1","PWRWNDB01",2045,0
"REGION1","PWRWNDB01",2046,0
"REGION1","PWRWNDB01",2047,0
"REGION1","PWRWNDB01",2048,0
"REGION1","PWRWNDB01",2049,0
"REGION1","PWRWNDB01",2050,0
"REGION1","PWRWNDB02",2020,0
"REGION1","PWRWNDB02",2021,0
"REGION1","PWRWNDB02",2022,0
"REGION1","PWRWNDB02",2023,0
"REGION1","PWRWNDB02",2024,0
"REGION1","PWRWNDB02",2025,0
"REGION1","PWRWNDB02",2026,0
"REGION1","PWRWNDB02",2027,0
"REGION1","PWRWNDB02",2028,0
"REGION1","PWRWNDB02",2029,0
"REGION1","PWRWNDB02",2030,0
"REGION1","PWRWNDB02",2031,0
"REGION1","PWRWNDB02",2032,0
"REGION1","PWRWNDB02",2033,0
"REGION1","PWRWNDB02",2034,0
"REGION1","PWRWNDB02",2035,0
"REGION1","PWRWNDB02",2036,0
"REGION1","PWRWNDB02",2037,0
"REGION1","PWRWNDB02",2038,0
"REGION1","PWRWNDB02",2039,0
"REGION1","PWRWNDB02",2040,0
"REGION1","PWRWNDB02",2041,0
"REGION1","PWRWNDB02",2042,0
"REGION1","PWRWNDB02",2043,0
"REGION1","PWRWNDB02",2044,0
"REGION1","PWRWNDB02",2045,0
"REGION1","PWRWNDB02",2046,0
"REGION1","PWRWNDB02",2047,0
"REGION1","PWRWNDB02",2048,0
"REGION1","PWRWNDB02",2049,0
"REGION1","PWRWNDB02",2050,0
"REGION1","PWRWNDB03",2020,0
"REGION1","PWRWNDB03",2021,0
"REGION1","PWRWNDB03",2022,0
"REGION1","PWRWNDB03",2023,0
"REGION1","PWRWNDB03",2024,0
"REGION1","PWRWNDB03",2025,0
"REGION1","PWRWNDB03",2026,0
"REGION1","PWRWNDB03",2027,0
"REGION1","PWRWNDB03",2028,0
"REGION1","PWRWNDB03",2029,0
"REGION1","PWRWNDB03",2030,0
"REGION1","PWRWNDB03",2031,0
"REGION1","PWRWNDB03",2032,0
"REGION1","PWRWNDB03",2033,0
"REGION1","PWRWNDB03",2034,0
"REGION1","PWRWNDB03",2035,0
"REGION1","PWRWNDB03",2036,0
"REGION1","PWRWNDB03",2037,0
"REGION1","PWRWNDB03",2038,0
"REGION1","PWRWNDB03",2039,0
"REGION1","PWRWNDB03",2040,0
"REGION1","PWRWNDB03",2041,0
"REGION1","PWRWNDB03",2042,0
"REGION1","PWRWNDB03",2043,0
"REGION1","PWRWNDB03",2044,0
"REGION1","PWRWNDB03",2045,0
"REGION1","PWRWNDB03",2046,0
"REGION1","PWRWNDB03",2047,0
"REGION1","PWRWNDB03",2048,0
"REGION1","PWRWNDB03",2049,0
"REGION1","PWRWNDB03",2050,0
"REGION1","PWRWNDB04",2020,0
"REGION1","PWRWNDB04",2021,0
"REGION1","PWRWNDB04",2022,0
"REGION1","PWRWNDB04",2023,0
"REGION1","PWRWNDB04",2024,0
"REGION1","PWRWNDB04",2025,0
"REGION1","PWRWNDB04",2026,0
"REGION1","PWRWNDB04",2027,0
"REGION1","PWRWNDB04",2028,0
"REGION1","PWRWNDB04",2029,0
"REGION1","PWRWNDB04",2030,0
"REGION1","PWRWNDB04",2031,0
"REGION1","PWRWNDB04",2032,0
"REGION1","PWRWNDB04",2033,0
"REGION1","PWRWNDB04",2034,0
"REGION1","PWRWNDB04",2035,0
"REGION1","PWRWNDB04",2036,0
"REGION1","PWRWNDB04",2037,0
"REGION1","PWRWNDB04",2038,0
"REGION1","PWRWNDB04",2039,0
"REGION1","PWRWNDB04",2040,0
"REGION1","PWRWNDB04",2041,0
"REGION1","PWRWNDB04",2042,0
"REGION1","PWRWNDB04",2043,0
"REGION1","PWRWNDB04",2044,0
"REGION1","PWRWNDB04",2045,0
"REGION1","PWRWNDB04",2046,0
"REGION1","PWRWNDB04",2047,0
"REGION1","PWRWNDB04",2048,0
"REGION1","PWRWNDB04",2049,0
"REGION1","PWRWNDB04",2050,0
"REGION1","PWRWNDB05",2020,0
"REGION1","PWRWNDB05",2021,0
"REGION1","PWRWNDB05",2022,0
"REGION1","PWRWNDB05",2023,0
"REGION1","PWRWNDB05",2024,0
"REGION1","PWRWNDB05",2025,0
"REGION1","PWRWNDB05",2026,0
"REGION1","PWRWNDB05",2027,0
"REGION1","PWRWNDB05",2028,0
"REGION1","PWRWNDB05",2029,0
"REGION1","PWRWNDB05",2030,0
"REGION1","PWRWNDB05",2031,0
"REGION1","PWRWNDB05",2032,0
"REGION1","PWRWNDB05",2033,0
"REGION1","PWRWNDB05",2034,0
"REGION1","PWRWNDB05",2035,0
"REGION1","PWRWNDB05",2036,0
"REGION1","PWRWNDB05",2037,0
"REGION1","PWRWNDB05",2038,0
"REGION1","PWRWNDB05",2039,0
"REGION1","PWRWNDB05",2040,0
"REGION1","PWRWNDB05",2041,0
"REGION1","PWRWNDB05",2042,0
"REGION1","PWRWNDB05",2043,0
"REGION1","PWRWNDB05",2044,0
"REGION1","PWRWNDB05",2045,0
"REGION1","PWRWNDB05",2046,0
"REGION1","PWRWNDB05",2047,0
"REGION1","PWRWNDB05",2048,0
"REGION1","PWRWNDB05",2049,0
"REGION1","PWRWNDB05",2050,0
"REGION1","PWRWNDB06",2020,0
"REGION1","PWRWNDB06",2021,0
"REGION1","PWRWNDB06",2022,0
"REGION1","PWRWNDB06",2023,0
"REGION1","PWRWNDB06",2024,0
"REGION1","PWRWNDB06",2025,0
"REGION1","PWRWNDB06",2026,0
"REGION1","PWRWNDB06",2027,0
"REGION1","PWRWNDB06",2028,0
"REGION1","PWRWNDB06",2029,0
"REGION1","PWRWNDB06",2030,0
"REGION1","PWRWNDB06",2031,0
"REGION1","PWRWNDB06",2032,0
"REGION1","PWRWNDB06",2033,0
"REGION1","PWRWNDB06",2034,0
"REGION1","PWRWNDB06",2035,0
"REGION1","PWRWNDB06",2036,0
"REGION1","PWRWNDB06",2037,0
"REGION1","PWRWNDB06",2038,0
"REGION1","PWRWNDB06",2039,0
"REGION1","PWRWNDB06",2040,0
"REGION1","PWRWNDB06",2041,0
"REGION1","PWRWNDB06",2042,0
"REGION1","PWRWNDB06",2043,0
"REGION1","PWRWNDB06",2044,0
"REGION1","PWRWNDB06",2045,0
"REGION1","PWRWNDB06",2046,0
"REGION1","PWRWNDB06",2047,0
"REGION1","PWRWNDB06",2048,0
"REGION1","PWRWNDB06",2049,0
"REGION1","PWRWNDB06",2050,0
"REGION1","PWRWNDB07",2020,0
"REGION1","PWRWNDB07",2021,0
"REGION1","PWRWNDB07",2022,0
"REGION1","PWRWNDB07",2023,0
"REGION1","PWRWNDB07",2024,0
"REGION1","PWRWNDB07",2025,0
"REGION1","PWRWNDB07",2026,0
"REGION1","PWRWNDB07",2027,0
"REGION1","PWRWNDB07",2028,0
"REGION1","PWRWNDB07",2029,0
"REGION1","PWRWNDB07",2030,0
"REGION1","PWRWNDB07",2031,0
"REGION1","PWRWNDB07",2032,0
"REGION1","PWRWNDB07",2033,0
"REGION1","PWRWNDB07",2034,0
"REGION1","PWRWNDB07",2035,0
"REGION1","PWRWNDB07",2036,0
"REGION1","PWRWNDB07",2037,0
"REGION1","PWRWNDB07",2038,0
"REGION1","PWRWNDB07",2039,0
"REGION1","PWRWNDB07",2040,0
"REGION1","PWRWNDB07",2041,0
"REGION1","PWRWNDB07",2042,0
"REGION1","PWRWNDB07",2043,0
"REGION1","PWRWNDB07",2044,0
"REGION1","PWRWNDB07",2045,0
"REGION1","PWRWNDB07",2046,0
"REGION1","PWRWNDB07",2047,0
"REGION1","PWRWNDB07",2048,0
"REGION1","PWRWNDB07",2049,0
"REGION1","PWRWNDB07",2050,0
"REGION1","PWRWNDB08",2020,0
"REGION1","PWRWNDB08",2021,0
"REGION1","PWRWNDB08",2022,0
"REGION1","PWRWNDB08",2023,0
"REGION1","PWRWNDB08",2024,0
"REGION1","PWRWNDB08",2025,0
"REGION1","PWRWNDB08",2026,0
"REGION1","PWRWNDB08",2027,0
"REGION1","PWRWNDB08",2028,0
"REGION1","PWRWNDB08",2029,0
"REGION1","PWRWNDB08",2030,0
"REGION1","PWRWNDB08",2031,0
"REGION1","PWRWNDB08",2032,0
"REGION1","PWRWNDB08",2033,0
"REGION1","PWRWNDB08",2034,0
"REGION1","PWRWNDB08",2035,0
"REGION1","PWRWNDB08",2036,0
"REGION1","PWRWNDB08",2037,0
"REGION1","PWRWNDB08",2038,0
"REGION1","PWRWNDB08",2039,0
"REGION1","PWRWNDB08",2040,0
"REGION1","PWRWNDB08",2041,0
"REGION1","PWRWNDB08",2042,0
"REGION1","PWRWNDB08",2043,0
"REGION1","PWRWNDB08",2044,0
"REGION1","PWRWNDB08",2045,0
"REGION1","PWRWNDB08",2046,0
"REGION1","PWRWNDB08",2047,0
"REGION1","PWRWNDB08",2048,0
"REGION1","PWRWNDB08",2049,0
"REGION1","PWRWNDB08",2050,0
"REGION1","DEMPWRBIO",2020,0
"REGION1","DEMPWRBIO",2021,0
"REGION1","DEMPWRBIO",2022,0
"REGION1","DEMPWRBIO",2023,0
"REGION1","DEMPWRBIO",2024,0
"REGION1","DEMPWRBIO",2025,0
"REGION1","DEMPWRBIO",2026,0
"REGION1","DEMPWRBIO",2027,0
"REGION1","DEMPWRBIO",2028,0
"REGION1","DEMPWRBIO",2029,0
"REGION1","DEMPWRBIO",2030,0
"REGION1","DEMPWRBIO",2031,0
"REGION1","DEMPWRBIO",2032,0
"REGION1","DEMPWRBIO",2033,0
"REGION1","DEMPWRBIO",2034,0
"REGION1","DEMPWRBIO",2035,0
"REGION1","DEMPWRBIO",2036,0
"REGION1","DEMPWRBIO",2037,0
"REGION1","DEMPWRBIO",2038,0
"REGION1","DEMPWRBIO",2039,0
"REGION1","DEMPWRBIO",2040,0
"REGION1","DEMPWRBIO",2041,0
"REGION1","DEMPWRBIO",2042,0
"REGION1","DEMPWRBIO",2043,0
"REGION1","DEMPWRBIO",2044,0
"REGION1","DEMPWRBIO",2045,0
"REGION1","DEMPWRBIO",2046,0
"REGION1","DEMPWRBIO",2047,0
"REGION1","DEMPWRBIO",2048,0
"REGION1","DEMPWRBIO",2049,0
"REGION1","DEMPWRBIO",2050,0
"REGION1","PWRBIOB01",2020,0
"REGION1","PWRBIOB01",2021,0
"REGION1","PWRBIOB01",2022,0
"REGION1","PWRBIOB01",2023,0
"REGION1","PWRBIOB01",2024,0
"REGION1","PWRBIOB01",2025,0
"REGION1","PWRBIOB01",2026,0
"REGION1","PWRBIOB01",2027,0
"REGION1","PWRBIOB01",2028,0
"REGION1","PWRBIOB01",2029,0
"REGION1","PWRBIOB01",2030,0
"REGION1","PWRBIOB01",2031,0
"REGION1","PWRBIOB01",2032,0
"REGION1","PWRBIOB01",2033,0
"REGION1","PWRBIOB01",2034,0
"REGION1","PWRBIOB01",2035,0
"REGION1","PWRBIOB01",2036,0
"REGION1","PWRBIOB01",2037,0
"REGION1","PWRBIOB01",2038,0
"REGION1","PWRBIOB01",2039,0
"REGION1","PWRBIOB01",2040,0
"REGION1","PWRBIOB01",2041,0
"REGION1","PWRBIOB01",2042,0
"REGION1","PWRBIOB01",2043,0
"REGION1","PWRBIOB01",2044,0
"REGION1","PWRBIOB01",2045,0
"REGION1","PWRBIOB01",2046,0
"REGION1","PWRBIOB01",2047,0
"REGION1","PWRBIOB01",2048,0
"REGION1","PWRBIOB01",2049,0
"REGION1","PWRBIOB01",2050,0
"REGION1","PWRBIOB02",2020,0
"REGION1","PWRBIOB02",2021,0
"REGION1","PWRBIOB02",2022,0
"REGION1","PWRBIOB02",2023,0
"REGION1","PWRBIOB02",2024,0
"REGION1","PWRBIOB02",2025,0
"REGION1","PWRBIOB02",2026,0
"REGION1","PWRBIOB02",2027,0
"REGION1","PWRBIOB02",2028,0
"REGION1","PWRBIOB02",2029,0
"REGION1","PWRBIOB02",2030,0
"REGION1","PWRBIOB02",2031,0
"REGION1","PWRBIOB02",2032,0
"REGION1","PWRBIOB02",2033,0
"REGION1","PWRBIOB02",2034,0
"REGION1","PWRBIOB02",2035,0
"REGION1","PWRBIOB02",2036,0
"REGION1","PWRBIOB02",2037,0
"REGION1","PWRBIOB02",2038,0
"REGION1","PWRBIOB02",2039,0
"REGION1","PWRBIOB02",2040,0
"REGION1","PWRBIOB02",2041,0
"REGION1","PWRBIOB02",2042,0
"REGION1","PWRBIOB02",2043,0
"REGION1","PWRBIOB02",2044,0
"REGION1","PWRBIOB02",2045,0
"REGION1","PWRBIOB02",2046,0
"REGION1","PWRBIOB02",2047,0
"REGION1","PWRBIOB02",2048,0
"REGION1","PWRBIOB02",2049,0
"REGION1","PWRBIOB02",2050,0
"REGION1","PWRBIOB03",2020,0
"REGION1","PWRBIOB03",2021,0
"REGION1","PWRBIOB03",2022,0
"REGION1","PWRBIOB03",2023,0
"REGION1","PWRBIOB03",2024,0
"REGION1","PWRBIOB03",2025,0
"REGION1","PWRBIOB03",2026,0
"REGION1","PWRBIOB03",2027,0
"REGION1","PWRBIOB03",2028,0
"REGION1","PWRBIOB03",2029,0
"REGION1","PWRBIOB03",2030,0
"REGION1","PWRBIOB03",2031,0
"REGION1","PWRBIOB03",2032,0
"REGION1","PWRBIOB03",2033,0
"REGION1","PWRBIOB03",2034,0
"REGION1","PWRBIOB03",2035,0
"REGION1","PWRBIOB03",2036,0
"REGION1","PWRBIOB03",2037,0
"REGION1","PWRBIOB03",2038,0
"REGION1","PWRBIOB03",2039,0
"REGION1","PWRBIOB03",2040,0
"REGION1","PWRBIOB03",2041,0
"REGION1","PWRBIOB03",2042,0
"REGION1","PWRBIOB03",2043,0
"REGION1","PWRBIOB03",2044,0
"REGION1","PWRBIOB03",2045,0
"REGION1","PWRBIOB03",2046,0
"REGION1","PWRBIOB03",2047,0
"REGION1","PWRBIOB03",2048,0
"REGION1","PWRBIOB03",2049,0
"REGION1","PWRBIOB03",2050,0
"REGION1","PWRBIOB04",2020,0
"REGION1","PWRBIOB04",2021,0
"REGION1","PWRBIOB04",2022,0
"REGION1","PWRBIOB04",2023,0
"REGION1","PWRBIOB04",2024,0
"REGION1","PWRBIOB04",2025,0
"REGION1","PWRBIOB04",2026,0
"REGION1","PWRBIOB04",2027,0
"REGION1","PWRBIOB04",2028,0
"REGION1","PWRBIOB04",2029,0
"REGION1","PWRBIOB04",2030,0
"REGION1","PWRBIOB04",2031,0
"REGION1","PWRBIOB04",2032,0
"REGION1","PWRBIOB04",2033,0
"REGION1","PWRBIOB04",2034,0
"REGION1","PWRBIOB04",2035,0
"REGION1","PWRBIOB04",2036,0
"REGION1","PWRBIOB04",2037,0
"REGION1","PWRBIOB04",2038,0
"REGION1","PWRBIOB04",2039,0
"REGION1","PWRBIOB04",2040,0
"REGION1","PWRBIOB04",2041,0
"REGION1","PWRBIOB04",2042,0
"REGION1","PWRBIOB04",2043,0
"REGION1","PWRBIOB04",2044,0
"REGION1","PWRBIOB04",2045,0
"REGION1","PWRBIOB04",2046,0
"REGION1","PWRBIOB04",2047,0
"REGION1","PWRBIOB04",2048,0
"REGION1","PWRBIOB04",2049,0
"REGION1","PWRBIOB04",2050,0
"REGION1","PWRBIOB05",2020,0
"REGION1","PWRBIOB05",2021,0
"REGION1","PWRBIOB05",2022,0
"REGION1","PWRBIOB05",2023,0
"REGION1","PWRBIOB05",2024,0
"REGION1","PWRBIOB05",2025,0
"REGION1","PWRBIOB05",2026,0
"REGION1","PWRBIOB05",2027,0
"REGION1","PWRBIOB05",2028,0
"REGION1","PWRBIOB05",2029,0
"REGION1","PWRBIOB05",2030,0
"REGION1","PWRBIOB05",2031,0
"REGION1","PWRBIOB05",2032,0
"REGION1","PWRBIOB05",2033,0
"REGION1","PWRBIOB05",2034,0
"REGION1","PWRBIOB05",2035,0
"REGION1","PWRBIOB05",2036,0
"REGION1","PWRBIOB05",2037,0
"REGION1","PWRBIOB05",2038,0
"REGION1","PWRBIOB05",2039,0
"REGION1","PWRBIOB05",2040,0
"REGION1","PWRBIOB05",2041,0
"REGION1","PWRBIOB05",2042,0
"REGION1","PWRBIOB05",2043,0
"REGION1","PWRBIOB05",2044,0
"REGION1","PWRBIOB05",2045,0
"REGION1","PWRBIOB05",2046,0
"REGION1","PWRBIOB05",2047,0
"REGION1","PWRBIOB05",2048,0
"REGION1","PWRBIOB05",2049,0
"REGION1","PWRBIOB05",2050,0
"REGION1","DEMPWRSOL",2020,0
"REGION1","DEMPWRSOL",2021,0
"REGION1","DEMPWRSOL",2022,0
"REGION1","DEMPWRSOL",2023,0
"REGION1","DEMPWRSOL",2024,0
"REGION1","DEMPWRSOL",2025,0
"REGION1","DEMPWRSOL",2026,0
"REGION1","DEMPWRSOL",2027,0
"REGION1","DEMPWRSOL",2028,0
"REGION1","DEMPWRSOL",2029,0
"REGION1","DEMPWRSOL",2030,0
"REGION1","DEMPWRSOL",2031,0
"REGION1","DEMPWRSOL",2032,0
"REGION1","DEMPWRSOL",2033,0
"REGION1","DEMPWRSOL",2034,0
"REGION1","DEMPWRSOL",2035,0
"REGION1","DEMPWRSOL",2036,0
"REGION1","DEMPWRSOL",2037,0
"REGION1","DEMPWRSOL",2038,0
"REGION1","DEMPWRSOL",2039,0
"REGION1","DEMPWRSOL",2040,0
"REGION1","DEMPWRSOL",2041,0
"REGION1","DEMPWRSOL",2042,0
"REGION1","DEMPWRSOL",2043,0
"REGION1","DEMPWRSOL",2044,0
"REGION1","DEMPWRSOL",2045,0
"REGION1","DEMPWRSOL",2046,0
"REGION1","DEMPWRSOL",2047,0
"REGION1","DEMPWRSOL",2048,0
"REGION1","DEMPWRSOL",2049,0
"REGION1","DEMPWRSOL",2050,0
"REGION1","PWRSOLB01",2020,0
"REGION1","PWRSOLB01",2021,0
"REGION1","PWRSOLB01",2022,0
"REGION1","PWRSOLB01",2023,0
"REGION1","PWRSOLB01",2024,0
"REGION1","PWRSOLB01",2025,0
"REGION1","PWRSOLB01",2026,0
"REGION1","PWRSOLB01",2027,0
"REGION1","PWRSOLB01",2028,0
"REGION1","PWRSOLB01",2029,0
"REGION1","PWRSOLB01",2030,0
"REGION1","PWRSOLB01",2031,0
"REGION1","PWRSOLB01",2032,0
"REGION1","PWRSOLB01",2033,0
"REGION1","PWRSOLB01",2034,0
"REGION1","PWRSOLB01",2035,0
"REGION1","PWRSOLB01",2036,0
"REGION1","PWRSOLB01",2037,0
"REGION1","PWRSOLB01",2038,0
"REGION1","PWRSOLB01",2039,0
"REGION1","PWRSOLB01",2040,0
"REGION1","PWRSOLB01",2041,0
"REGION1","PWRSOLB01",2042,0
"REGION1","PWRSOLB01",2043,0
"REGION1","PWRSOLB01",2044,0
"REGION1","PWRSOLB01",2045,0
"REGION1","PWRSOLB01",2046,0
"REGION1","PWRSOLB01",2047,0
"REGION1","PWRSOLB01",2048,0
"REGION1","PWRSOLB01",2049,0
"REGION1","PWRSOLB01",2050,0
"REGION1","DEMPWRHYD",2020,0
"REGION1","DEMPWRHYD",2021,0
"REGION1","DEMPWRHYD",2022,0
"REGION1","DEMPWRHYD",2023,0
"REGION1","DEMPWRHYD",2024,0
"REGION1","DEMPWRHYD",2025,0
"REGION1","DEMPWRHYD",2026,0
"REGION1","DEMPWRHYD",2027,0
"REGION1","DEMPWRHYD",2028,0
"REGION1","DEMPWRHYD",2029,0
"REGION1","DEMPWRHYD",2030,0
"REGION1","DEMPWRHYD",2031,0
"REGION1","DEMPWRHYD",2032,0
"REGION1","DEMPWRHYD",2033,0
"REGION1","DEMPWRHYD",2034,0
"REGION1","DEMPWRHYD",2035,0
"REGION1","DEMPWRHYD",2036,0
"REGION1","DEMPWRHYD",2037,0
"REGION1","DEMPWRHYD",2038,0
"REGION1","DEMPWRHYD",2039,0
"REGION1","DEMPWRHYD",2040,0
"REGION1","DEMPWRHYD",2041,0
"REGION1","DEMPWRHYD",2042,0
"REGION1","DEMPWRHYD",2043,0
"REGION1","DEMPWRHYD",2044,0
"REGION1","DEMPWRHYD",2045,0
"REGION1","DEMPWRHYD",2046,0
"REGION1","DEMPWRHYD",2047,0
"REGION1","DEMPWRHYD",2048,0
