r,l,f,y,Demand
"REGION1","SEA1D","COMBIO",2044,0
"REGION1","SEA1D","COMBIO",2045,0
"REGION1","SEA1D","COMBIO",2046,0
"REGION1","SEA1D","COMBIO",2047,0
"REGION1","SEA1D","COMBIO",2048,0
"REGION1","SEA1D","COMBIO",2049,0
"REGION1","SEA1D","COMBIO",2050,0
"REGION1","SEA1D","COMNGS",2020,0
"REGION1","SEA1D","COMNGS",2021,0
"REGION1","SEA1D","COMNGS",2022,0
"REGION1","SEA1D","COMNGS",2023,0
"REGION1","SEA1D","COMNGS",2024,0
"REGION1","SEA1D","COMNGS",2025,0
"REGION1","SEA1D","COMNGS",2026,0
"REGION1","SEA1D","COMNGS",2027,0
"REGION1","SEA1D","COMNGS",2028,0
"REGION1","SEA1D","COMNGS",2029,0
"REGION1","SEA1D","COMNGS",2030,0
"REGION1","SEA1D","COMNGS",2031,0
"REGION1","SEA1D","COMNGS",2032,0
"REGION1","SEA1D","COMNGS",2033,0
"REGION1","SEA1D","COMNGS",2034,0
"REGION1","SEA1D","COMNGS",2035,0
"REGION1","SEA1D","COMNGS",2036,0
"REGION1","SEA1D","COMNGS",2037,0
"REGION1","SEA1D","COMNGS",2038,0
"REGION1","SEA1D","COMNGS",2039,0
"REGION1","SEA1D","COMNGS",2040,0
"REGION1","SEA1D","COMNGS",2041,0
"REGION1","SEA1D","COMNGS",2042,0
"REGION1","SEA1D","COMNGS",2043,0
"REGION1","SEA1D","COMNGS",2044,0
"REGION1","SEA1D","COMNGS",2045,0
"REGION1","SEA1D","COMNGS",2046,0
"REGION1","SEA1D","COMNGS",2047,0
"REGION1","SEA1D","COMNGS",2048,0
"REGION1","SEA1D","COMNGS",2049,0
"REGION1","SEA1D","COMNGS",2050,0
"REGION1","SEA1D","COMELCB02",2020,8.55
"REGION1","SEA1D","COMELCB02",2021,8.7435
"REGION1","SEA1D","COMELCB02",2022,8.904
"REGION1","SEA1D","COMELCB02",2023,9.036
"REGION1","SEA1D","COMELCB02",2024,9.144
"REGION1","SEA1D","COMELCB02",2025,9.2535
"REGION1","SEA1D","COMELCB02",2026,9.3795
"REGION1","SEA1D","COMELCB02",2027,9.51
"REGION1","SEA1D","COMELCB02",2028,9.6165
"REGION1","SEA1D","COMELCB02",2029,9.732
