r,t,e,m,y,AnnualTechnologyEmissionByMode
"REGION1","LNDAGRBC1C03","CO2",9,2044,0
"REGION1","LNDAGRBC1C03","CO2",9,2045,0
"REGION1","LNDAGRBC1C03","CO2",9,2046,0
"REGION1","LNDAGRBC1C03","CO2",9,2047,0
"REGION1","LNDAGRBC1C03","CO2",9,2048,0
"REGION1","LNDAGRBC1C03","CO2",9,2049,0
"REGION1","LNDAGRBC1C03","CO2",9,2050,0
"REGION1","LNDAGRBC1C03","CO2",52,2020,0
"REGION1","LNDAGRBC1C03","CO2",52,2021,0
"REGION1","LNDAGRBC1C03","CO2",52,2022,0
"REGION1","LNDAGRBC1C03","CO2",52,2023,0
"REGION1","LNDAGRBC1C03","CO2",52,2024,0
"REGION1","LNDAGRBC1C03","CO2",52,2025,0
"REGION1","LNDAGRBC1C03","CO2",52,2026,0
"REGION1","LNDAGRBC1C03","CO2",52,2027,0
"REGION1","LNDAGRBC1C03","CO2",52,2028,0
"REGION1","LNDAGRBC1C03","CO2",52,2029,0
"REGION1","LNDAGRBC1C03","CO2",52,2030,0
"REGION1","LNDAGRBC1C03","CO2",52,2031,0
"REGION1","LNDAGRBC1C03","CO2",52,2032,0
"REGION1","LNDAGRBC1C03","CO2",52,2033,0
"REGION1","LNDAGRBC1C03","CO2",52,2034,0
"REGION1","LNDAGRBC1C03","CO2",52,2035,0
"REGION1","LNDAGRBC1C03","CO2",52,2036,0
"REGION1","LNDAGRBC1C03","CO2",52,2037,0
"REGION1","LNDAGRBC1C03","CO2",52,2038,0
"REGION1","LNDAGRBC1C03","CO2",52,2039,0
"REGION1","LNDAGRBC1C03","CO2",52,2040,0
"REGION1","LNDAGRBC1C03","CO2",52,2041,0
"REGION1","LNDAGRBC1C03","CO2",52,2042,0
"REGION1","LNDAGRBC1C03","CO2",52,2043,0
"REGION1","LNDAGRBC1C03","CO2",52,2044,0
"REGION1","LNDAGRBC1C03","CO2",52,2045,0
"REGION1","LNDAGRBC1C03","CO2",52,2046,0
"REGION1","LNDAGRBC1C03","CO2",52,2047,0
"REGION1","LNDAGRBC1C03","CO2",52,2048,0
"REGION1","LNDAGRBC1C03","CO2",52,2049,0
"REGION1","LNDAGRBC1C03","CO2",52,2050,0
"REGION1","LNDAGRBC1C03","CO2",24,2020,0
"REGION1","LNDAGRBC1C03","CO2",24,2021,0
"REGION1","LNDAGRBC1C03","CO2",24,2022,0
"REGION1","LNDAGRBC1C03","CO2",24,2023,0
"REGION1","LNDAGRBC1C03","CO2",24,2024,0
"REGION1","LNDAGRBC1C03","CO2",24,2025,0
"REGION1","LNDAGRBC1C03","CO2",24,2026,0
"REGION1","LNDAGRBC1C03","CO2",24,2027,0
"REGION1","LNDAGRBC1C03","CO2",24,2028,0
"REGION1","LNDAGRBC1C03","CO2",24,2029,0
"REGION1","LNDAGRBC1C03","CO2",24,2030,0
"REGION1","LNDAGRBC1C03","CO2",24,2031,0
"REGION1","LNDAGRBC1C03","CO2",24,2032,0
"REGION1","LNDAGRBC1C03","CO2",24,2033,0
"REGION1","LNDAGRBC1C03","CO2",24,2034,0
"REGION1","LNDAGRBC1C03","CO2",24,2035,0
"REGION1","LNDAGRBC1C03","CO2",24,2036,0
"REGION1","LNDAGRBC1C03","CO2",24,2037,0
"REGION1","LNDAGRBC1C03","CO2",24,2038,0
"REGION1","LNDAGRBC1C03","CO2",24,2039,0
"REGION1","LNDAGRBC1C03","CO2",24,2040,0
"REGION1","LNDAGRBC1C03","CO2",24,2041,0
"REGION1","LNDAGRBC1C03","CO2",24,2042,0
"REGION1","LNDAGRBC1C03","CO2",24,2043,0
"REGION1","LNDAGRBC1C03","CO2",24,2044,0
"REGION1","LNDAGRBC1C03","CO2",24,2045,0
"REGION1","LNDAGRBC1C03","CO2",24,2046,0
"REGION1","LNDAGRBC1C03","CO2",24,2047,0
"REGION1","LNDAGRBC1C03","CO2",24,2048,0
"REGION1","LNDAGRBC1C03","CO2",24,2049,0
"REGION1","LNDAGRBC1C03","CO2",24,2050,0
"REGION1","LNDAGRBC1C03","CO2",48,2020,0
"REGION1","LNDAGRBC1C03","CO2",48,2021,0
"REGION1","LNDAGRBC1C03","CO2",48,2022,0
"REGION1","LNDAGRBC1C03","CO2",48,2023,0
"REGION1","LNDAGRBC1C03","CO2",48,2024,0
"REGION1","LNDAGRBC1C03","CO2",48,2025,0
"REGION1","LNDAGRBC1C03","CO2",48,2026,0
"REGION1","LNDAGRBC1C03","CO2",48,2027,0
"REGION1","LNDAGRBC1C03","CO2",48,2028,0
"REGION1","LNDAGRBC1C03","CO2",48,2029,0
"REGION1","LNDAGRBC1C03","CO2",48,2030,0
"REGION1","LNDAGRBC1C03","CO2",48,2031,0
"REGION1","LNDAGRBC1C03","CO2",48,2032,0
"REGION1","LNDAGRBC1C03","CO2",48,2033,0
"REGION1","LNDAGRBC1C03","CO2",48,2034,0
"REGION1","LNDAGRBC1C03","CO2",48,2035,0
"REGION1","LNDAGRBC1C03","CO2",48,2036,0
"REGION1","LNDAGRBC1C03","CO2",48,2037,0
"REGION1","LNDAGRBC1C03","CO2",48,2038,0
"REGION1","LNDAGRBC1C03","CO2",48,2039,0
"REGION1","LNDAGRBC1C03","CO2",48,2040,0
"REGION1","LNDAGRBC1C03","CO2",48,2041,0
"REGION1","LNDAGRBC1C03","CO2",48,2042,0
"REGION1","LNDAGRBC1C03","CO2",48,2043,0
"REGION1","LNDAGRBC1C03","CO2",48,2044,0
"REGION1","LNDAGRBC1C03","CO2",48,2045,0
"REGION1","LNDAGRBC1C03","CO2",48,2046,0
"REGION1","LNDAGRBC1C03","CO2",48,2047,0
"REGION1","LNDAGRBC1C03","CO2",48,2048,0
"REGION1","LNDAGRBC1C03","CO2",48,2049,0
"REGION1","LNDAGRBC1C03","CO2",48,2050,0
"REGION1","LNDAGRBC1C03","CO2",23,2020,0
"REGION1","LNDAGRBC1C03","CO2",23,2021,0
"REGION1","LNDAGRBC1C03","CO2",23,2022,0
"REGION1","LNDAGRBC1C03","CO2",23,2023,0
"REGION1","LNDAGRBC1C03","CO2",23,2024,0
"REGION1","LNDAGRBC1C03","CO2",23,2025,0
"REGION1","LNDAGRBC1C03","CO2",23,2026,0
"REGION1","LNDAGRBC1C03","CO2",23,2027,0
"REGION1","LNDAGRBC1C03","CO2",23,2028,0
"REGION1","LNDAGRBC1C03","CO2",23,2029,0
"REGION1","LNDAGRBC1C03","CO2",23,2030,0
"REGION1","LNDAGRBC1C03","CO2",23,2031,0
"REGION1","LNDAGRBC1C03","CO2",23,2032,0
"REGION1","LNDAGRBC1C03","CO2",23,2033,0
"REGION1","LNDAGRBC1C03","CO2",23,2034,0
"REGION1","LNDAGRBC1C03","CO2",23,2035,0
"REGION1","LNDAGRBC1C03","CO2",23,2036,0
"REGION1","LNDAGRBC1C03","CO2",23,2037,0
"REGION1","LNDAGRBC1C03","CO2",23,2038,0
"REGION1","LNDAGRBC1C03","CO2",23,2039,0
"REGION1","LNDAGRBC1C03","CO2",23,2040,0
"REGION1","LNDAGRBC1C03","CO2",23,2041,0
"REGION1","LNDAGRBC1C03","CO2",23,2042,0
"REGION1","LNDAGRBC1C03","CO2",23,2043,0
"REGION1","LNDAGRBC1C03","CO2",23,2044,0
"REGION1","LNDAGRBC1C03","CO2",23,2045,0
"REGION1","LNDAGRBC1C03","CO2",23,2046,0
"REGION1","LNDAGRBC1C03","CO2",23,2047,0
"REGION1","LNDAGRBC1C03","CO2",23,2048,0
"REGION1","LNDAGRBC1C03","CO2",23,2049,0
"REGION1","LNDAGRBC1C03","CO2",23,2050,0
"REGION1","LNDAGRBC1C03","CO2",30,2020,0
"REGION1","LNDAGRBC1C03","CO2",30,2021,0
"REGION1","LNDAGRBC1C03","CO2",30,2022,0
"REGION1","LNDAGRBC1C03","CO2",30,2023,0
"REGION1","LNDAGRBC1C03","CO2",30,2024,0
"REGION1","LNDAGRBC1C03","CO2",30,2025,0
"REGION1","LNDAGRBC1C03","CO2",30,2026,0
"REGION1","LNDAGRBC1C03","CO2",30,2027,0
"REGION1","LNDAGRBC1C03","CO2",30,2028,0
"REGION1","LNDAGRBC1C03","CO2",30,2029,0
"REGION1","LNDAGRBC1C03","CO2",30,2030,0
"REGION1","LNDAGRBC1C03","CO2",30,2031,0
"REGION1","LNDAGRBC1C03","CO2",30,2032,0
"REGION1","LNDAGRBC1C03","CO2",30,2033,0
"REGION1","LNDAGRBC1C03","CO2",30,2034,0
"REGION1","LNDAGRBC1C03","CO2",30,2035,0
"REGION1","LNDAGRBC1C03","CO2",30,2036,0
"REGION1","LNDAGRBC1C03","CO2",30,2037,0
"REGION1","LNDAGRBC1C03","CO2",30,2038,0
"REGION1","LNDAGRBC1C03","CO2",30,2039,0
"REGION1","LNDAGRBC1C03","CO2",30,2040,0
"REGION1","LNDAGRBC1C03","CO2",30,2041,0
"REGION1","LNDAGRBC1C03","CO2",30,2042,0
"REGION1","LNDAGRBC1C03","CO2",30,2043,0
"REGION1","LNDAGRBC1C03","CO2",30,2044,0
"REGION1","LNDAGRBC1C03","CO2",30,2045,0
"REGION1","LNDAGRBC1C03","CO2",30,2046,0
"REGION1","LNDAGRBC1C03","CO2",30,2047,0
"REGION1","LNDAGRBC1C03","CO2",30,2048,0
"REGION1","LNDAGRBC1C03","CO2",30,2049,0
"REGION1","LNDAGRBC1C03","CO2",30,2050,0
"REGION1","LNDAGRBC1C03","CO2",29,2020,0
"REGION1","LNDAGRBC1C03","CO2",29,2021,0
"REGION1","LNDAGRBC1C03","CO2",29,2022,0
"REGION1","LNDAGRBC1C03","CO2",29,2023,0
"REGION1","LNDAGRBC1C03","CO2",29,2024,0
"REGION1","LNDAGRBC1C03","CO2",29,2025,0
"REGION1","LNDAGRBC1C03","CO2",29,2026,0
"REGION1","LNDAGRBC1C03","CO2",29,2027,0
"REGION1","LNDAGRBC1C03","CO2",29,2028,0
"REGION1","LNDAGRBC1C03","CO2",29,2029,0
"REGION1","LNDAGRBC1C03","CO2",29,2030,0
"REGION1","LNDAGRBC1C03","CO2",29,2031,0
"REGION1","LNDAGRBC1C03","CO2",29,2032,0
"REGION1","LNDAGRBC1C03","CO2",29,2033,0
"REGION1","LNDAGRBC1C03","CO2",29,2034,0
"REGION1","LNDAGRBC1C03","CO2",29,2035,0
"REGION1","LNDAGRBC1C03","CO2",29,2036,0
"REGION1","LNDAGRBC1C03","CO2",29,2037,0
"REGION1","LNDAGRBC1C03","CO2",29,2038,0
"REGION1","LNDAGRBC1C03","CO2",29,2039,0
"REGION1","LNDAGRBC1C03","CO2",29,2040,0
"REGION1","LNDAGRBC1C03","CO2",29,2041,0
"REGION1","LNDAGRBC1C03","CO2",29,2042,0
"REGION1","LNDAGRBC1C03","CO2",29,2043,0
"REGION1","LNDAGRBC1C03","CO2",29,2044,0
"REGION1","LNDAGRBC1C03","CO2",29,2045,0
"REGION1","LNDAGRBC1C03","CO2",29,2046,0
"REGION1","LNDAGRBC1C03","CO2",29,2047,0
"REGION1","LNDAGRBC1C03","CO2",29,2048,0
"REGION1","LNDAGRBC1C03","CO2",29,2049,0
"REGION1","LNDAGRBC1C03","CO2",29,2050,0
"REGION1","LNDAGRBC1C03","CO2",49,2020,0
"REGION1","LNDAGRBC1C03","CO2",49,2021,0
"REGION1","LNDAGRBC1C03","CO2",49,2022,0
"REGION1","LNDAGRBC1C03","CO2",49,2023,0
"REGION1","LNDAGRBC1C03","CO2",49,2024,0
"REGION1","LNDAGRBC1C03","CO2",49,2025,0
"REGION1","LNDAGRBC1C03","CO2",49,2026,0
"REGION1","LNDAGRBC1C03","CO2",49,2027,0
"REGION1","LNDAGRBC1C03","CO2",49,2028,0
"REGION1","LNDAGRBC1C03","CO2",49,2029,0
"REGION1","LNDAGRBC1C03","CO2",49,2030,0
"REGION1","LNDAGRBC1C03","CO2",49,2031,0
"REGION1","LNDAGRBC1C03","CO2",49,2032,0
"REGION1","LNDAGRBC1C03","CO2",49,2033,0
"REGION1","LNDAGRBC1C03","CO2",49,2034,0
"REGION1","LNDAGRBC1C03","CO2",49,2035,0
"REGION1","LNDAGRBC1C03","CO2",49,2036,0
"REGION1","LNDAGRBC1C03","CO2",49,2037,0
"REGION1","LNDAGRBC1C03","CO2",49,2038,0
"REGION1","LNDAGRBC1C03","CO2",49,2039,0
"REGION1","LNDAGRBC1C03","CO2",49,2040,0
"REGION1","LNDAGRBC1C03","CO2",49,2041,0
"REGION1","LNDAGRBC1C03","CO2",49,2042,0
"REGION1","LNDAGRBC1C03","CO2",49,2043,0
"REGION1","LNDAGRBC1C03","CO2",49,2044,0
"REGION1","LNDAGRBC1C03","CO2",49,2045,0
"REGION1","LNDAGRBC1C03","CO2",49,2046,0
"REGION1","LNDAGRBC1C03","CO2",49,2047,0
"REGION1","LNDAGRBC1C03","CO2",49,2048,0
"REGION1","LNDAGRBC1C03","CO2",49,2049,0
"REGION1","LNDAGRBC1C03","CO2",49,2050,0
"REGION1","LNDAGRBC1C03","CO2",51,2020,0
"REGION1","LNDAGRBC1C03","CO2",51,2021,0
"REGION1","LNDAGRBC1C03","CO2",51,2022,0
"REGION1","LNDAGRBC1C03","CO2",51,2023,0
"REGION1","LNDAGRBC1C03","CO2",51,2024,0
"REGION1","LNDAGRBC1C03","CO2",51,2025,0
"REGION1","LNDAGRBC1C03","CO2",51,2026,0
"REGION1","LNDAGRBC1C03","CO2",51,2027,0
"REGION1","LNDAGRBC1C03","CO2",51,2028,0
"REGION1","LNDAGRBC1C03","CO2",51,2029,0
"REGION1","LNDAGRBC1C03","CO2",51,2030,0
"REGION1","LNDAGRBC1C03","CO2",51,2031,0
"REGION1","LNDAGRBC1C03","CO2",51,2032,0
"REGION1","LNDAGRBC1C03","CO2",51,2033,0
"REGION1","LNDAGRBC1C03","CO2",51,2034,0
"REGION1","LNDAGRBC1C03","CO2",51,2035,0
"REGION1","LNDAGRBC1C03","CO2",51,2036,0
"REGION1","LNDAGRBC1C03","CO2",51,2037,0
"REGION1","LNDAGRBC1C03","CO2",51,2038,0
"REGION1","LNDAGRBC1C03","CO2",51,2039,0
"REGION1","LNDAGRBC1C03","CO2",51,2040,0
"REGION1","LNDAGRBC1C03","CO2",51,2041,0
"REGION1","LNDAGRBC1C03","CO2",51,2042,0
"REGION1","LNDAGRBC1C03","CO2",51,2043,0
"REGION1","LNDAGRBC1C03","CO2",51,2044,0
"REGION1","LNDAGRBC1C03","CO2",51,2045,0
"REGION1","LNDAGRBC1C03","CO2",51,2046,0
"REGION1","LNDAGRBC1C03","CO2",51,2047,0
"REGION1","LNDAGRBC1C03","CO2",51,2048,0
"REGION1","LNDAGRBC1C03","CO2",51,2049,0
"REGION1","LNDAGRBC1C03","CO2",51,2050,0
"REGION1","LNDAGRBC1C03","CO2",20,2020,0
"REGION1","LNDAGRBC1C03","CO2",20,2021,0
"REGION1","LNDAGRBC1C03","CO2",20,2022,0
"REGION1","LNDAGRBC1C03","CO2",20,2023,0
"REGION1","LNDAGRBC1C03","CO2",20,2024,0
"REGION1","LNDAGRBC1C03","CO2",20,2025,0
"REGION1","LNDAGRBC1C03","CO2",20,2026,0
"REGION1","LNDAGRBC1C03","CO2",20,2027,0
"REGION1","LNDAGRBC1C03","CO2",20,2028,0
"REGION1","LNDAGRBC1C03","CO2",20,2029,0
"REGION1","LNDAGRBC1C03","CO2",20,2030,0
"REGION1","LNDAGRBC1C03","CO2",20,2031,0
"REGION1","LNDAGRBC1C03","CO2",20,2032,0
"REGION1","LNDAGRBC1C03","CO2",20,2033,0
"REGION1","LNDAGRBC1C03","CO2",20,2034,0
"REGION1","LNDAGRBC1C03","CO2",20,2035,0
"REGION1","LNDAGRBC1C03","CO2",20,2036,0
"REGION1","LNDAGRBC1C03","CO2",20,2037,0
"REGION1","LNDAGRBC1C03","CO2",20,2038,0
"REGION1","LNDAGRBC1C03","CO2",20,2039,0
"REGION1","LNDAGRBC1C03","CO2",20,2040,0
"REGION1","LNDAGRBC1C03","CO2",20,2041,0
"REGION1","LNDAGRBC1C03","CO2",20,2042,0
"REGION1","LNDAGRBC1C03","CO2",20,2043,0
"REGION1","LNDAGRBC1C03","CO2",20,2044,0
"REGION1","LNDAGRBC1C03","CO2",20,2045,0
"REGION1","LNDAGRBC1C03","CO2",20,2046,0
"REGION1","LNDAGRBC1C03","CO2",20,2047,0
"REGION1","LNDAGRBC1C03","CO2",20,2048,0
"REGION1","LNDAGRBC1C03","CO2",20,2049,0
"REGION1","LNDAGRBC1C03","CO2",20,2050,0
"REGION1","LNDAGRBC1C03","CO2",17,2020,0
"REGION1","LNDAGRBC1C03","CO2",17,2021,0
"REGION1","LNDAGRBC1C03","CO2",17,2022,0
"REGION1","LNDAGRBC1C03","CO2",17,2023,0
"REGION1","LNDAGRBC1C03","CO2",17,2024,0
"REGION1","LNDAGRBC1C03","CO2",17,2025,0
"REGION1","LNDAGRBC1C03","CO2",17,2026,0
"REGION1","LNDAGRBC1C03","CO2",17,2027,0
"REGION1","LNDAGRBC1C03","CO2",17,2028,0
"REGION1","LNDAGRBC1C03","CO2",17,2029,0
"REGION1","LNDAGRBC1C03","CO2",17,2030,0
"REGION1","LNDAGRBC1C03","CO2",17,2031,0
"REGION1","LNDAGRBC1C03","CO2",17,2032,0
"REGION1","LNDAGRBC1C03","CO2",17,2033,0
"REGION1","LNDAGRBC1C03","CO2",17,2034,0
"REGION1","LNDAGRBC1C03","CO2",17,2035,0
"REGION1","LNDAGRBC1C03","CO2",17,2036,0
"REGION1","LNDAGRBC1C03","CO2",17,2037,0
"REGION1","LNDAGRBC1C03","CO2",17,2038,0
"REGION1","LNDAGRBC1C03","CO2",17,2039,0
"REGION1","LNDAGRBC1C03","CO2",17,2040,0
"REGION1","LNDAGRBC1C03","CO2",17,2041,0
"REGION1","LNDAGRBC1C03","CO2",17,2042,0
"REGION1","LNDAGRBC1C03","CO2",17,2043,0
"REGION1","LNDAGRBC1C03","CO2",17,2044,0
"REGION1","LNDAGRBC1C03","CO2",17,2045,0
"REGION1","LNDAGRBC1C03","CO2",17,2046,0
"REGION1","LNDAGRBC1C03","CO2",17,2047,0
"REGION1","LNDAGRBC1C03","CO2",17,2048,0
"REGION1","LNDAGRBC1C03","CO2",17,2049,0
"REGION1","LNDAGRBC1C03","CO2",17,2050,0
"REGION1","LNDAGRBC1C03","CO2",1,2020,0
"REGION1","LNDAGRBC1C03","CO2",1,2021,0
"REGION1","LNDAGRBC1C03","CO2",1,2022,0
"REGION1","LNDAGRBC1C03","CO2",1,2023,0
"REGION1","LNDAGRBC1C03","CO2",1,2024,0
"REGION1","LNDAGRBC1C03","CO2",1,2025,0
"REGION1","LNDAGRBC1C03","CO2",1,2026,0
"REGION1","LNDAGRBC1C03","CO2",1,2027,0
"REGION1","LNDAGRBC1C03","CO2",1,2028,0
"REGION1","LNDAGRBC1C03","CO2",1,2029,0
"REGION1","LNDAGRBC1C03","CO2",1,2030,0
"REGION1","LNDAGRBC1C03","CO2",1,2031,0
"REGION1","LNDAGRBC1C03","CO2",1,2032,0
"REGION1","LNDAGRBC1C03","CO2",1,2033,0
"REGION1","LNDAGRBC1C03","CO2",1,2034,0
"REGION1","LNDAGRBC1C03","CO2",1,2035,0
"REGION1","LNDAGRBC1C03","CO2",1,2036,0
"REGION1","LNDAGRBC1C03","CO2",1,2037,0
"REGION1","LNDAGRBC1C03","CO2",1,2038,0
"REGION1","LNDAGRBC1C03","CO2",1,2039,0
"REGION1","LNDAGRBC1C03","CO2",1,2040,0
"REGION1","LNDAGRBC1C03","CO2",1,2041,0
"REGION1","LNDAGRBC1C03","CO2",1,2042,0
"REGION1","LNDAGRBC1C03","CO2",1,2043,0
"REGION1","LNDAGRBC1C03","CO2",1,2044,0
"REGION1","LNDAGRBC1C03","CO2",1,2045,0
"REGION1","LNDAGRBC1C03","CO2",1,2046,0
"REGION1","LNDAGRBC1C03","CO2",1,2047,0
"REGION1","LNDAGRBC1C03","CO2",1,2048,0
"REGION1","LNDAGRBC1C03","CO2",1,2049,0
"REGION1","LNDAGRBC1C03","CO2",1,2050,0
"REGION1","LNDAGRBC1C03","CO2",21,2020,0
"REGION1","LNDAGRBC1C03","CO2",21,2021,0
"REGION1","LNDAGRBC1C03","CO2",21,2022,0
"REGION1","LNDAGRBC1C03","CO2",21,2023,0
"REGION1","LNDAGRBC1C03","CO2",21,2024,0
"REGION1","LNDAGRBC1C03","CO2",21,2025,0
"REGION1","LNDAGRBC1C03","CO2",21,2026,0
"REGION1","LNDAGRBC1C03","CO2",21,2027,0
"REGION1","LNDAGRBC1C03","CO2",21,2028,0
"REGION1","LNDAGRBC1C03","CO2",21,2029,0
"REGION1","LNDAGRBC1C03","CO2",21,2030,0
"REGION1","LNDAGRBC1C03","CO2",21,2031,0
"REGION1","LNDAGRBC1C03","CO2",21,2032,0
"REGION1","LNDAGRBC1C03","CO2",21,2033,0
"REGION1","LNDAGRBC1C03","CO2",21,2034,0
"REGION1","LNDAGRBC1C03","CO2",21,2035,0
"REGION1","LNDAGRBC1C03","CO2",21,2036,0
"REGION1","LNDAGRBC1C03","CO2",21,2037,0
"REGION1","LNDAGRBC1C03","CO2",21,2038,0
"REGION1","LNDAGRBC1C03","CO2",21,2039,0
"REGION1","LNDAGRBC1C03","CO2",21,2040,0
"REGION1","LNDAGRBC1C03","CO2",21,2041,0
"REGION1","LNDAGRBC1C03","CO2",21,2042,0
"REGION1","LNDAGRBC1C03","CO2",21,2043,0
"REGION1","LNDAGRBC1C03","CO2",21,2044,0
"REGION1","LNDAGRBC1C03","CO2",21,2045,0
"REGION1","LNDAGRBC1C03","CO2",21,2046,0
"REGION1","LNDAGRBC1C03","CO2",21,2047,0
"REGION1","LNDAGRBC1C03","CO2",21,2048,0
"REGION1","LNDAGRBC1C03","CO2",21,2049,0
"REGION1","LNDAGRBC1C03","CO2",21,2050,0
"REGION1","LNDAGRBC1C03","CO2",42,2020,0
"REGION1","LNDAGRBC1C03","CO2",42,2021,0
"REGION1","LNDAGRBC1C03","CO2",42,2022,0
"REGION1","LNDAGRBC1C03","CO2",42,2023,0
"REGION1","LNDAGRBC1C03","CO2",42,2024,0
"REGION1","LNDAGRBC1C03","CO2",42,2025,0
"REGION1","LNDAGRBC1C03","CO2",42,2026,0
"REGION1","LNDAGRBC1C03","CO2",42,2027,0
"REGION1","LNDAGRBC1C03","CO2",42,2028,0
"REGION1","LNDAGRBC1C03","CO2",42,2029,0
"REGION1","LNDAGRBC1C03","CO2",42,2030,0
"REGION1","LNDAGRBC1C03","CO2",42,2031,0
"REGION1","LNDAGRBC1C03","CO2",42,2032,0
"REGION1","LNDAGRBC1C03","CO2",42,2033,0
"REGION1","LNDAGRBC1C03","CO2",42,2034,0
"REGION1","LNDAGRBC1C03","CO2",42,2035,0
"REGION1","LNDAGRBC1C03","CO2",42,2036,0
"REGION1","LNDAGRBC1C03","CO2",42,2037,0
"REGION1","LNDAGRBC1C03","CO2",42,2038,0
"REGION1","LNDAGRBC1C03","CO2",42,2039,0
"REGION1","LNDAGRBC1C03","CO2",42,2040,0
"REGION1","LNDAGRBC1C03","CO2",42,2041,0
"REGION1","LNDAGRBC1C03","CO2",42,2042,0
"REGION1","LNDAGRBC1C03","CO2",42,2043,0
"REGION1","LNDAGRBC1C03","CO2",42,2044,0
"REGION1","LNDAGRBC1C03","CO2",42,2045,0
"REGION1","LNDAGRBC1C03","CO2",42,2046,0
"REGION1","LNDAGRBC1C03","CO2",42,2047,0
"REGION1","LNDAGRBC1C03","CO2",42,2048,0
"REGION1","LNDAGRBC1C03","CO2",42,2049,0
"REGION1","LNDAGRBC1C03","CO2",42,2050,0
"REGION1","LNDAGRBC1C03","CO2",13,2020,0
"REGION1","LNDAGRBC1C03","CO2",13,2021,0
"REGION1","LNDAGRBC1C03","CO2",13,2022,0
"REGION1","LNDAGRBC1C03","CO2",13,2023,0
"REGION1","LNDAGRBC1C03","CO2",13,2024,0
"REGION1","LNDAGRBC1C03","CO2",13,2025,0
"REGION1","LNDAGRBC1C03","CO2",13,2026,0
"REGION1","LNDAGRBC1C03","CO2",13,2027,0
"REGION1","LNDAGRBC1C03","CO2",13,2028,0
"REGION1","LNDAGRBC1C03","CO2",13,2029,0
"REGION1","LNDAGRBC1C03","CO2",13,2030,0
"REGION1","LNDAGRBC1C03","CO2",13,2031,0
"REGION1","LNDAGRBC1C03","CO2",13,2032,0
"REGION1","LNDAGRBC1C03","CO2",13,2033,0
"REGION1","LNDAGRBC1C03","CO2",13,2034,0
"REGION1","LNDAGRBC1C03","CO2",13,2035,0
"REGION1","LNDAGRBC1C03","CO2",13,2036,0
"REGION1","LNDAGRBC1C03","CO2",13,2037,0
"REGION1","LNDAGRBC1C03","CO2",13,2038,0
"REGION1","LNDAGRBC1C03","CO2",13,2039,0
"REGION1","LNDAGRBC1C03","CO2",13,2040,0
"REGION1","LNDAGRBC1C03","CO2",13,2041,0
"REGION1","LNDAGRBC1C03","CO2",13,2042,0
"REGION1","LNDAGRBC1C03","CO2",13,2043,0
"REGION1","LNDAGRBC1C03","CO2",13,2044,0
"REGION1","LNDAGRBC1C03","CO2",13,2045,0
"REGION1","LNDAGRBC1C03","CO2",13,2046,0
"REGION1","LNDAGRBC1C03","CO2",13,2047,0
"REGION1","LNDAGRBC1C03","CO2",13,2048,0
"REGION1","LNDAGRBC1C03","CO2",13,2049,0
"REGION1","LNDAGRBC1C03","CO2",13,2050,0
"REGION1","LNDAGRBC1C03","CO2",16,2020,0
"REGION1","LNDAGRBC1C03","CO2",16,2021,0
"REGION1","LNDAGRBC1C03","CO2",16,2022,0
"REGION1","LNDAGRBC1C03","CO2",16,2023,0
"REGION1","LNDAGRBC1C03","CO2",16,2024,0
"REGION1","LNDAGRBC1C03","CO2",16,2025,0
"REGION1","LNDAGRBC1C03","CO2",16,2026,0
"REGION1","LNDAGRBC1C03","CO2",16,2027,0
"REGION1","LNDAGRBC1C03","CO2",16,2028,0
"REGION1","LNDAGRBC1C03","CO2",16,2029,0
"REGION1","LNDAGRBC1C03","CO2",16,2030,0
"REGION1","LNDAGRBC1C03","CO2",16,2031,0
"REGION1","LNDAGRBC1C03","CO2",16,2032,0
"REGION1","LNDAGRBC1C03","CO2",16,2033,0
"REGION1","LNDAGRBC1C03","CO2",16,2034,0
"REGION1","LNDAGRBC1C03","CO2",16,2035,0
"REGION1","LNDAGRBC1C03","CO2",16,2036,0
"REGION1","LNDAGRBC1C03","CO2",16,2037,0
"REGION1","LNDAGRBC1C03","CO2",16,2038,0
"REGION1","LNDAGRBC1C03","CO2",16,2039,0
"REGION1","LNDAGRBC1C03","CO2",16,2040,0
"REGION1","LNDAGRBC1C03","CO2",16,2041,0
"REGION1","LNDAGRBC1C03","CO2",16,2042,0
"REGION1","LNDAGRBC1C03","CO2",16,2043,0
"REGION1","LNDAGRBC1C03","CO2",16,2044,0
"REGION1","LNDAGRBC1C03","CO2",16,2045,0
"REGION1","LNDAGRBC1C03","CO2",16,2046,0
"REGION1","LNDAGRBC1C03","CO2",16,2047,0
"REGION1","LNDAGRBC1C03","CO2",16,2048,0
"REGION1","LNDAGRBC1C03","CO2",16,2049,0
"REGION1","LNDAGRBC1C03","CO2",16,2050,0
"REGION1","LNDAGRBC1C03","CO2",35,2020,0
"REGION1","LNDAGRBC1C03","CO2",35,2021,0
"REGION1","LNDAGRBC1C03","CO2",35,2022,0
"REGION1","LNDAGRBC1C03","CO2",35,2023,0
"REGION1","LNDAGRBC1C03","CO2",35,2024,0
"REGION1","LNDAGRBC1C03","CO2",35,2025,0
"REGION1","LNDAGRBC1C03","CO2",35,2026,0
"REGION1","LNDAGRBC1C03","CO2",35,2027,0
"REGION1","LNDAGRBC1C03","CO2",35,2028,0
