r,l,f,y,Demand
REGION1,SEA1D,COMELCB02,2043,14.454
REGION1,SEA1D,COMELCB02,2044,14.739
REGION1,SEA1D,COMELCB02,2045,15.024
REGION1,SEA1D,COMELCB02,2046,15.3105
REGION1,SEA1D,COMELCB02,2047,15.5955
REGION1,SEA1D,COMELCB02,2048,15.8805
REGION1,SEA1D,COMELCB02,2049,16.167
REGION1,SEA1D,COMELCB02,2050,16.272
REGION1,SEA1D,INDELCB02,2020,39.177
REGION1,SEA1D,INDELCB02,2021,39.3135
REGION1,SEA1D,INDELCB02,2022,39.4335
REGION1,SEA1D,INDELCB02,2023,39.627
REGION1,SEA1D,INDELCB02,2024,41.628
REGION1,SEA1D,INDELCB02,2025,41.8695
REGION1,SEA1D,INDELCB02,2026,42.3495
REGION1,SEA1D,INDELCB02,2027,42.3285
REGION1,SEA1D,INDELCB02,2028,42.2385
REGION1,SEA1D,INDELCB02,2029,42.057
REGION1,SEA1D,INDELCB02,2030,42.1095
REGION1,SEA1D,INDELCB02,2031,47.0055
REGION1,SEA1D,INDELCB02,2032,51.879
REGION1,SEA1D,INDELCB02,2033,56.7315
REGION1,SEA1D,INDELCB02,2034,61.551
REGION1,SEA1D,INDELCB02,2035,66.402
REGION1,SEA1D,INDELCB02,2036,71.2485
REGION1,SEA1D,INDELCB02,2037,76.0965
REGION1,SEA1D,INDELCB02,2038,80.952
REGION1,SEA1D,INDELCB02,2039,85.818
REGION1,SEA1D,INDELCB02,2040,90.6915
REGION1,SEA1D,INDELCB02,2041,95.661
REGION1,SEA1D,INDELCB02,2042,100.542
REGION1,SEA1D,INDELCB02,2043,105.4215
REGION1,SEA1D,INDELCB02,2044,110.3025
REGION1,SEA1D,INDELCB02,2045,115.182
REGION1,SEA1D,INDELCB02,2046,120.063
REGION1,SEA1D,INDELCB02,2047,124.944
REGION1,SEA1D,INDELCB02,2048,129.8235
REGION1,SEA1D,INDELCB02,2049,134.7045
REGION1,SEA1D,INDELCB02,2050,118.9575
REGION1,SEA1D,RESELCB02,2020,11.1705
REGION1,SEA1D,RESELCB02,2021,11.4195
REGION1,SEA1D,RESELCB02,2022,11.6565
REGION1,SEA1D,RESELCB02,2023,11.919
REGION1,SEA1D,RESELCB02,2024,12.1605
REGION1,SEA1D,RESELCB02,2025,12.402
REGION1,SEA1D,RESELCB02,2026,14.7705
REGION1,SEA1D,RESELCB02,2027,14.9925
REGION1,SEA1D,RESELCB02,2028,15.2175
REGION1,SEA1D,RESELCB02,2029,15.438
REGION1,SEA1D,RESELCB02,2030,15.6525
REGION1,SEA1D,RESELCB02,2031,15.867
REGION1,SEA1D,RESELCB02,2032,16.08
REGION1,SEA1D,RESELCB02,2033,16.2885
REGION1,SEA1D,RESELCB02,2034,16.497
REGION1,SEA1D,RESELCB02,2035,16.7025
REGION1,SEA1D,RESELCB02,2036,16.902
REGION1,SEA1D,RESELCB02,2037,17.097
REGION1,SEA1D,RESELCB02,2038,17.2905
REGION1,SEA1D,RESELCB02,2039,17.478
REGION1,SEA1D,RESELCB02,2040,17.667
REGION1,SEA1D,RESELCB02,2041,17.85
REGION1,SEA1D,RESELCB02,2042,18.054
REGION1,SEA1D,RESELCB02,2043,18.258
REGION1,SEA1D,RESELCB02,2044,18.462
REGION1,SEA1D,RESELCB02,2045,18.666
REGION1,SEA1D,RESELCB02,2046,18.87
REGION1,SEA1D,RESELCB02,2047,19.074
REGION1,SEA1D,RESELCB02,2048,19.278
REGION1,SEA1D,RESELCB02,2049,19.482
REGION1,SEA1D,RESELCB02,2050,19.6875
REGION1,SEA1D,TRAELCB02,2020,0.186
REGION1,SEA1D,TRAELCB02,2021,0.243
REGION1,SEA1D,TRAELCB02,2022,0.312
REGION1,SEA1D,TRAELCB02,2023,0.396
REGION1,SEA1D,TRAELCB02,2024,0.489
REGION1,SEA1D,TRAELCB02,2025,0.609
REGION1,SEA1D,TRAELCB02,2026,4.8165
REGION1,SEA1D,TRAELCB02,2027,5.7555
REGION1,SEA1D,TRAELCB02,2028,6.6915
REGION1,SEA1D,TRAELCB02,2029,7.6215
REGION1,SEA1D,TRAELCB02,2030,8.553
REGION1,SEA1D,TRAELCB02,2031,9.483
REGION1,SEA1D,TRAELCB02,2032,10.4175
REGION1,SEA1D,TRAELCB02,2033,11.343
REGION1,SEA1D,TRAELCB02,2034,12.264
REGION1,SEA1D,TRAELCB02,2035,13.1835
REGION1,SEA1D,TRAELCB02,2036,14.1015
REGION1,SEA1D,TRAELCB02,2037,15.021
REGION1,SEA1D,TRAELCB02,2038,15.939
REGION1,SEA1D,TRAELCB02,2039,16.8585
REGION1,SEA1D,TRAELCB02,2040,17.7795
REGION1,SEA1D,TRAELCB02,2041,18.7245
REGION1,SEA1D,TRAELCB02,2042,19.65
REGION1,SEA1D,TRAELCB02,2043,20.5755
REGION1,SEA1D,TRAELCB02,2044,21.501
REGION1,SEA1D,TRAELCB02,2045,22.425
REGION1,SEA1D,TRAELCB02,2046,23.3505
REGION1,SEA1D,TRAELCB02,2047,24.276
REGION1,SEA1D,TRAELCB02,2048,25.2015
REGION1,SEA1D,TRAELCB02,2049,26.127
REGION1,SEA1D,TRAELCB02,2050,24.6165
REGION1,SEA1N,AGRELCB02,2026,0.1104
REGION1,SEA1N,AGRELCB02,2027,0.2208
REGION1,SEA1N,AGRELCB02,2028,0.3304
REGION1,SEA1N,AGRELCB02,2029,0.4408
REGION1,SEA1N,AGRELCB02,2030,0.5512
REGION1,SEA1N,AGRELCB02,2031,0.6616
REGION1,SEA1N,AGRELCB02,2032,0.772
REGION1,SEA1N,AGRELCB02,2033,0.8816
REGION1,SEA1N,AGRELCB02,2034,0.992
REGION1,SEA1N,AGRELCB02,2035,1.1024
REGION1,SEA1N,AGRELCB02,2036,1.2128
REGION1,SEA1N,AGRELCB02,2037,1.3224
REGION1,SEA1N,AGRELCB02,2038,1.4328
REGION1,SEA1N,AGRELCB02,2039,1.5432
REGION1,SEA1N,AGRELCB02,2040,1.6536
REGION1,SEA1N,AGRELCB02,2041,1.764
REGION1,SEA1N,AGRELCB02,2042,1.8736
REGION1,SEA1N,AGRELCB02,2043,1.984
REGION1,SEA1N,AGRELCB02,2044,2.0944
REGION1,SEA1N,AGRELCB02,2045,2.2048
REGION1,SEA1N,AGRELCB02,2046,2.3152
REGION1,SEA1N,AGRELCB02,2047,2.4248
REGION1,SEA1N,AGRELCB02,2048,2.5352
REGION1,SEA1N,AGRELCB02,2049,2.6456
REGION1,SEA1N,AGRELCB02,2050,2.7558
REGION1,SEA1N,COMELCB02,2020,4.56
REGION1,SEA1N,COMELCB02,2021,4.6632
REGION1,SEA1N,COMELCB02,2022,4.7488
REGION1,SEA1N,COMELCB02,2023,4.8192
REGION1,SEA1N,COMELCB02,2024,4.8768
REGION1,SEA1N,COMELCB02,2025,4.9352
REGION1,SEA1N,COMELCB02,2026,5.1168
REGION1,SEA1N,COMELCB02,2027,5.2704
REGION1,SEA1N,COMELCB02,2028,5.424
REGION1,SEA1N,COMELCB02,2029,5.5776
REGION1,SEA1N,COMELCB02,2030,5.7304
REGION1,SEA1N,COMELCB02,2031,5.884
REGION1,SEA1N,COMELCB02,2032,6.0368
REGION1,SEA1N,COMELCB02,2033,6.1896
REGION1,SEA1N,COMELCB02,2034,6.3432
REGION1,SEA1N,COMELCB02,2035,6.496
REGION1,SEA1N,COMELCB02,2036,6.6488
REGION1,SEA1N,COMELCB02,2037,6.8008
REGION1,SEA1N,COMELCB02,2038,6.9536
REGION1,SEA1N,COMELCB02,2039,7.1056
REGION1,SEA1N,COMELCB02,2040,7.2592
REGION1,SEA1N,COMELCB02,2041,7.404
REGION1,SEA1N,COMELCB02,2042,7.5568
REGION1,SEA1N,COMELCB02,2043,7.7088
REGION1,SEA1N,COMELCB02,2044,7.8608
REGION1,SEA1N,COMELCB02,2045,8.0128
REGION1,SEA1N,COMELCB02,2046,8.1656
REGION1,SEA1N,COMELCB02,2047,8.3176
REGION1,SEA1N,COMELCB02,2048,8.4696
REGION1,SEA1N,COMELCB02,2049,8.6224
REGION1,SEA1N,COMELCB02,2050,8.6784
REGION1,SEA1N,INDELCB02,2020,20.8944
REGION1,SEA1N,INDELCB02,2021,20.9672
REGION1,SEA1N,INDELCB02,2022,21.0312
REGION1,SEA1N,INDELCB02,2023,21.1344
REGION1,SEA1N,INDELCB02,2024,22.2016
REGION1,SEA1N,INDELCB02,2025,22.3304
REGION1,SEA1N,INDELCB02,2026,22.5864
REGION1,SEA1N,INDELCB02,2027,22.5752
REGION1,SEA1N,INDELCB02,2028,22.5272
REGION1,SEA1N,INDELCB02,2029,22.4304
REGION1,SEA1N,INDELCB02,2030,22.4584
REGION1,SEA1N,INDELCB02,2031,25.0696
REGION1,SEA1N,INDELCB02,2032,27.6688
REGION1,SEA1N,INDELCB02,2033,30.2568
REGION1,SEA1N,INDELCB02,2034,32.8272
REGION1,SEA1N,INDELCB02,2035,35.4144
REGION1,SEA1N,INDELCB02,2036,37.9992
REGION1,SEA1N,INDELCB02,2037,40.5848
REGION1,SEA1N,INDELCB02,2038,43.1744
REGION1,SEA1N,INDELCB02,2039,45.7696
REGION1,SEA1N,INDELCB02,2040,48.3688
REGION1,SEA1N,INDELCB02,2041,51.0192
REGION1,SEA1N,INDELCB02,2042,53.6224
REGION1,SEA1N,INDELCB02,2043,56.2248
REGION1,SEA1N,INDELCB02,2044,58.828
REGION1,SEA1N,INDELCB02,2045,61.4304
REGION1,SEA1N,INDELCB02,2046,64.0336
REGION1,SEA1N,INDELCB02,2047,66.6368
REGION1,SEA1N,INDELCB02,2048,69.2392
REGION1,SEA1N,INDELCB02,2049,71.8424
REGION1,SEA1N,INDELCB02,2050,63.444
REGION1,SEA1N,RESELCB02,2020,5.9576
REGION1,SEA1N,RESELCB02,2021,6.0904
REGION1,SEA1N,RESELCB02,2022,6.2168
REGION1,SEA1N,RESELCB02,2023,6.3568
REGION1,SEA1N,RESELCB02,2024,6.4856
REGION1,SEA1N,RESELCB02,2025,6.6144
REGION1,SEA1N,RESELCB02,2026,7.8776
REGION1,SEA1N,RESELCB02,2027,7.996
REGION1,SEA1N,RESELCB02,2028,8.116
REGION1,SEA1N,RESELCB02,2029,8.2336
REGION1,SEA1N,RESELCB02,2030,8.348
REGION1,SEA1N,RESELCB02,2031,8.4624
REGION1,SEA1N,RESELCB02,2032,8.576
REGION1,SEA1N,RESELCB02,2033,8.6872
REGION1,SEA1N,RESELCB02,2034,8.7984
REGION1,SEA1N,RESELCB02,2035,8.908
REGION1,SEA1N,RESELCB02,2036,9.0144
REGION1,SEA1N,RESELCB02,2037,9.1184
REGION1,SEA1N,RESELCB02,2038,9.2216
REGION1,SEA1N,RESELCB02,2039,9.3216
REGION1,SEA1N,RESELCB02,2040,9.4224
REGION1,SEA1N,RESELCB02,2041,9.52
REGION1,SEA1N,RESELCB02,2042,9.6288
REGION1,SEA1N,RESELCB02,2043,9.7376
REGION1,SEA1N,RESELCB02,2044,9.8464
REGION1,SEA1N,RESELCB02,2045,9.9552
REGION1,SEA1N,RESELCB02,2046,10.064
REGION1,SEA1N,RESELCB02,2047,10.1728
REGION1,SEA1N,RESELCB02,2048,10.2816
REGION1,SEA1N,RESELCB02,2049,10.3904
REGION1,SEA1N,RESELCB02,2050,10.5
REGION1,SEA1N,TRAELCB02,2020,0.0992
REGION1,SEA1N,TRAELCB02,2021,0.1296
REGION1,SEA1N,TRAELCB02,2022,0.1664
REGION1,SEA1N,TRAELCB02,2023,0.2112
REGION1,SEA1N,TRAELCB02,2024,0.2608
REGION1,SEA1N,TRAELCB02,2025,0.3248
REGION1,SEA1N,TRAELCB02,2026,2.5688
REGION1,SEA1N,TRAELCB02,2027,3.0696
REGION1,SEA1N,TRAELCB02,2028,3.5688
REGION1,SEA1N,TRAELCB02,2029,4.0648
REGION1,SEA1N,TRAELCB02,2030,4.5616
REGION1,SEA1N,TRAELCB02,2031,5.0576
REGION1,SEA1N,TRAELCB02,2032,5.556
REGION1,SEA1N,TRAELCB02,2033,6.0496
REGION1,SEA1N,TRAELCB02,2034,6.5408
REGION1,SEA1N,TRAELCB02,2035,7.0312
REGION1,SEA1N,TRAELCB02,2036,7.5208
REGION1,SEA1N,TRAELCB02,2037,8.0112
REGION1,SEA1N,TRAELCB02,2038,8.5008
REGION1,SEA1N,TRAELCB02,2039,8.9912
REGION1,SEA1N,TRAELCB02,2040,9.4824
REGION1,SEA1N,TRAELCB02,2041,9.9864
REGION1,SEA1N,TRAELCB02,2042,10.48
REGION1,SEA1N,TRAELCB02,2043,10.9736
REGION1,SEA1N,TRAELCB02,2044,11.4672
REGION1,SEA1N,TRAELCB02,2045,11.96
REGION1,SEA1N,TRAELCB02,2046,12.4536
REGION1,SEA1N,TRAELCB02,2047,12.9472
REGION1,SEA1N,TRAELCB02,2048,13.4408
REGION1,SEA1N,TRAELCB02,2049,13.9344
REGION1,SEA1N,TRAELCB02,2050,13.1288
REGION1,SEA2D,AGRELCB02,2026,0.2208
REGION1,SEA2D,AGRELCB02,2027,0.4416
REGION1,SEA2D,AGRELCB02,2028,0.6608
REGION1,SEA2D,AGRELCB02,2029,0.8816
REGION1,SEA2D,AGRELCB02,2030,1.1024
REGION1,SEA2D,AGRELCB02,2031,1.3232
REGION1,SEA2D,AGRELCB02,2032,1.544
REGION1,SEA2D,AGRELCB02,2033,1.7632
REGION1,SEA2D,AGRELCB02,2034,1.984
REGION1,SEA2D,AGRELCB02,2035,2.2048
REGION1,SEA2D,AGRELCB02,2036,2.4256
REGION1,SEA2D,AGRELCB02,2037,2.6448
REGION1,SEA2D,AGRELCB02,2038,2.8656
REGION1,SEA2D,AGRELCB02,2039,3.0864
REGION1,SEA2D,AGRELCB02,2040,3.3072
REGION1,SEA2D,AGRELCB02,2041,3.528
REGION1,SEA2D,AGRELCB02,2042,3.7472
REGION1,SEA2D,AGRELCB02,2043,3.968
REGION1,SEA2D,AGRELCB02,2044,4.1888
REGION1,SEA2D,AGRELCB02,2045,4.4096
REGION1,SEA2D,AGRELCB02,2046,4.6304
REGION1,SEA2D,AGRELCB02,2047,4.8496
REGION1,SEA2D,AGRELCB02,2048,5.0704
REGION1,SEA2D,AGRELCB02,2049,5.2912
REGION1,SEA2D,AGRELCB02,2050,5.5115
REGION1,SEA2D,COMELCB02,2020,9.12
REGION1,SEA2D,COMELCB02,2021,9.3264
REGION1,SEA2D,COMELCB02,2022,9.4976
REGION1,SEA2D,COMELCB02,2023,9.6384
REGION1,SEA2D,COMELCB02,2024,9.7536
REGION1,SEA2D,COMELCB02,2025,9.8704
REGION1,SEA2D,COMELCB02,2026,10.2336
REGION1,SEA2D,COMELCB02,2027,10.5408
REGION1,SEA2D,COMELCB02,2028,10.848
REGION1,SEA2D,COMELCB02,2029,11.1552
REGION1,SEA2D,COMELCB02,2030,11.4608
REGION1,SEA2D,COMELCB02,2031,11.768
REGION1,SEA2D,COMELCB02,2032,12.0736
REGION1,SEA2D,COMELCB02,2033,12.3792
REGION1,SEA2D,COMELCB02,2034,12.6864
REGION1,SEA2D,COMELCB02,2035,12.992
REGION1,SEA2D,COMELCB02,2036,13.2976
REGION1,SEA2D,COMELCB02,2037,13.6016
REGION1,SEA2D,COMELCB02,2038,13.9072
REGION1,SEA2D,COMELCB02,2039,14.2112
REGION1,SEA2D,COMELCB02,2040,14.5184
REGION1,SEA2D,COMELCB02,2041,14.808
REGION1,SEA2D,COMELCB02,2042,15.1136
REGION1,SEA2D,COMELCB02,2043,15.4176
REGION1,SEA2D,COMELCB02,2044,15.7216
REGION1,SEA2D,COMELCB02,2045,16.0256
REGION1,SEA2D,COMELCB02,2046,16.3312
REGION1,SEA2D,COMELCB02,2047,16.6352
REGION1,SEA2D,COMELCB02,2048,16.9392
REGION1,SEA2D,COMELCB02,2049,17.2448
REGION1,SEA2D,COMELCB02,2050,17.3568
REGION1,SEA2D,INDELCB02,2020,41.7888
REGION1,SEA2D,INDELCB02,2021,41.9344
REGION1,SEA2D,INDELCB02,2022,42.0624
REGION1,SEA2D,INDELCB02,2023,42.2688
REGION1,SEA2D,INDELCB02,2024,44.4032
REGION1,SEA2D,INDELCB02,2025,44.6608
REGION1,SEA2D,INDELCB02,2026,45.1728
REGION1,SEA2D,INDELCB02,2027,45.1504
REGION1,SEA2D,INDELCB02,2028,45.0544
REGION1,SEA2D,INDELCB02,2029,44.8608
REGION1,SEA2D,INDELCB02,2030,44.9168
REGION1,SEA2D,INDELCB02,2031,50.1392
REGION1,SEA2D,INDELCB02,2032,55.3376
REGION1,SEA2D,INDELCB02,2033,60.5136
REGION1,SEA2D,INDELCB02,2034,65.6544
REGION1,SEA2D,INDELCB02,2035,70.8288
REGION1,SEA2D,INDELCB02,2036,75.9984
REGION1,SEA2D,INDELCB02,2037,81.1696
REGION1,SEA2D,INDELCB02,2038,86.3488
REGION1,SEA2D,INDELCB02,2039,91.5392
REGION1,SEA2D,INDELCB02,2040,96.7376
REGION1,SEA2D,INDELCB02,2041,102.0384
REGION1,SEA2D,INDELCB02,2042,107.2448
REGION1,SEA2D,INDELCB02,2043,112.4496
REGION1,SEA2D,INDELCB02,2044,117.656
REGION1,SEA2D,INDELCB02,2045,122.8608
REGION1,SEA2D,INDELCB02,2046,128.0672
REGION1,SEA2D,INDELCB02,2047,133.2736
REGION1,SEA2D,INDELCB02,2048,138.4784
REGION1,SEA2D,INDELCB02,2049,143.6848
REGION1,SEA2D,INDELCB02,2050,126.888
REGION1,SEA2D,RESELCB02,2020,11.9152
REGION1,SEA2D,RESELCB02,2021,12.1808
REGION1,SEA2D,RESELCB02,2022,12.4336
REGION1,SEA2D,RESELCB02,2023,12.7136
REGION1,SEA2D,RESELCB02,2024,12.9712
REGION1,SEA2D,RESELCB02,2025,13.2288
REGION1,SEA2D,RESELCB02,2026,15.7552
REGION1,SEA2D,RESELCB02,2027,15.992
REGION1,SEA2D,RESELCB02,2028,16.232
REGION1,SEA2D,RESELCB02,2029,16.4672
REGION1,SEA2D,RESELCB02,2030,16.696
REGION1,SEA2D,RESELCB02,2031,16.9248
REGION1,SEA2D,RESELCB02,2032,17.152
REGION1,SEA2D,RESELCB02,2033,17.3744
REGION1,SEA2D,RESELCB02,2034,17.5968
REGION1,SEA2D,RESELCB02,2035,17.816
REGION1,SEA2D,RESELCB02,2036,18.0288
REGION1,SEA2D,RESELCB02,2037,18.2368
REGION1,SEA2D,RESELCB02,2038,18.4432
REGION1,SEA2D,RESELCB02,2039,18.6432
REGION1,SEA2D,RESELCB02,2040,18.8448
REGION1,SEA2D,RESELCB02,2041,19.04
REGION1,SEA2D,RESELCB02,2042,19.2576
REGION1,SEA2D,RESELCB02,2043,19.4752
REGION1,SEA2D,RESELCB02,2044,19.6928
REGION1,SEA2D,RESELCB02,2045,19.9104
REGION1,SEA2D,RESELCB02,2046,20.128
REGION1,SEA2D,RESELCB02,2047,20.3456
REGION1,SEA2D,RESELCB02,2048,20.5632
REGION1,SEA2D,RESELCB02,2049,20.7808
REGION1,SEA2D,RESELCB02,2050,21.0
REGION1,SEA2D,TRAELCB02,2020,0.1984
REGION1,SEA2D,TRAELCB02,2021,0.2592
REGION1,SEA2D,TRAELCB02,2022,0.3328
REGION1,SEA2D,TRAELCB02,2023,0.4224
REGION1,SEA2D,TRAELCB02,2024,0.5216
REGION1,SEA2D,TRAELCB02,2025,0.6496
REGION1,SEA2D,TRAELCB02,2026,5.1376
REGION1,SEA2D,TRAELCB02,2027,6.1392
REGION1,SEA2D,TRAELCB02,2028,7.1376
REGION1,SEA2D,TRAELCB02,2029,8.1296
REGION1,SEA2D,TRAELCB02,2030,9.1232
REGION1,SEA2D,TRAELCB02,2031,10.1152
REGION1,SEA2D,TRAELCB02,2032,11.112
REGION1,SEA2D,TRAELCB02,2033,12.0992
REGION1,SEA2D,TRAELCB02,2034,13.0816
REGION1,SEA2D,TRAELCB02,2035,14.0624
REGION1,SEA2D,TRAELCB02,2036,15.0416
REGION1,SEA2D,TRAELCB02,2037,16.0224
REGION1,SEA2D,TRAELCB02,2038,17.0016
REGION1,SEA2D,TRAELCB02,2039,17.9824
REGION1,SEA2D,TRAELCB02,2040,18.9648
REGION1,SEA2D,TRAELCB02,2041,19.9728
REGION1,SEA2D,TRAELCB02,2042,20.96
REGION1,SEA2D,TRAELCB02,2043,21.9472
REGION1,SEA2D,TRAELCB02,2044,22.9344
REGION1,SEA2D,TRAELCB02,2045,23.92
REGION1,SEA2D,TRAELCB02,2046,24.9072
REGION1,SEA2D,TRAELCB02,2047,25.8944
REGION1,SEA2D,TRAELCB02,2048,26.8816
REGION1,SEA2D,TRAELCB02,2049,27.8688
REGION1,SEA2D,TRAELCB02,2050,26.2576
REGION1,SEA2N,AGRELCB02,2026,0.0966
REGION1,SEA2N,AGRELCB02,2027,0.1932
REGION1,SEA2N,AGRELCB02,2028,0.2891
REGION1,SEA2N,AGRELCB02,2029,0.3857
REGION1,SEA2N,AGRELCB02,2030,0.4823
REGION1,SEA2N,AGRELCB02,2031,0.5789
REGION1,SEA2N,AGRELCB02,2032,0.6755
REGION1,SEA2N,AGRELCB02,2033,0.7714
REGION1,SEA2N,AGRELCB02,2034,0.868
REGION1,SEA2N,AGRELCB02,2035,0.9646
REGION1,SEA2N,AGRELCB02,2036,1.0612
REGION1,SEA2N,AGRELCB02,2037,1.1571
REGION1,SEA2N,AGRELCB02,2038,1.2537
REGION1,SEA2N,AGRELCB02,2039,1.3503
REGION1,SEA2N,AGRELCB02,2040,1.4469
REGION1,SEA2N,AGRELCB02,2041,1.5435
REGION1,SEA2N,AGRELCB02,2042,1.6394
REGION1,SEA2N,AGRELCB02,2043,1.736
REGION1,SEA2N,AGRELCB02,2044,1.8326
REGION1,SEA2N,AGRELCB02,2045,1.9292
REGION1,SEA2N,AGRELCB02,2046,2.0258
REGION1,SEA2N,AGRELCB02,2047,2.1217
REGION1,SEA2N,AGRELCB02,2048,2.2183
REGION1,SEA2N,AGRELCB02,2049,2.3149
REGION1,SEA2N,AGRELCB02,2050,2.4113
REGION1,SEA2N,COMELCB02,2020,3.99
REGION1,SEA2N,COMELCB02,2021,4.0803
REGION1,SEA2N,COMELCB02,2022,4.1552
REGION1,SEA2N,COMELCB02,2023,4.2168
REGION1,SEA2N,COMELCB02,2024,4.2672
REGION1,SEA2N,COMELCB02,2025,4.3183
REGION1,SEA2N,COMELCB02,2026,4.4772
REGION1,SEA2N,COMELCB02,2027,4.6116
REGION1,SEA2N,COMELCB02,2028,4.746
REGION1,SEA2N,COMELCB02,2029,4.8804
REGION1,SEA2N,COMELCB02,2030,5.0141
REGION1,SEA2N,COMELCB02,2031,5.1485
REGION1,SEA2N,COMELCB02,2032,5.2822
REGION1,SEA2N,COMELCB02,2033,5.4159
REGION1,SEA2N,COMELCB02,2034,5.5503
REGION1,SEA2N,COMELCB02,2035,5.684
REGION1,SEA2N,COMELCB02,2036,5.8177
REGION1,SEA2N,COMELCB02,2037,5.9507
REGION1,SEA2N,COMELCB02,2038,6.0844
REGION1,SEA2N,COMELCB02,2039,6.2174
REGION1,SEA2N,COMELCB02,2040,6.3518
REGION1,SEA2N,COMELCB02,2041,6.4785
REGION1,SEA2N,COMELCB02,2042,6.6122
REGION1,SEA2N,COMELCB02,2043,6.7452
REGION1,SEA2N,COMELCB02,2044,6.8782
REGION1,SEA2N,COMELCB02,2045,7.0112
REGION1,SEA2N,COMELCB02,2046,7.1449
REGION1,SEA2N,COMELCB02,2047,7.2779
REGION1,SEA2N,COMELCB02,2048,7.4109
REGION1,SEA2N,COMELCB02,2049,7.5446
REGION1,SEA2N,COMELCB02,2050,7.5936
REGION1,SEA2N,INDELCB02,2020,18.2826
REGION1,SEA2N,INDELCB02,2021,18.3463
REGION1,SEA2N,INDELCB02,2022,18.4023
REGION1,SEA2N,INDELCB02,2023,18.4926
REGION1,SEA2N,INDELCB02,2024,19.4264
REGION1,SEA2N,INDELCB02,2025,19.5391
REGION1,SEA2N,INDELCB02,2026,19.7631
REGION1,SEA2N,INDELCB02,2027,19.7533
REGION1,SEA2N,INDELCB02,2028,19.7113
REGION1,SEA2N,INDELCB02,2029,19.6266
REGION1,SEA2N,INDELCB02,2030,19.6511
REGION1,SEA2N,INDELCB02,2031,21.9359
REGION1,SEA2N,INDELCB02,2032,24.2102
REGION1,SEA2N,INDELCB02,2033,26.4747
REGION1,SEA2N,INDELCB02,2034,28.7238
REGION1,SEA2N,INDELCB02,2035,30.9876
REGION1,SEA2N,INDELCB02,2036,33.2493
REGION1,SEA2N,INDELCB02,2037,35.5117
REGION1,SEA2N,INDELCB02,2038,37.7776
REGION1,SEA2N,INDELCB02,2039,40.0484
REGION1,SEA2N,INDELCB02,2040,42.3227
REGION1,SEA2N,INDELCB02,2041,44.6418
REGION1,SEA2N,INDELCB02,2042,46.9196
REGION1,SEA2N,INDELCB02,2043,49.1967
REGION1,SEA2N,INDELCB02,2044,51.4745
REGION1,SEA2N,INDELCB02,2045,53.7516
REGION1,SEA2N,INDELCB02,2046,56.0294
REGION1,SEA2N,INDELCB02,2047,58.3072
REGION1,SEA2N,INDELCB02,2048,60.5843
REGION1,SEA2N,INDELCB02,2049,62.8621
REGION1,SEA2N,INDELCB02,2050,55.5135
REGION1,SEA2N,RESELCB02,2020,5.2129
