r,t,y,AnnualVariableOperatingCost
REGION1,DEMCOMELCB02,2043,0.0954
REGION1,DEMCOMELCB02,2044,0.0972
REGION1,DEMCOMELCB02,2045,0.0991
REGION1,DEMCOMELCB02,2046,0.101
REGION1,DEMCOMELCB02,2047,0.1029
REGION1,DEMCOMELCB02,2048,0.1047
REGION1,DEMCOMELCB02,2049,0.1066
REGION1,DEMCOMELCB02,2050,0.1085
REGION1,DEMCOMKER,2020,0.0106
REGION1,DEMCOMKER,2021,0.0108
REGION1,DEMCOMKER,2022,0.011
REGION1,DEMCOMKER,2023,0.0112
REGION1,DEMCOMKER,2024,0.0113
REGION1,DEMCOMKER,2025,0.0115
REGION1,DEMCOMKER,2026,0.011
REGION1,DEMCOMKER,2027,0.0106
REGION1,DEMCOMKER,2028,0.0101
REGION1,DEMCOMKER,2029,0.0096
REGION1,DEMCOMKER,2030,0.0092
REGION1,DEMCOMKER,2031,0.0087
REGION1,DEMCOMKER,2032,0.0083
REGION1,DEMCOMKER,2033,0.0078
REGION1,DEMCOMKER,2034,0.0074
REGION1,DEMCOMKER,2035,0.0069
REGION1,DEMCOMKER,2036,0.0064
REGION1,DEMCOMKER,2037,0.006
REGION1,DEMCOMKER,2038,0.0055
REGION1,DEMCOMKER,2039,0.005
REGION1,DEMCOMKER,2040,0.0046
REGION1,DEMCOMKER,2041,0.0041
REGION1,DEMCOMKER,2042,0.0037
REGION1,DEMCOMKER,2043,0.0032
REGION1,DEMCOMKER,2044,0.0028
REGION1,DEMCOMKER,2045,0.0023
REGION1,DEMCOMKER,2046,0.0018
REGION1,DEMCOMKER,2047,0.0014
REGION1,DEMCOMKER,2048,0.0009
REGION1,DEMCOMKER,2049,0.0005
REGION1,DEMCOMNGS,2020,0.084
REGION1,DEMCOMNGS,2021,0.0841
REGION1,DEMCOMNGS,2022,0.084
REGION1,DEMCOMNGS,2023,0.0841
REGION1,DEMCOMNGS,2024,0.0846
REGION1,DEMCOMNGS,2025,0.0857
REGION1,DEMCOMNGS,2026,0.0822
REGION1,DEMCOMNGS,2027,0.0788
REGION1,DEMCOMNGS,2028,0.0754
REGION1,DEMCOMNGS,2029,0.072
REGION1,DEMCOMNGS,2030,0.0685
REGION1,DEMCOMNGS,2031,0.0651
REGION1,DEMCOMNGS,2032,0.0617
REGION1,DEMCOMNGS,2033,0.0582
REGION1,DEMCOMNGS,2034,0.0548
REGION1,DEMCOMNGS,2035,0.0514
REGION1,DEMCOMNGS,2036,0.048
REGION1,DEMCOMNGS,2037,0.0445
REGION1,DEMCOMNGS,2038,0.0411
REGION1,DEMCOMNGS,2039,0.0377
REGION1,DEMCOMNGS,2040,0.0343
REGION1,DEMCOMNGS,2041,0.0308
REGION1,DEMCOMNGS,2042,0.0274
REGION1,DEMCOMNGS,2043,0.024
REGION1,DEMCOMNGS,2044,0.0206
REGION1,DEMCOMNGS,2045,0.0171
REGION1,DEMCOMNGS,2046,0.0137
REGION1,DEMCOMNGS,2047,0.0103
REGION1,DEMCOMNGS,2048,0.0068
REGION1,DEMCOMNGS,2049,0.0034
REGION1,DEMINDBIO,2020,0.16
REGION1,DEMINDBIO,2021,0.1607
REGION1,DEMINDBIO,2022,0.1611
REGION1,DEMINDBIO,2023,0.1618
REGION1,DEMINDBIO,2024,0.1626
REGION1,DEMINDBIO,2025,0.1621
REGION1,DEMINDBIO,2026,0.1619
REGION1,DEMINDBIO,2027,0.1618
REGION1,DEMINDBIO,2028,0.1617
REGION1,DEMINDBIO,2029,0.1611
REGION1,DEMINDBIO,2030,0.1603
REGION1,DEMINDBIO,2031,0.1523
REGION1,DEMINDBIO,2032,0.1443
REGION1,DEMINDBIO,2033,0.1363
REGION1,DEMINDBIO,2034,0.1282
REGION1,DEMINDBIO,2035,0.1202
REGION1,DEMINDBIO,2036,0.1122
REGION1,DEMINDBIO,2037,0.1042
REGION1,DEMINDBIO,2038,0.0962
REGION1,DEMINDBIO,2039,0.0882
REGION1,DEMINDBIO,2040,0.0802
REGION1,DEMINDBIO,2041,0.0721
REGION1,DEMINDBIO,2042,0.0641
REGION1,DEMINDBIO,2043,0.0561
REGION1,DEMINDBIO,2044,0.0481
REGION1,DEMINDBIO,2045,0.0401
REGION1,DEMINDBIO,2046,0.0321
REGION1,DEMINDBIO,2047,0.024
REGION1,DEMINDBIO,2048,0.016
REGION1,DEMINDBIO,2049,0.008
REGION1,DEMINDDSL,2020,0.1085
REGION1,DEMINDDSL,2021,0.1081
REGION1,DEMINDDSL,2022,0.1074
REGION1,DEMINDDSL,2023,0.107
REGION1,DEMINDDSL,2024,0.1073
REGION1,DEMINDDSL,2025,0.1082
REGION1,DEMINDDSL,2026,0.1094
REGION1,DEMINDDSL,2027,0.1106
REGION1,DEMINDDSL,2028,0.1113
REGION1,DEMINDDSL,2029,0.1113
REGION1,DEMINDDSL,2030,0.1114
REGION1,DEMINDDSL,2031,0.1058
REGION1,DEMINDDSL,2032,0.1002
REGION1,DEMINDDSL,2033,0.0947
REGION1,DEMINDDSL,2034,0.0891
REGION1,DEMINDDSL,2035,0.0835
REGION1,DEMINDDSL,2036,0.078
REGION1,DEMINDDSL,2037,0.0724
REGION1,DEMINDDSL,2038,0.0668
REGION1,DEMINDDSL,2039,0.0613
REGION1,DEMINDDSL,2040,0.0557
REGION1,DEMINDDSL,2041,0.0501
REGION1,DEMINDDSL,2042,0.0446
REGION1,DEMINDDSL,2043,0.039
REGION1,DEMINDDSL,2044,0.0334
REGION1,DEMINDDSL,2045,0.0278
REGION1,DEMINDDSL,2046,0.0223
REGION1,DEMINDDSL,2047,0.0167
REGION1,DEMINDDSL,2048,0.0111
REGION1,DEMINDDSL,2049,0.0056
REGION1,DEMINDELCB02,2020,0.1011
REGION1,DEMINDELCB02,2021,0.1014
REGION1,DEMINDELCB02,2022,0.1018
REGION1,DEMINDELCB02,2023,0.1024
REGION1,DEMINDELCB02,2024,0.1149
REGION1,DEMINDELCB02,2025,0.117
REGION1,DEMINDELCB02,2026,0.1204
REGION1,DEMINDELCB02,2027,0.1204
REGION1,DEMINDELCB02,2028,0.1199
REGION1,DEMINDELCB02,2029,0.1193
REGION1,DEMINDELCB02,2030,0.1204
REGION1,DEMINDELCB02,2031,0.154
REGION1,DEMINDELCB02,2032,0.1877
REGION1,DEMINDELCB02,2033,0.2213
REGION1,DEMINDELCB02,2034,0.255
REGION1,DEMINDELCB02,2035,0.2886
REGION1,DEMINDELCB02,2036,0.3222
REGION1,DEMINDELCB02,2037,0.3558
REGION1,DEMINDELCB02,2038,0.3895
REGION1,DEMINDELCB02,2039,0.4231
REGION1,DEMINDELCB02,2040,0.4567
REGION1,DEMINDELCB02,2041,0.4904
REGION1,DEMINDELCB02,2042,0.524
REGION1,DEMINDELCB02,2043,0.5576
REGION1,DEMINDELCB02,2044,0.5913
REGION1,DEMINDELCB02,2045,0.6249
REGION1,DEMINDELCB02,2046,0.6585
REGION1,DEMINDELCB02,2047,0.6922
REGION1,DEMINDELCB02,2048,0.7258
REGION1,DEMINDELCB02,2049,0.7594
REGION1,DEMINDELCB02,2050,0.793
REGION1,DEMINDNGS,2020,0.2249
REGION1,DEMINDNGS,2021,0.2193
REGION1,DEMINDNGS,2022,0.2139
REGION1,DEMINDNGS,2023,0.2116
REGION1,DEMINDNGS,2024,0.2213
REGION1,DEMINDNGS,2025,0.2428
REGION1,DEMINDNGS,2026,0.2751
REGION1,DEMINDNGS,2027,0.2832
REGION1,DEMINDNGS,2028,0.2846
REGION1,DEMINDNGS,2029,0.2866
REGION1,DEMINDNGS,2030,0.3047
REGION1,DEMINDNGS,2031,0.2895
REGION1,DEMINDNGS,2032,0.2742
REGION1,DEMINDNGS,2033,0.259
REGION1,DEMINDNGS,2034,0.2438
REGION1,DEMINDNGS,2035,0.2285
REGION1,DEMINDNGS,2036,0.2133
REGION1,DEMINDNGS,2037,0.1981
REGION1,DEMINDNGS,2038,0.1828
REGION1,DEMINDNGS,2039,0.1676
REGION1,DEMINDNGS,2040,0.1524
REGION1,DEMINDNGS,2041,0.1371
REGION1,DEMINDNGS,2042,0.1219
REGION1,DEMINDNGS,2043,0.1066
REGION1,DEMINDNGS,2044,0.0914
REGION1,DEMINDNGS,2045,0.0762
REGION1,DEMINDNGS,2046,0.0609
REGION1,DEMINDNGS,2047,0.0457
REGION1,DEMINDNGS,2048,0.0305
REGION1,DEMINDNGS,2049,0.0152
REGION1,DEMPUBSURBC1,2020,0.0008
REGION1,DEMPUBSURBC1,2021,0.0009
REGION1,DEMPUBSURBC1,2022,0.0009
REGION1,DEMPUBSURBC1,2023,0.0009
REGION1,DEMPUBSURBC1,2024,0.0009
REGION1,DEMPUBSURBC1,2025,0.0009
REGION1,DEMPUBSURBC1,2026,0.0009
REGION1,DEMPUBSURBC1,2027,0.0009
REGION1,DEMPUBSURBC1,2028,0.0009
REGION1,DEMPUBSURBC1,2029,0.0009
REGION1,DEMPUBSURBC1,2030,0.0009
REGION1,DEMPUBSURBC1,2031,0.001
REGION1,DEMPUBSURBC1,2032,0.001
REGION1,DEMPUBSURBC1,2033,0.001
REGION1,DEMPUBSURBC1,2034,0.001
REGION1,DEMPUBSURBC1,2035,0.001
REGION1,DEMPUBSURBC1,2036,0.001
REGION1,DEMPUBSURBC1,2037,0.001
REGION1,DEMPUBSURBC1,2038,0.001
REGION1,DEMPUBSURBC1,2039,0.001
REGION1,DEMPUBSURBC1,2040,0.001
REGION1,DEMPUBSURBC1,2041,0.0011
REGION1,DEMPUBSURBC1,2042,0.0011
REGION1,DEMPUBSURBC1,2043,0.0011
REGION1,DEMPUBSURBC1,2044,0.0011
REGION1,DEMPUBSURBC1,2045,0.0011
REGION1,DEMPUBSURBC1,2046,0.0011
REGION1,DEMPUBSURBC1,2047,0.0011
REGION1,DEMPUBSURBC1,2048,0.0012
REGION1,DEMPUBSURBC1,2049,0.0012
REGION1,DEMPUBSURBC1,2050,0.0012
REGION1,DEMPWRBIO,2020,0.0369
REGION1,DEMPWRBIO,2021,0.0369
REGION1,DEMPWRBIO,2022,0.0369
REGION1,DEMPWRBIO,2023,0.0369
REGION1,DEMPWRBIO,2024,0.0369
REGION1,DEMPWRBIO,2025,0.0369
REGION1,DEMPWRBIO,2026,0.0369
REGION1,DEMPWRBIO,2027,0.0369
REGION1,DEMPWRBIO,2028,0.0369
REGION1,DEMPWRBIO,2029,0.0369
REGION1,DEMPWRBIO,2030,0.0369
REGION1,DEMPWRBIO,2031,0.0369
REGION1,DEMPWRBIO,2032,0.0369
REGION1,DEMPWRBIO,2033,0.0369
REGION1,DEMPWRBIO,2034,0.0369
REGION1,DEMPWRBIO,2035,0.0369
REGION1,DEMPWRBIO,2036,0.0369
REGION1,DEMPWRBIO,2037,0.0369
REGION1,DEMPWRBIO,2038,0.0369
REGION1,DEMPWRBIO,2039,0.0369
REGION1,DEMPWRBIO,2040,0.0369
REGION1,DEMPWRBIO,2041,0.0369
REGION1,DEMPWRBIO,2042,0.0369
REGION1,DEMPWRBIO,2043,0.0369
REGION1,DEMPWRBIO,2044,0.0369
REGION1,DEMPWRBIO,2045,0.0369
REGION1,DEMPWRBIO,2046,0.0369
REGION1,DEMPWRBIO,2047,0.0369
REGION1,DEMPWRBIO,2048,0.0369
REGION1,DEMPWRBIO,2049,0.0369
REGION1,DEMPWRBIO,2050,0.0747
REGION1,DEMPWRHYD,2020,0.2409
REGION1,DEMPWRHYD,2021,0.2409
REGION1,DEMPWRHYD,2022,0.2409
REGION1,DEMPWRHYD,2023,0.2409
REGION1,DEMPWRHYD,2024,0.2409
REGION1,DEMPWRHYD,2025,0.2581
REGION1,DEMPWRHYD,2026,0.2581
REGION1,DEMPWRHYD,2027,0.2581
REGION1,DEMPWRHYD,2028,0.2581
REGION1,DEMPWRHYD,2029,0.2581
REGION1,DEMPWRHYD,2030,0.2581
REGION1,DEMPWRHYD,2031,0.2581
REGION1,DEMPWRHYD,2032,0.2581
REGION1,DEMPWRHYD,2033,0.2581
REGION1,DEMPWRHYD,2034,0.2581
REGION1,DEMPWRHYD,2035,0.2581
REGION1,DEMPWRHYD,2036,0.2581
REGION1,DEMPWRHYD,2037,0.2581
REGION1,DEMPWRHYD,2038,0.2581
REGION1,DEMPWRHYD,2039,0.2581
REGION1,DEMPWRHYD,2040,0.2581
REGION1,DEMPWRHYD,2041,0.2581
REGION1,DEMPWRHYD,2042,0.2581
REGION1,DEMPWRHYD,2043,0.2581
REGION1,DEMPWRHYD,2044,0.2581
REGION1,DEMPWRHYD,2045,0.2581
REGION1,DEMPWRHYD,2046,0.2694
REGION1,DEMPWRHYD,2047,0.2927
REGION1,DEMPWRHYD,2048,0.3334
REGION1,DEMPWRHYD,2049,0.3741
REGION1,DEMPWRHYD,2050,0.4283
REGION1,DEMPWRNGS,2024,0.0214
REGION1,DEMPWRNGS,2038,0.0006
REGION1,DEMPWRNGS,2039,0.0056
REGION1,DEMPWRNGS,2040,0.0104
REGION1,DEMPWRNGS,2041,0.0153
REGION1,DEMPWRNGS,2042,0.0201
REGION1,DEMPWRNGS,2043,0.0248
REGION1,DEMPWRNGS,2044,0.0296
REGION1,DEMPWRNGS,2045,0.0345
REGION1,DEMPWRNGS,2046,0.0358
REGION1,DEMPWRNGS,2047,0.0334
REGION1,DEMPWRNGS,2048,0.0254
REGION1,DEMPWRNGS,2049,0.0173
REGION1,DEMPWRSOL,2020,0.0
REGION1,DEMPWRSOL,2021,0.0
REGION1,DEMPWRSOL,2022,0.0
REGION1,DEMPWRSOL,2023,0.0
REGION1,DEMPWRSOL,2024,0.0
REGION1,DEMPWRSOL,2025,0.0
REGION1,DEMPWRSOL,2026,0.0426
REGION1,DEMPWRSOL,2027,0.0792
REGION1,DEMPWRSOL,2028,0.0792
REGION1,DEMPWRSOL,2029,0.0792
REGION1,DEMPWRSOL,2030,0.0792
REGION1,DEMPWRSOL,2031,0.0792
REGION1,DEMPWRSOL,2032,0.0792
REGION1,DEMPWRSOL,2033,0.0792
REGION1,DEMPWRSOL,2034,0.0792
REGION1,DEMPWRSOL,2035,0.0792
REGION1,DEMPWRSOL,2036,0.0792
REGION1,DEMPWRSOL,2037,0.0792
REGION1,DEMPWRSOL,2038,0.0792
REGION1,DEMPWRSOL,2039,0.0792
REGION1,DEMPWRSOL,2040,0.0792
REGION1,DEMPWRSOL,2041,0.0792
REGION1,DEMPWRSOL,2042,0.0792
REGION1,DEMPWRSOL,2043,0.0792
REGION1,DEMPWRSOL,2044,0.0792
REGION1,DEMPWRSOL,2045,0.0792
REGION1,DEMPWRSOL,2046,0.0792
REGION1,DEMPWRSOL,2047,0.0792
REGION1,DEMPWRSOL,2048,0.1379
REGION1,DEMPWRSOL,2049,0.1967
REGION1,DEMPWRSOL,2050,0.1967
REGION1,DEMPWRSURBC1,2020,0.0004
REGION1,DEMPWRSURBC1,2021,0.0004
REGION1,DEMPWRSURBC1,2022,0.0004
REGION1,DEMPWRSURBC1,2023,0.0004
REGION1,DEMPWRSURBC1,2024,0.0006
REGION1,DEMPWRSURBC1,2025,0.0004
REGION1,DEMPWRSURBC1,2026,0.0004
REGION1,DEMPWRSURBC1,2027,0.0004
REGION1,DEMPWRSURBC1,2028,0.0008
REGION1,DEMPWRSURBC1,2029,0.0013
REGION1,DEMPWRSURBC1,2030,0.0018
REGION1,DEMPWRSURBC1,2031,0.0037
REGION1,DEMPWRSURBC1,2032,0.0056
REGION1,DEMPWRSURBC1,2033,0.0075
REGION1,DEMPWRSURBC1,2034,0.0094
REGION1,DEMPWRSURBC1,2035,0.0114
REGION1,DEMPWRSURBC1,2036,0.0133
REGION1,DEMPWRSURBC1,2037,0.0152
REGION1,DEMPWRSURBC1,2038,0.0172
REGION1,DEMPWRSURBC1,2039,0.0191
REGION1,DEMPWRSURBC1,2040,0.0209
REGION1,DEMPWRSURBC1,2041,0.0228
REGION1,DEMPWRSURBC1,2042,0.0247
REGION1,DEMPWRSURBC1,2043,0.0266
REGION1,DEMPWRSURBC1,2044,0.0285
REGION1,DEMPWRSURBC1,2045,0.0304
REGION1,DEMPWRSURBC1,2046,0.0319
REGION1,DEMPWRSURBC1,2047,0.0332
REGION1,DEMPWRSURBC1,2048,0.0331
REGION1,DEMPWRSURBC1,2049,0.033
REGION1,DEMPWRSURBC1,2050,0.0333
REGION1,DEMPWRURN,2028,0.0371
REGION1,DEMPWRURN,2029,0.0737
REGION1,DEMPWRURN,2030,0.116
REGION1,DEMPWRURN,2031,0.2666
REGION1,DEMPWRURN,2032,0.4172
REGION1,DEMPWRURN,2033,0.5678
REGION1,DEMPWRURN,2034,0.7184
REGION1,DEMPWRURN,2035,0.8711
REGION1,DEMPWRURN,2036,1.0217
REGION1,DEMPWRURN,2037,1.1762
REGION1,DEMPWRURN,2038,1.3312
REGION1,DEMPWRURN,2039,1.4797
REGION1,DEMPWRURN,2040,1.6249
REGION1,DEMPWRURN,2041,1.7702
REGION1,DEMPWRURN,2042,1.9154
REGION1,DEMPWRURN,2043,2.0681
REGION1,DEMPWRURN,2044,2.2133
REGION1,DEMPWRURN,2045,2.3593
REGION1,DEMPWRURN,2046,2.4813
REGION1,DEMPWRURN,2047,2.5788
REGION1,DEMPWRURN,2048,2.5788
REGION1,DEMPWRURN,2049,2.5788
REGION1,DEMPWRURN,2050,2.5788
REGION1,DEMPWRWND,2020,0.1537
REGION1,DEMPWRWND,2021,0.167
REGION1,DEMPWRWND,2022,0.1798
REGION1,DEMPWRWND,2023,0.1938
REGION1,DEMPWRWND,2024,0.2246
REGION1,DEMPWRWND,2025,0.2246
REGION1,DEMPWRWND,2026,0.2303
REGION1,DEMPWRWND,2027,0.2303
REGION1,DEMPWRWND,2028,0.2303
REGION1,DEMPWRWND,2029,0.2303
REGION1,DEMPWRWND,2030,0.2303
REGION1,DEMPWRWND,2031,0.2303
REGION1,DEMPWRWND,2032,0.2303
REGION1,DEMPWRWND,2033,0.2303
REGION1,DEMPWRWND,2034,0.2303
REGION1,DEMPWRWND,2035,0.228
REGION1,DEMPWRWND,2036,0.228
REGION1,DEMPWRWND,2037,0.2237
REGION1,DEMPWRWND,2038,0.218
REGION1,DEMPWRWND,2039,0.2143
REGION1,DEMPWRWND,2040,0.2143
REGION1,DEMPWRWND,2041,0.2143
REGION1,DEMPWRWND,2042,0.2143
REGION1,DEMPWRWND,2043,0.2062
REGION1,DEMPWRWND,2044,0.2062
REGION1,DEMPWRWND,2045,0.2053
REGION1,DEMPWRWND,2046,0.2053
REGION1,DEMPWRWND,2047,0.2053
REGION1,DEMPWRWND,2048,0.2053
REGION1,DEMPWRWND,2049,0.2053
REGION1,DEMPWRWND,2050,0.2053
REGION1,DEMRESBIO,2020,0.013
REGION1,DEMRESBIO,2021,0.0132
REGION1,DEMRESBIO,2022,0.0134
REGION1,DEMRESBIO,2023,0.0137
REGION1,DEMRESBIO,2024,0.014
REGION1,DEMRESBIO,2025,0.0143
REGION1,DEMRESBIO,2026,0.0137
REGION1,DEMRESBIO,2027,0.0131
REGION1,DEMRESBIO,2028,0.0126
REGION1,DEMRESBIO,2029,0.012
REGION1,DEMRESBIO,2030,0.0114
REGION1,DEMRESBIO,2031,0.0108
REGION1,DEMRESBIO,2032,0.0103
REGION1,DEMRESBIO,2033,0.0097
REGION1,DEMRESBIO,2034,0.0091
REGION1,DEMRESBIO,2035,0.0086
REGION1,DEMRESBIO,2036,0.008
REGION1,DEMRESBIO,2037,0.0074
REGION1,DEMRESBIO,2038,0.0068
REGION1,DEMRESBIO,2039,0.0063
REGION1,DEMRESBIO,2040,0.0057
REGION1,DEMRESBIO,2041,0.0051
REGION1,DEMRESBIO,2042,0.0046
REGION1,DEMRESBIO,2043,0.004
REGION1,DEMRESBIO,2044,0.0034
REGION1,DEMRESBIO,2045,0.0028
REGION1,DEMRESBIO,2046,0.0023
REGION1,DEMRESBIO,2047,0.0017
REGION1,DEMRESBIO,2048,0.0011
REGION1,DEMRESBIO,2049,0.0006
REGION1,DEMRESELCB02,2020,0.0745
REGION1,DEMRESELCB02,2021,0.0761
REGION1,DEMRESELCB02,2022,0.0777
REGION1,DEMRESELCB02,2023,0.0795
REGION1,DEMRESELCB02,2024,0.0811
REGION1,DEMRESELCB02,2025,0.0827
REGION1,DEMRESELCB02,2026,0.0846
REGION1,DEMRESELCB02,2027,0.0866
REGION1,DEMRESELCB02,2028,0.0885
REGION1,DEMRESELCB02,2029,0.0904
REGION1,DEMRESELCB02,2030,0.0924
REGION1,DEMRESELCB02,2031,0.0943
REGION1,DEMRESELCB02,2032,0.0963
REGION1,DEMRESELCB02,2033,0.0982
REGION1,DEMRESELCB02,2034,0.1002
REGION1,DEMRESELCB02,2035,0.1021
REGION1,DEMRESELCB02,2036,0.104
REGION1,DEMRESELCB02,2037,0.106
REGION1,DEMRESELCB02,2038,0.1079
REGION1,DEMRESELCB02,2039,0.1099
REGION1,DEMRESELCB02,2040,0.1118
REGION1,DEMRESELCB02,2041,0.1138
REGION1,DEMRESELCB02,2042,0.1157
REGION1,DEMRESELCB02,2043,0.1176
REGION1,DEMRESELCB02,2044,0.1196
REGION1,DEMRESELCB02,2045,0.1215
REGION1,DEMRESELCB02,2046,0.1235
REGION1,DEMRESELCB02,2047,0.1254
