r,t,m,y,TotalAnnualTechnologyActivityByMode
REGION1,DEMCOMELCB02,1,2045,99.12
REGION1,DEMCOMELCB02,1,2046,101.0
REGION1,DEMCOMELCB02,1,2047,102.87
REGION1,DEMCOMELCB02,1,2048,104.74
REGION1,DEMCOMELCB02,1,2049,106.61
REGION1,DEMCOMELCB02,1,2050,108.48
REGION1,DEMCOMKER,1,2020,10.57
REGION1,DEMCOMKER,1,2021,10.8
REGION1,DEMCOMKER,1,2022,11.0
REGION1,DEMCOMKER,1,2023,11.17
REGION1,DEMCOMKER,1,2024,11.33
REGION1,DEMCOMKER,1,2025,11.48
REGION1,DEMCOMKER,1,2026,11.02
REGION1,DEMCOMKER,1,2027,10.56
REGION1,DEMCOMKER,1,2028,10.1
REGION1,DEMCOMKER,1,2029,9.64
REGION1,DEMCOMKER,1,2030,9.18
REGION1,DEMCOMKER,1,2031,8.73
REGION1,DEMCOMKER,1,2032,8.27
REGION1,DEMCOMKER,1,2033,7.81
REGION1,DEMCOMKER,1,2034,7.35
REGION1,DEMCOMKER,1,2035,6.89
REGION1,DEMCOMKER,1,2036,6.43
REGION1,DEMCOMKER,1,2037,5.97
REGION1,DEMCOMKER,1,2038,5.51
REGION1,DEMCOMKER,1,2039,5.05
REGION1,DEMCOMKER,1,2040,4.59
REGION1,DEMCOMKER,1,2041,4.13
REGION1,DEMCOMKER,1,2042,3.67
REGION1,DEMCOMKER,1,2043,3.22
REGION1,DEMCOMKER,1,2044,2.76
REGION1,DEMCOMKER,1,2045,2.3
REGION1,DEMCOMKER,1,2046,1.84
REGION1,DEMCOMKER,1,2047,1.38
REGION1,DEMCOMKER,1,2048,0.92
REGION1,DEMCOMKER,1,2049,0.46
REGION1,DEMCOMNGS,1,2020,84.05
REGION1,DEMCOMNGS,1,2021,84.1
REGION1,DEMCOMNGS,1,2022,84.04
REGION1,DEMCOMNGS,1,2023,84.11
REGION1,DEMCOMNGS,1,2024,84.63
REGION1,DEMCOMNGS,1,2025,85.66
REGION1,DEMCOMNGS,1,2026,82.23
REGION1,DEMCOMNGS,1,2027,78.81
REGION1,DEMCOMNGS,1,2028,75.38
REGION1,DEMCOMNGS,1,2029,71.95
REGION1,DEMCOMNGS,1,2030,68.53
REGION1,DEMCOMNGS,1,2031,65.1
REGION1,DEMCOMNGS,1,2032,61.68
REGION1,DEMCOMNGS,1,2033,58.25
REGION1,DEMCOMNGS,1,2034,54.82
REGION1,DEMCOMNGS,1,2035,51.4
REGION1,DEMCOMNGS,1,2036,47.97
REGION1,DEMCOMNGS,1,2037,44.54
REGION1,DEMCOMNGS,1,2038,41.12
REGION1,DEMCOMNGS,1,2039,37.69
REGION1,DEMCOMNGS,1,2040,34.26
REGION1,DEMCOMNGS,1,2041,30.84
REGION1,DEMCOMNGS,1,2042,27.41
REGION1,DEMCOMNGS,1,2043,23.98
REGION1,DEMCOMNGS,1,2044,20.56
REGION1,DEMCOMNGS,1,2045,17.13
REGION1,DEMCOMNGS,1,2046,13.71
REGION1,DEMCOMNGS,1,2047,10.28
REGION1,DEMCOMNGS,1,2048,6.85
REGION1,DEMCOMNGS,1,2049,3.43
REGION1,DEMINDBIO,1,2020,160.04
REGION1,DEMINDBIO,1,2021,160.69
REGION1,DEMINDBIO,1,2022,161.12
REGION1,DEMINDBIO,1,2023,161.83
REGION1,DEMINDBIO,1,2024,162.64
REGION1,DEMINDBIO,1,2025,162.14
REGION1,DEMINDBIO,1,2026,161.92
REGION1,DEMINDBIO,1,2027,161.82
REGION1,DEMINDBIO,1,2028,161.68
REGION1,DEMINDBIO,1,2029,161.08
REGION1,DEMINDBIO,1,2030,160.31
REGION1,DEMINDBIO,1,2031,152.29
REGION1,DEMINDBIO,1,2032,144.28
REGION1,DEMINDBIO,1,2033,136.26
REGION1,DEMINDBIO,1,2034,128.25
REGION1,DEMINDBIO,1,2035,120.23
REGION1,DEMINDBIO,1,2036,112.22
REGION1,DEMINDBIO,1,2037,104.2
REGION1,DEMINDBIO,1,2038,96.19
REGION1,DEMINDBIO,1,2039,88.17
REGION1,DEMINDBIO,1,2040,80.16
REGION1,DEMINDBIO,1,2041,72.14
REGION1,DEMINDBIO,1,2042,64.12
REGION1,DEMINDBIO,1,2043,56.11
REGION1,DEMINDBIO,1,2044,48.09
REGION1,DEMINDBIO,1,2045,40.08
REGION1,DEMINDBIO,1,2046,32.06
REGION1,DEMINDBIO,1,2047,24.05
REGION1,DEMINDBIO,1,2048,16.03
REGION1,DEMINDBIO,1,2049,8.02
REGION1,DEMINDDSL,1,2020,108.46
REGION1,DEMINDDSL,1,2021,108.13
REGION1,DEMINDDSL,1,2022,107.38
REGION1,DEMINDDSL,1,2023,106.95
REGION1,DEMINDDSL,1,2024,107.33
REGION1,DEMINDDSL,1,2025,108.15
REGION1,DEMINDDSL,1,2026,109.45
REGION1,DEMINDDSL,1,2027,110.63
REGION1,DEMINDDSL,1,2028,111.27
REGION1,DEMINDDSL,1,2029,111.29
REGION1,DEMINDDSL,1,2030,111.38
REGION1,DEMINDDSL,1,2031,105.81
REGION1,DEMINDDSL,1,2032,100.24
REGION1,DEMINDDSL,1,2033,94.67
REGION1,DEMINDDSL,1,2034,89.1
REGION1,DEMINDDSL,1,2035,83.54
REGION1,DEMINDDSL,1,2036,77.97
REGION1,DEMINDDSL,1,2037,72.4
REGION1,DEMINDDSL,1,2038,66.83
REGION1,DEMINDDSL,1,2039,61.26
REGION1,DEMINDDSL,1,2040,55.69
REGION1,DEMINDDSL,1,2041,50.12
REGION1,DEMINDDSL,1,2042,44.55
REGION1,DEMINDDSL,1,2043,38.98
REGION1,DEMINDDSL,1,2044,33.41
REGION1,DEMINDDSL,1,2045,27.85
REGION1,DEMINDDSL,1,2046,22.28
REGION1,DEMINDDSL,1,2047,16.71
REGION1,DEMINDDSL,1,2048,11.14
REGION1,DEMINDDSL,1,2049,5.57
REGION1,DEMINDELCB02,1,2020,101.14
REGION1,DEMINDELCB02,1,2021,101.4
REGION1,DEMINDELCB02,1,2022,101.77
REGION1,DEMINDELCB02,1,2023,102.35
REGION1,DEMINDELCB02,1,2024,114.88
REGION1,DEMINDELCB02,1,2025,116.99
REGION1,DEMINDELCB02,1,2026,144.03
REGION1,DEMINDELCB02,1,2027,171.08
REGION1,DEMINDELCB02,1,2028,198.12
REGION1,DEMINDELCB02,1,2029,225.16
REGION1,DEMINDELCB02,1,2030,252.2
REGION1,DEMINDELCB02,1,2031,279.25
REGION1,DEMINDELCB02,1,2032,306.29
REGION1,DEMINDELCB02,1,2033,333.33
REGION1,DEMINDELCB02,1,2034,360.37
REGION1,DEMINDELCB02,1,2035,387.42
REGION1,DEMINDELCB02,1,2036,414.46
REGION1,DEMINDELCB02,1,2037,441.5
REGION1,DEMINDELCB02,1,2038,468.54
REGION1,DEMINDELCB02,1,2039,495.59
REGION1,DEMINDELCB02,1,2040,522.63
REGION1,DEMINDELCB02,1,2041,549.67
REGION1,DEMINDELCB02,1,2042,576.71
REGION1,DEMINDELCB02,1,2043,603.76
REGION1,DEMINDELCB02,1,2044,630.8
REGION1,DEMINDELCB02,1,2045,657.84
REGION1,DEMINDELCB02,1,2046,684.88
REGION1,DEMINDELCB02,1,2047,711.93
REGION1,DEMINDELCB02,1,2048,738.97
REGION1,DEMINDELCB02,1,2049,766.01
REGION1,DEMINDELCB02,1,2050,793.05
REGION1,DEMINDNGS,1,2020,224.86
REGION1,DEMINDNGS,1,2021,219.32
REGION1,DEMINDNGS,1,2022,213.92
REGION1,DEMINDNGS,1,2023,211.63
REGION1,DEMINDNGS,1,2024,221.34
REGION1,DEMINDNGS,1,2025,242.83
REGION1,DEMINDNGS,1,2026,275.13
REGION1,DEMINDNGS,1,2027,283.17
REGION1,DEMINDNGS,1,2028,284.61
REGION1,DEMINDNGS,1,2029,286.56
REGION1,DEMINDNGS,1,2030,304.7
REGION1,DEMINDNGS,1,2031,289.47
REGION1,DEMINDNGS,1,2032,274.23
REGION1,DEMINDNGS,1,2033,259.0
REGION1,DEMINDNGS,1,2034,243.76
REGION1,DEMINDNGS,1,2035,228.53
REGION1,DEMINDNGS,1,2036,213.29
REGION1,DEMINDNGS,1,2037,198.06
REGION1,DEMINDNGS,1,2038,182.82
REGION1,DEMINDNGS,1,2039,167.59
REGION1,DEMINDNGS,1,2040,152.35
REGION1,DEMINDNGS,1,2041,137.12
REGION1,DEMINDNGS,1,2042,121.88
REGION1,DEMINDNGS,1,2043,106.65
REGION1,DEMINDNGS,1,2044,91.41
REGION1,DEMINDNGS,1,2045,76.18
REGION1,DEMINDNGS,1,2046,60.94
REGION1,DEMINDNGS,1,2047,45.71
REGION1,DEMINDNGS,1,2048,30.47
REGION1,DEMINDNGS,1,2049,15.24
REGION1,DEMPUBSURBC1,1,2020,0.85
REGION1,DEMPUBSURBC1,1,2021,0.86
REGION1,DEMPUBSURBC1,1,2022,0.86
REGION1,DEMPUBSURBC1,1,2023,0.87
REGION1,DEMPUBSURBC1,1,2024,0.88
REGION1,DEMPUBSURBC1,1,2025,0.89
REGION1,DEMPUBSURBC1,1,2026,0.9
REGION1,DEMPUBSURBC1,1,2027,0.91
REGION1,DEMPUBSURBC1,1,2028,0.92
REGION1,DEMPUBSURBC1,1,2029,0.93
REGION1,DEMPUBSURBC1,1,2030,0.94
REGION1,DEMPUBSURBC1,1,2031,0.95
REGION1,DEMPUBSURBC1,1,2032,0.96
REGION1,DEMPUBSURBC1,1,2033,0.98
REGION1,DEMPUBSURBC1,1,2034,0.99
REGION1,DEMPUBSURBC1,1,2035,1.0
REGION1,DEMPUBSURBC1,1,2036,1.01
REGION1,DEMPUBSURBC1,1,2037,1.02
REGION1,DEMPUBSURBC1,1,2038,1.03
REGION1,DEMPUBSURBC1,1,2039,1.04
REGION1,DEMPUBSURBC1,1,2040,1.05
REGION1,DEMPUBSURBC1,1,2041,1.06
REGION1,DEMPUBSURBC1,1,2042,1.08
REGION1,DEMPUBSURBC1,1,2043,1.09
REGION1,DEMPUBSURBC1,1,2044,1.1
REGION1,DEMPUBSURBC1,1,2045,1.11
REGION1,DEMPUBSURBC1,1,2046,1.12
REGION1,DEMPUBSURBC1,1,2047,1.14
REGION1,DEMPUBSURBC1,1,2048,1.15
REGION1,DEMPUBSURBC1,1,2049,1.16
REGION1,DEMPUBSURBC1,1,2050,1.17
REGION1,DEMPWRBIO,1,2020,36.8995
REGION1,DEMPWRBIO,1,2021,36.8995
REGION1,DEMPWRBIO,1,2022,36.8995
REGION1,DEMPWRBIO,1,2023,36.8995
REGION1,DEMPWRBIO,1,2024,36.8995
REGION1,DEMPWRBIO,1,2025,36.8995
REGION1,DEMPWRBIO,1,2026,36.8995
REGION1,DEMPWRBIO,1,2027,36.8995
REGION1,DEMPWRBIO,1,2028,36.8995
REGION1,DEMPWRBIO,1,2029,36.8995
REGION1,DEMPWRBIO,1,2030,36.8995
REGION1,DEMPWRBIO,1,2031,36.8995
REGION1,DEMPWRBIO,1,2032,36.8995
REGION1,DEMPWRBIO,1,2033,36.8995
REGION1,DEMPWRBIO,1,2034,36.8995
REGION1,DEMPWRBIO,1,2035,36.8995
REGION1,DEMPWRBIO,1,2036,36.8995
REGION1,DEMPWRBIO,1,2037,36.8995
REGION1,DEMPWRBIO,1,2038,36.8995
REGION1,DEMPWRBIO,1,2039,36.8995
REGION1,DEMPWRBIO,1,2040,36.8995
REGION1,DEMPWRBIO,1,2041,36.8995
REGION1,DEMPWRBIO,1,2042,36.8995
REGION1,DEMPWRBIO,1,2043,36.8995
REGION1,DEMPWRBIO,1,2044,36.8995
REGION1,DEMPWRBIO,1,2045,36.8995
REGION1,DEMPWRBIO,1,2046,36.8995
REGION1,DEMPWRBIO,1,2047,36.8995
REGION1,DEMPWRBIO,1,2048,36.8995
REGION1,DEMPWRBIO,1,2049,36.8995
REGION1,DEMPWRBIO,1,2050,40.2225
REGION1,DEMPWRGEO,1,2026,274.5879
REGION1,DEMPWRGEO,1,2027,543.5108
REGION1,DEMPWRGEO,1,2028,543.5108
REGION1,DEMPWRGEO,1,2029,543.5108
REGION1,DEMPWRGEO,1,2030,543.5108
REGION1,DEMPWRGEO,1,2031,543.5108
REGION1,DEMPWRGEO,1,2032,543.5108
REGION1,DEMPWRGEO,1,2033,543.5108
REGION1,DEMPWRGEO,1,2034,543.5108
REGION1,DEMPWRGEO,1,2035,543.5108
REGION1,DEMPWRGEO,1,2036,543.5108
REGION1,DEMPWRGEO,1,2037,543.5108
REGION1,DEMPWRGEO,1,2038,543.5108
REGION1,DEMPWRGEO,1,2039,543.5108
REGION1,DEMPWRGEO,1,2040,543.5108
REGION1,DEMPWRGEO,1,2041,543.5108
REGION1,DEMPWRGEO,1,2042,543.5108
REGION1,DEMPWRGEO,1,2043,543.5108
REGION1,DEMPWRGEO,1,2044,543.5108
REGION1,DEMPWRGEO,1,2045,543.5108
REGION1,DEMPWRGEO,1,2046,543.5108
REGION1,DEMPWRGEO,1,2047,543.5108
REGION1,DEMPWRGEO,1,2048,543.5108
REGION1,DEMPWRGEO,1,2049,543.5108
REGION1,DEMPWRGEO,1,2050,543.5108
REGION1,DEMPWRHYD,1,2020,240.933
REGION1,DEMPWRHYD,1,2021,240.933
REGION1,DEMPWRHYD,1,2022,240.933
REGION1,DEMPWRHYD,1,2023,240.933
REGION1,DEMPWRHYD,1,2024,240.933
REGION1,DEMPWRHYD,1,2025,258.1044
REGION1,DEMPWRHYD,1,2026,258.1044
REGION1,DEMPWRHYD,1,2027,258.1044
REGION1,DEMPWRHYD,1,2028,258.1044
REGION1,DEMPWRHYD,1,2029,258.1044
REGION1,DEMPWRHYD,1,2030,258.1044
REGION1,DEMPWRHYD,1,2031,258.1044
REGION1,DEMPWRHYD,1,2032,258.1044
REGION1,DEMPWRHYD,1,2033,258.1044
REGION1,DEMPWRHYD,1,2034,258.1044
REGION1,DEMPWRHYD,1,2035,258.1044
REGION1,DEMPWRHYD,1,2036,258.1044
REGION1,DEMPWRHYD,1,2037,258.1044
REGION1,DEMPWRHYD,1,2038,258.1044
REGION1,DEMPWRHYD,1,2039,258.1044
REGION1,DEMPWRHYD,1,2040,258.1044
REGION1,DEMPWRHYD,1,2041,258.1044
REGION1,DEMPWRHYD,1,2042,258.1044
REGION1,DEMPWRHYD,1,2043,258.1044
REGION1,DEMPWRHYD,1,2044,258.1044
REGION1,DEMPWRHYD,1,2045,258.1044
REGION1,DEMPWRHYD,1,2046,277.9691
REGION1,DEMPWRHYD,1,2047,297.8185
REGION1,DEMPWRHYD,1,2048,332.5854
REGION1,DEMPWRHYD,1,2049,367.3614
REGION1,DEMPWRHYD,1,2050,428.2569
REGION1,DEMPWRNGS,1,2024,21.3559
REGION1,DEMPWRNGS,1,2027,6.9747
REGION1,DEMPWRNGS,1,2037,3.7632
REGION1,DEMPWRNGS,1,2038,7.7979
REGION1,DEMPWRNGS,1,2039,12.0461
REGION1,DEMPWRNGS,1,2040,16.1852
REGION1,DEMPWRNGS,1,2041,20.3244
REGION1,DEMPWRNGS,1,2042,24.4624
REGION1,DEMPWRNGS,1,2043,28.4414
REGION1,DEMPWRNGS,1,2044,32.5794
REGION1,DEMPWRNGS,1,2045,36.7006
REGION1,DEMPWRNGS,1,2046,34.6822
REGION1,DEMPWRNGS,1,2047,32.6654
REGION1,DEMPWRNGS,1,2048,25.7922
REGION1,DEMPWRNGS,1,2049,18.9172
REGION1,DEMPWRSOL,1,2020,0.0157
REGION1,DEMPWRSOL,1,2021,0.0157
REGION1,DEMPWRSOL,1,2022,0.0157
REGION1,DEMPWRSOL,1,2023,0.0157
REGION1,DEMPWRSOL,1,2024,0.0157
REGION1,DEMPWRSOL,1,2025,0.0157
REGION1,DEMPWRSOL,1,2026,0.0157
REGION1,DEMPWRSOL,1,2027,0.0157
REGION1,DEMPWRSOL,1,2028,0.0157
REGION1,DEMPWRSOL,1,2029,0.0157
REGION1,DEMPWRSOL,1,2030,0.0157
REGION1,DEMPWRSOL,1,2031,0.0157
REGION1,DEMPWRSOL,1,2032,0.0157
REGION1,DEMPWRSOL,1,2033,0.0157
REGION1,DEMPWRSOL,1,2034,0.0157
REGION1,DEMPWRSOL,1,2035,0.0157
REGION1,DEMPWRSOL,1,2036,0.0157
REGION1,DEMPWRSOL,1,2037,0.0157
REGION1,DEMPWRSOL,1,2038,0.0157
REGION1,DEMPWRSOL,1,2039,0.0157
REGION1,DEMPWRSOL,1,2040,0.0157
REGION1,DEMPWRSOL,1,2048,50.1924
REGION1,DEMPWRSOL,1,2049,100.3978
REGION1,DEMPWRSOL,1,2050,100.3978
REGION1,DEMPWRSURBC1,1,2020,0.3768
REGION1,DEMPWRSURBC1,1,2021,0.3768
REGION1,DEMPWRSURBC1,1,2022,0.3768
REGION1,DEMPWRSURBC1,1,2023,0.3768
REGION1,DEMPWRSURBC1,1,2024,0.5563
REGION1,DEMPWRSURBC1,1,2025,0.3768
REGION1,DEMPWRSURBC1,1,2026,0.4632
REGION1,DEMPWRSURBC1,1,2027,0.6065
REGION1,DEMPWRSURBC1,1,2028,2.2668
REGION1,DEMPWRSURBC1,1,2029,3.8876
REGION1,DEMPWRSURBC1,1,2030,5.5085
REGION1,DEMPWRSURBC1,1,2031,7.1301
REGION1,DEMPWRSURBC1,1,2032,8.7514
REGION1,DEMPWRSURBC1,1,2033,10.3718
REGION1,DEMPWRSURBC1,1,2034,11.9931
REGION1,DEMPWRSURBC1,1,2035,13.641
REGION1,DEMPWRSURBC1,1,2036,15.2618
REGION1,DEMPWRSURBC1,1,2037,16.9111
REGION1,DEMPWRSURBC1,1,2038,18.5737
REGION1,DEMPWRSURBC1,1,2039,20.2137
REGION1,DEMPWRSURBC1,1,2040,21.8118
REGION1,DEMPWRSURBC1,1,2041,23.4102
REGION1,DEMPWRSURBC1,1,2042,25.0078
REGION1,DEMPWRSURBC1,1,2043,26.6991
REGION1,DEMPWRSURBC1,1,2044,28.2968
REGION1,DEMPWRSURBC1,1,2045,29.9048
REGION1,DEMPWRSURBC1,1,2046,30.9375
REGION1,DEMPWRSURBC1,1,2047,31.9693
REGION1,DEMPWRSURBC1,1,2048,31.9115
REGION1,DEMPWRSURBC1,1,2049,31.8537
REGION1,DEMPWRSURBC1,1,2050,31.7286
REGION1,DEMPWRURN,1,2028,136.4209
REGION1,DEMPWRURN,1,2029,265.0588
REGION1,DEMPWRURN,1,2030,393.6967
REGION1,DEMPWRURN,1,2031,522.4012
REGION1,DEMPWRURN,1,2032,651.0724
REGION1,DEMPWRURN,1,2033,779.677
REGION1,DEMPWRURN,1,2034,908.3482
REGION1,DEMPWRURN,1,2035,1039.1346
REGION1,DEMPWRURN,1,2036,1167.7725
REGION1,DEMPWRURN,1,2037,1296.1588
REGION1,DEMPWRURN,1,2038,1425.4172
REGION1,DEMPWRURN,1,2039,1552.7436
REGION1,DEMPWRURN,1,2040,1676.8158
REGION1,DEMPWRURN,1,2041,1800.9044
REGION1,DEMPWRURN,1,2042,1924.9445
REGION1,DEMPWRURN,1,2043,2056.5196
REGION1,DEMPWRURN,1,2044,2180.5597
REGION1,DEMPWRURN,1,2045,2305.4235
REGION1,DEMPWRURN,1,2046,2388.7285
REGION1,DEMPWRURN,1,2047,2471.9689
REGION1,DEMPWRURN,1,2048,2471.9689
REGION1,DEMPWRURN,1,2049,2471.9689
REGION1,DEMPWRURN,1,2050,2471.9689
REGION1,DEMPWRWND,1,2020,153.7001
REGION1,DEMPWRWND,1,2021,166.9698
REGION1,DEMPWRWND,1,2022,179.833
REGION1,DEMPWRWND,1,2023,193.768
REGION1,DEMPWRWND,1,2024,224.6478
REGION1,DEMPWRWND,1,2025,224.6478
REGION1,DEMPWRWND,1,2026,230.3478
REGION1,DEMPWRWND,1,2027,230.3478
REGION1,DEMPWRWND,1,2028,230.3478
REGION1,DEMPWRWND,1,2029,230.3478
REGION1,DEMPWRWND,1,2030,230.3478
REGION1,DEMPWRWND,1,2031,230.3478
REGION1,DEMPWRWND,1,2032,230.3478
REGION1,DEMPWRWND,1,2033,230.3478
REGION1,DEMPWRWND,1,2034,230.3478
REGION1,DEMPWRWND,1,2035,228.0368
REGION1,DEMPWRWND,1,2036,228.0368
REGION1,DEMPWRWND,1,2037,223.6749
REGION1,DEMPWRWND,1,2038,218.0469
REGION1,DEMPWRWND,1,2039,214.3002
REGION1,DEMPWRWND,1,2040,214.3002
REGION1,DEMPWRWND,1,2041,214.3002
REGION1,DEMPWRWND,1,2042,214.3002
REGION1,DEMPWRWND,1,2043,206.1696
REGION1,DEMPWRWND,1,2044,206.1696
REGION1,DEMPWRWND,1,2045,205.276
REGION1,DEMPWRWND,1,2046,205.276
REGION1,DEMPWRWND,1,2047,205.276
REGION1,DEMPWRWND,1,2048,205.276
