r,t,y,NewCapacity
REGION1,DEMCOMKER,2041,4.1717
REGION1,DEMCOMKER,2042,3.7071
REGION1,DEMCOMKER,2043,3.2525
REGION1,DEMCOMKER,2044,2.7879
REGION1,DEMCOMKER,2045,2.3232
REGION1,DEMCOMKER,2046,1.8586
REGION1,DEMCOMKER,2047,1.3939
REGION1,DEMCOMKER,2048,0.9293
REGION1,DEMCOMKER,2049,0.4646
REGION1,DEMCOMNGS,2020,84.899
REGION1,DEMCOMNGS,2021,84.9495
REGION1,DEMCOMNGS,2022,84.8889
REGION1,DEMCOMNGS,2023,84.9596
REGION1,DEMCOMNGS,2024,85.4848
REGION1,DEMCOMNGS,2025,86.5253
REGION1,DEMCOMNGS,2026,83.0606
REGION1,DEMCOMNGS,2027,79.6061
REGION1,DEMCOMNGS,2028,76.1414
REGION1,DEMCOMNGS,2029,72.6768
REGION1,DEMCOMNGS,2030,69.2222
REGION1,DEMCOMNGS,2031,65.7576
REGION1,DEMCOMNGS,2032,62.303
REGION1,DEMCOMNGS,2033,58.8384
REGION1,DEMCOMNGS,2034,55.3737
REGION1,DEMCOMNGS,2035,51.9192
REGION1,DEMCOMNGS,2036,48.4545
REGION1,DEMCOMNGS,2037,44.9899
REGION1,DEMCOMNGS,2038,41.5354
REGION1,DEMCOMNGS,2039,38.0707
REGION1,DEMCOMNGS,2040,34.6061
REGION1,DEMCOMNGS,2041,31.1515
REGION1,DEMCOMNGS,2042,27.6869
REGION1,DEMCOMNGS,2043,25.7627
REGION1,DEMCOMNGS,2044,22.8444
REGION1,DEMCOMNGS,2045,19.0333
REGION1,DEMCOMNGS,2046,15.2333
REGION1,DEMCOMNGS,2047,10.3838
REGION1,DEMCOMNGS,2048,6.9192
REGION1,DEMCOMNGS,2049,3.4646
REGION1,DEMINDBIO,2020,161.6566
REGION1,DEMINDBIO,2021,162.3131
REGION1,DEMINDBIO,2022,162.7475
REGION1,DEMINDBIO,2023,163.4646
REGION1,DEMINDBIO,2024,164.2828
REGION1,DEMINDBIO,2025,163.7778
REGION1,DEMINDBIO,2026,163.5556
REGION1,DEMINDBIO,2027,163.4546
REGION1,DEMINDBIO,2028,163.3131
REGION1,DEMINDBIO,2029,162.7071
REGION1,DEMINDBIO,2030,161.9293
REGION1,DEMINDBIO,2031,153.8283
REGION1,DEMINDBIO,2032,145.7374
REGION1,DEMINDBIO,2033,137.6364
REGION1,DEMINDBIO,2034,129.5454
REGION1,DEMINDBIO,2035,121.4444
REGION1,DEMINDBIO,2036,116.0773
REGION1,DEMINDBIO,2037,106.0824
REGION1,DEMINDBIO,2038,98.1389
REGION1,DEMINDBIO,2039,91.1561
REGION1,DEMINDBIO,2040,83.6995
REGION1,DEMINDBIO,2041,74.2874
REGION1,DEMINDBIO,2042,67.0399
REGION1,DEMINDBIO,2043,59.0076
REGION1,DEMINDBIO,2044,51.3116
REGION1,DEMINDBIO,2045,43.2217
REGION1,DEMINDBIO,2046,35.1217
REGION1,DEMINDBIO,2047,26.5955
REGION1,DEMINDBIO,2048,17.8111
REGION1,DEMINDBIO,2049,8.9111
REGION1,DEMINDDSL,2020,109.5556
REGION1,DEMINDDSL,2021,109.2222
REGION1,DEMINDDSL,2022,108.4646
REGION1,DEMINDDSL,2023,108.0303
REGION1,DEMINDDSL,2024,108.4141
REGION1,DEMINDDSL,2025,109.2424
REGION1,DEMINDDSL,2026,110.5556
REGION1,DEMINDDSL,2027,111.7475
REGION1,DEMINDDSL,2028,112.3939
REGION1,DEMINDDSL,2029,112.4141
REGION1,DEMINDDSL,2030,112.505
REGION1,DEMINDDSL,2031,106.8788
REGION1,DEMINDDSL,2032,101.2525
REGION1,DEMINDDSL,2033,95.6263
REGION1,DEMINDDSL,2034,90.0
REGION1,DEMINDDSL,2035,84.3838
REGION1,DEMINDDSL,2036,78.7576
REGION1,DEMINDDSL,2037,73.1313
REGION1,DEMINDDSL,2038,67.5051
REGION1,DEMINDDSL,2039,61.8788
REGION1,DEMINDDSL,2040,56.2525
REGION1,DEMINDDSL,2041,50.6263
REGION1,DEMINDDSL,2042,45.0
REGION1,DEMINDDSL,2043,39.3737
REGION1,DEMINDDSL,2044,33.7475
REGION1,DEMINDDSL,2045,28.1313
REGION1,DEMINDDSL,2046,22.5051
REGION1,DEMINDDSL,2047,16.8788
REGION1,DEMINDDSL,2048,11.2525
REGION1,DEMINDDSL,2049,5.6263
REGION1,DEMINDELCB02,2020,146.0911
REGION1,DEMINDELCB02,2021,146.4667
REGION1,DEMINDELCB02,2022,147.0011
REGION1,DEMINDELCB02,2023,147.8389
REGION1,DEMINDELCB02,2024,165.9378
REGION1,DEMINDELCB02,2025,168.9856
REGION1,DEMINDELCB02,2026,208.0433
REGION1,DEMINDELCB02,2027,247.1156
REGION1,DEMINDELCB02,2028,286.1733
REGION1,DEMINDELCB02,2029,325.2311
REGION1,DEMINDELCB02,2030,364.2889
REGION1,DEMINDELCB02,2031,403.3611
REGION1,DEMINDELCB02,2032,442.4189
REGION1,DEMINDELCB02,2033,481.4767
REGION1,DEMINDELCB02,2034,520.5344
REGION1,DEMINDELCB02,2035,559.6067
REGION1,DEMINDELCB02,2036,598.6644
REGION1,DEMINDELCB02,2037,637.7222
REGION1,DEMINDELCB02,2038,676.78
REGION1,DEMINDELCB02,2039,715.8522
REGION1,DEMINDELCB02,2040,754.91
REGION1,DEMINDELCB02,2041,793.9678
REGION1,DEMINDELCB02,2042,833.0256
REGION1,DEMINDELCB02,2043,872.0978
REGION1,DEMINDELCB02,2044,911.1556
REGION1,DEMINDELCB02,2045,950.2133
REGION1,DEMINDELCB02,2046,989.2711
REGION1,DEMINDELCB02,2047,1028.3433
REGION1,DEMINDELCB02,2048,1067.4011
REGION1,DEMINDELCB02,2049,1106.4589
REGION1,DEMINDELCB02,2050,1145.5167
REGION1,DEMINDNGS,2020,227.1313
REGION1,DEMINDNGS,2021,221.5354
REGION1,DEMINDNGS,2022,216.0808
REGION1,DEMINDNGS,2023,213.7677
REGION1,DEMINDNGS,2024,223.5758
REGION1,DEMINDNGS,2025,245.2828
REGION1,DEMINDNGS,2026,277.9091
REGION1,DEMINDNGS,2027,286.0303
REGION1,DEMINDNGS,2028,287.4848
REGION1,DEMINDNGS,2029,289.4546
REGION1,DEMINDNGS,2030,307.7778
REGION1,DEMINDNGS,2031,292.3939
REGION1,DEMINDNGS,2032,277.0
REGION1,DEMINDNGS,2033,261.6162
REGION1,DEMINDNGS,2034,246.2222
REGION1,DEMINDNGS,2035,230.8384
REGION1,DEMINDNGS,2036,215.4444
REGION1,DEMINDNGS,2037,200.0606
REGION1,DEMINDNGS,2038,184.6667
REGION1,DEMINDNGS,2039,169.2828
REGION1,DEMINDNGS,2040,153.8889
REGION1,DEMINDNGS,2041,138.505
REGION1,DEMINDNGS,2042,123.1111
REGION1,DEMINDNGS,2043,107.7273
REGION1,DEMINDNGS,2044,94.1362
REGION1,DEMINDNGS,2045,79.6193
REGION1,DEMINDNGS,2046,61.8686
REGION1,DEMINDNGS,2047,46.1717
REGION1,DEMINDNGS,2048,30.7778
REGION1,DEMINDNGS,2049,15.3939
REGION1,DEMPUBSURBC1,2020,0.8586
REGION1,DEMPUBSURBC1,2021,0.8687
REGION1,DEMPUBSURBC1,2022,0.8687
REGION1,DEMPUBSURBC1,2023,0.8788
REGION1,DEMPUBSURBC1,2024,0.8889
REGION1,DEMPUBSURBC1,2025,0.899
REGION1,DEMPUBSURBC1,2026,0.9091
REGION1,DEMPUBSURBC1,2027,0.9192
REGION1,DEMPUBSURBC1,2028,0.9293
REGION1,DEMPUBSURBC1,2029,0.9394
REGION1,DEMPUBSURBC1,2030,0.9495
REGION1,DEMPUBSURBC1,2031,0.9596
REGION1,DEMPUBSURBC1,2032,0.9697
REGION1,DEMPUBSURBC1,2033,0.9899
REGION1,DEMPUBSURBC1,2034,1.0
REGION1,DEMPUBSURBC1,2035,1.0101
REGION1,DEMPUBSURBC1,2036,1.0202
REGION1,DEMPUBSURBC1,2037,1.0303
REGION1,DEMPUBSURBC1,2038,1.0404
REGION1,DEMPUBSURBC1,2039,1.0505
REGION1,DEMPUBSURBC1,2040,1.0606
REGION1,DEMPUBSURBC1,2041,1.0707
REGION1,DEMPUBSURBC1,2042,1.0909
REGION1,DEMPUBSURBC1,2043,1.101
REGION1,DEMPUBSURBC1,2044,1.1111
REGION1,DEMPUBSURBC1,2045,1.1212
REGION1,DEMPUBSURBC1,2046,1.1313
REGION1,DEMPUBSURBC1,2047,1.1515
REGION1,DEMPUBSURBC1,2048,1.1616
REGION1,DEMPUBSURBC1,2049,1.1717
REGION1,DEMPUBSURBC1,2050,1.1818
REGION1,DEMPWRBIO,2020,37.2722
REGION1,DEMPWRBIO,2021,37.2722
REGION1,DEMPWRBIO,2022,37.2722
REGION1,DEMPWRBIO,2023,37.2722
REGION1,DEMPWRBIO,2024,37.2722
REGION1,DEMPWRBIO,2025,37.2722
REGION1,DEMPWRBIO,2026,37.2722
REGION1,DEMPWRBIO,2027,37.2722
REGION1,DEMPWRBIO,2028,37.2722
REGION1,DEMPWRBIO,2029,37.2722
REGION1,DEMPWRBIO,2030,37.2722
REGION1,DEMPWRBIO,2031,37.2722
REGION1,DEMPWRBIO,2032,37.2722
REGION1,DEMPWRBIO,2033,37.2722
REGION1,DEMPWRBIO,2034,37.2722
REGION1,DEMPWRBIO,2035,56.4509
REGION1,DEMPWRBIO,2036,64.7119
REGION1,DEMPWRBIO,2037,64.7119
REGION1,DEMPWRBIO,2038,64.7119
REGION1,DEMPWRBIO,2039,64.7119
REGION1,DEMPWRBIO,2040,64.7119
REGION1,DEMPWRBIO,2041,64.7119
REGION1,DEMPWRBIO,2042,64.7119
REGION1,DEMPWRBIO,2043,64.7119
REGION1,DEMPWRBIO,2044,64.7119
REGION1,DEMPWRBIO,2045,64.7119
REGION1,DEMPWRBIO,2046,64.7119
REGION1,DEMPWRBIO,2047,64.7119
REGION1,DEMPWRBIO,2048,64.7119
REGION1,DEMPWRBIO,2049,64.7119
REGION1,DEMPWRBIO,2050,112.4757
REGION1,DEMPWRGEO,2026,277.3615
REGION1,DEMPWRGEO,2027,549.0008
REGION1,DEMPWRGEO,2028,549.0008
REGION1,DEMPWRGEO,2029,549.0008
REGION1,DEMPWRGEO,2030,549.0008
REGION1,DEMPWRGEO,2031,549.0008
REGION1,DEMPWRGEO,2032,549.0008
REGION1,DEMPWRGEO,2033,549.0008
REGION1,DEMPWRGEO,2034,549.0008
REGION1,DEMPWRGEO,2035,549.0008
REGION1,DEMPWRGEO,2036,623.7331
REGION1,DEMPWRGEO,2037,631.0354
REGION1,DEMPWRGEO,2038,631.0354
REGION1,DEMPWRGEO,2039,631.0354
REGION1,DEMPWRGEO,2040,631.0354
REGION1,DEMPWRGEO,2041,631.0354
REGION1,DEMPWRGEO,2042,631.0354
REGION1,DEMPWRGEO,2043,631.0354
REGION1,DEMPWRGEO,2044,631.0354
REGION1,DEMPWRGEO,2045,631.0354
REGION1,DEMPWRGEO,2046,631.0354
REGION1,DEMPWRGEO,2047,631.0354
REGION1,DEMPWRGEO,2048,631.0354
REGION1,DEMPWRGEO,2049,631.0354
REGION1,DEMPWRGEO,2050,631.0354
REGION1,DEMPWRHYD,2020,340.2499
REGION1,DEMPWRHYD,2021,342.9656
REGION1,DEMPWRHYD,2022,345.7052
REGION1,DEMPWRHYD,2023,349.1003
REGION1,DEMPWRHYD,2024,360.918
REGION1,DEMPWRHYD,2025,381.4267
REGION1,DEMPWRHYD,2026,405.1665
REGION1,DEMPWRHYD,2027,428.459
REGION1,DEMPWRHYD,2028,452.3686
REGION1,DEMPWRHYD,2029,468.4683
REGION1,DEMPWRHYD,2030,494.2608
REGION1,DEMPWRHYD,2031,520.3936
REGION1,DEMPWRHYD,2032,546.5196
REGION1,DEMPWRHYD,2033,572.6321
REGION1,DEMPWRHYD,2034,598.7581
REGION1,DEMPWRHYD,2035,613.1828
REGION1,DEMPWRHYD,2036,616.3364
REGION1,DEMPWRHYD,2037,616.3364
REGION1,DEMPWRHYD,2038,616.3364
REGION1,DEMPWRHYD,2039,616.3364
REGION1,DEMPWRHYD,2040,616.3364
REGION1,DEMPWRHYD,2041,616.3364
REGION1,DEMPWRHYD,2042,616.3364
REGION1,DEMPWRHYD,2043,616.3364
REGION1,DEMPWRHYD,2044,616.3364
REGION1,DEMPWRHYD,2045,616.3364
REGION1,DEMPWRHYD,2046,666.5
REGION1,DEMPWRHYD,2047,716.6245
REGION1,DEMPWRHYD,2048,804.4199
REGION1,DEMPWRHYD,2049,892.238
REGION1,DEMPWRHYD,2050,1046.0144
REGION1,DEMPWRNGS,2024,21.5716
REGION1,DEMPWRNGS,2027,7.0452
REGION1,DEMPWRNGS,2037,41.8133
REGION1,DEMPWRNGS,2038,86.6435
REGION1,DEMPWRNGS,2039,133.846
REGION1,DEMPWRNGS,2040,179.8358
REGION1,DEMPWRNGS,2041,225.8265
REGION1,DEMPWRNGS,2042,271.8044
REGION1,DEMPWRNGS,2043,316.0151
REGION1,DEMPWRNGS,2044,361.9931
REGION1,DEMPWRNGS,2045,407.784
REGION1,DEMPWRNGS,2046,385.3578
REGION1,DEMPWRNGS,2047,362.9491
REGION1,DEMPWRNGS,2048,286.5798
REGION1,DEMPWRNGS,2049,210.1908
REGION1,DEMPWRSOL,2020,0.0403
REGION1,DEMPWRSOL,2021,0.0403
REGION1,DEMPWRSOL,2022,0.0403
REGION1,DEMPWRSOL,2023,0.0403
REGION1,DEMPWRSOL,2024,0.0403
REGION1,DEMPWRSOL,2025,0.0403
REGION1,DEMPWRSOL,2026,0.0403
REGION1,DEMPWRSOL,2027,0.0403
REGION1,DEMPWRSOL,2028,0.0403
REGION1,DEMPWRSOL,2029,0.0403
REGION1,DEMPWRSOL,2030,0.0403
REGION1,DEMPWRSOL,2031,0.0403
REGION1,DEMPWRSOL,2032,0.0403
REGION1,DEMPWRSOL,2033,0.0403
REGION1,DEMPWRSOL,2034,0.0403
REGION1,DEMPWRSOL,2035,0.0403
REGION1,DEMPWRSOL,2036,0.0403
REGION1,DEMPWRSOL,2037,0.0403
REGION1,DEMPWRSOL,2038,0.0403
REGION1,DEMPWRSOL,2039,0.0403
REGION1,DEMPWRSOL,2040,0.0403
REGION1,DEMPWRSOL,2048,128.8755
REGION1,DEMPWRSOL,2049,257.7844
REGION1,DEMPWRSOL,2050,257.7844
REGION1,DEMPWRSURBC1,2020,0.3806
REGION1,DEMPWRSURBC1,2021,0.3806
REGION1,DEMPWRSURBC1,2022,0.3806
REGION1,DEMPWRSURBC1,2023,0.3806
REGION1,DEMPWRSURBC1,2024,0.5619
REGION1,DEMPWRSURBC1,2025,0.3806
REGION1,DEMPWRSURBC1,2026,0.4679
REGION1,DEMPWRSURBC1,2027,0.6126
REGION1,DEMPWRSURBC1,2028,2.2897
REGION1,DEMPWRSURBC1,2029,4.1808
REGION1,DEMPWRSURBC1,2030,5.9413
REGION1,DEMPWRSURBC1,2031,7.7026
REGION1,DEMPWRSURBC1,2032,9.4635
REGION1,DEMPWRSURBC1,2033,11.2235
REGION1,DEMPWRSURBC1,2034,12.9844
REGION1,DEMPWRSURBC1,2035,14.97
REGION1,DEMPWRSURBC1,2036,16.8384
REGION1,DEMPWRSURBC1,2037,18.9492
REGION1,DEMPWRSURBC1,2038,21.095
REGION1,DEMPWRSURBC1,2039,23.2344
REGION1,DEMPWRSURBC1,2040,25.319
REGION1,DEMPWRSURBC1,2041,27.4038
REGION1,DEMPWRSURBC1,2042,29.4879
REGION1,DEMPWRSURBC1,2043,31.6602
REGION1,DEMPWRSURBC1,2044,33.7443
REGION1,DEMPWRSURBC1,2045,35.8381
REGION1,DEMPWRSURBC1,2046,36.7896
REGION1,DEMPWRSURBC1,2047,37.7404
REGION1,DEMPWRSURBC1,2048,37.0983
REGION1,DEMPWRSURBC1,2049,36.4561
REGION1,DEMPWRSURBC1,2050,35.1766
REGION1,DEMPWRURN,2028,137.7989
REGION1,DEMPWRURN,2029,287.8883
REGION1,DEMPWRURN,2030,427.6058
REGION1,DEMPWRURN,2031,567.3957
REGION1,DEMPWRURN,2032,707.1493
REGION1,DEMPWRURN,2033,846.8307
REGION1,DEMPWRURN,2034,986.5843
REGION1,DEMPWRURN,2035,1128.6354
REGION1,DEMPWRURN,2036,1268.3529
REGION1,DEMPWRURN,2037,1407.7971
REGION1,DEMPWRURN,2038,1548.1886
REGION1,DEMPWRURN,2039,1686.4816
REGION1,DEMPWRURN,2040,1821.2401
REGION1,DEMPWRURN,2041,1956.0166
REGION1,DEMPWRURN,2042,2090.7403
REGION1,DEMPWRURN,2043,2233.6478
REGION1,DEMPWRURN,2044,2368.3715
REGION1,DEMPWRURN,2045,2503.9899
REGION1,DEMPWRURN,2046,2594.47
REGION1,DEMPWRURN,2047,2684.8799
REGION1,DEMPWRURN,2048,2684.8799
REGION1,DEMPWRURN,2049,2684.8799
REGION1,DEMPWRURN,2050,2684.8799
REGION1,DEMPWRWND,2020,208.0146
REGION1,DEMPWRWND,2021,226.512
REGION1,DEMPWRWND,2022,244.4425
REGION1,DEMPWRWND,2023,263.8673
REGION1,DEMPWRWND,2024,306.9122
REGION1,DEMPWRWND,2025,306.9122
REGION1,DEMPWRWND,2026,314.8577
REGION1,DEMPWRWND,2027,314.8577
REGION1,DEMPWRWND,2028,314.8577
REGION1,DEMPWRWND,2029,314.8577
REGION1,DEMPWRWND,2030,314.8577
REGION1,DEMPWRWND,2031,314.8577
REGION1,DEMPWRWND,2032,314.8577
REGION1,DEMPWRWND,2033,314.8577
REGION1,DEMPWRWND,2034,314.8577
REGION1,DEMPWRWND,2035,312.4214
REGION1,DEMPWRWND,2036,312.4214
REGION1,DEMPWRWND,2037,307.849
REGION1,DEMPWRWND,2038,301.88
REGION1,DEMPWRWND,2039,296.3142
REGION1,DEMPWRWND,2040,296.3142
REGION1,DEMPWRWND,2041,296.3142
REGION1,DEMPWRWND,2042,296.3142
REGION1,DEMPWRWND,2043,287.1023
REGION1,DEMPWRWND,2044,287.1023
REGION1,DEMPWRWND,2045,286.1446
REGION1,DEMPWRWND,2046,286.1446
REGION1,DEMPWRWND,2047,286.1446
REGION1,DEMPWRWND,2048,286.1446
REGION1,DEMPWRWND,2049,286.1446
REGION1,DEMPWRWND,2050,286.1446
REGION1,DEMRESBIO,2020,13.1111
REGION1,DEMRESBIO,2021,13.3636
REGION1,DEMRESBIO,2022,13.5859
REGION1,DEMRESBIO,2023,13.8586
REGION1,DEMRESBIO,2024,14.1414
REGION1,DEMRESBIO,2025,14.404
REGION1,DEMRESBIO,2026,13.8283
REGION1,DEMRESBIO,2027,13.2525
REGION1,DEMRESBIO,2028,12.6768
REGION1,DEMRESBIO,2029,12.101
REGION1,DEMRESBIO,2030,11.5253
REGION1,DEMRESBIO,2031,10.9495
REGION1,DEMRESBIO,2032,10.3737
REGION1,DEMRESBIO,2033,9.798
REGION1,DEMRESBIO,2034,9.2222
REGION1,DEMRESBIO,2035,9.2209
REGION1,DEMRESBIO,2036,8.0707
REGION1,DEMRESBIO,2037,8.2444
REGION1,DEMRESBIO,2038,7.6111
REGION1,DEMRESBIO,2039,6.9667
REGION1,DEMRESBIO,2040,5.7576
REGION1,DEMRESBIO,2041,5.7
REGION1,DEMRESBIO,2042,5.0667
REGION1,DEMRESBIO,2043,4.4333
REGION1,DEMRESBIO,2044,3.4545
REGION1,DEMRESBIO,2045,2.8788
REGION1,DEMRESBIO,2046,2.303
REGION1,DEMRESBIO,2047,1.9
REGION1,DEMRESBIO,2048,1.2667
REGION1,DEMRESBIO,2049,0.6333
REGION1,DEMRESELCB02,2020,107.5678
REGION1,DEMRESELCB02,2021,109.9656
REGION1,DEMRESELCB02,2022,112.2478
REGION1,DEMRESELCB02,2023,114.7756
REGION1,DEMRESELCB02,2024,117.1011
REGION1,DEMRESELCB02,2025,119.4267
REGION1,DEMRESELCB02,2026,122.2289
