r,l,f,y,Demand
REGION1,SEA1D,COMELCB02,2043,14.307
REGION1,SEA1D,COMELCB02,2044,14.5875
REGION1,SEA1D,COMELCB02,2045,14.868
REGION1,SEA1D,COMELCB02,2046,15.15
REGION1,SEA1D,COMELCB02,2047,15.4305
REGION1,SEA1D,COMELCB02,2048,15.711
REGION1,SEA1D,COMELCB02,2049,15.9915
REGION1,SEA1D,COMELCB02,2050,16.272
REGION1,SEA1D,INDELCB02,2020,15.171
REGION1,SEA1D,INDELCB02,2021,15.21
REGION1,SEA1D,INDELCB02,2022,15.2655
REGION1,SEA1D,INDELCB02,2023,15.3525
REGION1,SEA1D,INDELCB02,2024,17.232
REGION1,SEA1D,INDELCB02,2025,17.5485
REGION1,SEA1D,INDELCB02,2026,18.0615
REGION1,SEA1D,INDELCB02,2027,18.0555
REGION1,SEA1D,INDELCB02,2028,17.9865
REGION1,SEA1D,INDELCB02,2029,17.895
REGION1,SEA1D,INDELCB02,2030,18.063
REGION1,SEA1D,INDELCB02,2031,23.1075
REGION1,SEA1D,INDELCB02,2032,28.152
REGION1,SEA1D,INDELCB02,2033,33.1965
REGION1,SEA1D,INDELCB02,2034,38.2425
REGION1,SEA1D,INDELCB02,2035,43.287
REGION1,SEA1D,INDELCB02,2036,48.3315
REGION1,SEA1D,INDELCB02,2037,53.376
REGION1,SEA1D,INDELCB02,2038,58.4205
REGION1,SEA1D,INDELCB02,2039,63.465
REGION1,SEA1D,INDELCB02,2040,68.511
REGION1,SEA1D,INDELCB02,2041,73.5555
REGION1,SEA1D,INDELCB02,2042,78.6
REGION1,SEA1D,INDELCB02,2043,83.6445
REGION1,SEA1D,INDELCB02,2044,88.689
REGION1,SEA1D,INDELCB02,2045,93.7335
REGION1,SEA1D,INDELCB02,2046,98.7795
REGION1,SEA1D,INDELCB02,2047,103.824
REGION1,SEA1D,INDELCB02,2048,108.8685
REGION1,SEA1D,INDELCB02,2049,113.913
REGION1,SEA1D,INDELCB02,2050,118.9575
REGION1,SEA1D,RESELCB02,2020,11.1705
REGION1,SEA1D,RESELCB02,2021,11.4195
REGION1,SEA1D,RESELCB02,2022,11.6565
REGION1,SEA1D,RESELCB02,2023,11.919
REGION1,SEA1D,RESELCB02,2024,12.1605
REGION1,SEA1D,RESELCB02,2025,12.402
REGION1,SEA1D,RESELCB02,2026,12.693
REGION1,SEA1D,RESELCB02,2027,12.9855
REGION1,SEA1D,RESELCB02,2028,13.2765
REGION1,SEA1D,RESELCB02,2029,13.5675
REGION1,SEA1D,RESELCB02,2030,13.8585
REGION1,SEA1D,RESELCB02,2031,14.151
REGION1,SEA1D,RESELCB02,2032,14.442
REGION1,SEA1D,RESELCB02,2033,14.733
REGION1,SEA1D,RESELCB02,2034,15.024
REGION1,SEA1D,RESELCB02,2035,15.3165
REGION1,SEA1D,RESELCB02,2036,15.6075
REGION1,SEA1D,RESELCB02,2037,15.8985
REGION1,SEA1D,RESELCB02,2038,16.191
REGION1,SEA1D,RESELCB02,2039,16.482
REGION1,SEA1D,RESELCB02,2040,16.773
REGION1,SEA1D,RESELCB02,2041,17.064
REGION1,SEA1D,RESELCB02,2042,17.3565
REGION1,SEA1D,RESELCB02,2043,17.6475
REGION1,SEA1D,RESELCB02,2044,17.9385
REGION1,SEA1D,RESELCB02,2045,18.2295
REGION1,SEA1D,RESELCB02,2046,18.522
REGION1,SEA1D,RESELCB02,2047,18.813
REGION1,SEA1D,RESELCB02,2048,19.104
REGION1,SEA1D,RESELCB02,2049,19.3965
REGION1,SEA1D,RESELCB02,2050,19.6875
REGION1,SEA1D,TRAELCB02,2020,0.186
REGION1,SEA1D,TRAELCB02,2021,0.243
REGION1,SEA1D,TRAELCB02,2022,0.312
REGION1,SEA1D,TRAELCB02,2023,0.396
REGION1,SEA1D,TRAELCB02,2024,0.489
REGION1,SEA1D,TRAELCB02,2025,0.609
REGION1,SEA1D,TRAELCB02,2026,1.569
REGION1,SEA1D,TRAELCB02,2027,2.529
REGION1,SEA1D,TRAELCB02,2028,3.4905
REGION1,SEA1D,TRAELCB02,2029,4.4505
REGION1,SEA1D,TRAELCB02,2030,5.4105
REGION1,SEA1D,TRAELCB02,2031,6.3705
REGION1,SEA1D,TRAELCB02,2032,7.332
REGION1,SEA1D,TRAELCB02,2033,8.292
REGION1,SEA1D,TRAELCB02,2034,9.252
REGION1,SEA1D,TRAELCB02,2035,10.212
REGION1,SEA1D,TRAELCB02,2036,11.172
REGION1,SEA1D,TRAELCB02,2037,12.1335
REGION1,SEA1D,TRAELCB02,2038,13.0935
REGION1,SEA1D,TRAELCB02,2039,14.0535
REGION1,SEA1D,TRAELCB02,2040,15.0135
REGION1,SEA1D,TRAELCB02,2041,15.975
REGION1,SEA1D,TRAELCB02,2042,16.935
REGION1,SEA1D,TRAELCB02,2043,17.895
REGION1,SEA1D,TRAELCB02,2044,18.855
REGION1,SEA1D,TRAELCB02,2045,19.815
REGION1,SEA1D,TRAELCB02,2046,20.7765
REGION1,SEA1D,TRAELCB02,2047,21.7365
REGION1,SEA1D,TRAELCB02,2048,22.6965
REGION1,SEA1D,TRAELCB02,2049,23.6565
REGION1,SEA1D,TRAELCB02,2050,24.6165
REGION1,SEA1N,AGRELCB02,2026,0.1104
REGION1,SEA1N,AGRELCB02,2027,0.2208
REGION1,SEA1N,AGRELCB02,2028,0.3304
REGION1,SEA1N,AGRELCB02,2029,0.4408
REGION1,SEA1N,AGRELCB02,2030,0.5512
REGION1,SEA1N,AGRELCB02,2031,0.6616
REGION1,SEA1N,AGRELCB02,2032,0.772
REGION1,SEA1N,AGRELCB02,2033,0.8816
REGION1,SEA1N,AGRELCB02,2034,0.992
REGION1,SEA1N,AGRELCB02,2035,1.1024
REGION1,SEA1N,AGRELCB02,2036,1.2128
REGION1,SEA1N,AGRELCB02,2037,1.3224
REGION1,SEA1N,AGRELCB02,2038,1.4328
REGION1,SEA1N,AGRELCB02,2039,1.5432
REGION1,SEA1N,AGRELCB02,2040,1.6536
REGION1,SEA1N,AGRELCB02,2041,1.764
REGION1,SEA1N,AGRELCB02,2042,1.8736
REGION1,SEA1N,AGRELCB02,2043,1.984
REGION1,SEA1N,AGRELCB02,2044,2.0944
REGION1,SEA1N,AGRELCB02,2045,2.2048
REGION1,SEA1N,AGRELCB02,2046,2.3152
REGION1,SEA1N,AGRELCB02,2047,2.4248
REGION1,SEA1N,AGRELCB02,2048,2.5352
REGION1,SEA1N,AGRELCB02,2049,2.6456
REGION1,SEA1N,AGRELCB02,2050,2.7558
REGION1,SEA1N,COMELCB02,2020,4.56
REGION1,SEA1N,COMELCB02,2021,4.6632
REGION1,SEA1N,COMELCB02,2022,4.7488
REGION1,SEA1N,COMELCB02,2023,4.8192
REGION1,SEA1N,COMELCB02,2024,4.8768
REGION1,SEA1N,COMELCB02,2025,4.9352
REGION1,SEA1N,COMELCB02,2026,5.0848
REGION1,SEA1N,COMELCB02,2027,5.2344
REGION1,SEA1N,COMELCB02,2028,5.3848
REGION1,SEA1N,COMELCB02,2029,5.5344
REGION1,SEA1N,COMELCB02,2030,5.684
REGION1,SEA1N,COMELCB02,2031,5.8336
REGION1,SEA1N,COMELCB02,2032,5.9832
REGION1,SEA1N,COMELCB02,2033,6.1328
REGION1,SEA1N,COMELCB02,2034,6.2832
REGION1,SEA1N,COMELCB02,2035,6.4328
REGION1,SEA1N,COMELCB02,2036,6.5824
REGION1,SEA1N,COMELCB02,2037,6.732
REGION1,SEA1N,COMELCB02,2038,6.8816
REGION1,SEA1N,COMELCB02,2039,7.0312
REGION1,SEA1N,COMELCB02,2040,7.1816
REGION1,SEA1N,COMELCB02,2041,7.3312
REGION1,SEA1N,COMELCB02,2042,7.4808
REGION1,SEA1N,COMELCB02,2043,7.6304
REGION1,SEA1N,COMELCB02,2044,7.78
REGION1,SEA1N,COMELCB02,2045,7.9296
REGION1,SEA1N,COMELCB02,2046,8.08
REGION1,SEA1N,COMELCB02,2047,8.2296
REGION1,SEA1N,COMELCB02,2048,8.3792
REGION1,SEA1N,COMELCB02,2049,8.5288
REGION1,SEA1N,COMELCB02,2050,8.6784
REGION1,SEA1N,INDELCB02,2020,8.0912
REGION1,SEA1N,INDELCB02,2021,8.112
REGION1,SEA1N,INDELCB02,2022,8.1416
REGION1,SEA1N,INDELCB02,2023,8.188
REGION1,SEA1N,INDELCB02,2024,9.1904
REGION1,SEA1N,INDELCB02,2025,9.3592
REGION1,SEA1N,INDELCB02,2026,9.6328
REGION1,SEA1N,INDELCB02,2027,9.6296
REGION1,SEA1N,INDELCB02,2028,9.5928
REGION1,SEA1N,INDELCB02,2029,9.544
REGION1,SEA1N,INDELCB02,2030,9.6336
REGION1,SEA1N,INDELCB02,2031,12.324
REGION1,SEA1N,INDELCB02,2032,15.0144
REGION1,SEA1N,INDELCB02,2033,17.7048
REGION1,SEA1N,INDELCB02,2034,20.396
REGION1,SEA1N,INDELCB02,2035,23.0864
REGION1,SEA1N,INDELCB02,2036,25.7768
REGION1,SEA1N,INDELCB02,2037,28.4672
REGION1,SEA1N,INDELCB02,2038,31.1576
REGION1,SEA1N,INDELCB02,2039,33.848
REGION1,SEA1N,INDELCB02,2040,36.5392
REGION1,SEA1N,INDELCB02,2041,39.2296
REGION1,SEA1N,INDELCB02,2042,41.92
REGION1,SEA1N,INDELCB02,2043,44.6104
REGION1,SEA1N,INDELCB02,2044,47.3008
REGION1,SEA1N,INDELCB02,2045,49.9912
REGION1,SEA1N,INDELCB02,2046,52.6824
REGION1,SEA1N,INDELCB02,2047,55.3728
REGION1,SEA1N,INDELCB02,2048,58.0632
REGION1,SEA1N,INDELCB02,2049,60.7536
REGION1,SEA1N,INDELCB02,2050,63.444
REGION1,SEA1N,RESELCB02,2020,5.9576
REGION1,SEA1N,RESELCB02,2021,6.0904
REGION1,SEA1N,RESELCB02,2022,6.2168
REGION1,SEA1N,RESELCB02,2023,6.3568
REGION1,SEA1N,RESELCB02,2024,6.4856
REGION1,SEA1N,RESELCB02,2025,6.6144
REGION1,SEA1N,RESELCB02,2026,6.7696
REGION1,SEA1N,RESELCB02,2027,6.9256
REGION1,SEA1N,RESELCB02,2028,7.0808
REGION1,SEA1N,RESELCB02,2029,7.236
REGION1,SEA1N,RESELCB02,2030,7.3912
REGION1,SEA1N,RESELCB02,2031,7.5472
REGION1,SEA1N,RESELCB02,2032,7.7024
REGION1,SEA1N,RESELCB02,2033,7.8576
REGION1,SEA1N,RESELCB02,2034,8.0128
REGION1,SEA1N,RESELCB02,2035,8.1688
REGION1,SEA1N,RESELCB02,2036,8.324
REGION1,SEA1N,RESELCB02,2037,8.4792
REGION1,SEA1N,RESELCB02,2038,8.6352
REGION1,SEA1N,RESELCB02,2039,8.7904
REGION1,SEA1N,RESELCB02,2040,8.9456
REGION1,SEA1N,RESELCB02,2041,9.1008
REGION1,SEA1N,RESELCB02,2042,9.2568
REGION1,SEA1N,RESELCB02,2043,9.412
REGION1,SEA1N,RESELCB02,2044,9.5672
REGION1,SEA1N,RESELCB02,2045,9.7224
REGION1,SEA1N,RESELCB02,2046,9.8784
REGION1,SEA1N,RESELCB02,2047,10.0336
REGION1,SEA1N,RESELCB02,2048,10.1888
REGION1,SEA1N,RESELCB02,2049,10.3448
REGION1,SEA1N,RESELCB02,2050,10.5
REGION1,SEA1N,TRAELCB02,2020,0.0992
REGION1,SEA1N,TRAELCB02,2021,0.1296
REGION1,SEA1N,TRAELCB02,2022,0.1664
REGION1,SEA1N,TRAELCB02,2023,0.2112
REGION1,SEA1N,TRAELCB02,2024,0.2608
REGION1,SEA1N,TRAELCB02,2025,0.3248
REGION1,SEA1N,TRAELCB02,2026,0.8368
REGION1,SEA1N,TRAELCB02,2027,1.3488
REGION1,SEA1N,TRAELCB02,2028,1.8616
REGION1,SEA1N,TRAELCB02,2029,2.3736
REGION1,SEA1N,TRAELCB02,2030,2.8856
REGION1,SEA1N,TRAELCB02,2031,3.3976
REGION1,SEA1N,TRAELCB02,2032,3.9104
REGION1,SEA1N,TRAELCB02,2033,4.4224
REGION1,SEA1N,TRAELCB02,2034,4.9344
REGION1,SEA1N,TRAELCB02,2035,5.4464
REGION1,SEA1N,TRAELCB02,2036,5.9584
REGION1,SEA1N,TRAELCB02,2037,6.4712
REGION1,SEA1N,TRAELCB02,2038,6.9832
REGION1,SEA1N,TRAELCB02,2039,7.4952
REGION1,SEA1N,TRAELCB02,2040,8.0072
REGION1,SEA1N,TRAELCB02,2041,8.52
REGION1,SEA1N,TRAELCB02,2042,9.032
REGION1,SEA1N,TRAELCB02,2043,9.544
REGION1,SEA1N,TRAELCB02,2044,10.056
REGION1,SEA1N,TRAELCB02,2045,10.568
REGION1,SEA1N,TRAELCB02,2046,11.0808
REGION1,SEA1N,TRAELCB02,2047,11.5928
REGION1,SEA1N,TRAELCB02,2048,12.1048
REGION1,SEA1N,TRAELCB02,2049,12.6168
REGION1,SEA1N,TRAELCB02,2050,13.1288
REGION1,SEA2D,AGRELCB02,2026,0.2208
REGION1,SEA2D,AGRELCB02,2027,0.4416
REGION1,SEA2D,AGRELCB02,2028,0.6608
REGION1,SEA2D,AGRELCB02,2029,0.8816
REGION1,SEA2D,AGRELCB02,2030,1.1024
REGION1,SEA2D,AGRELCB02,2031,1.3232
REGION1,SEA2D,AGRELCB02,2032,1.544
REGION1,SEA2D,AGRELCB02,2033,1.7632
REGION1,SEA2D,AGRELCB02,2034,1.984
REGION1,SEA2D,AGRELCB02,2035,2.2048
REGION1,SEA2D,AGRELCB02,2036,2.4256
REGION1,SEA2D,AGRELCB02,2037,2.6448
REGION1,SEA2D,AGRELCB02,2038,2.8656
REGION1,SEA2D,AGRELCB02,2039,3.0864
REGION1,SEA2D,AGRELCB02,2040,3.3072
REGION1,SEA2D,AGRELCB02,2041,3.528
REGION1,SEA2D,AGRELCB02,2042,3.7472
REGION1,SEA2D,AGRELCB02,2043,3.968
REGION1,SEA2D,AGRELCB02,2044,4.1888
REGION1,SEA2D,AGRELCB02,2045,4.4096
REGION1,SEA2D,AGRELCB02,2046,4.6304
REGION1,SEA2D,AGRELCB02,2047,4.8496
REGION1,SEA2D,AGRELCB02,2048,5.0704
REGION1,SEA2D,AGRELCB02,2049,5.2912
REGION1,SEA2D,AGRELCB02,2050,5.5115
REGION1,SEA2D,COMELCB02,2020,9.12
REGION1,SEA2D,COMELCB02,2021,9.3264
REGION1,SEA2D,COMELCB02,2022,9.4976
REGION1,SEA2D,COMELCB02,2023,9.6384
REGION1,SEA2D,COMELCB02,2024,9.7536
REGION1,SEA2D,COMELCB02,2025,9.8704
REGION1,SEA2D,COMELCB02,2026,10.1696
REGION1,SEA2D,COMELCB02,2027,10.4688
REGION1,SEA2D,COMELCB02,2028,10.7696
REGION1,SEA2D,COMELCB02,2029,11.0688
REGION1,SEA2D,COMELCB02,2030,11.368
REGION1,SEA2D,COMELCB02,2031,11.6672
REGION1,SEA2D,COMELCB02,2032,11.9664
REGION1,SEA2D,COMELCB02,2033,12.2656
REGION1,SEA2D,COMELCB02,2034,12.5664
REGION1,SEA2D,COMELCB02,2035,12.8656
REGION1,SEA2D,COMELCB02,2036,13.1648
REGION1,SEA2D,COMELCB02,2037,13.464
REGION1,SEA2D,COMELCB02,2038,13.7632
REGION1,SEA2D,COMELCB02,2039,14.0624
REGION1,SEA2D,COMELCB02,2040,14.3632
REGION1,SEA2D,COMELCB02,2041,14.6624
REGION1,SEA2D,COMELCB02,2042,14.9616
REGION1,SEA2D,COMELCB02,2043,15.2608
REGION1,SEA2D,COMELCB02,2044,15.56
REGION1,SEA2D,COMELCB02,2045,15.8592
REGION1,SEA2D,COMELCB02,2046,16.16
REGION1,SEA2D,COMELCB02,2047,16.4592
REGION1,SEA2D,COMELCB02,2048,16.7584
REGION1,SEA2D,COMELCB02,2049,17.0576
REGION1,SEA2D,COMELCB02,2050,17.3568
REGION1,SEA2D,INDELCB02,2020,16.1824
REGION1,SEA2D,INDELCB02,2021,16.224
REGION1,SEA2D,INDELCB02,2022,16.2832
REGION1,SEA2D,INDELCB02,2023,16.376
REGION1,SEA2D,INDELCB02,2024,18.3808
REGION1,SEA2D,INDELCB02,2025,18.7184
REGION1,SEA2D,INDELCB02,2026,19.2656
REGION1,SEA2D,INDELCB02,2027,19.2592
REGION1,SEA2D,INDELCB02,2028,19.1856
REGION1,SEA2D,INDELCB02,2029,19.088
REGION1,SEA2D,INDELCB02,2030,19.2672
REGION1,SEA2D,INDELCB02,2031,24.648
REGION1,SEA2D,INDELCB02,2032,30.0288
REGION1,SEA2D,INDELCB02,2033,35.4096
REGION1,SEA2D,INDELCB02,2034,40.792
REGION1,SEA2D,INDELCB02,2035,46.1728
REGION1,SEA2D,INDELCB02,2036,51.5536
REGION1,SEA2D,INDELCB02,2037,56.9344
REGION1,SEA2D,INDELCB02,2038,62.3152
REGION1,SEA2D,INDELCB02,2039,67.696
REGION1,SEA2D,INDELCB02,2040,73.0784
REGION1,SEA2D,INDELCB02,2041,78.4592
REGION1,SEA2D,INDELCB02,2042,83.84
REGION1,SEA2D,INDELCB02,2043,89.2208
REGION1,SEA2D,INDELCB02,2044,94.6016
REGION1,SEA2D,INDELCB02,2045,99.9824
REGION1,SEA2D,INDELCB02,2046,105.3648
REGION1,SEA2D,INDELCB02,2047,110.7456
REGION1,SEA2D,INDELCB02,2048,116.1264
REGION1,SEA2D,INDELCB02,2049,121.5072
REGION1,SEA2D,INDELCB02,2050,126.888
REGION1,SEA2D,RESELCB02,2020,11.9152
REGION1,SEA2D,RESELCB02,2021,12.1808
REGION1,SEA2D,RESELCB02,2022,12.4336
REGION1,SEA2D,RESELCB02,2023,12.7136
REGION1,SEA2D,RESELCB02,2024,12.9712
REGION1,SEA2D,RESELCB02,2025,13.2288
REGION1,SEA2D,RESELCB02,2026,13.5392
REGION1,SEA2D,RESELCB02,2027,13.8512
REGION1,SEA2D,RESELCB02,2028,14.1616
REGION1,SEA2D,RESELCB02,2029,14.472
REGION1,SEA2D,RESELCB02,2030,14.7824
REGION1,SEA2D,RESELCB02,2031,15.0944
REGION1,SEA2D,RESELCB02,2032,15.4048
REGION1,SEA2D,RESELCB02,2033,15.7152
REGION1,SEA2D,RESELCB02,2034,16.0256
REGION1,SEA2D,RESELCB02,2035,16.3376
REGION1,SEA2D,RESELCB02,2036,16.648
REGION1,SEA2D,RESELCB02,2037,16.9584
REGION1,SEA2D,RESELCB02,2038,17.2704
REGION1,SEA2D,RESELCB02,2039,17.5808
REGION1,SEA2D,RESELCB02,2040,17.8912
REGION1,SEA2D,RESELCB02,2041,18.2016
REGION1,SEA2D,RESELCB02,2042,18.5136
REGION1,SEA2D,RESELCB02,2043,18.824
REGION1,SEA2D,RESELCB02,2044,19.1344
REGION1,SEA2D,RESELCB02,2045,19.4448
REGION1,SEA2D,RESELCB02,2046,19.7568
REGION1,SEA2D,RESELCB02,2047,20.0672
REGION1,SEA2D,RESELCB02,2048,20.3776
REGION1,SEA2D,RESELCB02,2049,20.6896
REGION1,SEA2D,RESELCB02,2050,21.0
REGION1,SEA2D,TRAELCB02,2020,0.1984
REGION1,SEA2D,TRAELCB02,2021,0.2592
REGION1,SEA2D,TRAELCB02,2022,0.3328
REGION1,SEA2D,TRAELCB02,2023,0.4224
REGION1,SEA2D,TRAELCB02,2024,0.5216
REGION1,SEA2D,TRAELCB02,2025,0.6496
REGION1,SEA2D,TRAELCB02,2026,1.6736
REGION1,SEA2D,TRAELCB02,2027,2.6976
REGION1,SEA2D,TRAELCB02,2028,3.7232
REGION1,SEA2D,TRAELCB02,2029,4.7472
REGION1,SEA2D,TRAELCB02,2030,5.7712
REGION1,SEA2D,TRAELCB02,2031,6.7952
REGION1,SEA2D,TRAELCB02,2032,7.8208
REGION1,SEA2D,TRAELCB02,2033,8.8448
REGION1,SEA2D,TRAELCB02,2034,9.8688
REGION1,SEA2D,TRAELCB02,2035,10.8928
REGION1,SEA2D,TRAELCB02,2036,11.9168
REGION1,SEA2D,TRAELCB02,2037,12.9424
REGION1,SEA2D,TRAELCB02,2038,13.9664
REGION1,SEA2D,TRAELCB02,2039,14.9904
REGION1,SEA2D,TRAELCB02,2040,16.0144
REGION1,SEA2D,TRAELCB02,2041,17.04
REGION1,SEA2D,TRAELCB02,2042,18.064
REGION1,SEA2D,TRAELCB02,2043,19.088
REGION1,SEA2D,TRAELCB02,2044,20.112
REGION1,SEA2D,TRAELCB02,2045,21.136
REGION1,SEA2D,TRAELCB02,2046,22.1616
REGION1,SEA2D,TRAELCB02,2047,23.1856
REGION1,SEA2D,TRAELCB02,2048,24.2096
REGION1,SEA2D,TRAELCB02,2049,25.2336
REGION1,SEA2D,TRAELCB02,2050,26.2576
REGION1,SEA2N,AGRELCB02,2026,0.0966
REGION1,SEA2N,AGRELCB02,2027,0.1932
REGION1,SEA2N,AGRELCB02,2028,0.2891
REGION1,SEA2N,AGRELCB02,2029,0.3857
REGION1,SEA2N,AGRELCB02,2030,0.4823
REGION1,SEA2N,AGRELCB02,2031,0.5789
REGION1,SEA2N,AGRELCB02,2032,0.6755
REGION1,SEA2N,AGRELCB02,2033,0.7714
REGION1,SEA2N,AGRELCB02,2034,0.868
REGION1,SEA2N,AGRELCB02,2035,0.9646
REGION1,SEA2N,AGRELCB02,2036,1.0612
REGION1,SEA2N,AGRELCB02,2037,1.1571
REGION1,SEA2N,AGRELCB02,2038,1.2537
REGION1,SEA2N,AGRELCB02,2039,1.3503
REGION1,SEA2N,AGRELCB02,2040,1.4469
REGION1,SEA2N,AGRELCB02,2041,1.5435
REGION1,SEA2N,AGRELCB02,2042,1.6394
REGION1,SEA2N,AGRELCB02,2043,1.736
REGION1,SEA2N,AGRELCB02,2044,1.8326
REGION1,SEA2N,AGRELCB02,2045,1.9292
REGION1,SEA2N,AGRELCB02,2046,2.0258
REGION1,SEA2N,AGRELCB02,2047,2.1217
REGION1,SEA2N,AGRELCB02,2048,2.2183
REGION1,SEA2N,AGRELCB02,2049,2.3149
REGION1,SEA2N,AGRELCB02,2050,2.4113
REGION1,SEA2N,COMELCB02,2020,3.99
REGION1,SEA2N,COMELCB02,2021,4.0803
REGION1,SEA2N,COMELCB02,2022,4.1552
REGION1,SEA2N,COMELCB02,2023,4.2168
REGION1,SEA2N,COMELCB02,2024,4.2672
REGION1,SEA2N,COMELCB02,2025,4.3183
REGION1,SEA2N,COMELCB02,2026,4.4492
REGION1,SEA2N,COMELCB02,2027,4.5801
REGION1,SEA2N,COMELCB02,2028,4.7117
REGION1,SEA2N,COMELCB02,2029,4.8426
REGION1,SEA2N,COMELCB02,2030,4.9735
REGION1,SEA2N,COMELCB02,2031,5.1044
REGION1,SEA2N,COMELCB02,2032,5.2353
REGION1,SEA2N,COMELCB02,2033,5.3662
REGION1,SEA2N,COMELCB02,2034,5.4978
REGION1,SEA2N,COMELCB02,2035,5.6287
REGION1,SEA2N,COMELCB02,2036,5.7596
REGION1,SEA2N,COMELCB02,2037,5.8905
REGION1,SEA2N,COMELCB02,2038,6.0214
REGION1,SEA2N,COMELCB02,2039,6.1523
REGION1,SEA2N,COMELCB02,2040,6.2839
REGION1,SEA2N,COMELCB02,2041,6.4148
REGION1,SEA2N,COMELCB02,2042,6.5457
REGION1,SEA2N,COMELCB02,2043,6.6766
REGION1,SEA2N,COMELCB02,2044,6.8075
REGION1,SEA2N,COMELCB02,2045,6.9384
REGION1,SEA2N,COMELCB02,2046,7.07
REGION1,SEA2N,COMELCB02,2047,7.2009
REGION1,SEA2N,COMELCB02,2048,7.3318
REGION1,SEA2N,COMELCB02,2049,7.4627
REGION1,SEA2N,COMELCB02,2050,7.5936
REGION1,SEA2N,INDELCB02,2020,7.0798
REGION1,SEA2N,INDELCB02,2021,7.098
REGION1,SEA2N,INDELCB02,2022,7.1239
REGION1,SEA2N,INDELCB02,2023,7.1645
REGION1,SEA2N,INDELCB02,2024,8.0416
REGION1,SEA2N,INDELCB02,2025,8.1893
REGION1,SEA2N,INDELCB02,2026,8.4287
REGION1,SEA2N,INDELCB02,2027,8.4259
REGION1,SEA2N,INDELCB02,2028,8.3937
REGION1,SEA2N,INDELCB02,2029,8.351
REGION1,SEA2N,INDELCB02,2030,8.4294
REGION1,SEA2N,INDELCB02,2031,10.7835
REGION1,SEA2N,INDELCB02,2032,13.1376
REGION1,SEA2N,INDELCB02,2033,15.4917
REGION1,SEA2N,INDELCB02,2034,17.8465
REGION1,SEA2N,INDELCB02,2035,20.2006
REGION1,SEA2N,INDELCB02,2036,22.5547
REGION1,SEA2N,INDELCB02,2037,24.9088
REGION1,SEA2N,INDELCB02,2038,27.2629
REGION1,SEA2N,INDELCB02,2039,29.617
REGION1,SEA2N,INDELCB02,2040,31.9718
REGION1,SEA2N,INDELCB02,2041,34.3259
REGION1,SEA2N,INDELCB02,2042,36.68
REGION1,SEA2N,INDELCB02,2043,39.0341
REGION1,SEA2N,INDELCB02,2044,41.3882
REGION1,SEA2N,INDELCB02,2045,43.7423
REGION1,SEA2N,INDELCB02,2046,46.0971
REGION1,SEA2N,INDELCB02,2047,48.4512
REGION1,SEA2N,INDELCB02,2048,50.8053
REGION1,SEA2N,INDELCB02,2049,53.1594
REGION1,SEA2N,INDELCB02,2050,55.5135
REGION1,SEA2N,RESELCB02,2020,5.2129
