r,l,f,y,Demand
REGION1,SEA3D,INDELCB02,2030,13.1544
REGION1,SEA3D,INDELCB02,2031,13.3656
REGION1,SEA3D,INDELCB02,2032,13.5552
REGION1,SEA3D,INDELCB02,2033,13.4892
REGION1,SEA3D,INDELCB02,2034,13.3572
REGION1,SEA3D,INDELCB02,2035,13.2456
REGION1,SEA3D,INDELCB02,2036,13.146
REGION1,SEA3D,INDELCB02,2037,13.0596
REGION1,SEA3D,INDELCB02,2038,13.0008
REGION1,SEA3D,INDELCB02,2039,12.9432
REGION1,SEA3D,INDELCB02,2040,12.8856
REGION1,SEA3D,INDELCB02,2041,12.8856
REGION1,SEA3D,INDELCB02,2042,12.8332
REGION1,SEA3D,INDELCB02,2043,12.7808
REGION1,SEA3D,INDELCB02,2044,12.7284
REGION1,SEA3D,INDELCB02,2045,12.676
REGION1,SEA3D,INDELCB02,2046,12.6235
REGION1,SEA3D,INDELCB02,2047,12.5711
REGION1,SEA3D,INDELCB02,2048,12.5186
REGION1,SEA3D,INDELCB02,2049,12.4662
REGION1,SEA3D,INDELCB02,2050,12.4138
REGION1,SEA3D,RESELCB02,2020,8.9364
REGION1,SEA3D,RESELCB02,2021,9.1356
REGION1,SEA3D,RESELCB02,2022,9.3252
REGION1,SEA3D,RESELCB02,2023,9.5352
REGION1,SEA3D,RESELCB02,2024,9.7284
REGION1,SEA3D,RESELCB02,2025,9.9216
REGION1,SEA3D,RESELCB02,2026,10.104
REGION1,SEA3D,RESELCB02,2027,10.2672
REGION1,SEA3D,RESELCB02,2028,10.3884
REGION1,SEA3D,RESELCB02,2029,10.5
REGION1,SEA3D,RESELCB02,2030,10.6116
REGION1,SEA3D,RESELCB02,2031,10.7052
REGION1,SEA3D,RESELCB02,2032,10.8
REGION1,SEA3D,RESELCB02,2033,10.9092
REGION1,SEA3D,RESELCB02,2034,10.98
REGION1,SEA3D,RESELCB02,2035,11.0424
REGION1,SEA3D,RESELCB02,2036,11.1
REGION1,SEA3D,RESELCB02,2037,11.1564
REGION1,SEA3D,RESELCB02,2038,11.2188
REGION1,SEA3D,RESELCB02,2039,11.2776
REGION1,SEA3D,RESELCB02,2040,11.3304
REGION1,SEA3D,RESELCB02,2041,11.4349
REGION1,SEA3D,RESELCB02,2042,11.5055
REGION1,SEA3D,RESELCB02,2043,11.5759
REGION1,SEA3D,RESELCB02,2044,11.6464
REGION1,SEA3D,RESELCB02,2045,11.7169
REGION1,SEA3D,RESELCB02,2046,11.7874
REGION1,SEA3D,RESELCB02,2047,11.8579
REGION1,SEA3D,RESELCB02,2048,11.9284
REGION1,SEA3D,RESELCB02,2049,11.9989
REGION1,SEA3D,RESELCB02,2050,12.0694
REGION1,SEA3D,TRAELCB02,2020,0.1488
REGION1,SEA3D,TRAELCB02,2021,0.1944
REGION1,SEA3D,TRAELCB02,2022,0.2496
REGION1,SEA3D,TRAELCB02,2023,0.3168
REGION1,SEA3D,TRAELCB02,2024,0.3912
REGION1,SEA3D,TRAELCB02,2025,0.4872
REGION1,SEA3D,TRAELCB02,2026,0.5844
REGION1,SEA3D,TRAELCB02,2027,0.6876
REGION1,SEA3D,TRAELCB02,2028,0.7932
REGION1,SEA3D,TRAELCB02,2029,0.9108
REGION1,SEA3D,TRAELCB02,2030,1.0428
REGION1,SEA3D,TRAELCB02,2031,1.188
REGION1,SEA3D,TRAELCB02,2032,1.35
REGION1,SEA3D,TRAELCB02,2033,1.5372
REGION1,SEA3D,TRAELCB02,2034,1.7232
REGION1,SEA3D,TRAELCB02,2035,1.9248
REGION1,SEA3D,TRAELCB02,2036,2.142
REGION1,SEA3D,TRAELCB02,2037,2.3748
REGION1,SEA3D,TRAELCB02,2038,2.6304
REGION1,SEA3D,TRAELCB02,2039,2.898
REGION1,SEA3D,TRAELCB02,2040,3.1704
REGION1,SEA3D,TRAELCB02,2041,3.2754
REGION1,SEA3D,TRAELCB02,2042,3.4883
REGION1,SEA3D,TRAELCB02,2043,3.7012
REGION1,SEA3D,TRAELCB02,2044,3.9139
REGION1,SEA3D,TRAELCB02,2045,4.1268
REGION1,SEA3D,TRAELCB02,2046,4.3397
REGION1,SEA3D,TRAELCB02,2047,4.5524
REGION1,SEA3D,TRAELCB02,2048,4.7653
REGION1,SEA3D,TRAELCB02,2049,4.9782
REGION1,SEA3D,TRAELCB02,2050,5.1911
REGION1,SEA3N,COMELCB02,2020,7.41
REGION1,SEA3N,COMELCB02,2021,7.5777
REGION1,SEA3N,COMELCB02,2022,7.7168
REGION1,SEA3N,COMELCB02,2023,7.8312
REGION1,SEA3N,COMELCB02,2024,7.9248
REGION1,SEA3N,COMELCB02,2025,8.0197
REGION1,SEA3N,COMELCB02,2026,8.1289
REGION1,SEA3N,COMELCB02,2027,8.242
REGION1,SEA3N,COMELCB02,2028,8.3343
REGION1,SEA3N,COMELCB02,2029,8.4344
REGION1,SEA3N,COMELCB02,2030,8.5306
REGION1,SEA3N,COMELCB02,2031,8.6034
REGION1,SEA3N,COMELCB02,2032,8.6749
REGION1,SEA3N,COMELCB02,2033,8.7633
REGION1,SEA3N,COMELCB02,2034,8.8205
REGION1,SEA3N,COMELCB02,2035,8.8751
REGION1,SEA3N,COMELCB02,2036,8.9297
REGION1,SEA3N,COMELCB02,2037,8.9791
REGION1,SEA3N,COMELCB02,2038,9.0402
REGION1,SEA3N,COMELCB02,2039,9.0948
REGION1,SEA3N,COMELCB02,2040,9.152
REGION1,SEA3N,COMELCB02,2041,9.2262
REGION1,SEA3N,COMELCB02,2042,9.2873
REGION1,SEA3N,COMELCB02,2043,9.3483
REGION1,SEA3N,COMELCB02,2044,9.4093
REGION1,SEA3N,COMELCB02,2045,9.4702
REGION1,SEA3N,COMELCB02,2046,9.5312
REGION1,SEA3N,COMELCB02,2047,9.5923
REGION1,SEA3N,COMELCB02,2048,9.6533
REGION1,SEA3N,COMELCB02,2049,9.7142
REGION1,SEA3N,COMELCB02,2050,9.7752
REGION1,SEA3N,INDELCB02,2020,13.1482
REGION1,SEA3N,INDELCB02,2021,13.182
REGION1,SEA3N,INDELCB02,2022,13.2301
REGION1,SEA3N,INDELCB02,2023,13.3055
REGION1,SEA3N,INDELCB02,2024,13.5304
REGION1,SEA3N,INDELCB02,2025,13.8047
REGION1,SEA3N,INDELCB02,2026,14.2493
REGION1,SEA3N,INDELCB02,2027,14.2441
REGION1,SEA3N,INDELCB02,2028,14.1843
REGION1,SEA3N,INDELCB02,2029,14.105
REGION1,SEA3N,INDELCB02,2030,14.2506
REGION1,SEA3N,INDELCB02,2031,14.4794
REGION1,SEA3N,INDELCB02,2032,14.6848
REGION1,SEA3N,INDELCB02,2033,14.6133
REGION1,SEA3N,INDELCB02,2034,14.4703
REGION1,SEA3N,INDELCB02,2035,14.3494
REGION1,SEA3N,INDELCB02,2036,14.2415
REGION1,SEA3N,INDELCB02,2037,14.1479
REGION1,SEA3N,INDELCB02,2038,14.0842
REGION1,SEA3N,INDELCB02,2039,14.0218
REGION1,SEA3N,INDELCB02,2040,13.9594
REGION1,SEA3N,INDELCB02,2041,13.9594
REGION1,SEA3N,INDELCB02,2042,13.9026
REGION1,SEA3N,INDELCB02,2043,13.8459
REGION1,SEA3N,INDELCB02,2044,13.7891
REGION1,SEA3N,INDELCB02,2045,13.7323
REGION1,SEA3N,INDELCB02,2046,13.6755
REGION1,SEA3N,INDELCB02,2047,13.6187
REGION1,SEA3N,INDELCB02,2048,13.5619
REGION1,SEA3N,INDELCB02,2049,13.505
REGION1,SEA3N,INDELCB02,2050,13.4482
REGION1,SEA3N,RESELCB02,2020,9.6811
REGION1,SEA3N,RESELCB02,2021,9.8969
REGION1,SEA3N,RESELCB02,2022,10.1023
REGION1,SEA3N,RESELCB02,2023,10.3298
REGION1,SEA3N,RESELCB02,2024,10.5391
REGION1,SEA3N,RESELCB02,2025,10.7484
REGION1,SEA3N,RESELCB02,2026,10.946
REGION1,SEA3N,RESELCB02,2027,11.1228
REGION1,SEA3N,RESELCB02,2028,11.2541
REGION1,SEA3N,RESELCB02,2029,11.375
REGION1,SEA3N,RESELCB02,2030,11.4959
REGION1,SEA3N,RESELCB02,2031,11.5973
REGION1,SEA3N,RESELCB02,2032,11.7
REGION1,SEA3N,RESELCB02,2033,11.8183
REGION1,SEA3N,RESELCB02,2034,11.895
REGION1,SEA3N,RESELCB02,2035,11.9626
REGION1,SEA3N,RESELCB02,2036,12.025
REGION1,SEA3N,RESELCB02,2037,12.0861
REGION1,SEA3N,RESELCB02,2038,12.1537
REGION1,SEA3N,RESELCB02,2039,12.2174
REGION1,SEA3N,RESELCB02,2040,12.2746
REGION1,SEA3N,RESELCB02,2041,12.3878
REGION1,SEA3N,RESELCB02,2042,12.4643
REGION1,SEA3N,RESELCB02,2043,12.5406
REGION1,SEA3N,RESELCB02,2044,12.6169
REGION1,SEA3N,RESELCB02,2045,12.6933
REGION1,SEA3N,RESELCB02,2046,12.7696
REGION1,SEA3N,RESELCB02,2047,12.8461
REGION1,SEA3N,RESELCB02,2048,12.9224
REGION1,SEA3N,RESELCB02,2049,12.9988
REGION1,SEA3N,RESELCB02,2050,13.0751
REGION1,SEA3N,TRAELCB02,2020,0.1612
REGION1,SEA3N,TRAELCB02,2021,0.2106
REGION1,SEA3N,TRAELCB02,2022,0.2704
REGION1,SEA3N,TRAELCB02,2023,0.3432
REGION1,SEA3N,TRAELCB02,2024,0.4238
REGION1,SEA3N,TRAELCB02,2025,0.5278
REGION1,SEA3N,TRAELCB02,2026,0.6331
REGION1,SEA3N,TRAELCB02,2027,0.7449
REGION1,SEA3N,TRAELCB02,2028,0.8593
REGION1,SEA3N,TRAELCB02,2029,0.9867
REGION1,SEA3N,TRAELCB02,2030,1.1297
REGION1,SEA3N,TRAELCB02,2031,1.287
REGION1,SEA3N,TRAELCB02,2032,1.4625
REGION1,SEA3N,TRAELCB02,2033,1.6653
REGION1,SEA3N,TRAELCB02,2034,1.8668
REGION1,SEA3N,TRAELCB02,2035,2.0852
REGION1,SEA3N,TRAELCB02,2036,2.3205
REGION1,SEA3N,TRAELCB02,2037,2.5727
REGION1,SEA3N,TRAELCB02,2038,2.8496
REGION1,SEA3N,TRAELCB02,2039,3.1395
REGION1,SEA3N,TRAELCB02,2040,3.4346
REGION1,SEA3N,TRAELCB02,2041,3.5484
REGION1,SEA3N,TRAELCB02,2042,3.779
REGION1,SEA3N,TRAELCB02,2043,4.0096
REGION1,SEA3N,TRAELCB02,2044,4.2401
REGION1,SEA3N,TRAELCB02,2045,4.4707
REGION1,SEA3N,TRAELCB02,2046,4.7013
REGION1,SEA3N,TRAELCB02,2047,4.9318
REGION1,SEA3N,TRAELCB02,2048,5.1624
REGION1,SEA3N,TRAELCB02,2049,5.393
REGION1,SEA3N,TRAELCB02,2050,5.6237
REGION1,SEA4D,COMELCB02,2020,7.41
REGION1,SEA4D,COMELCB02,2021,7.5777
REGION1,SEA4D,COMELCB02,2022,7.7168
REGION1,SEA4D,COMELCB02,2023,7.8312
REGION1,SEA4D,COMELCB02,2024,7.9248
REGION1,SEA4D,COMELCB02,2025,8.0197
REGION1,SEA4D,COMELCB02,2026,8.1289
REGION1,SEA4D,COMELCB02,2027,8.242
REGION1,SEA4D,COMELCB02,2028,8.3343
REGION1,SEA4D,COMELCB02,2029,8.4344
REGION1,SEA4D,COMELCB02,2030,8.5306
REGION1,SEA4D,COMELCB02,2031,8.6034
REGION1,SEA4D,COMELCB02,2032,8.6749
REGION1,SEA4D,COMELCB02,2033,8.7633
REGION1,SEA4D,COMELCB02,2034,8.8205
REGION1,SEA4D,COMELCB02,2035,8.8751
REGION1,SEA4D,COMELCB02,2036,8.9297
REGION1,SEA4D,COMELCB02,2037,8.9791
REGION1,SEA4D,COMELCB02,2038,9.0402
REGION1,SEA4D,COMELCB02,2039,9.0948
REGION1,SEA4D,COMELCB02,2040,9.152
REGION1,SEA4D,COMELCB02,2041,9.2262
REGION1,SEA4D,COMELCB02,2042,9.2873
REGION1,SEA4D,COMELCB02,2043,9.3483
REGION1,SEA4D,COMELCB02,2044,9.4093
REGION1,SEA4D,COMELCB02,2045,9.4702
REGION1,SEA4D,COMELCB02,2046,9.5312
REGION1,SEA4D,COMELCB02,2047,9.5923
REGION1,SEA4D,COMELCB02,2048,9.6533
REGION1,SEA4D,COMELCB02,2049,9.7142
REGION1,SEA4D,COMELCB02,2050,9.7752
REGION1,SEA4D,INDELCB02,2020,13.1482
REGION1,SEA4D,INDELCB02,2021,13.182
REGION1,SEA4D,INDELCB02,2022,13.2301
REGION1,SEA4D,INDELCB02,2023,13.3055
REGION1,SEA4D,INDELCB02,2024,13.5304
REGION1,SEA4D,INDELCB02,2025,13.8047
REGION1,SEA4D,INDELCB02,2026,14.2493
REGION1,SEA4D,INDELCB02,2027,14.2441
REGION1,SEA4D,INDELCB02,2028,14.1843
REGION1,SEA4D,INDELCB02,2029,14.105
REGION1,SEA4D,INDELCB02,2030,14.2506
REGION1,SEA4D,INDELCB02,2031,14.4794
REGION1,SEA4D,INDELCB02,2032,14.6848
REGION1,SEA4D,INDELCB02,2033,14.6133
REGION1,SEA4D,INDELCB02,2034,14.4703
REGION1,SEA4D,INDELCB02,2035,14.3494
REGION1,SEA4D,INDELCB02,2036,14.2415
REGION1,SEA4D,INDELCB02,2037,14.1479
REGION1,SEA4D,INDELCB02,2038,14.0842
REGION1,SEA4D,INDELCB02,2039,14.0218
REGION1,SEA4D,INDELCB02,2040,13.9594
REGION1,SEA4D,INDELCB02,2041,13.9594
REGION1,SEA4D,INDELCB02,2042,13.9026
REGION1,SEA4D,INDELCB02,2043,13.8459
REGION1,SEA4D,INDELCB02,2044,13.7891
REGION1,SEA4D,INDELCB02,2045,13.7323
REGION1,SEA4D,INDELCB02,2046,13.6755
REGION1,SEA4D,INDELCB02,2047,13.6187
REGION1,SEA4D,INDELCB02,2048,13.5619
REGION1,SEA4D,INDELCB02,2049,13.505
REGION1,SEA4D,INDELCB02,2050,13.4482
REGION1,SEA4D,RESELCB02,2020,9.6811
REGION1,SEA4D,RESELCB02,2021,9.8969
REGION1,SEA4D,RESELCB02,2022,10.1023
REGION1,SEA4D,RESELCB02,2023,10.3298
REGION1,SEA4D,RESELCB02,2024,10.5391
REGION1,SEA4D,RESELCB02,2025,10.7484
REGION1,SEA4D,RESELCB02,2026,10.946
REGION1,SEA4D,RESELCB02,2027,11.1228
REGION1,SEA4D,RESELCB02,2028,11.2541
REGION1,SEA4D,RESELCB02,2029,11.375
REGION1,SEA4D,RESELCB02,2030,11.4959
REGION1,SEA4D,RESELCB02,2031,11.5973
REGION1,SEA4D,RESELCB02,2032,11.7
REGION1,SEA4D,RESELCB02,2033,11.8183
REGION1,SEA4D,RESELCB02,2034,11.895
REGION1,SEA4D,RESELCB02,2035,11.9626
REGION1,SEA4D,RESELCB02,2036,12.025
REGION1,SEA4D,RESELCB02,2037,12.0861
REGION1,SEA4D,RESELCB02,2038,12.1537
REGION1,SEA4D,RESELCB02,2039,12.2174
REGION1,SEA4D,RESELCB02,2040,12.2746
REGION1,SEA4D,RESELCB02,2041,12.3878
REGION1,SEA4D,RESELCB02,2042,12.4643
REGION1,SEA4D,RESELCB02,2043,12.5406
REGION1,SEA4D,RESELCB02,2044,12.6169
REGION1,SEA4D,RESELCB02,2045,12.6933
REGION1,SEA4D,RESELCB02,2046,12.7696
REGION1,SEA4D,RESELCB02,2047,12.8461
REGION1,SEA4D,RESELCB02,2048,12.9224
REGION1,SEA4D,RESELCB02,2049,12.9988
REGION1,SEA4D,RESELCB02,2050,13.0751
REGION1,SEA4D,TRAELCB02,2020,0.1612
REGION1,SEA4D,TRAELCB02,2021,0.2106
REGION1,SEA4D,TRAELCB02,2022,0.2704
REGION1,SEA4D,TRAELCB02,2023,0.3432
REGION1,SEA4D,TRAELCB02,2024,0.4238
REGION1,SEA4D,TRAELCB02,2025,0.5278
REGION1,SEA4D,TRAELCB02,2026,0.6331
REGION1,SEA4D,TRAELCB02,2027,0.7449
REGION1,SEA4D,TRAELCB02,2028,0.8593
REGION1,SEA4D,TRAELCB02,2029,0.9867
REGION1,SEA4D,TRAELCB02,2030,1.1297
REGION1,SEA4D,TRAELCB02,2031,1.287
REGION1,SEA4D,TRAELCB02,2032,1.4625
REGION1,SEA4D,TRAELCB02,2033,1.6653
REGION1,SEA4D,TRAELCB02,2034,1.8668
REGION1,SEA4D,TRAELCB02,2035,2.0852
REGION1,SEA4D,TRAELCB02,2036,2.3205
REGION1,SEA4D,TRAELCB02,2037,2.5727
REGION1,SEA4D,TRAELCB02,2038,2.8496
REGION1,SEA4D,TRAELCB02,2039,3.1395
REGION1,SEA4D,TRAELCB02,2040,3.4346
REGION1,SEA4D,TRAELCB02,2041,3.5484
REGION1,SEA4D,TRAELCB02,2042,3.779
REGION1,SEA4D,TRAELCB02,2043,4.0096
REGION1,SEA4D,TRAELCB02,2044,4.2401
REGION1,SEA4D,TRAELCB02,2045,4.4707
REGION1,SEA4D,TRAELCB02,2046,4.7013
REGION1,SEA4D,TRAELCB02,2047,4.9318
REGION1,SEA4D,TRAELCB02,2048,5.1624
REGION1,SEA4D,TRAELCB02,2049,5.393
REGION1,SEA4D,TRAELCB02,2050,5.6237
REGION1,SEA4N,COMELCB02,2020,9.12
REGION1,SEA4N,COMELCB02,2021,9.3264
REGION1,SEA4N,COMELCB02,2022,9.4976
REGION1,SEA4N,COMELCB02,2023,9.6384
REGION1,SEA4N,COMELCB02,2024,9.7536
REGION1,SEA4N,COMELCB02,2025,9.8704
REGION1,SEA4N,COMELCB02,2026,10.0048
REGION1,SEA4N,COMELCB02,2027,10.144
REGION1,SEA4N,COMELCB02,2028,10.2576
REGION1,SEA4N,COMELCB02,2029,10.3808
REGION1,SEA4N,COMELCB02,2030,10.4992
REGION1,SEA4N,COMELCB02,2031,10.5888
REGION1,SEA4N,COMELCB02,2032,10.6768
REGION1,SEA4N,COMELCB02,2033,10.7856
REGION1,SEA4N,COMELCB02,2034,10.856
REGION1,SEA4N,COMELCB02,2035,10.9232
REGION1,SEA4N,COMELCB02,2036,10.9904
REGION1,SEA4N,COMELCB02,2037,11.0512
REGION1,SEA4N,COMELCB02,2038,11.1264
REGION1,SEA4N,COMELCB02,2039,11.1936
REGION1,SEA4N,COMELCB02,2040,11.264
REGION1,SEA4N,COMELCB02,2041,11.3554
REGION1,SEA4N,COMELCB02,2042,11.4306
REGION1,SEA4N,COMELCB02,2043,11.5056
REGION1,SEA4N,COMELCB02,2044,11.5806
REGION1,SEA4N,COMELCB02,2045,11.6557
REGION1,SEA4N,COMELCB02,2046,11.7307
REGION1,SEA4N,COMELCB02,2047,11.8059
REGION1,SEA4N,COMELCB02,2048,11.881
REGION1,SEA4N,COMELCB02,2049,11.956
REGION1,SEA4N,COMELCB02,2050,12.031
REGION1,SEA4N,INDELCB02,2020,16.1824
REGION1,SEA4N,INDELCB02,2021,16.224
REGION1,SEA4N,INDELCB02,2022,16.2832
REGION1,SEA4N,INDELCB02,2023,16.376
REGION1,SEA4N,INDELCB02,2024,16.6528
REGION1,SEA4N,INDELCB02,2025,16.9904
REGION1,SEA4N,INDELCB02,2026,17.5376
REGION1,SEA4N,INDELCB02,2027,17.5312
REGION1,SEA4N,INDELCB02,2028,17.4576
REGION1,SEA4N,INDELCB02,2029,17.36
REGION1,SEA4N,INDELCB02,2030,17.5392
REGION1,SEA4N,INDELCB02,2031,17.8208
REGION1,SEA4N,INDELCB02,2032,18.0736
REGION1,SEA4N,INDELCB02,2033,17.9856
REGION1,SEA4N,INDELCB02,2034,17.8096
REGION1,SEA4N,INDELCB02,2035,17.6608
REGION1,SEA4N,INDELCB02,2036,17.528
REGION1,SEA4N,INDELCB02,2037,17.4128
REGION1,SEA4N,INDELCB02,2038,17.3344
REGION1,SEA4N,INDELCB02,2039,17.2576
REGION1,SEA4N,INDELCB02,2040,17.1808
REGION1,SEA4N,INDELCB02,2041,17.1808
REGION1,SEA4N,INDELCB02,2042,17.1109
REGION1,SEA4N,INDELCB02,2043,17.0411
REGION1,SEA4N,INDELCB02,2044,16.9712
REGION1,SEA4N,INDELCB02,2045,16.9013
REGION1,SEA4N,INDELCB02,2046,16.8314
REGION1,SEA4N,INDELCB02,2047,16.7614
REGION1,SEA4N,INDELCB02,2048,16.6915
REGION1,SEA4N,INDELCB02,2049,16.6216
REGION1,SEA4N,INDELCB02,2050,16.5517
REGION1,SEA4N,RESELCB02,2020,11.9152
REGION1,SEA4N,RESELCB02,2021,12.1808
REGION1,SEA4N,RESELCB02,2022,12.4336
REGION1,SEA4N,RESELCB02,2023,12.7136
REGION1,SEA4N,RESELCB02,2024,12.9712
REGION1,SEA4N,RESELCB02,2025,13.2288
REGION1,SEA4N,RESELCB02,2026,13.472
REGION1,SEA4N,RESELCB02,2027,13.6896
REGION1,SEA4N,RESELCB02,2028,13.8512
REGION1,SEA4N,RESELCB02,2029,14.0
REGION1,SEA4N,RESELCB02,2030,14.1488
REGION1,SEA4N,RESELCB02,2031,14.2736
REGION1,SEA4N,RESELCB02,2032,14.4
REGION1,SEA4N,RESELCB02,2033,14.5456
REGION1,SEA4N,RESELCB02,2034,14.64
REGION1,SEA4N,RESELCB02,2035,14.7232
REGION1,SEA4N,RESELCB02,2036,14.8
REGION1,SEA4N,RESELCB02,2037,14.8752
REGION1,SEA4N,RESELCB02,2038,14.9584
REGION1,SEA4N,RESELCB02,2039,15.0368
REGION1,SEA4N,RESELCB02,2040,15.1072
REGION1,SEA4N,RESELCB02,2041,15.2466
REGION1,SEA4N,RESELCB02,2042,15.3406
REGION1,SEA4N,RESELCB02,2043,15.4346
REGION1,SEA4N,RESELCB02,2044,15.5285
REGION1,SEA4N,RESELCB02,2045,15.6226
REGION1,SEA4N,RESELCB02,2046,15.7165
REGION1,SEA4N,RESELCB02,2047,15.8106
REGION1,SEA4N,RESELCB02,2048,15.9045
REGION1,SEA4N,RESELCB02,2049,15.9986
REGION1,SEA4N,RESELCB02,2050,16.0925
REGION1,SEA4N,TRAELCB02,2020,0.1984
REGION1,SEA4N,TRAELCB02,2021,0.2592
REGION1,SEA4N,TRAELCB02,2022,0.3328
REGION1,SEA4N,TRAELCB02,2023,0.4224
REGION1,SEA4N,TRAELCB02,2024,0.5216
REGION1,SEA4N,TRAELCB02,2025,0.6496
REGION1,SEA4N,TRAELCB02,2026,0.7792
REGION1,SEA4N,TRAELCB02,2027,0.9168
REGION1,SEA4N,TRAELCB02,2028,1.0576
REGION1,SEA4N,TRAELCB02,2029,1.2144
REGION1,SEA4N,TRAELCB02,2030,1.3904
REGION1,SEA4N,TRAELCB02,2031,1.584
REGION1,SEA4N,TRAELCB02,2032,1.8
REGION1,SEA4N,TRAELCB02,2033,2.0496
REGION1,SEA4N,TRAELCB02,2034,2.2976
REGION1,SEA4N,TRAELCB02,2035,2.5664
REGION1,SEA4N,TRAELCB02,2036,2.856
REGION1,SEA4N,TRAELCB02,2037,3.1664
REGION1,SEA4N,TRAELCB02,2038,3.5072
REGION1,SEA4N,TRAELCB02,2039,3.864
REGION1,SEA4N,TRAELCB02,2040,4.2272
REGION1,SEA4N,TRAELCB02,2041,4.3672
REGION1,SEA4N,TRAELCB02,2042,4.651
REGION1,SEA4N,TRAELCB02,2043,4.9349
REGION1,SEA4N,TRAELCB02,2044,5.2186
REGION1,SEA4N,TRAELCB02,2045,5.5024
REGION1,SEA4N,TRAELCB02,2046,5.7862
REGION1,SEA4N,TRAELCB02,2047,6.0699
REGION1,SEA4N,TRAELCB02,2048,6.3538
REGION1,SEA4N,TRAELCB02,2049,6.6376
REGION1,SEA4N,TRAELCB02,2050,6.9214
