REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,FUEL,TIMESLICE,VALUE
REGION1,DEMAGRDSL,1,2031,DSL,SEA1D,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA1N,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA2D,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA2N,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA3D,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA3N,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA4D,22.282828
REGION1,DEMAGRDSL,1,2031,DSL,SEA4N,22.282828
REGION1,DEMAGRDSL,1,2032,DSL,SEA1D,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA1N,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA2D,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA2N,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA3D,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA3N,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA4D,22.936364
REGION1,DEMAGRDSL,1,2032,DSL,SEA4N,22.936364
REGION1,DEMAGRDSL,1,2033,DSL,SEA1D,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA1N,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA2D,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA2N,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA3D,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA3N,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA4D,23.584848
REGION1,DEMAGRDSL,1,2033,DSL,SEA4N,23.584848
REGION1,DEMAGRDSL,1,2034,DSL,SEA1D,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA1N,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA2D,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA2N,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA3D,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA3N,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA4D,24.257576
REGION1,DEMAGRDSL,1,2034,DSL,SEA4N,24.257576
REGION1,DEMAGRDSL,1,2035,DSL,SEA1D,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA1N,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA2D,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA2N,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA3D,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA3N,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA4D,24.911111
REGION1,DEMAGRDSL,1,2035,DSL,SEA4N,24.911111
REGION1,DEMAGRDSL,1,2036,DSL,SEA1D,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA1N,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA2D,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA2N,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA3D,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA3N,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA4D,25.568687
REGION1,DEMAGRDSL,1,2036,DSL,SEA4N,25.568687
REGION1,DEMAGRDSL,1,2037,DSL,SEA1D,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA1N,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA2D,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA2N,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA3D,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA3N,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA4D,26.228283
REGION1,DEMAGRDSL,1,2037,DSL,SEA4N,26.228283
REGION1,DEMAGRDSL,1,2038,DSL,SEA1D,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA1N,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA2D,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA2N,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA3D,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA3N,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA4D,26.889899
REGION1,DEMAGRDSL,1,2038,DSL,SEA4N,26.889899
REGION1,DEMAGRDSL,1,2039,DSL,SEA1D,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA1N,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA2D,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA2N,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA3D,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA3N,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA4D,27.545455
REGION1,DEMAGRDSL,1,2039,DSL,SEA4N,27.545455
REGION1,DEMAGRDSL,1,2040,DSL,SEA1D,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA1N,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA2D,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA2N,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA3D,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA3N,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA4D,28.206061
REGION1,DEMAGRDSL,1,2040,DSL,SEA4N,28.206061
REGION1,DEMAGRDSL,1,2041,DSL,SEA1D,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA1N,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA2D,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA2N,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA3D,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA3N,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA4D,28.864646
REGION1,DEMAGRDSL,1,2041,DSL,SEA4N,28.864646
REGION1,DEMAGRDSL,1,2042,DSL,SEA1D,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA1N,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA2D,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA2N,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA3D,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA3N,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA4D,29.523232
REGION1,DEMAGRDSL,1,2042,DSL,SEA4N,29.523232
REGION1,DEMAGRDSL,1,2043,DSL,SEA1D,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA1N,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA2D,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA2N,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA3D,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA3N,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA4D,30.181818
REGION1,DEMAGRDSL,1,2043,DSL,SEA4N,30.181818
REGION1,DEMAGRDSL,1,2044,DSL,SEA1D,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA1N,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA2D,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA2N,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA3D,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA3N,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA4D,30.841414
REGION1,DEMAGRDSL,1,2044,DSL,SEA4N,30.841414
REGION1,DEMAGRDSL,1,2045,DSL,SEA1D,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA1N,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA2D,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA2N,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA3D,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA3N,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA4D,31.5
REGION1,DEMAGRDSL,1,2045,DSL,SEA4N,31.5
REGION1,DEMAGRDSL,1,2046,DSL,SEA1D,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA1N,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA2D,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA2N,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA3D,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA3N,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA4D,32.158586
REGION1,DEMAGRDSL,1,2046,DSL,SEA4N,32.158586
REGION1,DEMAGRDSL,1,2047,DSL,SEA1D,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA1N,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA2D,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA2N,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA3D,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA3N,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA4D,32.818182
REGION1,DEMAGRDSL,1,2047,DSL,SEA4N,32.818182
REGION1,DEMAGRDSL,1,2048,DSL,SEA1D,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA1N,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA2D,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA2N,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA3D,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA3N,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA4D,33.476768
REGION1,DEMAGRDSL,1,2048,DSL,SEA4N,33.476768
REGION1,DEMAGRDSL,1,2049,DSL,SEA1D,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA1N,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA2D,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA2N,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA3D,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA3N,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA4D,34.135354
REGION1,DEMAGRDSL,1,2049,DSL,SEA4N,34.135354
REGION1,DEMAGRDSL,1,2050,DSL,SEA1D,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA1N,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA2D,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA2N,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA3D,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA3N,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA4D,34.794949
REGION1,DEMAGRDSL,1,2050,DSL,SEA4N,34.794949
REGION1,DEMAGRELCB02,1,2023,ELCB02,SEA3N,-1.9455829e-08
REGION1,DEMAGRELCB02,1,2026,ELCB02,SEA3D,-2.0057969e-08
REGION1,DEMAGRELCB02,1,2026,ELCB02,SEA4D,-2.4648451e-08
REGION1,DEMAGRELCB02,1,2029,ELCB02,SEA2N,-2.184477e-08
REGION1,DEMAGRELCB02,1,2031,ELCB02,SEA2D,-1.249147e-08
REGION1,DEMAGRELCB02,1,2033,ELCB02,SEA1D,1.3485355e-08
REGION1,DEMAGRELCB02,1,2034,ELCB02,SEA2D,-1.4930351e-08
REGION1,DEMAGRELCB02,1,2034,ELCB02,SEA2N,-1.2495398e-07
REGION1,DEMAGRELCB02,1,2034,ELCB02,SEA3N,8.0327556e-08
REGION1,DEMAGRELCB02,1,2034,ELCB02,SEA4N,-1.0170279e-08
REGION1,DEMAGRELCB02,1,2035,ELCB02,SEA1N,-4.3390522e-08
REGION1,DEMAGRELCB02,1,2035,ELCB02,SEA4D,-2.456305e-08
REGION1,DEMAGRELCB02,1,2036,ELCB02,SEA1N,-2.4306143e-07
REGION1,DEMAGRELCB02,1,2037,ELCB02,SEA2D,-2.3085244e-08
REGION1,DEMAGRELCB02,1,2037,ELCB02,SEA4D,-1.8065803e-08
REGION1,DEMAGRELCB02,1,2038,ELCB02,SEA2N,-2.6056596e-07
REGION1,DEMAGRELCB02,1,2038,ELCB02,SEA3D,-2.0029516e-08
REGION1,DEMAGRELCB02,1,2038,ELCB02,SEA3N,-1.38146e-08
REGION1,DEMAGRELCB02,1,2039,ELCB02,SEA3D,-3.569979e-08
REGION1,DEMAGRELCB02,1,2040,ELCB02,SEA2N,-4.0722147e-08
REGION1,DEMAGRELCB02,1,2040,ELCB02,SEA3N,-2.1874174e-08
REGION1,DEMAGRELCB02,1,2042,ELCB02,SEA1D,-2.2117326e-08
REGION1,DEMAGRELCB02,1,2042,ELCB02,SEA2D,-1.9639348e-07
REGION1,DEMAGRELCB02,1,2042,ELCB02,SEA3D,2.9928907e-07
REGION1,DEMAGRELCB02,1,2042,ELCB02,SEA3N,1.6532963e-08
REGION1,DEMAGRELCB02,1,2042,ELCB02,SEA4N,-1.6392915e-08
REGION1,DEMAGRELCB02,1,2044,ELCB02,SEA4D,-3.9743836e-08
REGION1,DEMAGRELCB02,1,2047,ELCB02,SEA3D,-3.8275442e-08
REGION1,DEMAGRELCB02,1,2049,ELCB02,SEA1D,1.5884773e-08
REGION1,DEMAGRELCB02,1,2050,ELCB02,SEA1D,-2.4163238e-08
REGION1,DEMAGRELCB02,1,2050,ELCB02,SEA4N,-1.5742267e-08
REGION1,DEMAGRGWTBC1,1,2023,AGRELCB02,SEA2D,-3.727654182e-09
REGION1,DEMAGRGWTBC1,1,2023,AGRELCB02,SEA3D,-3.727653489999999e-09
REGION1,DEMAGRGWTBC1,1,2023,AGRELCB02,SEA3N,-1.9436916759999998e-08
REGION1,DEMAGRGWTBC1,1,2025,AGRELCB02,SEA1N,-2.359483682e-10
REGION1,DEMAGRGWTBC1,1,2025,AGRELCB02,SEA2D,-2.1621963849999998e-09
REGION1,DEMAGRGWTBC1,1,2025,AGRELCB02,SEA2N,-1.7829466499999999e-09
REGION1,DEMAGRGWTBC1,1,2025,AGRELCB02,SEA3N,5.5143307119999995e-09
REGION1,DEMAGRGWTBC1,1,2025,AGRELCB02,SEA4D,-2.662595598e-09
REGION1,DEMAGRGWTBC1,1,2026,AGRELCB02,SEA2N,-6.135783907e-10
REGION1,DEMAGRGWTBC1,1,2026,AGRELCB02,SEA3D,-2.005796946e-08
REGION1,DEMAGRGWTBC1,1,2026,AGRELCB02,SEA3N,-3.111566928e-09
REGION1,DEMAGRGWTBC1,1,2026,AGRELCB02,SEA4D,-2.46484518e-08
REGION1,DEMAGRGWTBC1,1,2028,AGRELCB02,SEA2N,-7.428370534e-09
REGION1,DEMAGRGWTBC1,1,2028,AGRELCB02,SEA3D,-7.428345102999999e-09
REGION1,DEMAGRGWTBC1,1,2029,AGRELCB02,SEA2N,-2.184476882e-08
REGION1,DEMAGRGWTBC1,1,2029,AGRELCB02,SEA4N,-8.169615503e-09
REGION1,DEMAGRGWTBC1,1,2031,AGRELCB02,SEA1N,-1.75829761e-09
REGION1,DEMAGRGWTBC1,1,2031,AGRELCB02,SEA2D,-1.2474921874999999e-08
REGION1,DEMAGRGWTBC1,1,2032,AGRELCB02,SEA2D,-4.786880936e-10
REGION1,DEMAGRGWTBC1,1,2032,AGRELCB02,SEA2N,-1.225559334e-09
REGION1,DEMAGRGWTBC1,1,2032,AGRELCB02,SEA3D,4.9203265619999996e-09
REGION1,DEMAGRGWTBC1,1,2032,AGRELCB02,SEA3N,1.2389844108e-09
REGION1,DEMAGRGWTBC1,1,2032,AGRELCB02,SEA4D,-5.317778319e-09
REGION1,DEMAGRGWTBC1,1,2033,AGRELCB02,SEA1D,1.3485368857e-08
REGION1,DEMAGRGWTBC1,1,2033,AGRELCB02,SEA1N,-1.748684173e-09
REGION1,DEMAGRGWTBC1,1,2033,AGRELCB02,SEA2D,-1.455659887e-09
REGION1,DEMAGRGWTBC1,1,2033,AGRELCB02,SEA2N,-2.8111180009999996e-09
REGION1,DEMAGRGWTBC1,1,2033,AGRELCB02,SEA3D,-1.0316277353e-09
REGION1,DEMAGRGWTBC1,1,2033,AGRELCB02,SEA3N,-3.2668096889999997e-09
REGION1,DEMAGRGWTBC1,1,2033,AGRELCB02,SEA4D,-3.2668096889999997e-09
REGION1,DEMAGRGWTBC1,1,2033,AGRELCB02,SEA4N,-3.266765574e-09
REGION1,DEMAGRGWTBC1,1,2034,AGRELCB02,SEA1N,-2.54482308e-09
REGION1,DEMAGRGWTBC1,1,2034,AGRELCB02,SEA2D,-1.4930351010999998e-08
REGION1,DEMAGRGWTBC1,1,2034,AGRELCB02,SEA4N,-1.0170278847e-08
REGION1,DEMAGRGWTBC1,1,2035,AGRELCB02,SEA1N,-2.1344746919999997e-08
REGION1,DEMAGRGWTBC1,1,2035,AGRELCB02,SEA3D,-2.425064695e-08
REGION1,DEMAGRGWTBC1,1,2035,AGRELCB02,SEA3N,-6.212110122999999e-09
REGION1,DEMAGRGWTBC1,1,2035,AGRELCB02,SEA4D,-2.4563050349999998e-08
REGION1,DEMAGRGWTBC1,1,2036,AGRELCB02,SEA1N,9.830976888e-09
REGION1,DEMAGRGWTBC1,1,2036,AGRELCB02,SEA2D,5.333073249e-09
REGION1,DEMAGRGWTBC1,1,2036,AGRELCB02,SEA3N,-6.521882885e-09
REGION1,DEMAGRGWTBC1,1,2036,AGRELCB02,SEA4D,-4.815291861e-10
REGION1,DEMAGRGWTBC1,1,2036,AGRELCB02,SEA4N,-6.521882885e-09
REGION1,DEMAGRGWTBC1,1,2037,AGRELCB02,SEA1D,-4.9926742969999996e-09
REGION1,DEMAGRGWTBC1,1,2037,AGRELCB02,SEA1N,-3.6320737579999998e-09
REGION1,DEMAGRGWTBC1,1,2037,AGRELCB02,SEA2D,-2.3085244559999997e-08
REGION1,DEMAGRGWTBC1,1,2037,AGRELCB02,SEA4D,-1.8065803529999998e-08
REGION1,DEMAGRGWTBC1,1,2038,AGRELCB02,SEA3D,-2.002951615e-08
REGION1,DEMAGRGWTBC1,1,2038,AGRELCB02,SEA3N,-1.3814599621e-08
REGION1,DEMAGRGWTBC1,1,2039,AGRELCB02,SEA3D,-3.569979041e-08
REGION1,DEMAGRGWTBC1,1,2039,AGRELCB02,SEA3N,-4.254671175e-09
REGION1,DEMAGRGWTBC1,1,2039,AGRELCB02,SEA4D,-3.510857675e-10
REGION1,DEMAGRGWTBC1,1,2040,AGRELCB02,SEA1D,-8.008808889e-09
REGION1,DEMAGRGWTBC1,1,2040,AGRELCB02,SEA2N,-4.0722146489999996e-08
REGION1,DEMAGRGWTBC1,1,2040,AGRELCB02,SEA3N,-2.1874173629999998e-08
REGION1,DEMAGRGWTBC1,1,2042,AGRELCB02,SEA1D,-2.2117326859999996e-08
REGION1,DEMAGRGWTBC1,1,2042,AGRELCB02,SEA1N,-6.2735834239999995e-09
REGION1,DEMAGRGWTBC1,1,2042,AGRELCB02,SEA2D,-4.273924344999999e-09
REGION1,DEMAGRGWTBC1,1,2042,AGRELCB02,SEA2N,-6.2735834239999995e-09
REGION1,DEMAGRGWTBC1,1,2042,AGRELCB02,SEA3D,-8.103815991e-09
REGION1,DEMAGRGWTBC1,1,2042,AGRELCB02,SEA3N,1.653296298e-08
REGION1,DEMAGRGWTBC1,1,2042,AGRELCB02,SEA4N,-1.6392915154999998e-08
REGION1,DEMAGRGWTBC1,1,2044,AGRELCB02,SEA1D,3.974383495e-09
REGION1,DEMAGRGWTBC1,1,2044,AGRELCB02,SEA1N,3.974383495e-09
REGION1,DEMAGRGWTBC1,1,2044,AGRELCB02,SEA2D,3.974383495e-09
REGION1,DEMAGRGWTBC1,1,2044,AGRELCB02,SEA2N,3.974383495e-09
REGION1,DEMAGRGWTBC1,1,2044,AGRELCB02,SEA3D,3.974383495e-09
REGION1,DEMAGRGWTBC1,1,2044,AGRELCB02,SEA3N,3.974383495e-09
REGION1,DEMAGRGWTBC1,1,2044,AGRELCB02,SEA4D,-3.9743834949999995e-08
REGION1,DEMAGRGWTBC1,1,2044,AGRELCB02,SEA4N,3.974383495e-09
REGION1,DEMAGRGWTBC1,1,2045,AGRELCB02,SEA1D,8.398950531e-10
REGION1,DEMAGRGWTBC1,1,2045,AGRELCB02,SEA1N,8.398950531e-10
REGION1,DEMAGRGWTBC1,1,2045,AGRELCB02,SEA2D,8.398950531e-10
REGION1,DEMAGRGWTBC1,1,2045,AGRELCB02,SEA2N,8.398950531e-10
REGION1,DEMAGRGWTBC1,1,2045,AGRELCB02,SEA3D,8.398950531e-10
REGION1,DEMAGRGWTBC1,1,2045,AGRELCB02,SEA3N,8.398950531e-10
REGION1,DEMAGRGWTBC1,1,2045,AGRELCB02,SEA4D,-8.398950531e-09
REGION1,DEMAGRGWTBC1,1,2045,AGRELCB02,SEA4N,8.398950531e-10
REGION1,DEMAGRGWTBC1,1,2046,AGRELCB02,SEA1D,-2.364204333e-09
REGION1,DEMAGRGWTBC1,1,2046,AGRELCB02,SEA1N,-2.364193088e-09
REGION1,DEMAGRGWTBC1,1,2046,AGRELCB02,SEA2D,8.717946961e-09
