r,l,f,y,Demand
REGION1,SEA3D,INDELCB02,2030,14.4504
REGION1,SEA3D,INDELCB02,2031,14.6616
REGION1,SEA3D,INDELCB02,2032,14.8512
REGION1,SEA3D,INDELCB02,2033,14.7852
REGION1,SEA3D,INDELCB02,2034,14.6532
REGION1,SEA3D,INDELCB02,2035,14.5416
REGION1,SEA3D,INDELCB02,2036,14.442
REGION1,SEA3D,INDELCB02,2037,14.3556
REGION1,SEA3D,INDELCB02,2038,14.2968
REGION1,SEA3D,INDELCB02,2039,14.2392
REGION1,SEA3D,INDELCB02,2040,14.1816
REGION1,SEA3D,INDELCB02,2041,14.1816
REGION1,SEA3D,INDELCB02,2042,14.1288
REGION1,SEA3D,INDELCB02,2043,14.0772
REGION1,SEA3D,INDELCB02,2044,14.0244
REGION1,SEA3D,INDELCB02,2045,13.9716
REGION1,SEA3D,INDELCB02,2046,13.92
REGION1,SEA3D,INDELCB02,2047,13.8672
REGION1,SEA3D,INDELCB02,2048,13.8144
REGION1,SEA3D,INDELCB02,2049,13.7628
REGION1,SEA3D,INDELCB02,2050,13.71
REGION1,SEA3D,RESELCB02,2020,8.9364
REGION1,SEA3D,RESELCB02,2021,9.1356
REGION1,SEA3D,RESELCB02,2022,9.3252
REGION1,SEA3D,RESELCB02,2023,9.5352
REGION1,SEA3D,RESELCB02,2024,9.7284
REGION1,SEA3D,RESELCB02,2025,9.9216
REGION1,SEA3D,RESELCB02,2026,10.0752
REGION1,SEA3D,RESELCB02,2027,10.2276
REGION1,SEA3D,RESELCB02,2028,10.3812
REGION1,SEA3D,RESELCB02,2029,10.5336
REGION1,SEA3D,RESELCB02,2030,10.6872
REGION1,SEA3D,RESELCB02,2031,10.8408
REGION1,SEA3D,RESELCB02,2032,10.9932
REGION1,SEA3D,RESELCB02,2033,11.1468
REGION1,SEA3D,RESELCB02,2034,11.2992
REGION1,SEA3D,RESELCB02,2035,11.4528
REGION1,SEA3D,RESELCB02,2036,11.6064
REGION1,SEA3D,RESELCB02,2037,11.7588
REGION1,SEA3D,RESELCB02,2038,11.9124
REGION1,SEA3D,RESELCB02,2039,12.0648
REGION1,SEA3D,RESELCB02,2040,12.2184
REGION1,SEA3D,RESELCB02,2041,12.3708
REGION1,SEA3D,RESELCB02,2042,12.5244
REGION1,SEA3D,RESELCB02,2043,12.678
REGION1,SEA3D,RESELCB02,2044,12.8304
REGION1,SEA3D,RESELCB02,2045,12.984
REGION1,SEA3D,RESELCB02,2046,13.1364
REGION1,SEA3D,RESELCB02,2047,13.29
REGION1,SEA3D,RESELCB02,2048,13.4436
REGION1,SEA3D,RESELCB02,2049,13.596
REGION1,SEA3D,RESELCB02,2050,13.7496
REGION1,SEA3D,TRAELCB02,2020,0.1488
REGION1,SEA3D,TRAELCB02,2021,0.1944
REGION1,SEA3D,TRAELCB02,2022,0.2496
REGION1,SEA3D,TRAELCB02,2023,0.3168
REGION1,SEA3D,TRAELCB02,2024,0.3912
REGION1,SEA3D,TRAELCB02,2025,0.4872
REGION1,SEA3D,TRAELCB02,2026,0.8244
REGION1,SEA3D,TRAELCB02,2027,1.1616
REGION1,SEA3D,TRAELCB02,2028,1.4976
REGION1,SEA3D,TRAELCB02,2029,1.8348
REGION1,SEA3D,TRAELCB02,2030,2.172
REGION1,SEA3D,TRAELCB02,2031,2.5092
REGION1,SEA3D,TRAELCB02,2032,2.8464
REGION1,SEA3D,TRAELCB02,2033,3.1824
REGION1,SEA3D,TRAELCB02,2034,3.5196
REGION1,SEA3D,TRAELCB02,2035,3.8568
REGION1,SEA3D,TRAELCB02,2036,4.194
REGION1,SEA3D,TRAELCB02,2037,4.5312
REGION1,SEA3D,TRAELCB02,2038,4.8672
REGION1,SEA3D,TRAELCB02,2039,5.2044
REGION1,SEA3D,TRAELCB02,2040,5.5416
REGION1,SEA3D,TRAELCB02,2041,5.8788
REGION1,SEA3D,TRAELCB02,2042,6.216
REGION1,SEA3D,TRAELCB02,2043,6.552
REGION1,SEA3D,TRAELCB02,2044,6.8892
REGION1,SEA3D,TRAELCB02,2045,7.2264
REGION1,SEA3D,TRAELCB02,2046,7.5636
REGION1,SEA3D,TRAELCB02,2047,7.8996
REGION1,SEA3D,TRAELCB02,2048,8.2368
REGION1,SEA3D,TRAELCB02,2049,8.574
REGION1,SEA3D,TRAELCB02,2050,8.9112
REGION1,SEA3N,COMELCB02,2020,7.41
REGION1,SEA3N,COMELCB02,2021,7.5777
REGION1,SEA3N,COMELCB02,2022,7.7168
REGION1,SEA3N,COMELCB02,2023,7.8312
REGION1,SEA3N,COMELCB02,2024,7.9248
REGION1,SEA3N,COMELCB02,2025,8.0197
REGION1,SEA3N,COMELCB02,2026,8.1679
REGION1,SEA3N,COMELCB02,2027,8.3161
REGION1,SEA3N,COMELCB02,2028,8.4643
REGION1,SEA3N,COMELCB02,2029,8.6125
REGION1,SEA3N,COMELCB02,2030,8.7607
REGION1,SEA3N,COMELCB02,2031,8.9089
REGION1,SEA3N,COMELCB02,2032,9.0571
REGION1,SEA3N,COMELCB02,2033,9.2053
REGION1,SEA3N,COMELCB02,2034,9.3535
REGION1,SEA3N,COMELCB02,2035,9.5017
REGION1,SEA3N,COMELCB02,2036,9.6499
REGION1,SEA3N,COMELCB02,2037,9.7981
REGION1,SEA3N,COMELCB02,2038,9.9463
REGION1,SEA3N,COMELCB02,2039,10.0945
REGION1,SEA3N,COMELCB02,2040,10.2427
REGION1,SEA3N,COMELCB02,2041,10.3909
REGION1,SEA3N,COMELCB02,2042,10.5391
REGION1,SEA3N,COMELCB02,2043,10.6873
REGION1,SEA3N,COMELCB02,2044,10.8355
REGION1,SEA3N,COMELCB02,2045,10.9837
REGION1,SEA3N,COMELCB02,2046,11.1319
REGION1,SEA3N,COMELCB02,2047,11.2801
REGION1,SEA3N,COMELCB02,2048,11.4283
REGION1,SEA3N,COMELCB02,2049,11.5765
REGION1,SEA3N,COMELCB02,2050,11.7247
REGION1,SEA3N,INDELCB02,2020,13.1482
REGION1,SEA3N,INDELCB02,2021,13.182
REGION1,SEA3N,INDELCB02,2022,13.2301
REGION1,SEA3N,INDELCB02,2023,13.3055
REGION1,SEA3N,INDELCB02,2024,14.9344
REGION1,SEA3N,INDELCB02,2025,15.2087
REGION1,SEA3N,INDELCB02,2026,15.6533
REGION1,SEA3N,INDELCB02,2027,15.6481
REGION1,SEA3N,INDELCB02,2028,15.5883
REGION1,SEA3N,INDELCB02,2029,15.509
REGION1,SEA3N,INDELCB02,2030,15.6546
REGION1,SEA3N,INDELCB02,2031,15.8834
REGION1,SEA3N,INDELCB02,2032,16.0888
REGION1,SEA3N,INDELCB02,2033,16.0173
REGION1,SEA3N,INDELCB02,2034,15.8743
REGION1,SEA3N,INDELCB02,2035,15.7534
REGION1,SEA3N,INDELCB02,2036,15.6455
REGION1,SEA3N,INDELCB02,2037,15.5519
REGION1,SEA3N,INDELCB02,2038,15.4882
REGION1,SEA3N,INDELCB02,2039,15.4258
REGION1,SEA3N,INDELCB02,2040,15.3634
REGION1,SEA3N,INDELCB02,2041,15.3634
REGION1,SEA3N,INDELCB02,2042,15.3062
REGION1,SEA3N,INDELCB02,2043,15.2503
REGION1,SEA3N,INDELCB02,2044,15.1931
REGION1,SEA3N,INDELCB02,2045,15.1359
REGION1,SEA3N,INDELCB02,2046,15.08
REGION1,SEA3N,INDELCB02,2047,15.0228
REGION1,SEA3N,INDELCB02,2048,14.9656
REGION1,SEA3N,INDELCB02,2049,14.9097
REGION1,SEA3N,INDELCB02,2050,14.8525
REGION1,SEA3N,RESELCB02,2020,9.6811
REGION1,SEA3N,RESELCB02,2021,9.8969
REGION1,SEA3N,RESELCB02,2022,10.1023
REGION1,SEA3N,RESELCB02,2023,10.3298
REGION1,SEA3N,RESELCB02,2024,10.5391
REGION1,SEA3N,RESELCB02,2025,10.7484
REGION1,SEA3N,RESELCB02,2026,10.9148
REGION1,SEA3N,RESELCB02,2027,11.0799
REGION1,SEA3N,RESELCB02,2028,11.2463
REGION1,SEA3N,RESELCB02,2029,11.4114
REGION1,SEA3N,RESELCB02,2030,11.5778
REGION1,SEA3N,RESELCB02,2031,11.7442
REGION1,SEA3N,RESELCB02,2032,11.9093
REGION1,SEA3N,RESELCB02,2033,12.0757
REGION1,SEA3N,RESELCB02,2034,12.2408
REGION1,SEA3N,RESELCB02,2035,12.4072
REGION1,SEA3N,RESELCB02,2036,12.5736
REGION1,SEA3N,RESELCB02,2037,12.7387
REGION1,SEA3N,RESELCB02,2038,12.9051
REGION1,SEA3N,RESELCB02,2039,13.0702
REGION1,SEA3N,RESELCB02,2040,13.2366
REGION1,SEA3N,RESELCB02,2041,13.4017
REGION1,SEA3N,RESELCB02,2042,13.5681
REGION1,SEA3N,RESELCB02,2043,13.7345
REGION1,SEA3N,RESELCB02,2044,13.8996
REGION1,SEA3N,RESELCB02,2045,14.066
REGION1,SEA3N,RESELCB02,2046,14.2311
REGION1,SEA3N,RESELCB02,2047,14.3975
REGION1,SEA3N,RESELCB02,2048,14.5639
REGION1,SEA3N,RESELCB02,2049,14.729
REGION1,SEA3N,RESELCB02,2050,14.8954
REGION1,SEA3N,TRAELCB02,2020,0.1612
REGION1,SEA3N,TRAELCB02,2021,0.2106
REGION1,SEA3N,TRAELCB02,2022,0.2704
REGION1,SEA3N,TRAELCB02,2023,0.3432
REGION1,SEA3N,TRAELCB02,2024,0.4238
REGION1,SEA3N,TRAELCB02,2025,0.5278
REGION1,SEA3N,TRAELCB02,2026,0.8931
REGION1,SEA3N,TRAELCB02,2027,1.2584
REGION1,SEA3N,TRAELCB02,2028,1.6224
REGION1,SEA3N,TRAELCB02,2029,1.9877
REGION1,SEA3N,TRAELCB02,2030,2.353
REGION1,SEA3N,TRAELCB02,2031,2.7183
REGION1,SEA3N,TRAELCB02,2032,3.0836
REGION1,SEA3N,TRAELCB02,2033,3.4476
REGION1,SEA3N,TRAELCB02,2034,3.8129
REGION1,SEA3N,TRAELCB02,2035,4.1782
REGION1,SEA3N,TRAELCB02,2036,4.5435
REGION1,SEA3N,TRAELCB02,2037,4.9088
REGION1,SEA3N,TRAELCB02,2038,5.2728
REGION1,SEA3N,TRAELCB02,2039,5.6381
REGION1,SEA3N,TRAELCB02,2040,6.0034
REGION1,SEA3N,TRAELCB02,2041,6.3687
REGION1,SEA3N,TRAELCB02,2042,6.734
REGION1,SEA3N,TRAELCB02,2043,7.098
REGION1,SEA3N,TRAELCB02,2044,7.4633
REGION1,SEA3N,TRAELCB02,2045,7.8286
REGION1,SEA3N,TRAELCB02,2046,8.1939
REGION1,SEA3N,TRAELCB02,2047,8.5579
REGION1,SEA3N,TRAELCB02,2048,8.9232
REGION1,SEA3N,TRAELCB02,2049,9.2885
REGION1,SEA3N,TRAELCB02,2050,9.6538
REGION1,SEA4D,COMELCB02,2020,7.41
REGION1,SEA4D,COMELCB02,2021,7.5777
REGION1,SEA4D,COMELCB02,2022,7.7168
REGION1,SEA4D,COMELCB02,2023,7.8312
REGION1,SEA4D,COMELCB02,2024,7.9248
REGION1,SEA4D,COMELCB02,2025,8.0197
REGION1,SEA4D,COMELCB02,2026,8.1679
REGION1,SEA4D,COMELCB02,2027,8.3161
REGION1,SEA4D,COMELCB02,2028,8.4643
REGION1,SEA4D,COMELCB02,2029,8.6125
REGION1,SEA4D,COMELCB02,2030,8.7607
REGION1,SEA4D,COMELCB02,2031,8.9089
REGION1,SEA4D,COMELCB02,2032,9.0571
REGION1,SEA4D,COMELCB02,2033,9.2053
REGION1,SEA4D,COMELCB02,2034,9.3535
REGION1,SEA4D,COMELCB02,2035,9.5017
REGION1,SEA4D,COMELCB02,2036,9.6499
REGION1,SEA4D,COMELCB02,2037,9.7981
REGION1,SEA4D,COMELCB02,2038,9.9463
REGION1,SEA4D,COMELCB02,2039,10.0945
REGION1,SEA4D,COMELCB02,2040,10.2427
REGION1,SEA4D,COMELCB02,2041,10.3909
REGION1,SEA4D,COMELCB02,2042,10.5391
REGION1,SEA4D,COMELCB02,2043,10.6873
REGION1,SEA4D,COMELCB02,2044,10.8355
REGION1,SEA4D,COMELCB02,2045,10.9837
REGION1,SEA4D,COMELCB02,2046,11.1319
REGION1,SEA4D,COMELCB02,2047,11.2801
REGION1,SEA4D,COMELCB02,2048,11.4283
REGION1,SEA4D,COMELCB02,2049,11.5765
REGION1,SEA4D,COMELCB02,2050,11.7247
REGION1,SEA4D,INDELCB02,2020,13.1482
REGION1,SEA4D,INDELCB02,2021,13.182
REGION1,SEA4D,INDELCB02,2022,13.2301
REGION1,SEA4D,INDELCB02,2023,13.3055
REGION1,SEA4D,INDELCB02,2024,14.9344
REGION1,SEA4D,INDELCB02,2025,15.2087
REGION1,SEA4D,INDELCB02,2026,15.6533
REGION1,SEA4D,INDELCB02,2027,15.6481
REGION1,SEA4D,INDELCB02,2028,15.5883
REGION1,SEA4D,INDELCB02,2029,15.509
REGION1,SEA4D,INDELCB02,2030,15.6546
REGION1,SEA4D,INDELCB02,2031,15.8834
REGION1,SEA4D,INDELCB02,2032,16.0888
REGION1,SEA4D,INDELCB02,2033,16.0173
REGION1,SEA4D,INDELCB02,2034,15.8743
REGION1,SEA4D,INDELCB02,2035,15.7534
REGION1,SEA4D,INDELCB02,2036,15.6455
REGION1,SEA4D,INDELCB02,2037,15.5519
REGION1,SEA4D,INDELCB02,2038,15.4882
REGION1,SEA4D,INDELCB02,2039,15.4258
REGION1,SEA4D,INDELCB02,2040,15.3634
REGION1,SEA4D,INDELCB02,2041,15.3634
REGION1,SEA4D,INDELCB02,2042,15.3062
REGION1,SEA4D,INDELCB02,2043,15.2503
REGION1,SEA4D,INDELCB02,2044,15.1931
REGION1,SEA4D,INDELCB02,2045,15.1359
REGION1,SEA4D,INDELCB02,2046,15.08
REGION1,SEA4D,INDELCB02,2047,15.0228
REGION1,SEA4D,INDELCB02,2048,14.9656
REGION1,SEA4D,INDELCB02,2049,14.9097
REGION1,SEA4D,INDELCB02,2050,14.8525
REGION1,SEA4D,RESELCB02,2020,9.6811
REGION1,SEA4D,RESELCB02,2021,9.8969
REGION1,SEA4D,RESELCB02,2022,10.1023
REGION1,SEA4D,RESELCB02,2023,10.3298
REGION1,SEA4D,RESELCB02,2024,10.5391
REGION1,SEA4D,RESELCB02,2025,10.7484
REGION1,SEA4D,RESELCB02,2026,10.9148
REGION1,SEA4D,RESELCB02,2027,11.0799
REGION1,SEA4D,RESELCB02,2028,11.2463
REGION1,SEA4D,RESELCB02,2029,11.4114
REGION1,SEA4D,RESELCB02,2030,11.5778
REGION1,SEA4D,RESELCB02,2031,11.7442
REGION1,SEA4D,RESELCB02,2032,11.9093
REGION1,SEA4D,RESELCB02,2033,12.0757
REGION1,SEA4D,RESELCB02,2034,12.2408
REGION1,SEA4D,RESELCB02,2035,12.4072
REGION1,SEA4D,RESELCB02,2036,12.5736
REGION1,SEA4D,RESELCB02,2037,12.7387
REGION1,SEA4D,RESELCB02,2038,12.9051
REGION1,SEA4D,RESELCB02,2039,13.0702
REGION1,SEA4D,RESELCB02,2040,13.2366
REGION1,SEA4D,RESELCB02,2041,13.4017
REGION1,SEA4D,RESELCB02,2042,13.5681
REGION1,SEA4D,RESELCB02,2043,13.7345
REGION1,SEA4D,RESELCB02,2044,13.8996
REGION1,SEA4D,RESELCB02,2045,14.066
REGION1,SEA4D,RESELCB02,2046,14.2311
REGION1,SEA4D,RESELCB02,2047,14.3975
REGION1,SEA4D,RESELCB02,2048,14.5639
REGION1,SEA4D,RESELCB02,2049,14.729
REGION1,SEA4D,RESELCB02,2050,14.8954
REGION1,SEA4D,TRAELCB02,2020,0.1612
REGION1,SEA4D,TRAELCB02,2021,0.2106
REGION1,SEA4D,TRAELCB02,2022,0.2704
REGION1,SEA4D,TRAELCB02,2023,0.3432
REGION1,SEA4D,TRAELCB02,2024,0.4238
REGION1,SEA4D,TRAELCB02,2025,0.5278
REGION1,SEA4D,TRAELCB02,2026,0.8931
REGION1,SEA4D,TRAELCB02,2027,1.2584
REGION1,SEA4D,TRAELCB02,2028,1.6224
REGION1,SEA4D,TRAELCB02,2029,1.9877
REGION1,SEA4D,TRAELCB02,2030,2.353
REGION1,SEA4D,TRAELCB02,2031,2.7183
REGION1,SEA4D,TRAELCB02,2032,3.0836
REGION1,SEA4D,TRAELCB02,2033,3.4476
REGION1,SEA4D,TRAELCB02,2034,3.8129
REGION1,SEA4D,TRAELCB02,2035,4.1782
REGION1,SEA4D,TRAELCB02,2036,4.5435
REGION1,SEA4D,TRAELCB02,2037,4.9088
REGION1,SEA4D,TRAELCB02,2038,5.2728
REGION1,SEA4D,TRAELCB02,2039,5.6381
REGION1,SEA4D,TRAELCB02,2040,6.0034
REGION1,SEA4D,TRAELCB02,2041,6.3687
REGION1,SEA4D,TRAELCB02,2042,6.734
REGION1,SEA4D,TRAELCB02,2043,7.098
REGION1,SEA4D,TRAELCB02,2044,7.4633
REGION1,SEA4D,TRAELCB02,2045,7.8286
REGION1,SEA4D,TRAELCB02,2046,8.1939
REGION1,SEA4D,TRAELCB02,2047,8.5579
REGION1,SEA4D,TRAELCB02,2048,8.9232
REGION1,SEA4D,TRAELCB02,2049,9.2885
REGION1,SEA4D,TRAELCB02,2050,9.6538
REGION1,SEA4N,COMELCB02,2020,9.12
REGION1,SEA4N,COMELCB02,2021,9.3264
REGION1,SEA4N,COMELCB02,2022,9.4976
REGION1,SEA4N,COMELCB02,2023,9.6384
REGION1,SEA4N,COMELCB02,2024,9.7536
REGION1,SEA4N,COMELCB02,2025,9.8704
REGION1,SEA4N,COMELCB02,2026,10.0528
REGION1,SEA4N,COMELCB02,2027,10.2352
REGION1,SEA4N,COMELCB02,2028,10.4176
REGION1,SEA4N,COMELCB02,2029,10.6
REGION1,SEA4N,COMELCB02,2030,10.7824
REGION1,SEA4N,COMELCB02,2031,10.9648
REGION1,SEA4N,COMELCB02,2032,11.1472
REGION1,SEA4N,COMELCB02,2033,11.3296
REGION1,SEA4N,COMELCB02,2034,11.512
REGION1,SEA4N,COMELCB02,2035,11.6944
REGION1,SEA4N,COMELCB02,2036,11.8768
REGION1,SEA4N,COMELCB02,2037,12.0592
REGION1,SEA4N,COMELCB02,2038,12.2416
REGION1,SEA4N,COMELCB02,2039,12.424
REGION1,SEA4N,COMELCB02,2040,12.6064
REGION1,SEA4N,COMELCB02,2041,12.7888
REGION1,SEA4N,COMELCB02,2042,12.9712
REGION1,SEA4N,COMELCB02,2043,13.1536
REGION1,SEA4N,COMELCB02,2044,13.336
REGION1,SEA4N,COMELCB02,2045,13.5184
REGION1,SEA4N,COMELCB02,2046,13.7008
REGION1,SEA4N,COMELCB02,2047,13.8832
REGION1,SEA4N,COMELCB02,2048,14.0656
REGION1,SEA4N,COMELCB02,2049,14.248
REGION1,SEA4N,COMELCB02,2050,14.4304
REGION1,SEA4N,INDELCB02,2020,16.1824
REGION1,SEA4N,INDELCB02,2021,16.224
REGION1,SEA4N,INDELCB02,2022,16.2832
REGION1,SEA4N,INDELCB02,2023,16.376
REGION1,SEA4N,INDELCB02,2024,18.3808
REGION1,SEA4N,INDELCB02,2025,18.7184
REGION1,SEA4N,INDELCB02,2026,19.2656
REGION1,SEA4N,INDELCB02,2027,19.2592
REGION1,SEA4N,INDELCB02,2028,19.1856
REGION1,SEA4N,INDELCB02,2029,19.088
REGION1,SEA4N,INDELCB02,2030,19.2672
REGION1,SEA4N,INDELCB02,2031,19.5488
REGION1,SEA4N,INDELCB02,2032,19.8016
REGION1,SEA4N,INDELCB02,2033,19.7136
REGION1,SEA4N,INDELCB02,2034,19.5376
REGION1,SEA4N,INDELCB02,2035,19.3888
REGION1,SEA4N,INDELCB02,2036,19.256
REGION1,SEA4N,INDELCB02,2037,19.1408
REGION1,SEA4N,INDELCB02,2038,19.0624
REGION1,SEA4N,INDELCB02,2039,18.9856
REGION1,SEA4N,INDELCB02,2040,18.9088
REGION1,SEA4N,INDELCB02,2041,18.9088
REGION1,SEA4N,INDELCB02,2042,18.8384
REGION1,SEA4N,INDELCB02,2043,18.7696
REGION1,SEA4N,INDELCB02,2044,18.6992
REGION1,SEA4N,INDELCB02,2045,18.6288
REGION1,SEA4N,INDELCB02,2046,18.56
REGION1,SEA4N,INDELCB02,2047,18.4896
REGION1,SEA4N,INDELCB02,2048,18.4192
REGION1,SEA4N,INDELCB02,2049,18.3504
REGION1,SEA4N,INDELCB02,2050,18.28
REGION1,SEA4N,RESELCB02,2020,11.9152
REGION1,SEA4N,RESELCB02,2021,12.1808
REGION1,SEA4N,RESELCB02,2022,12.4336
REGION1,SEA4N,RESELCB02,2023,12.7136
REGION1,SEA4N,RESELCB02,2024,12.9712
REGION1,SEA4N,RESELCB02,2025,13.2288
REGION1,SEA4N,RESELCB02,2026,13.4336
REGION1,SEA4N,RESELCB02,2027,13.6368
REGION1,SEA4N,RESELCB02,2028,13.8416
REGION1,SEA4N,RESELCB02,2029,14.0448
REGION1,SEA4N,RESELCB02,2030,14.2496
REGION1,SEA4N,RESELCB02,2031,14.4544
REGION1,SEA4N,RESELCB02,2032,14.6576
REGION1,SEA4N,RESELCB02,2033,14.8624
REGION1,SEA4N,RESELCB02,2034,15.0656
REGION1,SEA4N,RESELCB02,2035,15.2704
REGION1,SEA4N,RESELCB02,2036,15.4752
REGION1,SEA4N,RESELCB02,2037,15.6784
REGION1,SEA4N,RESELCB02,2038,15.8832
REGION1,SEA4N,RESELCB02,2039,16.0864
REGION1,SEA4N,RESELCB02,2040,16.2912
REGION1,SEA4N,RESELCB02,2041,16.4944
REGION1,SEA4N,RESELCB02,2042,16.6992
REGION1,SEA4N,RESELCB02,2043,16.904
REGION1,SEA4N,RESELCB02,2044,17.1072
REGION1,SEA4N,RESELCB02,2045,17.312
REGION1,SEA4N,RESELCB02,2046,17.5152
REGION1,SEA4N,RESELCB02,2047,17.72
REGION1,SEA4N,RESELCB02,2048,17.9248
REGION1,SEA4N,RESELCB02,2049,18.128
REGION1,SEA4N,RESELCB02,2050,18.3328
REGION1,SEA4N,TRAELCB02,2020,0.1984
REGION1,SEA4N,TRAELCB02,2021,0.2592
REGION1,SEA4N,TRAELCB02,2022,0.3328
REGION1,SEA4N,TRAELCB02,2023,0.4224
REGION1,SEA4N,TRAELCB02,2024,0.5216
REGION1,SEA4N,TRAELCB02,2025,0.6496
REGION1,SEA4N,TRAELCB02,2026,1.0992
REGION1,SEA4N,TRAELCB02,2027,1.5488
REGION1,SEA4N,TRAELCB02,2028,1.9968
REGION1,SEA4N,TRAELCB02,2029,2.4464
REGION1,SEA4N,TRAELCB02,2030,2.896
REGION1,SEA4N,TRAELCB02,2031,3.3456
REGION1,SEA4N,TRAELCB02,2032,3.7952
REGION1,SEA4N,TRAELCB02,2033,4.2432
REGION1,SEA4N,TRAELCB02,2034,4.6928
REGION1,SEA4N,TRAELCB02,2035,5.1424
REGION1,SEA4N,TRAELCB02,2036,5.592
REGION1,SEA4N,TRAELCB02,2037,6.0416
REGION1,SEA4N,TRAELCB02,2038,6.4896
REGION1,SEA4N,TRAELCB02,2039,6.9392
REGION1,SEA4N,TRAELCB02,2040,7.3888
REGION1,SEA4N,TRAELCB02,2041,7.8384
REGION1,SEA4N,TRAELCB02,2042,8.288
REGION1,SEA4N,TRAELCB02,2043,8.736
REGION1,SEA4N,TRAELCB02,2044,9.1856
REGION1,SEA4N,TRAELCB02,2045,9.6352
REGION1,SEA4N,TRAELCB02,2046,10.0848
REGION1,SEA4N,TRAELCB02,2047,10.5328
REGION1,SEA4N,TRAELCB02,2048,10.9824
REGION1,SEA4N,TRAELCB02,2049,11.432
REGION1,SEA4N,TRAELCB02,2050,11.8816
