r,t,y,TotalTechnologyAnnualActivity
REGION1,DEMTRABIO,2037,19.25
REGION1,DEMTRABIO,2038,18.97
REGION1,DEMTRABIO,2039,18.7
REGION1,DEMTRABIO,2040,18.44
REGION1,DEMTRABIO,2041,18.334
REGION1,DEMTRABIO,2042,18.101
REGION1,DEMTRABIO,2043,17.867
REGION1,DEMTRABIO,2044,17.634
REGION1,DEMTRABIO,2045,17.4
REGION1,DEMTRABIO,2046,17.167
REGION1,DEMTRABIO,2047,16.934
REGION1,DEMTRABIO,2048,16.7
REGION1,DEMTRABIO,2049,16.467
REGION1,DEMTRABIO,2050,16.233
REGION1,DEMTRADSL,2020,98.81
REGION1,DEMTRADSL,2021,97.58
REGION1,DEMTRADSL,2022,96.06
REGION1,DEMTRADSL,2023,94.79
REGION1,DEMTRADSL,2024,93.85
REGION1,DEMTRADSL,2025,93.41
REGION1,DEMTRADSL,2026,93.19
REGION1,DEMTRADSL,2027,93.07
REGION1,DEMTRADSL,2028,92.45
REGION1,DEMTRADSL,2029,91.89
REGION1,DEMTRADSL,2030,91.47
REGION1,DEMTRADSL,2031,91.0
REGION1,DEMTRADSL,2032,90.19
REGION1,DEMTRADSL,2033,89.62
REGION1,DEMTRADSL,2034,88.96
REGION1,DEMTRADSL,2035,88.29
REGION1,DEMTRADSL,2036,87.06
REGION1,DEMTRADSL,2037,86.44
REGION1,DEMTRADSL,2038,85.86
REGION1,DEMTRADSL,2039,85.32
REGION1,DEMTRADSL,2040,84.86
REGION1,DEMTRADSL,2041,84.184
REGION1,DEMTRADSL,2042,83.544
REGION1,DEMTRADSL,2043,82.903
REGION1,DEMTRADSL,2044,82.262
REGION1,DEMTRADSL,2045,81.621
REGION1,DEMTRADSL,2046,80.98
REGION1,DEMTRADSL,2047,80.339
REGION1,DEMTRADSL,2048,79.698
REGION1,DEMTRADSL,2049,79.058
REGION1,DEMTRADSL,2050,78.417
REGION1,DEMTRAELCB02,2020,1.24
REGION1,DEMTRAELCB02,2021,1.62
REGION1,DEMTRAELCB02,2022,2.08
REGION1,DEMTRAELCB02,2023,2.64
REGION1,DEMTRAELCB02,2024,3.26
REGION1,DEMTRAELCB02,2025,4.06
REGION1,DEMTRAELCB02,2026,4.87
REGION1,DEMTRAELCB02,2027,5.73
REGION1,DEMTRAELCB02,2028,6.61
REGION1,DEMTRAELCB02,2029,7.59
REGION1,DEMTRAELCB02,2030,8.69
REGION1,DEMTRAELCB02,2031,9.9
REGION1,DEMTRAELCB02,2032,11.25
REGION1,DEMTRAELCB02,2033,12.81
REGION1,DEMTRAELCB02,2034,14.36
REGION1,DEMTRAELCB02,2035,16.04
REGION1,DEMTRAELCB02,2036,17.85
REGION1,DEMTRAELCB02,2037,19.79
REGION1,DEMTRAELCB02,2038,21.92
REGION1,DEMTRAELCB02,2039,24.15
REGION1,DEMTRAELCB02,2040,26.42
REGION1,DEMTRAELCB02,2041,27.295
REGION1,DEMTRAELCB02,2042,29.069
REGION1,DEMTRAELCB02,2043,30.843
REGION1,DEMTRAELCB02,2044,32.616
REGION1,DEMTRAELCB02,2045,34.39
REGION1,DEMTRAELCB02,2046,36.164
REGION1,DEMTRAELCB02,2047,37.937
REGION1,DEMTRAELCB02,2048,39.711
REGION1,DEMTRAELCB02,2049,41.485
REGION1,DEMTRAELCB02,2050,43.259
REGION1,DEMTRAGSL,2020,153.58
REGION1,DEMTRAGSL,2021,150.89
REGION1,DEMTRAGSL,2022,148.2
REGION1,DEMTRAGSL,2023,145.36
REGION1,DEMTRAGSL,2024,142.73
REGION1,DEMTRAGSL,2025,140.26
REGION1,DEMTRAGSL,2026,138.06
REGION1,DEMTRAGSL,2027,135.99
REGION1,DEMTRAGSL,2028,133.81
REGION1,DEMTRAGSL,2029,131.41
REGION1,DEMTRAGSL,2030,129.0
REGION1,DEMTRAGSL,2031,126.44
REGION1,DEMTRAGSL,2032,123.86
REGION1,DEMTRAGSL,2033,120.91
REGION1,DEMTRAGSL,2034,117.76
REGION1,DEMTRAGSL,2035,114.46
REGION1,DEMTRAGSL,2036,111.02
REGION1,DEMTRAGSL,2037,107.49
REGION1,DEMTRAGSL,2038,103.88
REGION1,DEMTRAGSL,2039,100.22
REGION1,DEMTRAGSL,2040,96.6
REGION1,DEMTRAGSL,2041,95.561
REGION1,DEMTRAGSL,2042,92.581
REGION1,DEMTRAGSL,2043,89.602
REGION1,DEMTRAGSL,2044,86.623
REGION1,DEMTRAGSL,2045,83.644
REGION1,DEMTRAGSL,2046,80.665
REGION1,DEMTRAGSL,2047,77.686
REGION1,DEMTRAGSL,2048,74.706
REGION1,DEMTRAGSL,2049,71.727
REGION1,DEMTRAGSL,2050,68.748
REGION1,DEMTRAHFO,2020,10.69
REGION1,DEMTRAHFO,2021,10.45
REGION1,DEMTRAHFO,2022,10.2
REGION1,DEMTRAHFO,2023,9.96
REGION1,DEMTRAHFO,2024,9.75
REGION1,DEMTRAHFO,2025,9.59
REGION1,DEMTRAHFO,2026,9.45
REGION1,DEMTRAHFO,2027,9.33
REGION1,DEMTRAHFO,2028,9.2
REGION1,DEMTRAHFO,2029,9.06
REGION1,DEMTRAHFO,2030,8.93
REGION1,DEMTRAHFO,2031,8.81
REGION1,DEMTRAHFO,2032,8.72
REGION1,DEMTRAHFO,2033,8.6
REGION1,DEMTRAHFO,2034,8.49
REGION1,DEMTRAHFO,2035,8.38
REGION1,DEMTRAHFO,2036,8.29
REGION1,DEMTRAHFO,2037,8.2
REGION1,DEMTRAHFO,2038,8.12
REGION1,DEMTRAHFO,2039,8.06
REGION1,DEMTRAHFO,2040,8.01
REGION1,DEMTRAHFO,2041,7.799
REGION1,DEMTRAHFO,2042,7.694
REGION1,DEMTRAHFO,2043,7.588
REGION1,DEMTRAHFO,2044,7.482
REGION1,DEMTRAHFO,2045,7.377
REGION1,DEMTRAHFO,2046,7.271
REGION1,DEMTRAHFO,2047,7.166
REGION1,DEMTRAHFO,2048,7.06
REGION1,DEMTRAHFO,2049,6.955
REGION1,DEMTRAHFO,2050,6.849
REGION1,DEMTRAJFL,2020,39.54
REGION1,DEMTRAJFL,2021,38.89
REGION1,DEMTRAJFL,2022,38.61
REGION1,DEMTRAJFL,2023,38.53
REGION1,DEMTRAJFL,2024,38.73
REGION1,DEMTRAJFL,2025,39.17
REGION1,DEMTRAJFL,2026,39.68
REGION1,DEMTRAJFL,2027,40.21
REGION1,DEMTRAJFL,2028,40.63
REGION1,DEMTRAJFL,2029,40.96
REGION1,DEMTRAJFL,2030,41.33
REGION1,DEMTRAJFL,2031,41.69
REGION1,DEMTRAJFL,2032,42.11
REGION1,DEMTRAJFL,2033,42.41
REGION1,DEMTRAJFL,2034,42.69
REGION1,DEMTRAJFL,2035,42.96
REGION1,DEMTRAJFL,2036,43.23
REGION1,DEMTRAJFL,2037,43.52
REGION1,DEMTRAJFL,2038,43.82
REGION1,DEMTRAJFL,2039,44.15
REGION1,DEMTRAJFL,2040,44.49
REGION1,DEMTRAJFL,2041,44.896
REGION1,DEMTRAJFL,2042,45.226
REGION1,DEMTRAJFL,2043,45.556
REGION1,DEMTRAJFL,2044,45.886
REGION1,DEMTRAJFL,2045,46.215
REGION1,DEMTRAJFL,2046,46.545
REGION1,DEMTRAJFL,2047,46.875
REGION1,DEMTRAJFL,2048,47.204
REGION1,DEMTRAJFL,2049,47.534
REGION1,DEMTRAJFL,2050,47.864
REGION1,DEMTRALPG,2020,2.66
REGION1,DEMTRALPG,2021,2.72
REGION1,DEMTRALPG,2022,2.79
REGION1,DEMTRALPG,2023,2.86
REGION1,DEMTRALPG,2024,2.91
REGION1,DEMTRALPG,2025,2.96
REGION1,DEMTRALPG,2026,3.02
REGION1,DEMTRALPG,2027,3.07
REGION1,DEMTRALPG,2028,3.13
REGION1,DEMTRALPG,2029,3.17
REGION1,DEMTRALPG,2030,3.2
REGION1,DEMTRALPG,2031,3.21
REGION1,DEMTRALPG,2032,3.2
REGION1,DEMTRALPG,2033,3.16
REGION1,DEMTRALPG,2034,3.11
REGION1,DEMTRALPG,2035,3.03
REGION1,DEMTRALPG,2036,2.93
REGION1,DEMTRALPG,2037,2.81
REGION1,DEMTRALPG,2038,2.68
REGION1,DEMTRALPG,2039,2.52
REGION1,DEMTRALPG,2040,2.35
REGION1,DEMTRALPG,2041,2.603
REGION1,DEMTRALPG,2042,2.557
REGION1,DEMTRALPG,2043,2.511
REGION1,DEMTRALPG,2044,2.464
REGION1,DEMTRALPG,2045,2.418
REGION1,DEMTRALPG,2046,2.372
REGION1,DEMTRALPG,2047,2.326
REGION1,DEMTRALPG,2048,2.279
REGION1,DEMTRALPG,2049,2.233
REGION1,DEMTRALPG,2050,2.187
REGION1,DEMTRANGS,2020,1.8
REGION1,DEMTRANGS,2021,2.04
REGION1,DEMTRANGS,2022,2.6
REGION1,DEMTRANGS,2023,2.86
REGION1,DEMTRANGS,2024,3.17
REGION1,DEMTRANGS,2025,3.55
REGION1,DEMTRANGS,2026,3.97
REGION1,DEMTRANGS,2027,4.43
REGION1,DEMTRANGS,2028,5.16
REGION1,DEMTRANGS,2029,5.58
REGION1,DEMTRANGS,2030,6.04
REGION1,DEMTRANGS,2031,6.51
REGION1,DEMTRANGS,2032,7.6
REGION1,DEMTRANGS,2033,8.08
REGION1,DEMTRANGS,2034,8.57
REGION1,DEMTRANGS,2035,9.08
REGION1,DEMTRANGS,2036,10.15
REGION1,DEMTRANGS,2037,10.73
REGION1,DEMTRANGS,2038,11.35
REGION1,DEMTRANGS,2039,12.04
REGION1,DEMTRANGS,2040,12.79
REGION1,DEMTRANGS,2041,13.207
REGION1,DEMTRANGS,2042,13.84
REGION1,DEMTRANGS,2043,14.474
REGION1,DEMTRANGS,2044,15.108
REGION1,DEMTRANGS,2045,15.741
REGION1,DEMTRANGS,2046,16.375
REGION1,DEMTRANGS,2047,17.008
REGION1,DEMTRANGS,2048,17.642
REGION1,DEMTRANGS,2049,18.275
REGION1,DEMTRANGS,2050,18.909
REGION1,IMPDSL,2020,222.15
REGION1,IMPDSL,2021,221.328
REGION1,IMPDSL,2022,219.707
REGION1,IMPDSL,2023,218.392
REGION1,IMPDSL,2024,218.774
REGION1,IMPDSL,2025,219.701
REGION1,IMPDSL,2026,221.406
REGION1,IMPDSL,2027,223.13
REGION1,IMPDSL,2028,223.855
REGION1,IMPDSL,2029,223.904
REGION1,IMPDSL,2030,224.25
REGION1,IMPDSL,2031,224.71
REGION1,IMPDSL,2032,225.017
REGION1,IMPDSL,2033,225.219
REGION1,IMPDSL,2034,225.285
REGION1,IMPDSL,2035,225.392
REGION1,IMPDSL,2036,225.033
REGION1,IMPDSL,2037,225.426
REGION1,IMPDSL,2038,226.011
REGION1,IMPDSL,2039,226.78
REGION1,IMPDSL,2040,227.754
REGION1,IMPDSL,2041,227.366
REGION1,IMPDSL,2042,227.677
REGION1,IMPDSL,2043,227.988
REGION1,IMPDSL,2044,228.299
REGION1,IMPDSL,2045,228.609
REGION1,IMPDSL,2046,228.92
REGION1,IMPDSL,2047,229.231
REGION1,IMPDSL,2048,229.542
REGION1,IMPDSL,2049,229.853
REGION1,IMPDSL,2050,230.164
REGION1,IMPGSL,2020,153.58
REGION1,IMPGSL,2021,150.89
REGION1,IMPGSL,2022,148.2
REGION1,IMPGSL,2023,145.36
REGION1,IMPGSL,2024,142.73
REGION1,IMPGSL,2025,140.26
REGION1,IMPGSL,2026,138.06
REGION1,IMPGSL,2027,135.99
REGION1,IMPGSL,2028,133.81
REGION1,IMPGSL,2029,131.41
REGION1,IMPGSL,2030,129.0
REGION1,IMPGSL,2031,126.44
REGION1,IMPGSL,2032,123.86
REGION1,IMPGSL,2033,120.91
REGION1,IMPGSL,2034,117.76
REGION1,IMPGSL,2035,114.46
REGION1,IMPGSL,2036,111.02
REGION1,IMPGSL,2037,107.49
REGION1,IMPGSL,2038,103.88
REGION1,IMPGSL,2039,100.22
REGION1,IMPGSL,2040,96.6
REGION1,IMPGSL,2041,95.561
REGION1,IMPGSL,2042,92.581
REGION1,IMPGSL,2043,89.602
REGION1,IMPGSL,2044,86.623
REGION1,IMPGSL,2045,83.644
REGION1,IMPGSL,2046,80.665
REGION1,IMPGSL,2047,77.686
REGION1,IMPGSL,2048,74.706
REGION1,IMPGSL,2049,71.727
REGION1,IMPGSL,2050,68.748
REGION1,IMPHFO,2020,10.69
REGION1,IMPHFO,2021,10.45
REGION1,IMPHFO,2022,10.2
REGION1,IMPHFO,2023,9.96
REGION1,IMPHFO,2024,9.75
REGION1,IMPHFO,2025,9.59
REGION1,IMPHFO,2026,9.45
REGION1,IMPHFO,2027,9.33
REGION1,IMPHFO,2028,9.2
REGION1,IMPHFO,2029,9.06
REGION1,IMPHFO,2030,8.93
REGION1,IMPHFO,2031,8.81
REGION1,IMPHFO,2032,8.72
REGION1,IMPHFO,2033,8.6
REGION1,IMPHFO,2034,8.49
REGION1,IMPHFO,2035,8.38
REGION1,IMPHFO,2036,8.29
REGION1,IMPHFO,2037,8.2
REGION1,IMPHFO,2038,8.12
REGION1,IMPHFO,2039,8.06
REGION1,IMPHFO,2040,8.01
REGION1,IMPHFO,2041,7.799
REGION1,IMPHFO,2042,7.694
REGION1,IMPHFO,2043,7.588
REGION1,IMPHFO,2044,7.482
REGION1,IMPHFO,2045,7.377
REGION1,IMPHFO,2046,7.271
REGION1,IMPHFO,2047,7.166
REGION1,IMPHFO,2048,7.06
REGION1,IMPHFO,2049,6.955
REGION1,IMPHFO,2050,6.849
REGION1,IMPJFL,2020,39.54
REGION1,IMPJFL,2021,38.89
REGION1,IMPJFL,2022,38.61
REGION1,IMPJFL,2023,38.53
REGION1,IMPJFL,2024,38.73
REGION1,IMPJFL,2025,39.17
REGION1,IMPJFL,2026,39.68
REGION1,IMPJFL,2027,40.21
REGION1,IMPJFL,2028,40.63
REGION1,IMPJFL,2029,40.96
REGION1,IMPJFL,2030,41.33
REGION1,IMPJFL,2031,41.69
REGION1,IMPJFL,2032,42.11
REGION1,IMPJFL,2033,42.41
REGION1,IMPJFL,2034,42.69
REGION1,IMPJFL,2035,42.96
REGION1,IMPJFL,2036,43.23
REGION1,IMPJFL,2037,43.52
REGION1,IMPJFL,2038,43.82
REGION1,IMPJFL,2039,44.15
REGION1,IMPJFL,2040,44.49
REGION1,IMPJFL,2041,44.896
REGION1,IMPJFL,2042,45.226
REGION1,IMPJFL,2043,45.556
REGION1,IMPJFL,2044,45.886
REGION1,IMPJFL,2045,46.215
REGION1,IMPJFL,2046,46.545
REGION1,IMPJFL,2047,46.875
REGION1,IMPJFL,2048,47.204
REGION1,IMPJFL,2049,47.534
REGION1,IMPJFL,2050,47.864
REGION1,IMPKER,2020,11.41
REGION1,IMPKER,2021,11.65
REGION1,IMPKER,2022,11.86
REGION1,IMPKER,2023,12.04
REGION1,IMPKER,2024,12.2
REGION1,IMPKER,2025,12.35
REGION1,IMPKER,2026,12.53
REGION1,IMPKER,2027,12.71
REGION1,IMPKER,2028,12.91
REGION1,IMPKER,2029,13.11
REGION1,IMPKER,2030,13.29
REGION1,IMPKER,2031,13.45
REGION1,IMPKER,2032,13.61
REGION1,IMPKER,2033,13.75
REGION1,IMPKER,2034,13.9
REGION1,IMPKER,2035,14.04
REGION1,IMPKER,2036,14.17
REGION1,IMPKER,2037,14.27
REGION1,IMPKER,2038,14.38
REGION1,IMPKER,2039,14.47
REGION1,IMPKER,2040,14.56
REGION1,IMPKER,2041,14.196
REGION1,IMPKER,2042,14.384
REGION1,IMPKER,2043,14.573
REGION1,IMPKER,2044,14.761
REGION1,IMPKER,2045,14.949
REGION1,IMPKER,2046,15.137
REGION1,IMPKER,2047,15.325
REGION1,IMPKER,2048,15.513
REGION1,IMPKER,2049,15.701
REGION1,IMPKER,2050,15.89
REGION1,IMPLPG,2020,2.66
REGION1,IMPLPG,2021,2.72
REGION1,IMPLPG,2022,2.79
REGION1,IMPLPG,2023,2.86
REGION1,IMPLPG,2024,2.91
REGION1,IMPLPG,2025,2.96
REGION1,IMPLPG,2026,3.02
REGION1,IMPLPG,2027,3.07
REGION1,IMPLPG,2028,3.13
REGION1,IMPLPG,2029,3.17
REGION1,IMPLPG,2030,3.2
REGION1,IMPLPG,2031,3.21
REGION1,IMPLPG,2032,3.2
REGION1,IMPLPG,2033,3.16
REGION1,IMPLPG,2034,3.11
REGION1,IMPLPG,2035,3.03
REGION1,IMPLPG,2036,2.93
REGION1,IMPLPG,2037,2.81
REGION1,IMPLPG,2038,2.68
REGION1,IMPLPG,2039,2.52
REGION1,IMPLPG,2040,2.35
REGION1,IMPLPG,2041,2.603
REGION1,IMPLPG,2042,2.557
REGION1,IMPLPG,2043,2.511
REGION1,IMPLPG,2044,2.464
REGION1,IMPLPG,2045,2.418
REGION1,IMPLPG,2046,2.372
REGION1,IMPLPG,2047,2.326
REGION1,IMPLPG,2048,2.279
REGION1,IMPLPG,2049,2.233
REGION1,IMPLPG,2050,2.187
REGION1,LNDAGRBC1C01,2020,277.6135
REGION1,LNDAGRBC1C01,2021,277.6181
REGION1,LNDAGRBC1C01,2022,277.6228
REGION1,LNDAGRBC1C01,2023,277.6275
REGION1,LNDAGRBC1C01,2024,277.6323
REGION1,LNDAGRBC1C01,2025,277.6371
REGION1,LNDAGRBC1C01,2026,277.642
REGION1,LNDAGRBC1C01,2027,277.6469
REGION1,LNDAGRBC1C01,2028,277.6519
REGION1,LNDAGRBC1C01,2029,277.6569
REGION1,LNDAGRBC1C01,2030,277.662
REGION1,LNDAGRBC1C01,2031,277.6671
REGION1,LNDAGRBC1C01,2032,277.6724
REGION1,LNDAGRBC1C01,2033,277.6776
REGION1,LNDAGRBC1C01,2034,277.6829
REGION1,LNDAGRBC1C01,2035,277.6883
REGION1,LNDAGRBC1C01,2036,277.6937
REGION1,LNDAGRBC1C01,2037,277.6992
REGION1,LNDAGRBC1C01,2038,277.7048
REGION1,LNDAGRBC1C01,2039,277.7104
REGION1,LNDAGRBC1C01,2040,277.7161
REGION1,LNDAGRBC1C01,2041,277.7218
REGION1,LNDAGRBC1C01,2042,277.7276
REGION1,LNDAGRBC1C01,2043,277.7335
REGION1,LNDAGRBC1C01,2044,277.7394
REGION1,LNDAGRBC1C01,2045,277.7454
REGION1,LNDAGRBC1C01,2046,277.7515
REGION1,LNDAGRBC1C01,2047,277.7576
REGION1,LNDAGRBC1C01,2048,277.7638
REGION1,LNDAGRBC1C01,2049,277.7701
REGION1,LNDAGRBC1C01,2050,277.7764
REGION1,LNDAGRBC1C02,2020,26.8711
REGION1,LNDAGRBC1C02,2021,26.8741
REGION1,LNDAGRBC1C02,2022,26.8772
REGION1,LNDAGRBC1C02,2023,26.8803
REGION1,LNDAGRBC1C02,2024,26.8835
REGION1,LNDAGRBC1C02,2025,26.8867
REGION1,LNDAGRBC1C02,2026,26.8899
REGION1,LNDAGRBC1C02,2027,26.8932
REGION1,LNDAGRBC1C02,2028,26.8965
REGION1,LNDAGRBC1C02,2029,26.8998
REGION1,LNDAGRBC1C02,2030,26.9032
REGION1,LNDAGRBC1C02,2031,26.9066
REGION1,LNDAGRBC1C02,2032,26.91
REGION1,LNDAGRBC1C02,2033,26.9135
REGION1,LNDAGRBC1C02,2034,26.917
REGION1,LNDAGRBC1C02,2035,26.9206
REGION1,LNDAGRBC1C02,2036,26.9242
REGION1,LNDAGRBC1C02,2037,26.9278
REGION1,LNDAGRBC1C02,2038,26.9315
REGION1,LNDAGRBC1C02,2039,26.9352
REGION1,LNDAGRBC1C02,2040,26.939
REGION1,LNDAGRBC1C02,2041,26.9428
REGION1,LNDAGRBC1C02,2042,26.9466
REGION1,LNDAGRBC1C02,2043,26.9505
REGION1,LNDAGRBC1C02,2044,26.9544
REGION1,LNDAGRBC1C02,2045,26.9584
REGION1,LNDAGRBC1C02,2046,26.9624
REGION1,LNDAGRBC1C02,2047,26.9665
REGION1,LNDAGRBC1C02,2048,26.9706
REGION1,LNDAGRBC1C02,2049,26.9747
REGION1,LNDAGRBC1C02,2050,26.9789
REGION1,LNDAGRBC1C03,2020,55.2539
REGION1,LNDAGRBC1C03,2021,65.559
REGION1,LNDAGRBC1C03,2022,65.5898
REGION1,LNDAGRBC1C03,2023,66.1611
REGION1,LNDAGRBC1C03,2024,66.4863
REGION1,LNDAGRBC1C03,2025,66.3226
REGION1,LNDAGRBC1C03,2026,66.7458
REGION1,LNDAGRBC1C03,2027,66.7019
REGION1,LNDAGRBC1C03,2028,67.4218
REGION1,LNDAGRBC1C03,2029,67.8305
REGION1,LNDAGRBC1C03,2030,67.7336
REGION1,LNDAGRBC1C03,2031,68.2051
REGION1,LNDAGRBC1C03,2032,67.9584
REGION1,LNDAGRBC1C03,2033,68.1851
REGION1,LNDAGRBC1C03,2034,68.1506
REGION1,LNDAGRBC1C03,2035,68.421
REGION1,LNDAGRBC1C03,2036,69.1216
REGION1,LNDAGRBC1C03,2037,69.7115
REGION1,LNDAGRBC1C03,2038,70.0779
REGION1,LNDAGRBC1C03,2039,70.2177
REGION1,LNDAGRBC1C03,2040,70.5969
REGION1,LNDAGRBC1C03,2041,71.3079
REGION1,LNDAGRBC1C03,2042,70.9362
REGION1,LNDAGRBC1C03,2043,71.2057
REGION1,LNDAGRBC1C03,2044,71.446
REGION1,LNDAGRBC1C03,2045,71.7848
REGION1,LNDAGRBC1C03,2046,72.0512
REGION1,LNDAGRBC1C03,2047,72.3477
REGION1,LNDAGRBC1C03,2048,72.6443
REGION1,LNDAGRBC1C03,2049,72.9292
REGION1,LNDAGRBC1C03,2050,73.2052
REGION1,LNDAGRBC1C04,2020,10.7544
REGION1,LNDAGRBC1C04,2021,10.7627
REGION1,LNDAGRBC1C04,2022,10.771
REGION1,LNDAGRBC1C04,2023,10.7794
REGION1,LNDAGRBC1C04,2024,10.7879
REGION1,LNDAGRBC1C04,2025,10.7964
REGION1,LNDAGRBC1C04,2026,10.8051
REGION1,LNDAGRBC1C04,2027,10.8139
REGION1,LNDAGRBC1C04,2028,10.8228
REGION1,LNDAGRBC1C04,2029,10.8317
REGION1,LNDAGRBC1C04,2030,10.8408
REGION1,LNDAGRBC1C04,2031,10.85
REGION1,LNDAGRBC1C04,2032,10.8592
REGION1,LNDAGRBC1C04,2033,10.8686
REGION1,LNDAGRBC1C04,2034,10.8781
REGION1,LNDAGRBC1C04,2035,10.8877
REGION1,LNDAGRBC1C04,2036,10.8974
REGION1,LNDAGRBC1C04,2037,10.9071
REGION1,LNDAGRBC1C04,2038,10.917
REGION1,LNDAGRBC1C04,2039,10.927
REGION1,LNDAGRBC1C04,2040,10.9372
REGION1,LNDAGRBC1C04,2041,10.9474
REGION1,LNDAGRBC1C04,2042,10.9577
REGION1,LNDAGRBC1C04,2043,10.9682
REGION1,LNDAGRBC1C04,2044,10.9788
REGION1,LNDAGRBC1C04,2045,10.9894
REGION1,LNDAGRBC1C04,2046,11.0002
REGION1,LNDAGRBC1C04,2047,11.0112
REGION1,LNDAGRBC1C04,2048,11.0222
REGION1,LNDAGRBC1C04,2049,11.0334
REGION1,LNDAGRBC1C04,2050,11.0447
REGION1,LNDAGRBC1C05,2020,538.0329
REGION1,LNDAGRBC1C05,2021,527.7092
REGION1,LNDAGRBC1C05,2022,527.6598
REGION1,LNDAGRBC1C05,2023,527.0695
REGION1,LNDAGRBC1C05,2024,526.7253
REGION1,LNDAGRBC1C05,2025,526.8697
REGION1,LNDAGRBC1C05,2026,526.427
REGION1,LNDAGRBC1C05,2027,526.4511
REGION1,LNDAGRBC1C05,2028,525.7113
REGION1,LNDAGRBC1C05,2029,525.2824
REGION1,LNDAGRBC1C05,2030,525.3589
REGION1,LNDAGRBC1C05,2031,524.8669
REGION1,LNDAGRBC1C05,2032,525.0928
REGION1,LNDAGRBC1C05,2033,524.845
REGION1,LNDAGRBC1C05,2034,524.8582
REGION1,LNDAGRBC1C05,2035,524.5663
REGION1,LNDAGRBC1C05,2036,523.8439
REGION1,LNDAGRBC1C05,2037,523.2322
REGION1,LNDAGRBC1C05,2038,522.8434
REGION1,LNDAGRBC1C05,2039,522.6811
REGION1,LNDAGRBC1C05,2040,522.2791
REGION1,LNDAGRBC1C05,2041,521.5452
REGION1,LNDAGRBC1C05,2042,521.8937
REGION1,LNDAGRBC1C05,2043,521.6006
REGION1,LNDAGRBC1C05,2044,521.3366
REGION1,LNDAGRBC1C05,2045,520.9739
REGION1,LNDAGRBC1C05,2046,520.6831
REGION1,LNDAGRBC1C05,2047,520.3621
REGION1,LNDAGRBC1C05,2048,520.0407
REGION1,LNDAGRBC1C05,2049,519.7307
REGION1,LNDAGRBC1C05,2050,519.4294
REGION1,LNDAGRBC1C06,2020,3.4189
REGION1,LNDAGRBC1C06,2021,3.4194
REGION1,LNDAGRBC1C06,2022,3.4199
REGION1,LNDAGRBC1C06,2023,3.4204
REGION1,LNDAGRBC1C06,2024,3.4209
REGION1,LNDAGRBC1C06,2025,3.4215
REGION1,LNDAGRBC1C06,2026,3.422
REGION1,LNDAGRBC1C06,2027,3.4225
REGION1,LNDAGRBC1C06,2028,3.423
REGION1,LNDAGRBC1C06,2029,3.4236
REGION1,LNDAGRBC1C06,2030,3.4241
REGION1,LNDAGRBC1C06,2031,3.4247
REGION1,LNDAGRBC1C06,2032,3.4252
REGION1,LNDAGRBC1C06,2033,3.4258
REGION1,LNDAGRBC1C06,2034,3.4264
REGION1,LNDAGRBC1C06,2035,3.4269
REGION1,LNDAGRBC1C06,2036,3.4275
REGION1,LNDAGRBC1C06,2037,3.4281
REGION1,LNDAGRBC1C06,2038,3.4287
REGION1,LNDAGRBC1C06,2039,3.4293
REGION1,LNDAGRBC1C06,2040,3.4299
REGION1,LNDAGRBC1C06,2041,3.4305
REGION1,LNDAGRBC1C06,2042,3.4311
REGION1,LNDAGRBC1C06,2043,3.4318
REGION1,LNDAGRBC1C06,2044,3.4324
REGION1,LNDAGRBC1C06,2045,3.433
REGION1,LNDAGRBC1C06,2046,3.4337
REGION1,LNDAGRBC1C06,2047,3.4343
REGION1,LNDAGRBC1C06,2048,3.435
REGION1,LNDAGRBC1C06,2049,3.4357
REGION1,LNDAGRBC1C06,2050,3.4364
REGION1,LNDAGRBC1C07,2020,13.0554
REGION1,LNDAGRBC1C07,2021,13.0575
REGION1,LNDAGRBC1C07,2022,13.0596
REGION1,LNDAGRBC1C07,2023,13.0618
REGION1,LNDAGRBC1C07,2024,13.0639
REGION1,LNDAGRBC1C07,2025,13.0661
REGION1,LNDAGRBC1C07,2026,13.0683
REGION1,LNDAGRBC1C07,2027,13.0705
REGION1,LNDAGRBC1C07,2028,13.0728
REGION1,LNDAGRBC1C07,2029,13.0751
REGION1,LNDAGRBC1C07,2030,13.0774
REGION1,LNDAGRBC1C07,2031,13.0797
REGION1,LNDAGRBC1C07,2032,13.0821
REGION1,LNDAGRBC1C07,2033,13.0844
REGION1,LNDAGRBC1C07,2034,13.0868
REGION1,LNDAGRBC1C07,2035,13.0893
REGION1,LNDAGRBC1C07,2036,13.0917
REGION1,LNDAGRBC1C07,2037,13.0942
REGION1,LNDAGRBC1C07,2038,13.0967
REGION1,LNDAGRBC1C07,2039,13.0993
REGION1,LNDAGRBC1C07,2040,13.1018
REGION1,LNDAGRBC1C07,2041,13.1044
REGION1,LNDAGRBC1C07,2042,13.1071
REGION1,LNDAGRBC1C07,2043,13.1097
REGION1,LNDAGRBC1C07,2044,13.1124
REGION1,LNDAGRBC1C07,2045,13.1151
REGION1,LNDAGRBC1C07,2046,13.1179
REGION1,LNDAGRBC1C07,2047,13.1206
REGION1,LNDAGRBC1C07,2048,13.1234
REGION1,LNDAGRBC1C07,2049,13.1263
REGION1,LNDAGRBC1C07,2050,13.1291
REGION1,LNDALFLRBC1,2020,29.3404
REGION1,LNDALFLRBC1,2021,30.5319
