r,t,m,y,TotalAnnualTechnologyActivityByMode
REGION1,DEMRESKER,1,2028,0.88
REGION1,DEMRESKER,1,2029,0.88
REGION1,DEMRESKER,1,2030,0.88
REGION1,DEMRESKER,1,2031,0.88
REGION1,DEMRESKER,1,2032,0.88
REGION1,DEMRESKER,1,2033,0.88
REGION1,DEMRESKER,1,2034,0.88
REGION1,DEMRESKER,1,2035,0.88
REGION1,DEMRESKER,1,2036,0.88
REGION1,DEMRESKER,1,2037,0.87
REGION1,DEMRESKER,1,2038,0.87
REGION1,DEMRESKER,1,2039,0.87
REGION1,DEMRESKER,1,2040,0.86
REGION1,DEMRESNGS,1,2020,81.96
REGION1,DEMRESNGS,1,2021,83.29
REGION1,DEMRESNGS,1,2022,84.55
REGION1,DEMRESNGS,1,2023,86.07
REGION1,DEMRESNGS,1,2024,87.65
REGION1,DEMRESNGS,1,2025,89.07
REGION1,DEMRESNGS,1,2026,90.33
REGION1,DEMRESNGS,1,2027,91.4
REGION1,DEMRESNGS,1,2028,92.48
REGION1,DEMRESNGS,1,2029,93.38
REGION1,DEMRESNGS,1,2030,94.07
REGION1,DEMRESNGS,1,2031,94.8
REGION1,DEMRESNGS,1,2032,95.51
REGION1,DEMRESNGS,1,2033,96.01
REGION1,DEMRESNGS,1,2034,96.57
REGION1,DEMRESNGS,1,2035,96.96
REGION1,DEMRESNGS,1,2036,97.2
REGION1,DEMRESNGS,1,2037,97.34
REGION1,DEMRESNGS,1,2038,97.35
REGION1,DEMRESNGS,1,2039,97.29
REGION1,DEMRESNGS,1,2040,97.17
REGION1,DEMRESNGS,1,2041,99.505
REGION1,DEMRESNGS,1,2042,100.195
REGION1,DEMRESNGS,1,2043,100.884
REGION1,DEMRESNGS,1,2044,101.574
REGION1,DEMRESNGS,1,2045,102.263
REGION1,DEMRESNGS,1,2046,102.952
REGION1,DEMRESNGS,1,2047,103.642
REGION1,DEMRESNGS,1,2048,104.331
REGION1,DEMRESNGS,1,2049,105.021
REGION1,DEMRESNGS,1,2050,105.71
REGION1,DEMTRABIO,1,2020,23.33
REGION1,DEMTRABIO,1,2021,23.0
REGION1,DEMTRABIO,1,2022,22.67
REGION1,DEMTRABIO,1,2023,22.33
REGION1,DEMTRABIO,1,2024,22.04
REGION1,DEMTRABIO,1,2025,21.82
REGION1,DEMTRABIO,1,2026,21.65
REGION1,DEMTRABIO,1,2027,21.51
REGION1,DEMTRABIO,1,2028,21.34
REGION1,DEMTRABIO,1,2029,21.14
REGION1,DEMTRABIO,1,2030,20.95
REGION1,DEMTRABIO,1,2031,20.75
REGION1,DEMTRABIO,1,2032,20.57
REGION1,DEMTRABIO,1,2033,20.34
REGION1,DEMTRABIO,1,2034,20.08
REGION1,DEMTRABIO,1,2035,19.81
REGION1,DEMTRABIO,1,2036,19.53
REGION1,DEMTRABIO,1,2037,19.25
REGION1,DEMTRABIO,1,2038,18.97
REGION1,DEMTRABIO,1,2039,18.7
REGION1,DEMTRABIO,1,2040,18.44
REGION1,DEMTRABIO,1,2041,18.334
REGION1,DEMTRABIO,1,2042,18.101
REGION1,DEMTRABIO,1,2043,17.867
REGION1,DEMTRABIO,1,2044,17.634
REGION1,DEMTRABIO,1,2045,17.4
REGION1,DEMTRABIO,1,2046,17.167
REGION1,DEMTRABIO,1,2047,16.934
REGION1,DEMTRABIO,1,2048,16.7
REGION1,DEMTRABIO,1,2049,16.467
REGION1,DEMTRABIO,1,2050,16.233
REGION1,DEMTRADSL,1,2020,98.81
REGION1,DEMTRADSL,1,2021,97.58
REGION1,DEMTRADSL,1,2022,96.06
REGION1,DEMTRADSL,1,2023,94.79
REGION1,DEMTRADSL,1,2024,93.85
REGION1,DEMTRADSL,1,2025,93.41
REGION1,DEMTRADSL,1,2026,93.19
REGION1,DEMTRADSL,1,2027,93.07
REGION1,DEMTRADSL,1,2028,92.45
REGION1,DEMTRADSL,1,2029,91.89
REGION1,DEMTRADSL,1,2030,91.47
REGION1,DEMTRADSL,1,2031,91.0
REGION1,DEMTRADSL,1,2032,90.19
REGION1,DEMTRADSL,1,2033,89.62
REGION1,DEMTRADSL,1,2034,88.96
REGION1,DEMTRADSL,1,2035,88.29
REGION1,DEMTRADSL,1,2036,87.06
REGION1,DEMTRADSL,1,2037,86.44
REGION1,DEMTRADSL,1,2038,85.86
REGION1,DEMTRADSL,1,2039,85.32
REGION1,DEMTRADSL,1,2040,84.86
REGION1,DEMTRADSL,1,2041,84.184
REGION1,DEMTRADSL,1,2042,83.544
REGION1,DEMTRADSL,1,2043,82.903
REGION1,DEMTRADSL,1,2044,82.262
REGION1,DEMTRADSL,1,2045,81.621
REGION1,DEMTRADSL,1,2046,80.98
REGION1,DEMTRADSL,1,2047,80.339
REGION1,DEMTRADSL,1,2048,79.698
REGION1,DEMTRADSL,1,2049,79.058
REGION1,DEMTRADSL,1,2050,78.417
REGION1,DEMTRAELCB02,1,2020,1.24
REGION1,DEMTRAELCB02,1,2021,1.62
REGION1,DEMTRAELCB02,1,2022,2.08
REGION1,DEMTRAELCB02,1,2023,2.64
REGION1,DEMTRAELCB02,1,2024,3.26
REGION1,DEMTRAELCB02,1,2025,4.06
REGION1,DEMTRAELCB02,1,2026,4.87
REGION1,DEMTRAELCB02,1,2027,5.73
REGION1,DEMTRAELCB02,1,2028,6.61
REGION1,DEMTRAELCB02,1,2029,7.59
REGION1,DEMTRAELCB02,1,2030,8.69
REGION1,DEMTRAELCB02,1,2031,9.9
REGION1,DEMTRAELCB02,1,2032,11.25
REGION1,DEMTRAELCB02,1,2033,12.81
REGION1,DEMTRAELCB02,1,2034,14.36
REGION1,DEMTRAELCB02,1,2035,16.04
REGION1,DEMTRAELCB02,1,2036,17.85
REGION1,DEMTRAELCB02,1,2037,19.79
REGION1,DEMTRAELCB02,1,2038,21.92
REGION1,DEMTRAELCB02,1,2039,24.15
REGION1,DEMTRAELCB02,1,2040,26.42
REGION1,DEMTRAELCB02,1,2041,27.295
REGION1,DEMTRAELCB02,1,2042,29.069
REGION1,DEMTRAELCB02,1,2043,30.843
REGION1,DEMTRAELCB02,1,2044,32.616
REGION1,DEMTRAELCB02,1,2045,34.39
REGION1,DEMTRAELCB02,1,2046,36.164
REGION1,DEMTRAELCB02,1,2047,37.937
REGION1,DEMTRAELCB02,1,2048,39.711
REGION1,DEMTRAELCB02,1,2049,41.485
REGION1,DEMTRAELCB02,1,2050,43.259
REGION1,DEMTRAGSL,1,2020,153.58
REGION1,DEMTRAGSL,1,2021,150.89
REGION1,DEMTRAGSL,1,2022,148.2
REGION1,DEMTRAGSL,1,2023,145.36
REGION1,DEMTRAGSL,1,2024,142.73
REGION1,DEMTRAGSL,1,2025,140.26
REGION1,DEMTRAGSL,1,2026,138.06
REGION1,DEMTRAGSL,1,2027,135.99
REGION1,DEMTRAGSL,1,2028,133.81
REGION1,DEMTRAGSL,1,2029,131.41
REGION1,DEMTRAGSL,1,2030,129.0
REGION1,DEMTRAGSL,1,2031,126.44
REGION1,DEMTRAGSL,1,2032,123.86
REGION1,DEMTRAGSL,1,2033,120.91
REGION1,DEMTRAGSL,1,2034,117.76
REGION1,DEMTRAGSL,1,2035,114.46
REGION1,DEMTRAGSL,1,2036,111.02
REGION1,DEMTRAGSL,1,2037,107.49
REGION1,DEMTRAGSL,1,2038,103.88
REGION1,DEMTRAGSL,1,2039,100.22
REGION1,DEMTRAGSL,1,2040,96.6
REGION1,DEMTRAGSL,1,2041,95.561
REGION1,DEMTRAGSL,1,2042,92.581
REGION1,DEMTRAGSL,1,2043,89.602
REGION1,DEMTRAGSL,1,2044,86.623
REGION1,DEMTRAGSL,1,2045,83.644
REGION1,DEMTRAGSL,1,2046,80.665
REGION1,DEMTRAGSL,1,2047,77.686
REGION1,DEMTRAGSL,1,2048,74.706
REGION1,DEMTRAGSL,1,2049,71.727
REGION1,DEMTRAGSL,1,2050,68.748
REGION1,DEMTRAHFO,1,2020,10.69
REGION1,DEMTRAHFO,1,2021,10.45
REGION1,DEMTRAHFO,1,2022,10.2
REGION1,DEMTRAHFO,1,2023,9.96
REGION1,DEMTRAHFO,1,2024,9.75
REGION1,DEMTRAHFO,1,2025,9.59
REGION1,DEMTRAHFO,1,2026,9.45
REGION1,DEMTRAHFO,1,2027,9.33
REGION1,DEMTRAHFO,1,2028,9.2
REGION1,DEMTRAHFO,1,2029,9.06
REGION1,DEMTRAHFO,1,2030,8.93
REGION1,DEMTRAHFO,1,2031,8.81
REGION1,DEMTRAHFO,1,2032,8.72
REGION1,DEMTRAHFO,1,2033,8.6
REGION1,DEMTRAHFO,1,2034,8.49
REGION1,DEMTRAHFO,1,2035,8.38
REGION1,DEMTRAHFO,1,2036,8.29
REGION1,DEMTRAHFO,1,2037,8.2
REGION1,DEMTRAHFO,1,2038,8.12
REGION1,DEMTRAHFO,1,2039,8.06
REGION1,DEMTRAHFO,1,2040,8.01
REGION1,DEMTRAHFO,1,2041,7.799
REGION1,DEMTRAHFO,1,2042,7.694
REGION1,DEMTRAHFO,1,2043,7.588
REGION1,DEMTRAHFO,1,2044,7.482
REGION1,DEMTRAHFO,1,2045,7.377
REGION1,DEMTRAHFO,1,2046,7.271
REGION1,DEMTRAHFO,1,2047,7.166
REGION1,DEMTRAHFO,1,2048,7.06
REGION1,DEMTRAHFO,1,2049,6.955
REGION1,DEMTRAHFO,1,2050,6.849
REGION1,DEMTRAJFL,1,2020,39.54
REGION1,DEMTRAJFL,1,2021,38.89
REGION1,DEMTRAJFL,1,2022,38.61
REGION1,DEMTRAJFL,1,2023,38.53
REGION1,DEMTRAJFL,1,2024,38.73
REGION1,DEMTRAJFL,1,2025,39.17
REGION1,DEMTRAJFL,1,2026,39.68
REGION1,DEMTRAJFL,1,2027,40.21
REGION1,DEMTRAJFL,1,2028,40.63
REGION1,DEMTRAJFL,1,2029,40.96
REGION1,DEMTRAJFL,1,2030,41.33
REGION1,DEMTRAJFL,1,2031,41.69
REGION1,DEMTRAJFL,1,2032,42.11
REGION1,DEMTRAJFL,1,2033,42.41
REGION1,DEMTRAJFL,1,2034,42.69
REGION1,DEMTRAJFL,1,2035,42.96
REGION1,DEMTRAJFL,1,2036,43.23
REGION1,DEMTRAJFL,1,2037,43.52
REGION1,DEMTRAJFL,1,2038,43.82
REGION1,DEMTRAJFL,1,2039,44.15
REGION1,DEMTRAJFL,1,2040,44.49
REGION1,DEMTRAJFL,1,2041,44.896
REGION1,DEMTRAJFL,1,2042,45.226
REGION1,DEMTRAJFL,1,2043,45.556
REGION1,DEMTRAJFL,1,2044,45.886
REGION1,DEMTRAJFL,1,2045,46.215
REGION1,DEMTRAJFL,1,2046,46.545
REGION1,DEMTRAJFL,1,2047,46.875
REGION1,DEMTRAJFL,1,2048,47.204
REGION1,DEMTRAJFL,1,2049,47.534
REGION1,DEMTRAJFL,1,2050,47.864
REGION1,DEMTRALPG,1,2020,2.66
REGION1,DEMTRALPG,1,2021,2.72
REGION1,DEMTRALPG,1,2022,2.79
REGION1,DEMTRALPG,1,2023,2.86
REGION1,DEMTRALPG,1,2024,2.91
REGION1,DEMTRALPG,1,2025,2.96
REGION1,DEMTRALPG,1,2026,3.02
REGION1,DEMTRALPG,1,2027,3.07
REGION1,DEMTRALPG,1,2028,3.13
REGION1,DEMTRALPG,1,2029,3.17
REGION1,DEMTRALPG,1,2030,3.2
REGION1,DEMTRALPG,1,2031,3.21
REGION1,DEMTRALPG,1,2032,3.2
REGION1,DEMTRALPG,1,2033,3.16
REGION1,DEMTRALPG,1,2034,3.11
REGION1,DEMTRALPG,1,2035,3.03
REGION1,DEMTRALPG,1,2036,2.93
REGION1,DEMTRALPG,1,2037,2.81
REGION1,DEMTRALPG,1,2038,2.68
REGION1,DEMTRALPG,1,2039,2.52
REGION1,DEMTRALPG,1,2040,2.35
REGION1,DEMTRALPG,1,2041,2.603
REGION1,DEMTRALPG,1,2042,2.557
REGION1,DEMTRALPG,1,2043,2.511
REGION1,DEMTRALPG,1,2044,2.464
REGION1,DEMTRALPG,1,2045,2.418
REGION1,DEMTRALPG,1,2046,2.372
REGION1,DEMTRALPG,1,2047,2.326
REGION1,DEMTRALPG,1,2048,2.279
REGION1,DEMTRALPG,1,2049,2.233
REGION1,DEMTRALPG,1,2050,2.187
REGION1,DEMTRANGS,1,2020,1.8
REGION1,DEMTRANGS,1,2021,2.04
REGION1,DEMTRANGS,1,2022,2.6
REGION1,DEMTRANGS,1,2023,2.86
REGION1,DEMTRANGS,1,2024,3.17
REGION1,DEMTRANGS,1,2025,3.55
REGION1,DEMTRANGS,1,2026,3.97
REGION1,DEMTRANGS,1,2027,4.43
REGION1,DEMTRANGS,1,2028,5.16
REGION1,DEMTRANGS,1,2029,5.58
REGION1,DEMTRANGS,1,2030,6.04
REGION1,DEMTRANGS,1,2031,6.51
REGION1,DEMTRANGS,1,2032,7.6
REGION1,DEMTRANGS,1,2033,8.08
REGION1,DEMTRANGS,1,2034,8.57
REGION1,DEMTRANGS,1,2035,9.08
REGION1,DEMTRANGS,1,2036,10.15
REGION1,DEMTRANGS,1,2037,10.73
REGION1,DEMTRANGS,1,2038,11.35
REGION1,DEMTRANGS,1,2039,12.04
REGION1,DEMTRANGS,1,2040,12.79
REGION1,DEMTRANGS,1,2041,13.207
REGION1,DEMTRANGS,1,2042,13.84
REGION1,DEMTRANGS,1,2043,14.474
REGION1,DEMTRANGS,1,2044,15.108
REGION1,DEMTRANGS,1,2045,15.741
REGION1,DEMTRANGS,1,2046,16.375
REGION1,DEMTRANGS,1,2047,17.008
REGION1,DEMTRANGS,1,2048,17.642
REGION1,DEMTRANGS,1,2049,18.275
REGION1,DEMTRANGS,1,2050,18.909
REGION1,IMPDSL,1,2020,222.15
REGION1,IMPDSL,1,2021,221.328
REGION1,IMPDSL,1,2022,219.707
REGION1,IMPDSL,1,2023,218.392
REGION1,IMPDSL,1,2024,218.774
REGION1,IMPDSL,1,2025,219.701
REGION1,IMPDSL,1,2026,221.406
REGION1,IMPDSL,1,2027,223.13
REGION1,IMPDSL,1,2028,223.855
REGION1,IMPDSL,1,2029,223.904
REGION1,IMPDSL,1,2030,224.25
REGION1,IMPDSL,1,2031,224.71
REGION1,IMPDSL,1,2032,225.017
REGION1,IMPDSL,1,2033,225.219
REGION1,IMPDSL,1,2034,225.285
REGION1,IMPDSL,1,2035,225.392
REGION1,IMPDSL,1,2036,225.033
REGION1,IMPDSL,1,2037,225.426
REGION1,IMPDSL,1,2038,226.011
REGION1,IMPDSL,1,2039,226.78
REGION1,IMPDSL,1,2040,227.754
REGION1,IMPDSL,1,2041,227.366
REGION1,IMPDSL,1,2042,227.677
REGION1,IMPDSL,1,2043,227.988
REGION1,IMPDSL,1,2044,228.299
REGION1,IMPDSL,1,2045,228.609
REGION1,IMPDSL,1,2046,228.92
REGION1,IMPDSL,1,2047,229.231
REGION1,IMPDSL,1,2048,229.542
REGION1,IMPDSL,1,2049,229.853
REGION1,IMPDSL,1,2050,230.164
REGION1,IMPGSL,1,2020,153.58
REGION1,IMPGSL,1,2021,150.89
REGION1,IMPGSL,1,2022,148.2
REGION1,IMPGSL,1,2023,145.36
REGION1,IMPGSL,1,2024,142.73
REGION1,IMPGSL,1,2025,140.26
REGION1,IMPGSL,1,2026,138.06
REGION1,IMPGSL,1,2027,135.99
REGION1,IMPGSL,1,2028,133.81
REGION1,IMPGSL,1,2029,131.41
REGION1,IMPGSL,1,2030,129.0
REGION1,IMPGSL,1,2031,126.44
REGION1,IMPGSL,1,2032,123.86
REGION1,IMPGSL,1,2033,120.91
REGION1,IMPGSL,1,2034,117.76
REGION1,IMPGSL,1,2035,114.46
REGION1,IMPGSL,1,2036,111.02
REGION1,IMPGSL,1,2037,107.49
REGION1,IMPGSL,1,2038,103.88
REGION1,IMPGSL,1,2039,100.22
REGION1,IMPGSL,1,2040,96.6
REGION1,IMPGSL,1,2041,95.561
REGION1,IMPGSL,1,2042,92.581
REGION1,IMPGSL,1,2043,89.602
REGION1,IMPGSL,1,2044,86.623
REGION1,IMPGSL,1,2045,83.644
REGION1,IMPGSL,1,2046,80.665
REGION1,IMPGSL,1,2047,77.686
REGION1,IMPGSL,1,2048,74.706
REGION1,IMPGSL,1,2049,71.727
REGION1,IMPGSL,1,2050,68.748
REGION1,IMPHFO,1,2020,10.69
REGION1,IMPHFO,1,2021,10.45
REGION1,IMPHFO,1,2022,10.2
REGION1,IMPHFO,1,2023,9.96
REGION1,IMPHFO,1,2024,9.75
REGION1,IMPHFO,1,2025,9.59
REGION1,IMPHFO,1,2026,9.45
REGION1,IMPHFO,1,2027,9.33
REGION1,IMPHFO,1,2028,9.2
REGION1,IMPHFO,1,2029,9.06
REGION1,IMPHFO,1,2030,8.93
REGION1,IMPHFO,1,2031,8.81
REGION1,IMPHFO,1,2032,8.72
REGION1,IMPHFO,1,2033,8.6
REGION1,IMPHFO,1,2034,8.49
REGION1,IMPHFO,1,2035,8.38
REGION1,IMPHFO,1,2036,8.29
REGION1,IMPHFO,1,2037,8.2
REGION1,IMPHFO,1,2038,8.12
REGION1,IMPHFO,1,2039,8.06
REGION1,IMPHFO,1,2040,8.01
REGION1,IMPHFO,1,2041,7.799
REGION1,IMPHFO,1,2042,7.694
REGION1,IMPHFO,1,2043,7.588
REGION1,IMPHFO,1,2044,7.482
REGION1,IMPHFO,1,2045,7.377
REGION1,IMPHFO,1,2046,7.271
REGION1,IMPHFO,1,2047,7.166
REGION1,IMPHFO,1,2048,7.06
REGION1,IMPHFO,1,2049,6.955
REGION1,IMPHFO,1,2050,6.849
REGION1,IMPJFL,1,2020,39.54
REGION1,IMPJFL,1,2021,38.89
REGION1,IMPJFL,1,2022,38.61
REGION1,IMPJFL,1,2023,38.53
REGION1,IMPJFL,1,2024,38.73
REGION1,IMPJFL,1,2025,39.17
REGION1,IMPJFL,1,2026,39.68
REGION1,IMPJFL,1,2027,40.21
REGION1,IMPJFL,1,2028,40.63
REGION1,IMPJFL,1,2029,40.96
REGION1,IMPJFL,1,2030,41.33
REGION1,IMPJFL,1,2031,41.69
REGION1,IMPJFL,1,2032,42.11
REGION1,IMPJFL,1,2033,42.41
REGION1,IMPJFL,1,2034,42.69
REGION1,IMPJFL,1,2035,42.96
REGION1,IMPJFL,1,2036,43.23
REGION1,IMPJFL,1,2037,43.52
REGION1,IMPJFL,1,2038,43.82
REGION1,IMPJFL,1,2039,44.15
REGION1,IMPJFL,1,2040,44.49
REGION1,IMPJFL,1,2041,44.896
REGION1,IMPJFL,1,2042,45.226
REGION1,IMPJFL,1,2043,45.556
REGION1,IMPJFL,1,2044,45.886
REGION1,IMPJFL,1,2045,46.215
REGION1,IMPJFL,1,2046,46.545
REGION1,IMPJFL,1,2047,46.875
REGION1,IMPJFL,1,2048,47.204
REGION1,IMPJFL,1,2049,47.534
REGION1,IMPJFL,1,2050,47.864
REGION1,IMPKER,1,2020,11.41
REGION1,IMPKER,1,2021,11.65
REGION1,IMPKER,1,2022,11.86
REGION1,IMPKER,1,2023,12.04
REGION1,IMPKER,1,2024,12.2
REGION1,IMPKER,1,2025,12.35
REGION1,IMPKER,1,2026,12.53
REGION1,IMPKER,1,2027,12.71
REGION1,IMPKER,1,2028,12.91
REGION1,IMPKER,1,2029,13.11
REGION1,IMPKER,1,2030,13.29
REGION1,IMPKER,1,2031,13.45
REGION1,IMPKER,1,2032,13.61
REGION1,IMPKER,1,2033,13.75
REGION1,IMPKER,1,2034,13.9
REGION1,IMPKER,1,2035,14.04
REGION1,IMPKER,1,2036,14.17
REGION1,IMPKER,1,2037,14.27
REGION1,IMPKER,1,2038,14.38
REGION1,IMPKER,1,2039,14.47
REGION1,IMPKER,1,2040,14.56
REGION1,IMPKER,1,2041,14.196
REGION1,IMPKER,1,2042,14.384
REGION1,IMPKER,1,2043,14.573
REGION1,IMPKER,1,2044,14.761
REGION1,IMPKER,1,2045,14.949
REGION1,IMPKER,1,2046,15.137
REGION1,IMPKER,1,2047,15.325
REGION1,IMPKER,1,2048,15.513
REGION1,IMPKER,1,2049,15.701
REGION1,IMPKER,1,2050,15.89
REGION1,IMPLPG,1,2020,2.66
REGION1,IMPLPG,1,2021,2.72
REGION1,IMPLPG,1,2022,2.79
REGION1,IMPLPG,1,2023,2.86
REGION1,IMPLPG,1,2024,2.91
REGION1,IMPLPG,1,2025,2.96
REGION1,IMPLPG,1,2026,3.02
REGION1,IMPLPG,1,2027,3.07
REGION1,IMPLPG,1,2028,3.13
REGION1,IMPLPG,1,2029,3.17
REGION1,IMPLPG,1,2030,3.2
REGION1,IMPLPG,1,2031,3.21
REGION1,IMPLPG,1,2032,3.2
REGION1,IMPLPG,1,2033,3.16
REGION1,IMPLPG,1,2034,3.11
REGION1,IMPLPG,1,2035,3.03
REGION1,IMPLPG,1,2036,2.93
REGION1,IMPLPG,1,2037,2.81
REGION1,IMPLPG,1,2038,2.68
REGION1,IMPLPG,1,2039,2.52
REGION1,IMPLPG,1,2040,2.35
REGION1,IMPLPG,1,2041,2.603
REGION1,IMPLPG,1,2042,2.557
REGION1,IMPLPG,1,2043,2.511
REGION1,IMPLPG,1,2044,2.464
REGION1,IMPLPG,1,2045,2.418
REGION1,IMPLPG,1,2046,2.372
REGION1,IMPLPG,1,2047,2.326
REGION1,IMPLPG,1,2048,2.279
REGION1,IMPLPG,1,2049,2.233
REGION1,IMPLPG,1,2050,2.187
REGION1,LNDAGRBC1C01,55,2020,27.312
REGION1,LNDAGRBC1C01,55,2021,27.312
REGION1,LNDAGRBC1C01,55,2022,27.312
REGION1,LNDAGRBC1C01,55,2023,27.312
REGION1,LNDAGRBC1C01,55,2024,27.312
REGION1,LNDAGRBC1C01,55,2025,27.312
REGION1,LNDAGRBC1C01,55,2026,27.312
REGION1,LNDAGRBC1C01,55,2027,27.312
REGION1,LNDAGRBC1C01,55,2028,27.312
REGION1,LNDAGRBC1C01,55,2029,27.312
REGION1,LNDAGRBC1C01,55,2030,27.312
REGION1,LNDAGRBC1C01,55,2031,27.312
REGION1,LNDAGRBC1C01,55,2032,27.312
REGION1,LNDAGRBC1C01,55,2033,27.312
REGION1,LNDAGRBC1C01,55,2034,27.312
REGION1,LNDAGRBC1C01,55,2035,27.312
REGION1,LNDAGRBC1C01,55,2036,27.312
REGION1,LNDAGRBC1C01,55,2037,27.312
REGION1,LNDAGRBC1C01,55,2038,27.312
REGION1,LNDAGRBC1C01,55,2039,27.312
REGION1,LNDAGRBC1C01,55,2040,27.312
REGION1,LNDAGRBC1C01,55,2041,27.312
REGION1,LNDAGRBC1C01,55,2042,27.312
REGION1,LNDAGRBC1C01,55,2043,27.312
REGION1,LNDAGRBC1C01,55,2044,27.312
REGION1,LNDAGRBC1C01,55,2045,27.312
REGION1,LNDAGRBC1C01,55,2046,27.312
REGION1,LNDAGRBC1C01,55,2047,27.312
REGION1,LNDAGRBC1C01,55,2048,27.312
REGION1,LNDAGRBC1C01,55,2049,27.312
REGION1,LNDAGRBC1C01,55,2050,27.312
REGION1,LNDAGRBC1C01,51,2020,140.7534
REGION1,LNDAGRBC1C01,51,2021,140.7534
REGION1,LNDAGRBC1C01,51,2022,140.7534
REGION1,LNDAGRBC1C01,51,2023,140.7534
REGION1,LNDAGRBC1C01,51,2024,140.7534
REGION1,LNDAGRBC1C01,51,2025,140.7534
REGION1,LNDAGRBC1C01,51,2026,140.7534
REGION1,LNDAGRBC1C01,51,2027,140.7534
REGION1,LNDAGRBC1C01,51,2028,140.7534
REGION1,LNDAGRBC1C01,51,2029,140.7534
REGION1,LNDAGRBC1C01,51,2030,140.7534
REGION1,LNDAGRBC1C01,51,2031,140.7534
REGION1,LNDAGRBC1C01,51,2032,140.7534
REGION1,LNDAGRBC1C01,51,2033,140.7534
REGION1,LNDAGRBC1C01,51,2034,140.7534
REGION1,LNDAGRBC1C01,51,2035,140.7534
REGION1,LNDAGRBC1C01,51,2036,140.7534
REGION1,LNDAGRBC1C01,51,2037,140.7534
REGION1,LNDAGRBC1C01,51,2038,140.7534
REGION1,LNDAGRBC1C01,51,2039,140.7534
REGION1,LNDAGRBC1C01,51,2040,140.7534
REGION1,LNDAGRBC1C01,51,2041,140.7534
REGION1,LNDAGRBC1C01,51,2042,140.7534
REGION1,LNDAGRBC1C01,51,2043,140.7534
REGION1,LNDAGRBC1C01,51,2044,140.7534
REGION1,LNDAGRBC1C01,51,2045,140.7534
REGION1,LNDAGRBC1C01,51,2046,140.7534
REGION1,LNDAGRBC1C01,51,2047,140.7534
REGION1,LNDAGRBC1C01,51,2048,140.7534
REGION1,LNDAGRBC1C01,51,2049,140.7534
REGION1,LNDAGRBC1C01,51,2050,140.7534
REGION1,LNDAGRBC1C01,53,2020,109.1289
REGION1,LNDAGRBC1C01,53,2021,109.1289
REGION1,LNDAGRBC1C01,53,2022,109.1289
REGION1,LNDAGRBC1C01,53,2023,109.1289
REGION1,LNDAGRBC1C01,53,2024,109.1289
REGION1,LNDAGRBC1C01,53,2025,109.1289
REGION1,LNDAGRBC1C01,53,2026,109.1289
REGION1,LNDAGRBC1C01,53,2027,109.1289
REGION1,LNDAGRBC1C01,53,2028,109.1289
REGION1,LNDAGRBC1C01,53,2029,109.1289
REGION1,LNDAGRBC1C01,53,2030,109.1289
REGION1,LNDAGRBC1C01,53,2031,109.1289
REGION1,LNDAGRBC1C01,53,2032,109.1289
REGION1,LNDAGRBC1C01,53,2033,109.1289
REGION1,LNDAGRBC1C01,53,2034,109.1289
REGION1,LNDAGRBC1C01,53,2035,109.1289
REGION1,LNDAGRBC1C01,53,2036,109.1289
REGION1,LNDAGRBC1C01,53,2037,109.1289
REGION1,LNDAGRBC1C01,53,2038,109.1289
REGION1,LNDAGRBC1C01,53,2039,109.1289
REGION1,LNDAGRBC1C01,53,2040,109.1289
REGION1,LNDAGRBC1C01,53,2041,109.1289
REGION1,LNDAGRBC1C01,53,2042,109.1289
REGION1,LNDAGRBC1C01,53,2043,109.1289
REGION1,LNDAGRBC1C01,53,2044,109.1289
REGION1,LNDAGRBC1C01,53,2045,109.1289
REGION1,LNDAGRBC1C01,53,2046,109.1289
REGION1,LNDAGRBC1C01,53,2047,109.1289
REGION1,LNDAGRBC1C01,53,2048,109.1289
REGION1,LNDAGRBC1C01,53,2049,109.1289
REGION1,LNDAGRBC1C01,53,2050,109.1289
REGION1,LNDAGRBC1C01,54,2020,0.4193
REGION1,LNDAGRBC1C01,54,2021,0.4239
REGION1,LNDAGRBC1C01,54,2022,0.4286
REGION1,LNDAGRBC1C01,54,2023,0.4333
REGION1,LNDAGRBC1C01,54,2024,0.4381
REGION1,LNDAGRBC1C01,54,2025,0.4429
REGION1,LNDAGRBC1C01,54,2026,0.4478
REGION1,LNDAGRBC1C01,54,2027,0.4527
REGION1,LNDAGRBC1C01,54,2028,0.4577
REGION1,LNDAGRBC1C01,54,2029,0.4627
REGION1,LNDAGRBC1C01,54,2030,0.4678
REGION1,LNDAGRBC1C01,54,2031,0.4729
REGION1,LNDAGRBC1C01,54,2032,0.4782
REGION1,LNDAGRBC1C01,54,2033,0.4834
REGION1,LNDAGRBC1C01,54,2034,0.4887
REGION1,LNDAGRBC1C01,54,2035,0.4941
REGION1,LNDAGRBC1C01,54,2036,0.4995
REGION1,LNDAGRBC1C01,54,2037,0.505
REGION1,LNDAGRBC1C01,54,2038,0.5106
REGION1,LNDAGRBC1C01,54,2039,0.5162
REGION1,LNDAGRBC1C01,54,2040,0.5219
REGION1,LNDAGRBC1C01,54,2041,0.5276
REGION1,LNDAGRBC1C01,54,2042,0.5334
REGION1,LNDAGRBC1C01,54,2043,0.5393
REGION1,LNDAGRBC1C01,54,2044,0.5452
REGION1,LNDAGRBC1C01,54,2045,0.5512
REGION1,LNDAGRBC1C01,54,2046,0.5573
REGION1,LNDAGRBC1C01,54,2047,0.5634
