r,t,y,NewCapacity
REGION1,DEMCOMNGS,2034,96.596
REGION1,DEMCOMNGS,2035,97.3131
REGION1,DEMCOMNGS,2036,97.9293
REGION1,DEMCOMNGS,2037,98.4242
REGION1,DEMCOMNGS,2038,98.9192
REGION1,DEMCOMNGS,2039,99.4141
REGION1,DEMCOMNGS,2040,99.9192
REGION1,DEMCOMNGS,2041,103.2687
REGION1,DEMCOMNGS,2042,104.305
REGION1,DEMCOMNGS,2043,105.3414
REGION1,DEMCOMNGS,2044,106.3768
REGION1,DEMCOMNGS,2045,107.4131
REGION1,DEMCOMNGS,2046,108.4485
REGION1,DEMCOMNGS,2047,109.4848
REGION1,DEMCOMNGS,2048,110.5202
REGION1,DEMCOMNGS,2049,111.5566
REGION1,DEMCOMNGS,2050,112.5929
REGION1,DEMINDBIO,2020,161.6566
REGION1,DEMINDBIO,2021,162.3131
REGION1,DEMINDBIO,2022,162.7475
REGION1,DEMINDBIO,2023,163.4646
REGION1,DEMINDBIO,2024,164.2828
REGION1,DEMINDBIO,2025,163.7778
REGION1,DEMINDBIO,2026,163.5556
REGION1,DEMINDBIO,2027,163.4546
REGION1,DEMINDBIO,2028,163.3131
REGION1,DEMINDBIO,2029,162.7071
REGION1,DEMINDBIO,2030,161.9293
REGION1,DEMINDBIO,2031,160.9293
REGION1,DEMINDBIO,2032,159.7778
REGION1,DEMINDBIO,2033,158.4848
REGION1,DEMINDBIO,2034,156.9596
REGION1,DEMINDBIO,2035,155.6566
REGION1,DEMINDBIO,2036,154.3232
REGION1,DEMINDBIO,2037,153.0
REGION1,DEMINDBIO,2038,151.7273
REGION1,DEMINDBIO,2039,150.5252
REGION1,DEMINDBIO,2040,149.3636
REGION1,DEMINDBIO,2041,148.8606
REGION1,DEMINDBIO,2042,147.7546
REGION1,DEMINDBIO,2043,146.6475
REGION1,DEMINDBIO,2044,145.5404
REGION1,DEMINDBIO,2045,144.4343
REGION1,DEMINDBIO,2046,143.3273
REGION1,DEMINDBIO,2047,142.2212
REGION1,DEMINDBIO,2048,141.1141
REGION1,DEMINDBIO,2049,140.0081
REGION1,DEMINDBIO,2050,138.901
REGION1,DEMINDDSL,2020,109.5556
REGION1,DEMINDDSL,2021,109.2222
REGION1,DEMINDDSL,2022,108.4646
REGION1,DEMINDDSL,2023,108.0303
REGION1,DEMINDDSL,2024,108.4141
REGION1,DEMINDDSL,2025,109.2424
REGION1,DEMINDDSL,2026,110.5556
REGION1,DEMINDDSL,2027,111.7475
REGION1,DEMINDDSL,2028,112.3939
REGION1,DEMINDDSL,2029,112.4141
REGION1,DEMINDDSL,2030,112.505
REGION1,DEMINDDSL,2031,112.7778
REGION1,DEMINDDSL,2032,113.2525
REGION1,DEMINDDSL,2033,113.3838
REGION1,DEMINDDSL,2034,113.4444
REGION1,DEMINDDSL,2035,113.5758
REGION1,DEMINDDSL,2036,113.798
REGION1,DEMINDDSL,2037,114.1616
REGION1,DEMINDDSL,2038,114.6768
REGION1,DEMINDDSL,2039,115.3434
REGION1,DEMINDDSL,2040,116.1313
REGION1,DEMINDDSL,2041,115.7636
REGION1,DEMINDDSL,2042,116.0657
REGION1,DEMINDDSL,2043,116.3687
REGION1,DEMINDDSL,2044,116.6707
REGION1,DEMINDDSL,2045,116.9727
REGION1,DEMINDDSL,2046,117.2758
REGION1,DEMINDDSL,2047,117.5778
REGION1,DEMINDDSL,2048,117.8808
REGION1,DEMINDDSL,2049,118.1828
REGION1,DEMINDDSL,2050,118.4848
REGION1,DEMINDELCB02,2020,146.0911
REGION1,DEMINDELCB02,2021,146.4667
REGION1,DEMINDELCB02,2022,147.0011
REGION1,DEMINDELCB02,2023,147.8389
REGION1,DEMINDELCB02,2024,150.3378
REGION1,DEMINDELCB02,2025,153.3856
REGION1,DEMINDELCB02,2026,158.3256
REGION1,DEMINDELCB02,2027,158.2678
REGION1,DEMINDELCB02,2028,157.6033
REGION1,DEMINDELCB02,2029,156.7222
REGION1,DEMINDELCB02,2030,158.34
REGION1,DEMINDELCB02,2031,160.8822
REGION1,DEMINDELCB02,2032,163.1644
REGION1,DEMINDELCB02,2033,162.37
REGION1,DEMINDELCB02,2034,160.7811
REGION1,DEMINDELCB02,2035,159.4378
REGION1,DEMINDELCB02,2036,158.2389
REGION1,DEMINDELCB02,2037,157.1989
REGION1,DEMINDELCB02,2038,156.4911
REGION1,DEMINDELCB02,2039,155.7978
REGION1,DEMINDELCB02,2040,155.1044
REGION1,DEMINDELCB02,2041,155.1044
REGION1,DEMINDELCB02,2042,154.4732
REGION1,DEMINDELCB02,2043,153.8434
REGION1,DEMINDELCB02,2044,153.2122
REGION1,DEMINDELCB02,2045,152.581
REGION1,DEMINDELCB02,2046,151.9498
REGION1,DEMINDELCB02,2047,151.3186
REGION1,DEMINDELCB02,2048,150.6873
REGION1,DEMINDELCB02,2049,150.0561
REGION1,DEMINDELCB02,2050,149.4249
REGION1,DEMINDNGS,2020,227.1313
REGION1,DEMINDNGS,2021,221.5354
REGION1,DEMINDNGS,2022,216.0808
REGION1,DEMINDNGS,2023,213.7677
REGION1,DEMINDNGS,2024,223.5758
REGION1,DEMINDNGS,2025,245.2828
REGION1,DEMINDNGS,2026,277.9091
REGION1,DEMINDNGS,2027,286.0303
REGION1,DEMINDNGS,2028,287.4848
REGION1,DEMINDNGS,2029,289.4546
REGION1,DEMINDNGS,2030,307.7778
REGION1,DEMINDNGS,2031,333.798
REGION1,DEMINDNGS,2032,350.0303
REGION1,DEMINDNGS,2033,348.8182
REGION1,DEMINDNGS,2034,347.9293
REGION1,DEMINDNGS,2035,348.0909
REGION1,DEMINDNGS,2036,348.0707
REGION1,DEMINDNGS,2037,347.7172
REGION1,DEMINDNGS,2038,347.7071
REGION1,DEMINDNGS,2039,347.9697
REGION1,DEMINDNGS,2040,348.303
REGION1,DEMINDNGS,2041,371.9747
REGION1,DEMINDNGS,2042,377.496
REGION1,DEMINDNGS,2043,383.0172
REGION1,DEMINDNGS,2044,388.5384
REGION1,DEMINDNGS,2045,394.0596
REGION1,DEMINDNGS,2046,399.5808
REGION1,DEMINDNGS,2047,405.102
REGION1,DEMINDNGS,2048,410.6232
REGION1,DEMINDNGS,2049,416.1444
REGION1,DEMINDNGS,2050,421.6657
REGION1,DEMPUBSURBC1,2020,0.8586
REGION1,DEMPUBSURBC1,2021,0.8687
REGION1,DEMPUBSURBC1,2022,0.8687
REGION1,DEMPUBSURBC1,2023,0.8788
REGION1,DEMPUBSURBC1,2024,0.8889
REGION1,DEMPUBSURBC1,2025,0.899
REGION1,DEMPUBSURBC1,2026,0.9091
REGION1,DEMPUBSURBC1,2027,0.9192
REGION1,DEMPUBSURBC1,2028,0.9293
REGION1,DEMPUBSURBC1,2029,0.9394
REGION1,DEMPUBSURBC1,2030,0.9495
REGION1,DEMPUBSURBC1,2031,0.9596
REGION1,DEMPUBSURBC1,2032,0.9697
REGION1,DEMPUBSURBC1,2033,0.9899
REGION1,DEMPUBSURBC1,2034,1.0
REGION1,DEMPUBSURBC1,2035,1.0101
REGION1,DEMPUBSURBC1,2036,1.0202
REGION1,DEMPUBSURBC1,2037,1.0303
REGION1,DEMPUBSURBC1,2038,1.0404
REGION1,DEMPUBSURBC1,2039,1.0505
REGION1,DEMPUBSURBC1,2040,1.0606
REGION1,DEMPUBSURBC1,2041,1.0707
REGION1,DEMPUBSURBC1,2042,1.0909
REGION1,DEMPUBSURBC1,2043,1.101
REGION1,DEMPUBSURBC1,2044,1.1111
REGION1,DEMPUBSURBC1,2045,1.1212
REGION1,DEMPUBSURBC1,2046,1.1313
REGION1,DEMPUBSURBC1,2047,1.1515
REGION1,DEMPUBSURBC1,2048,1.1616
REGION1,DEMPUBSURBC1,2049,1.1717
REGION1,DEMPUBSURBC1,2050,1.1818
REGION1,DEMPWRBIO,2020,37.2722
REGION1,DEMPWRBIO,2021,37.2722
REGION1,DEMPWRBIO,2022,37.2722
REGION1,DEMPWRBIO,2023,37.2722
REGION1,DEMPWRBIO,2024,37.2722
REGION1,DEMPWRBIO,2025,37.2722
REGION1,DEMPWRBIO,2026,37.2722
REGION1,DEMPWRBIO,2027,37.2722
REGION1,DEMPWRBIO,2028,37.2722
REGION1,DEMPWRBIO,2029,37.2722
REGION1,DEMPWRBIO,2030,37.2722
REGION1,DEMPWRBIO,2031,37.2722
REGION1,DEMPWRBIO,2032,37.2722
REGION1,DEMPWRBIO,2033,37.2722
REGION1,DEMPWRBIO,2034,37.2722
REGION1,DEMPWRBIO,2035,37.2722
REGION1,DEMPWRBIO,2036,37.2722
REGION1,DEMPWRBIO,2037,37.2722
REGION1,DEMPWRBIO,2038,37.2722
REGION1,DEMPWRBIO,2039,37.2722
REGION1,DEMPWRBIO,2040,37.2722
REGION1,DEMPWRBIO,2041,37.2722
REGION1,DEMPWRBIO,2042,37.2722
REGION1,DEMPWRBIO,2043,37.2722
REGION1,DEMPWRBIO,2044,37.2722
REGION1,DEMPWRBIO,2045,37.2722
REGION1,DEMPWRBIO,2046,37.2722
REGION1,DEMPWRBIO,2047,37.2722
REGION1,DEMPWRBIO,2048,37.2722
REGION1,DEMPWRBIO,2049,37.2722
REGION1,DEMPWRBIO,2050,37.2722
REGION1,DEMPWRGEO,2042,10.1898
REGION1,DEMPWRGEO,2043,41.4611
REGION1,DEMPWRGEO,2044,59.3497
REGION1,DEMPWRGEO,2045,83.9399
REGION1,DEMPWRGEO,2046,127.3556
REGION1,DEMPWRGEO,2047,146.4806
REGION1,DEMPWRGEO,2048,164.3767
REGION1,DEMPWRGEO,2049,182.2802
REGION1,DEMPWRGEO,2050,200.1762
REGION1,DEMPWRHYD,2020,337.758
REGION1,DEMPWRHYD,2021,340.2166
REGION1,DEMPWRHYD,2022,342.0074
REGION1,DEMPWRHYD,2023,343.9159
REGION1,DEMPWRHYD,2024,346.523
REGION1,DEMPWRHYD,2025,368.976
REGION1,DEMPWRHYD,2026,373.4891
REGION1,DEMPWRHYD,2027,375.5779
REGION1,DEMPWRHYD,2028,377.0435
REGION1,DEMPWRHYD,2029,378.4611
REGION1,DEMPWRHYD,2030,381.1252
REGION1,DEMPWRHYD,2031,384.5754
REGION1,DEMPWRHYD,2032,388.0567
REGION1,DEMPWRHYD,2033,390.1765
REGION1,DEMPWRHYD,2034,391.3831
REGION1,DEMPWRHYD,2035,392.7627
REGION1,DEMPWRHYD,2036,394.2955
REGION1,DEMPWRHYD,2037,395.9875
REGION1,DEMPWRHYD,2038,398.1317
REGION1,DEMPWRHYD,2039,401.1294
REGION1,DEMPWRHYD,2040,403.3062
REGION1,DEMPWRHYD,2041,405.1971
REGION1,DEMPWRHYD,2042,406.86
REGION1,DEMPWRHYD,2043,407.8793
REGION1,DEMPWRHYD,2044,409.3209
REGION1,DEMPWRHYD,2045,410.5722
REGION1,DEMPWRHYD,2046,411.2888
REGION1,DEMPWRHYD,2047,412.6968
REGION1,DEMPWRHYD,2048,414.1389
REGION1,DEMPWRHYD,2049,415.5817
REGION1,DEMPWRHYD,2050,417.0238
REGION1,DEMPWRNGS,2022,10.0404
REGION1,DEMPWRNGS,2023,21.4532
REGION1,DEMPWRNGS,2024,35.6209
REGION1,DEMPWRSOL,2020,0.0403
REGION1,DEMPWRSOL,2021,0.0403
REGION1,DEMPWRSOL,2022,0.0403
REGION1,DEMPWRSOL,2023,0.0403
REGION1,DEMPWRSOL,2024,0.0403
REGION1,DEMPWRSOL,2025,0.0403
REGION1,DEMPWRSOL,2026,0.0403
REGION1,DEMPWRSOL,2027,0.0403
REGION1,DEMPWRSOL,2028,0.0403
REGION1,DEMPWRSOL,2029,0.0403
REGION1,DEMPWRSOL,2030,0.0403
REGION1,DEMPWRSOL,2031,0.0403
REGION1,DEMPWRSOL,2032,0.0403
REGION1,DEMPWRSOL,2033,0.0403
REGION1,DEMPWRSOL,2034,0.0403
REGION1,DEMPWRSOL,2035,0.0403
REGION1,DEMPWRSOL,2036,0.0403
REGION1,DEMPWRSOL,2037,0.0403
REGION1,DEMPWRSOL,2038,0.0403
REGION1,DEMPWRSOL,2039,0.0403
REGION1,DEMPWRSOL,2040,0.0403
REGION1,DEMPWRSURBC1,2020,0.3806
REGION1,DEMPWRSURBC1,2021,0.3806
REGION1,DEMPWRSURBC1,2022,0.465
REGION1,DEMPWRSURBC1,2023,0.5609
REGION1,DEMPWRSURBC1,2024,0.68
REGION1,DEMPWRSURBC1,2025,0.3806
REGION1,DEMPWRSURBC1,2026,0.3806
REGION1,DEMPWRSURBC1,2027,0.3806
REGION1,DEMPWRSURBC1,2028,0.3806
REGION1,DEMPWRSURBC1,2029,0.3806
REGION1,DEMPWRSURBC1,2030,0.3806
REGION1,DEMPWRSURBC1,2031,0.3806
REGION1,DEMPWRSURBC1,2032,0.3806
REGION1,DEMPWRSURBC1,2033,0.3806
REGION1,DEMPWRSURBC1,2034,0.3806
REGION1,DEMPWRSURBC1,2035,0.3806
REGION1,DEMPWRSURBC1,2036,0.3806
REGION1,DEMPWRSURBC1,2037,0.3806
REGION1,DEMPWRSURBC1,2038,0.3806
REGION1,DEMPWRSURBC1,2039,0.3806
REGION1,DEMPWRSURBC1,2040,0.3806
REGION1,DEMPWRSURBC1,2041,0.3806
REGION1,DEMPWRSURBC1,2042,0.3838
REGION1,DEMPWRSURBC1,2043,0.3936
REGION1,DEMPWRSURBC1,2044,0.3993
REGION1,DEMPWRSURBC1,2045,0.407
REGION1,DEMPWRSURBC1,2046,0.4207
REGION1,DEMPWRSURBC1,2047,0.4267
REGION1,DEMPWRSURBC1,2048,0.4323
REGION1,DEMPWRSURBC1,2049,0.438
REGION1,DEMPWRSURBC1,2050,0.4436
REGION1,DEMPWRWND,2020,181.7785
REGION1,DEMPWRWND,2021,197.4817
REGION1,DEMPWRWND,2022,198.1962
REGION1,DEMPWRWND,2023,198.1962
REGION1,DEMPWRWND,2024,198.1962
REGION1,DEMPWRWND,2025,198.1962
REGION1,DEMPWRWND,2026,227.0219
REGION1,DEMPWRWND,2027,240.363
REGION1,DEMPWRWND,2028,249.7237
REGION1,DEMPWRWND,2029,258.7782
REGION1,DEMPWRWND,2030,275.7936
REGION1,DEMPWRWND,2031,294.6462
REGION1,DEMPWRWND,2032,313.3238
REGION1,DEMPWRWND,2033,324.6966
REGION1,DEMPWRWND,2034,331.1703
REGION1,DEMPWRWND,2035,338.5565
REGION1,DEMPWRWND,2036,346.7799
REGION1,DEMPWRWND,2037,355.8211
REGION1,DEMPWRWND,2038,367.3251
REGION1,DEMPWRWND,2039,378.3745
REGION1,DEMPWRWND,2040,390.0535
REGION1,DEMPWRWND,2041,400.21
REGION1,DEMPWRWND,2042,404.7261
REGION1,DEMPWRWND,2043,397.6174
REGION1,DEMPWRWND,2044,397.6174
REGION1,DEMPWRWND,2045,393.7095
REGION1,DEMPWRWND,2046,378.7831
REGION1,DEMPWRWND,2047,378.0686
REGION1,DEMPWRWND,2048,378.0686
REGION1,DEMPWRWND,2049,378.0686
REGION1,DEMPWRWND,2050,378.0686
REGION1,DEMRESBIO,2020,13.1111
REGION1,DEMRESBIO,2021,13.3636
REGION1,DEMRESBIO,2022,13.5859
REGION1,DEMRESBIO,2023,13.8586
REGION1,DEMRESBIO,2024,14.1414
REGION1,DEMRESBIO,2025,14.404
REGION1,DEMRESBIO,2026,14.6566
REGION1,DEMRESBIO,2027,14.8687
REGION1,DEMRESBIO,2028,15.0909
REGION1,DEMRESBIO,2029,15.2929
REGION1,DEMRESBIO,2030,15.4444
REGION1,DEMRESBIO,2031,15.596
REGION1,DEMRESBIO,2032,15.7475
REGION1,DEMRESBIO,2033,15.8586
REGION1,DEMRESBIO,2034,15.9798
REGION1,DEMRESBIO,2035,16.0707
REGION1,DEMRESBIO,2036,16.1212
REGION1,DEMRESBIO,2037,16.1515
REGION1,DEMRESBIO,2038,16.1616
REGION1,DEMRESBIO,2039,16.1414
REGION1,DEMRESBIO,2040,16.1212
REGION1,DEMRESBIO,2041,16.0667
REGION1,DEMRESBIO,2042,16.1515
REGION1,DEMRESBIO,2043,16.2374
REGION1,DEMRESBIO,2044,16.3232
REGION1,DEMRESBIO,2045,16.4081
REGION1,DEMRESBIO,2046,16.4939
REGION1,DEMRESBIO,2047,16.5788
REGION1,DEMRESBIO,2048,16.6646
REGION1,DEMRESBIO,2049,16.7505
REGION1,DEMRESBIO,2050,16.8354
REGION1,DEMRESELCB02,2020,107.5678
REGION1,DEMRESELCB02,2021,109.9656
REGION1,DEMRESELCB02,2022,112.2478
REGION1,DEMRESELCB02,2023,114.7756
REGION1,DEMRESELCB02,2024,117.1011
REGION1,DEMRESELCB02,2025,119.4267
REGION1,DEMRESELCB02,2026,121.6222
REGION1,DEMRESELCB02,2027,123.5867
REGION1,DEMRESELCB02,2028,125.0456
REGION1,DEMRESELCB02,2029,126.3889
REGION1,DEMRESELCB02,2030,127.7322
REGION1,DEMRESELCB02,2031,128.8589
REGION1,DEMRESELCB02,2032,130.0
REGION1,DEMRESELCB02,2033,131.3144
REGION1,DEMRESELCB02,2034,132.1667
REGION1,DEMRESELCB02,2035,132.9178
REGION1,DEMRESELCB02,2036,133.6111
REGION1,DEMRESELCB02,2037,134.29
REGION1,DEMRESELCB02,2038,135.0411
REGION1,DEMRESELCB02,2039,135.7489
REGION1,DEMRESELCB02,2040,136.3844
REGION1,DEMRESELCB02,2041,137.6426
REGION1,DEMRESELCB02,2042,138.4919
REGION1,DEMRESELCB02,2043,139.3398
REGION1,DEMRESELCB02,2044,140.1877
REGION1,DEMRESELCB02,2045,141.037
REGION1,DEMRESELCB02,2046,141.8849
REGION1,DEMRESELCB02,2047,142.7342
REGION1,DEMRESELCB02,2048,143.5821
REGION1,DEMRESELCB02,2049,144.4314
REGION1,DEMRESELCB02,2050,145.2793
REGION1,DEMRESKER,2020,0.8485
REGION1,DEMRESKER,2021,0.8586
REGION1,DEMRESKER,2022,0.8687
REGION1,DEMRESKER,2023,0.8788
REGION1,DEMRESKER,2024,0.8788
REGION1,DEMRESKER,2025,0.8788
REGION1,DEMRESKER,2026,0.8889
REGION1,DEMRESKER,2027,0.8889
REGION1,DEMRESKER,2028,0.8889
REGION1,DEMRESKER,2029,0.8889
REGION1,DEMRESKER,2030,0.8889
REGION1,DEMRESKER,2031,0.8889
REGION1,DEMRESKER,2032,0.8889
REGION1,DEMRESKER,2033,0.8889
REGION1,DEMRESKER,2034,0.8889
REGION1,DEMRESKER,2035,0.8889
REGION1,DEMRESKER,2036,0.8889
REGION1,DEMRESKER,2037,0.8788
REGION1,DEMRESKER,2038,0.8788
REGION1,DEMRESKER,2039,0.8788
REGION1,DEMRESKER,2040,0.8687
REGION1,DEMRESNGS,2020,82.7879
REGION1,DEMRESNGS,2021,84.1313
REGION1,DEMRESNGS,2022,85.404
REGION1,DEMRESNGS,2023,86.9394
REGION1,DEMRESNGS,2024,88.5354
REGION1,DEMRESNGS,2025,89.9697
REGION1,DEMRESNGS,2026,91.2424
REGION1,DEMRESNGS,2027,92.3232
REGION1,DEMRESNGS,2028,93.4141
REGION1,DEMRESNGS,2029,94.3232
REGION1,DEMRESNGS,2030,95.0202
REGION1,DEMRESNGS,2031,95.7576
REGION1,DEMRESNGS,2032,96.4747
REGION1,DEMRESNGS,2033,96.9798
REGION1,DEMRESNGS,2034,97.5455
REGION1,DEMRESNGS,2035,97.9394
REGION1,DEMRESNGS,2036,98.1818
REGION1,DEMRESNGS,2037,98.3232
REGION1,DEMRESNGS,2038,98.3333
REGION1,DEMRESNGS,2039,98.2727
REGION1,DEMRESNGS,2040,98.1515
REGION1,DEMRESNGS,2041,100.5101
REGION1,DEMRESNGS,2042,101.2071
REGION1,DEMRESNGS,2043,101.903
REGION1,DEMRESNGS,2044,102.6
REGION1,DEMRESNGS,2045,103.296
REGION1,DEMRESNGS,2046,103.9919
REGION1,DEMRESNGS,2047,104.6889
REGION1,DEMRESNGS,2048,105.3848
REGION1,DEMRESNGS,2049,106.0818
