r,t,f,y,UseByTechnologyAnnual
REGION1,DEMINDDSL,DSL,2026,109.45
REGION1,DEMINDDSL,DSL,2027,110.63
REGION1,DEMINDDSL,DSL,2028,111.27
REGION1,DEMINDDSL,DSL,2029,111.29
REGION1,DEMINDDSL,DSL,2030,111.38
REGION1,DEMINDDSL,DSL,2031,111.65
REGION1,DEMINDDSL,DSL,2032,112.12
REGION1,DEMINDDSL,DSL,2033,112.25
REGION1,DEMINDDSL,DSL,2034,112.31
REGION1,DEMINDDSL,DSL,2035,112.44
REGION1,DEMINDDSL,DSL,2036,112.66
REGION1,DEMINDDSL,DSL,2037,113.02
REGION1,DEMINDDSL,DSL,2038,113.53
REGION1,DEMINDDSL,DSL,2039,114.19
REGION1,DEMINDDSL,DSL,2040,114.97
REGION1,DEMINDDSL,DSL,2041,114.606
REGION1,DEMINDDSL,DSL,2042,114.905
REGION1,DEMINDDSL,DSL,2043,115.205
REGION1,DEMINDDSL,DSL,2044,115.504
REGION1,DEMINDDSL,DSL,2045,115.803
REGION1,DEMINDDSL,DSL,2046,116.103
REGION1,DEMINDDSL,DSL,2047,116.402
REGION1,DEMINDDSL,DSL,2048,116.702
REGION1,DEMINDDSL,DSL,2049,117.001
REGION1,DEMINDDSL,DSL,2050,117.3
REGION1,DEMINDELCB02,ELCB02,2020,101.14
REGION1,DEMINDELCB02,ELCB02,2021,101.4
REGION1,DEMINDELCB02,ELCB02,2022,101.77
REGION1,DEMINDELCB02,ELCB02,2023,102.35
REGION1,DEMINDELCB02,ELCB02,2024,104.08
REGION1,DEMINDELCB02,ELCB02,2025,106.19
REGION1,DEMINDELCB02,ELCB02,2026,109.61
REGION1,DEMINDELCB02,ELCB02,2027,109.57
REGION1,DEMINDELCB02,ELCB02,2028,109.11
REGION1,DEMINDELCB02,ELCB02,2029,108.5
REGION1,DEMINDELCB02,ELCB02,2030,109.62
REGION1,DEMINDELCB02,ELCB02,2031,111.38
REGION1,DEMINDELCB02,ELCB02,2032,112.96
REGION1,DEMINDELCB02,ELCB02,2033,112.41
REGION1,DEMINDELCB02,ELCB02,2034,111.31
REGION1,DEMINDELCB02,ELCB02,2035,110.38
REGION1,DEMINDELCB02,ELCB02,2036,109.55
REGION1,DEMINDELCB02,ELCB02,2037,108.83
REGION1,DEMINDELCB02,ELCB02,2038,108.34
REGION1,DEMINDELCB02,ELCB02,2039,107.86
REGION1,DEMINDELCB02,ELCB02,2040,107.38
REGION1,DEMINDELCB02,ELCB02,2041,107.38
REGION1,DEMINDELCB02,ELCB02,2042,106.943
REGION1,DEMINDELCB02,ELCB02,2043,106.507
REGION1,DEMINDELCB02,ELCB02,2044,106.07
REGION1,DEMINDELCB02,ELCB02,2045,105.633
REGION1,DEMINDELCB02,ELCB02,2046,105.196
REGION1,DEMINDELCB02,ELCB02,2047,104.759
REGION1,DEMINDELCB02,ELCB02,2048,104.322
REGION1,DEMINDELCB02,ELCB02,2049,103.885
REGION1,DEMINDELCB02,ELCB02,2050,103.448
REGION1,DEMINDNGS,NGS,2020,224.86
REGION1,DEMINDNGS,NGS,2021,219.32
REGION1,DEMINDNGS,NGS,2022,213.92
REGION1,DEMINDNGS,NGS,2023,211.63
REGION1,DEMINDNGS,NGS,2024,221.34
REGION1,DEMINDNGS,NGS,2025,242.83
REGION1,DEMINDNGS,NGS,2026,275.13
REGION1,DEMINDNGS,NGS,2027,283.17
REGION1,DEMINDNGS,NGS,2028,284.61
REGION1,DEMINDNGS,NGS,2029,286.5601
REGION1,DEMINDNGS,NGS,2030,304.7
REGION1,DEMINDNGS,NGS,2031,330.46
REGION1,DEMINDNGS,NGS,2032,346.53
REGION1,DEMINDNGS,NGS,2033,345.33
REGION1,DEMINDNGS,NGS,2034,344.45
REGION1,DEMINDNGS,NGS,2035,344.61
REGION1,DEMINDNGS,NGS,2036,344.59
REGION1,DEMINDNGS,NGS,2037,344.24
REGION1,DEMINDNGS,NGS,2038,344.23
REGION1,DEMINDNGS,NGS,2039,344.49
REGION1,DEMINDNGS,NGS,2040,344.82
REGION1,DEMINDNGS,NGS,2041,368.255
REGION1,DEMINDNGS,NGS,2042,373.721
REGION1,DEMINDNGS,NGS,2043,379.187
REGION1,DEMINDNGS,NGS,2044,384.653
REGION1,DEMINDNGS,NGS,2045,390.119
REGION1,DEMINDNGS,NGS,2046,395.585
REGION1,DEMINDNGS,NGS,2047,401.051
REGION1,DEMINDNGS,NGS,2048,406.517
REGION1,DEMINDNGS,NGS,2049,411.983
REGION1,DEMINDNGS,NGS,2050,417.449
REGION1,DEMPUBSURBC1,WTRSURBC1,2020,0.85
REGION1,DEMPUBSURBC1,WTRSURBC1,2021,0.86
REGION1,DEMPUBSURBC1,WTRSURBC1,2022,0.86
REGION1,DEMPUBSURBC1,WTRSURBC1,2023,0.87
REGION1,DEMPUBSURBC1,WTRSURBC1,2024,0.88
REGION1,DEMPUBSURBC1,WTRSURBC1,2025,0.89
REGION1,DEMPUBSURBC1,WTRSURBC1,2026,0.9
REGION1,DEMPUBSURBC1,WTRSURBC1,2027,0.91
REGION1,DEMPUBSURBC1,WTRSURBC1,2028,0.92
REGION1,DEMPUBSURBC1,WTRSURBC1,2029,0.93
REGION1,DEMPUBSURBC1,WTRSURBC1,2030,0.94
REGION1,DEMPUBSURBC1,WTRSURBC1,2031,0.95
REGION1,DEMPUBSURBC1,WTRSURBC1,2032,0.96
REGION1,DEMPUBSURBC1,WTRSURBC1,2033,0.98
REGION1,DEMPUBSURBC1,WTRSURBC1,2034,0.99
REGION1,DEMPUBSURBC1,WTRSURBC1,2035,1.0
REGION1,DEMPUBSURBC1,WTRSURBC1,2036,1.01
REGION1,DEMPUBSURBC1,WTRSURBC1,2037,1.02
REGION1,DEMPUBSURBC1,WTRSURBC1,2038,1.03
REGION1,DEMPUBSURBC1,WTRSURBC1,2039,1.04
REGION1,DEMPUBSURBC1,WTRSURBC1,2040,1.05
REGION1,DEMPUBSURBC1,WTRSURBC1,2041,1.06
REGION1,DEMPUBSURBC1,WTRSURBC1,2042,1.08
REGION1,DEMPUBSURBC1,WTRSURBC1,2043,1.09
REGION1,DEMPUBSURBC1,WTRSURBC1,2044,1.1
REGION1,DEMPUBSURBC1,WTRSURBC1,2045,1.11
REGION1,DEMPUBSURBC1,WTRSURBC1,2046,1.12
REGION1,DEMPUBSURBC1,WTRSURBC1,2047,1.14
REGION1,DEMPUBSURBC1,WTRSURBC1,2048,1.15
REGION1,DEMPUBSURBC1,WTRSURBC1,2049,1.16
REGION1,DEMPUBSURBC1,WTRSURBC1,2050,1.17
REGION1,DEMPWRBIO,BIO,2020,36.8995
REGION1,DEMPWRBIO,BIO,2021,36.8995
REGION1,DEMPWRBIO,BIO,2022,36.8995
REGION1,DEMPWRBIO,BIO,2023,36.8995
REGION1,DEMPWRBIO,BIO,2024,36.8995
REGION1,DEMPWRBIO,BIO,2025,36.8995
REGION1,DEMPWRBIO,BIO,2026,36.8995
REGION1,DEMPWRBIO,BIO,2027,36.8995
REGION1,DEMPWRBIO,BIO,2028,36.8995
REGION1,DEMPWRBIO,BIO,2029,36.8995
REGION1,DEMPWRBIO,BIO,2030,36.8995
REGION1,DEMPWRBIO,BIO,2031,36.8995
REGION1,DEMPWRBIO,BIO,2032,36.8995
REGION1,DEMPWRBIO,BIO,2033,36.8995
REGION1,DEMPWRBIO,BIO,2034,36.8995
REGION1,DEMPWRBIO,BIO,2035,36.8995
REGION1,DEMPWRBIO,BIO,2036,36.8995
REGION1,DEMPWRBIO,BIO,2037,36.8995
REGION1,DEMPWRBIO,BIO,2038,36.8995
REGION1,DEMPWRBIO,BIO,2039,36.8995
REGION1,DEMPWRBIO,BIO,2040,36.8995
REGION1,DEMPWRBIO,BIO,2041,36.8995
REGION1,DEMPWRBIO,BIO,2042,36.8995
REGION1,DEMPWRBIO,BIO,2043,36.8995
REGION1,DEMPWRBIO,BIO,2044,36.8995
REGION1,DEMPWRBIO,BIO,2045,36.8995
REGION1,DEMPWRBIO,BIO,2046,36.8995
REGION1,DEMPWRBIO,BIO,2047,36.8995
REGION1,DEMPWRBIO,BIO,2048,36.8995
REGION1,DEMPWRBIO,BIO,2049,36.8995
REGION1,DEMPWRBIO,BIO,2050,36.8995
REGION1,DEMPWRGEO,GEO,2042,10.0879
REGION1,DEMPWRGEO,GEO,2043,41.0465
REGION1,DEMPWRGEO,GEO,2044,58.7562
REGION1,DEMPWRGEO,GEO,2045,83.1005
REGION1,DEMPWRGEO,GEO,2046,126.082
REGION1,DEMPWRGEO,GEO,2047,145.0158
REGION1,DEMPWRGEO,GEO,2048,162.7329
REGION1,DEMPWRGEO,GEO,2049,180.4574
REGION1,DEMPWRGEO,GEO,2050,198.1744
REGION1,DEMPWRHYD,HYD,2020,240.933
REGION1,DEMPWRHYD,HYD,2021,240.933
REGION1,DEMPWRHYD,HYD,2022,240.933
REGION1,DEMPWRHYD,HYD,2023,240.933
REGION1,DEMPWRHYD,HYD,2024,240.933
REGION1,DEMPWRHYD,HYD,2025,260.7659
REGION1,DEMPWRHYD,HYD,2026,260.7659
REGION1,DEMPWRHYD,HYD,2027,260.7659
REGION1,DEMPWRHYD,HYD,2028,260.7659
REGION1,DEMPWRHYD,HYD,2029,260.7659
REGION1,DEMPWRHYD,HYD,2030,260.7659
REGION1,DEMPWRHYD,HYD,2031,260.7659
REGION1,DEMPWRHYD,HYD,2032,260.7659
REGION1,DEMPWRHYD,HYD,2033,260.7659
REGION1,DEMPWRHYD,HYD,2034,260.7659
REGION1,DEMPWRHYD,HYD,2035,260.7659
REGION1,DEMPWRHYD,HYD,2036,260.7659
REGION1,DEMPWRHYD,HYD,2037,260.7659
REGION1,DEMPWRHYD,HYD,2038,260.7659
REGION1,DEMPWRHYD,HYD,2039,260.7659
REGION1,DEMPWRHYD,HYD,2040,260.766
REGION1,DEMPWRHYD,HYD,2041,260.7659
REGION1,DEMPWRHYD,HYD,2042,260.7659
REGION1,DEMPWRHYD,HYD,2043,260.7659
REGION1,DEMPWRHYD,HYD,2044,260.7659
REGION1,DEMPWRHYD,HYD,2045,260.7659
REGION1,DEMPWRHYD,HYD,2046,260.7659
REGION1,DEMPWRHYD,HYD,2047,260.7659
REGION1,DEMPWRHYD,HYD,2048,260.7659
REGION1,DEMPWRHYD,HYD,2049,260.7659
REGION1,DEMPWRHYD,HYD,2050,260.7659
REGION1,DEMPWRNGS,NGS,2022,9.94
REGION1,DEMPWRNGS,NGS,2023,21.2387
REGION1,DEMPWRNGS,NGS,2024,35.2647
REGION1,DEMPWRSOL,SOL,2020,0.0157
REGION1,DEMPWRSOL,SOL,2021,0.0157
REGION1,DEMPWRSOL,SOL,2022,0.0157
REGION1,DEMPWRSOL,SOL,2023,0.0157
REGION1,DEMPWRSOL,SOL,2024,0.0157
REGION1,DEMPWRSOL,SOL,2025,0.0157
REGION1,DEMPWRSOL,SOL,2026,0.0157
REGION1,DEMPWRSOL,SOL,2027,0.0157
REGION1,DEMPWRSOL,SOL,2028,0.0157
REGION1,DEMPWRSOL,SOL,2029,0.0157
REGION1,DEMPWRSOL,SOL,2030,0.0157
REGION1,DEMPWRSOL,SOL,2031,0.0157
REGION1,DEMPWRSOL,SOL,2032,0.0157
REGION1,DEMPWRSOL,SOL,2033,0.0157
REGION1,DEMPWRSOL,SOL,2034,0.0157
REGION1,DEMPWRSOL,SOL,2035,0.0157
REGION1,DEMPWRSOL,SOL,2036,0.0157
REGION1,DEMPWRSOL,SOL,2037,0.0157
REGION1,DEMPWRSOL,SOL,2038,0.0157
REGION1,DEMPWRSOL,SOL,2039,0.0157
REGION1,DEMPWRSOL,SOL,2040,0.0157
REGION1,DEMPWRSURBC1,WTRSURBC1,2020,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2021,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2022,0.4604
REGION1,DEMPWRSURBC1,WTRSURBC1,2023,0.5553
REGION1,DEMPWRSURBC1,WTRSURBC1,2024,0.6732
REGION1,DEMPWRSURBC1,WTRSURBC1,2025,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2026,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2027,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2028,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2029,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2030,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2031,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2032,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2033,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2034,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2035,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2036,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2037,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2038,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2039,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2040,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2041,0.3768
REGION1,DEMPWRSURBC1,WTRSURBC1,2042,0.38
REGION1,DEMPWRSURBC1,WTRSURBC1,2043,0.3897
REGION1,DEMPWRSURBC1,WTRSURBC1,2044,0.3953
REGION1,DEMPWRSURBC1,WTRSURBC1,2045,0.4029
REGION1,DEMPWRSURBC1,WTRSURBC1,2046,0.4165
REGION1,DEMPWRSURBC1,WTRSURBC1,2047,0.4224
REGION1,DEMPWRSURBC1,WTRSURBC1,2048,0.428
REGION1,DEMPWRSURBC1,WTRSURBC1,2049,0.4336
REGION1,DEMPWRSURBC1,WTRSURBC1,2050,0.4392
REGION1,DEMPWRWND,WND,2020,153.7001
REGION1,DEMPWRWND,WND,2021,166.9698
REGION1,DEMPWRWND,WND,2022,167.5736
REGION1,DEMPWRWND,WND,2023,167.5736
REGION1,DEMPWRWND,WND,2024,167.5736
REGION1,DEMPWRWND,WND,2025,167.5736
REGION1,DEMPWRWND,WND,2026,191.9322
REGION1,DEMPWRWND,WND,2027,203.2059
REGION1,DEMPWRWND,WND,2028,211.116
REGION1,DEMPWRWND,WND,2029,218.7673
REGION1,DEMPWRWND,WND,2030,233.146
REGION1,DEMPWRWND,WND,2031,249.077
REGION1,DEMPWRWND,WND,2032,264.8602
REGION1,DEMPWRWND,WND,2033,274.4706
REGION1,DEMPWRWND,WND,2034,279.9411
REGION1,DEMPWRWND,WND,2035,286.1879
REGION1,DEMPWRWND,WND,2036,293.1369
REGION1,DEMPWRWND,WND,2037,300.7883
REGION1,DEMPWRWND,WND,2038,310.5095
REGION1,DEMPWRWND,WND,2039,320.3417
REGION1,DEMPWRWND,WND,2040,330.2108
REGION1,DEMPWRWND,WND,2041,338.7935
REGION1,DEMPWRWND,WND,2042,342.6097
REGION1,DEMPWRWND,WND,2043,336.0025
REGION1,DEMPWRWND,WND,2044,336.0025
REGION1,DEMPWRWND,WND,2045,332.6976
REGION1,DEMPWRWND,WND,2046,320.0843
REGION1,DEMPWRWND,WND,2047,319.4805
REGION1,DEMPWRWND,WND,2048,319.4805
REGION1,DEMPWRWND,WND,2049,319.4805
REGION1,DEMPWRWND,WND,2050,319.4805
REGION1,DEMRESBIO,BIO,2020,12.98
REGION1,DEMRESBIO,BIO,2021,13.23
REGION1,DEMRESBIO,BIO,2022,13.45
REGION1,DEMRESBIO,BIO,2023,13.72
REGION1,DEMRESBIO,BIO,2024,14.0
REGION1,DEMRESBIO,BIO,2025,14.26
REGION1,DEMRESBIO,BIO,2026,14.51
REGION1,DEMRESBIO,BIO,2027,14.72
REGION1,DEMRESBIO,BIO,2028,14.94
