r,t,y,AnnualFixedOperatingCost
REGION1,PWRHYDB01,2034,81.5178
REGION1,PWRHYDB01,2035,81.5178
REGION1,PWRHYDB01,2036,81.5178
REGION1,PWRHYDB01,2037,81.5178
REGION1,PWRHYDB01,2038,81.5178
REGION1,PWRHYDB01,2039,81.5178
REGION1,PWRHYDB01,2040,81.5178
REGION1,PWRHYDB01,2041,81.5178
REGION1,PWRHYDB01,2042,81.5178
REGION1,PWRHYDB01,2043,81.5178
REGION1,PWRHYDB01,2044,81.5178
REGION1,PWRHYDB01,2045,81.5178
REGION1,PWRHYDB01,2046,81.5178
REGION1,PWRHYDB01,2047,81.5178
REGION1,PWRHYDB01,2048,81.5178
REGION1,PWRHYDB01,2049,81.5178
REGION1,PWRHYDB01,2050,81.5178
REGION1,PWRHYDB02,2020,20.6034
REGION1,PWRHYDB02,2021,20.6034
REGION1,PWRHYDB02,2022,20.6034
REGION1,PWRHYDB02,2023,20.6034
REGION1,PWRHYDB02,2024,20.6034
REGION1,PWRHYDB02,2025,20.6034
REGION1,PWRHYDB02,2026,20.6034
REGION1,PWRHYDB02,2027,20.6034
REGION1,PWRHYDB02,2028,20.6034
REGION1,PWRHYDB02,2029,20.6034
REGION1,PWRHYDB02,2030,20.6034
REGION1,PWRHYDB02,2031,20.6034
REGION1,PWRHYDB02,2032,20.6034
REGION1,PWRHYDB02,2033,20.6034
REGION1,PWRHYDB02,2034,20.6034
REGION1,PWRHYDB02,2035,20.6034
REGION1,PWRHYDB02,2036,20.6034
REGION1,PWRHYDB02,2037,20.6034
REGION1,PWRHYDB02,2038,20.6034
REGION1,PWRHYDB02,2039,20.6034
REGION1,PWRHYDB02,2040,20.6034
REGION1,PWRHYDB02,2041,20.6034
REGION1,PWRHYDB02,2042,20.6034
REGION1,PWRHYDB02,2043,20.6034
REGION1,PWRHYDB02,2044,20.6034
REGION1,PWRHYDB02,2045,20.6034
REGION1,PWRHYDB02,2046,20.6034
REGION1,PWRHYDB02,2047,20.6034
REGION1,PWRHYDB02,2048,20.6034
REGION1,PWRHYDB02,2049,20.6034
REGION1,PWRHYDB02,2050,20.6034
REGION1,PWRHYDB03,2020,9.2566
REGION1,PWRHYDB03,2021,9.2566
REGION1,PWRHYDB03,2022,9.2566
REGION1,PWRHYDB03,2023,9.2566
REGION1,PWRHYDB03,2024,9.2566
REGION1,PWRHYDB03,2025,9.2566
REGION1,PWRHYDB03,2026,9.2566
REGION1,PWRHYDB03,2027,9.2566
REGION1,PWRHYDB03,2028,9.2566
REGION1,PWRHYDB03,2029,9.2566
REGION1,PWRHYDB03,2030,9.2566
REGION1,PWRHYDB03,2031,9.2566
REGION1,PWRHYDB03,2032,9.2566
REGION1,PWRHYDB03,2033,9.2566
REGION1,PWRHYDB03,2034,9.2566
REGION1,PWRHYDB03,2035,9.2566
REGION1,PWRHYDB03,2036,9.2566
REGION1,PWRHYDB03,2037,9.2566
REGION1,PWRHYDB03,2038,9.2566
REGION1,PWRHYDB03,2039,9.2566
REGION1,PWRHYDB03,2040,9.2566
REGION1,PWRHYDB03,2041,9.2566
REGION1,PWRHYDB03,2042,9.2566
REGION1,PWRHYDB03,2043,9.2566
REGION1,PWRHYDB03,2044,9.2566
REGION1,PWRHYDB03,2045,9.2566
REGION1,PWRHYDB03,2046,9.2566
REGION1,PWRHYDB03,2047,9.2566
REGION1,PWRHYDB03,2048,9.2566
REGION1,PWRHYDB03,2049,9.2566
REGION1,PWRHYDB03,2050,9.2566
REGION1,PWRHYDB04,2020,28.6656
REGION1,PWRHYDB04,2021,28.6656
REGION1,PWRHYDB04,2022,28.6656
REGION1,PWRHYDB04,2023,28.6656
REGION1,PWRHYDB04,2024,28.6656
REGION1,PWRHYDB04,2025,28.6656
REGION1,PWRHYDB04,2026,28.6656
REGION1,PWRHYDB04,2027,28.6656
REGION1,PWRHYDB04,2028,28.6656
REGION1,PWRHYDB04,2029,28.6656
REGION1,PWRHYDB04,2030,28.6656
REGION1,PWRHYDB04,2031,28.6656
REGION1,PWRHYDB04,2032,28.6656
REGION1,PWRHYDB04,2033,28.6656
REGION1,PWRHYDB04,2034,28.6656
REGION1,PWRHYDB04,2035,28.6656
REGION1,PWRHYDB04,2036,28.6656
REGION1,PWRHYDB04,2037,28.6656
REGION1,PWRHYDB04,2038,28.6656
REGION1,PWRHYDB04,2039,28.6656
REGION1,PWRHYDB04,2040,28.6656
REGION1,PWRHYDB04,2041,28.6656
REGION1,PWRHYDB04,2042,28.6656
REGION1,PWRHYDB04,2043,28.6656
REGION1,PWRHYDB04,2044,28.6656
REGION1,PWRHYDB04,2045,28.6656
REGION1,PWRHYDB04,2046,28.6656
REGION1,PWRHYDB04,2047,28.6656
REGION1,PWRHYDB04,2048,28.6656
REGION1,PWRHYDB04,2049,28.6656
REGION1,PWRHYDB04,2050,28.6656
REGION1,PWRHYDB05,2020,1.7916
REGION1,PWRHYDB05,2021,1.7916
REGION1,PWRHYDB05,2022,1.7916
REGION1,PWRHYDB05,2023,1.7916
REGION1,PWRHYDB05,2024,1.7916
REGION1,PWRHYDB05,2025,1.7916
REGION1,PWRHYDB05,2026,1.7916
REGION1,PWRHYDB05,2027,1.7916
REGION1,PWRHYDB05,2028,1.7916
REGION1,PWRHYDB05,2029,1.7916
REGION1,PWRHYDB05,2030,1.7916
REGION1,PWRHYDB05,2031,1.7916
REGION1,PWRHYDB05,2032,1.7916
REGION1,PWRHYDB05,2033,1.7916
REGION1,PWRHYDB05,2034,1.7916
REGION1,PWRHYDB05,2035,1.7916
REGION1,PWRHYDB05,2036,1.7916
REGION1,PWRHYDB05,2037,1.7916
REGION1,PWRHYDB05,2038,1.7916
REGION1,PWRHYDB05,2039,1.7916
REGION1,PWRHYDB05,2040,1.7916
REGION1,PWRHYDB05,2041,1.7916
REGION1,PWRHYDB05,2042,1.7916
REGION1,PWRHYDB05,2043,1.7916
REGION1,PWRHYDB05,2044,1.7916
REGION1,PWRHYDB05,2045,1.7916
REGION1,PWRHYDB05,2046,1.7916
REGION1,PWRHYDB05,2047,1.7916
REGION1,PWRHYDB05,2048,1.7916
REGION1,PWRHYDB05,2049,1.7916
REGION1,PWRHYDB05,2050,1.7916
REGION1,PWRHYDB06,2020,82.115
REGION1,PWRHYDB06,2021,82.115
REGION1,PWRHYDB06,2022,82.115
REGION1,PWRHYDB06,2023,82.115
REGION1,PWRHYDB06,2024,82.115
REGION1,PWRHYDB06,2025,82.115
REGION1,PWRHYDB06,2026,82.115
REGION1,PWRHYDB06,2027,82.115
REGION1,PWRHYDB06,2028,82.115
REGION1,PWRHYDB06,2029,82.115
REGION1,PWRHYDB06,2030,82.115
REGION1,PWRHYDB06,2031,82.115
REGION1,PWRHYDB06,2032,82.115
REGION1,PWRHYDB06,2033,82.115
REGION1,PWRHYDB06,2034,82.115
REGION1,PWRHYDB06,2035,82.115
REGION1,PWRHYDB06,2036,82.115
REGION1,PWRHYDB06,2037,82.115
REGION1,PWRHYDB06,2038,82.115
REGION1,PWRHYDB06,2039,82.115
REGION1,PWRHYDB06,2040,82.115
REGION1,PWRHYDB06,2041,82.115
REGION1,PWRHYDB06,2042,82.115
REGION1,PWRHYDB06,2043,82.115
REGION1,PWRHYDB06,2044,82.115
REGION1,PWRHYDB06,2045,82.115
REGION1,PWRHYDB06,2046,82.115
REGION1,PWRHYDB06,2047,82.115
REGION1,PWRHYDB06,2048,82.115
REGION1,PWRHYDB06,2049,82.115
REGION1,PWRHYDB06,2050,82.115
REGION1,PWRHYDB07,2020,1.1944
REGION1,PWRHYDB07,2021,1.1944
REGION1,PWRHYDB07,2022,1.1944
REGION1,PWRHYDB07,2023,1.1944
REGION1,PWRHYDB07,2024,1.1944
REGION1,PWRHYDB07,2025,1.1944
REGION1,PWRHYDB07,2026,1.1944
REGION1,PWRHYDB07,2027,1.1944
REGION1,PWRHYDB07,2028,1.1944
REGION1,PWRHYDB07,2029,1.1944
REGION1,PWRHYDB07,2030,1.1944
REGION1,PWRHYDB07,2031,1.1944
REGION1,PWRHYDB07,2032,1.1944
REGION1,PWRHYDB07,2033,1.1944
REGION1,PWRHYDB07,2034,1.1944
REGION1,PWRHYDB07,2035,1.1944
REGION1,PWRHYDB07,2036,1.1944
REGION1,PWRHYDB07,2037,1.1944
REGION1,PWRHYDB07,2038,1.1944
REGION1,PWRHYDB07,2039,1.1944
REGION1,PWRHYDB07,2040,1.1944
REGION1,PWRHYDB07,2041,1.1944
REGION1,PWRHYDB07,2042,1.1944
REGION1,PWRHYDB07,2043,1.1944
REGION1,PWRHYDB07,2044,1.1944
REGION1,PWRHYDB07,2045,1.1944
REGION1,PWRHYDB07,2046,1.1944
REGION1,PWRHYDB07,2047,1.1944
REGION1,PWRHYDB07,2048,1.1944
REGION1,PWRHYDB07,2049,1.1944
REGION1,PWRHYDB07,2050,1.1944
REGION1,PWRHYDB08,2020,17.916
REGION1,PWRHYDB08,2021,17.916
REGION1,PWRHYDB08,2022,17.916
REGION1,PWRHYDB08,2023,17.916
REGION1,PWRHYDB08,2024,17.916
REGION1,PWRHYDB08,2025,17.916
REGION1,PWRHYDB08,2026,17.916
REGION1,PWRHYDB08,2027,17.916
REGION1,PWRHYDB08,2028,17.916
REGION1,PWRHYDB08,2029,17.916
REGION1,PWRHYDB08,2030,17.916
REGION1,PWRHYDB08,2031,17.916
REGION1,PWRHYDB08,2032,17.916
REGION1,PWRHYDB08,2033,17.916
REGION1,PWRHYDB08,2034,17.916
REGION1,PWRHYDB08,2035,17.916
REGION1,PWRHYDB08,2036,17.916
REGION1,PWRHYDB08,2037,17.916
REGION1,PWRHYDB08,2038,17.916
REGION1,PWRHYDB08,2039,17.916
REGION1,PWRHYDB08,2040,17.916
REGION1,PWRHYDB08,2041,17.916
REGION1,PWRHYDB08,2042,17.916
REGION1,PWRHYDB08,2043,17.916
REGION1,PWRHYDB08,2044,17.916
REGION1,PWRHYDB08,2045,17.916
REGION1,PWRHYDB08,2046,17.916
REGION1,PWRHYDB08,2047,17.916
REGION1,PWRHYDB08,2048,17.916
REGION1,PWRHYDB08,2049,17.916
REGION1,PWRHYDB08,2050,17.916
REGION1,PWRHYDB09,2020,70.4696
REGION1,PWRHYDB09,2021,70.4696
REGION1,PWRHYDB09,2022,70.4696
REGION1,PWRHYDB09,2023,70.4696
REGION1,PWRHYDB09,2024,70.4696
REGION1,PWRHYDB09,2025,70.4696
REGION1,PWRHYDB09,2026,70.4696
REGION1,PWRHYDB09,2027,70.4696
REGION1,PWRHYDB09,2028,70.4696
REGION1,PWRHYDB09,2029,70.4696
REGION1,PWRHYDB09,2030,70.4696
REGION1,PWRHYDB09,2031,70.4696
REGION1,PWRHYDB09,2032,70.4696
REGION1,PWRHYDB09,2033,70.4696
REGION1,PWRHYDB09,2034,70.4696
REGION1,PWRHYDB09,2035,70.4696
REGION1,PWRHYDB09,2036,70.4696
REGION1,PWRHYDB09,2037,70.4696
REGION1,PWRHYDB09,2038,70.4696
REGION1,PWRHYDB09,2039,70.4696
REGION1,PWRHYDB09,2040,70.4696
REGION1,PWRHYDB09,2041,70.4696
REGION1,PWRHYDB09,2042,70.4696
REGION1,PWRHYDB09,2043,70.4696
REGION1,PWRHYDB09,2044,70.4696
REGION1,PWRHYDB09,2045,70.4696
REGION1,PWRHYDB09,2046,70.4696
REGION1,PWRHYDB09,2047,70.4696
REGION1,PWRHYDB09,2048,70.4696
REGION1,PWRHYDB09,2049,70.4696
REGION1,PWRHYDB09,2050,70.4696
REGION1,PWRHYDB10,2020,74.0528
REGION1,PWRHYDB10,2021,74.0528
REGION1,PWRHYDB10,2022,74.0528
REGION1,PWRHYDB10,2023,74.0528
REGION1,PWRHYDB10,2024,74.0528
REGION1,PWRHYDB10,2025,74.0528
REGION1,PWRHYDB10,2026,74.0528
REGION1,PWRHYDB10,2027,74.0528
REGION1,PWRHYDB10,2028,74.0528
REGION1,PWRHYDB10,2029,74.0528
REGION1,PWRHYDB10,2030,74.0528
REGION1,PWRHYDB10,2031,74.0528
REGION1,PWRHYDB10,2032,74.0528
REGION1,PWRHYDB10,2033,74.0528
REGION1,PWRHYDB10,2034,74.0528
REGION1,PWRHYDB10,2035,74.0528
REGION1,PWRHYDB10,2036,74.0528
REGION1,PWRHYDB10,2037,74.0528
REGION1,PWRHYDB10,2038,74.0528
REGION1,PWRHYDB10,2039,74.0528
REGION1,PWRHYDB10,2040,74.0528
REGION1,PWRHYDB10,2041,74.0528
REGION1,PWRHYDB10,2042,74.0528
REGION1,PWRHYDB10,2043,74.0528
REGION1,PWRHYDB10,2044,74.0528
REGION1,PWRHYDB10,2045,74.0528
REGION1,PWRHYDB10,2046,74.0528
REGION1,PWRHYDB10,2047,74.0528
REGION1,PWRHYDB10,2048,74.0528
REGION1,PWRHYDB10,2049,74.0528
REGION1,PWRHYDB10,2050,74.0528
REGION1,PWRHYDB11,2020,24.1866
REGION1,PWRHYDB11,2021,24.1866
REGION1,PWRHYDB11,2022,24.1866
REGION1,PWRHYDB11,2023,24.1866
REGION1,PWRHYDB11,2024,24.1866
REGION1,PWRHYDB11,2025,24.1866
REGION1,PWRHYDB11,2026,24.1866
REGION1,PWRHYDB11,2027,24.1866
REGION1,PWRHYDB11,2028,24.1866
REGION1,PWRHYDB11,2029,24.1866
REGION1,PWRHYDB11,2030,24.1866
REGION1,PWRHYDB11,2031,24.1866
REGION1,PWRHYDB11,2032,24.1866
REGION1,PWRHYDB11,2033,24.1866
REGION1,PWRHYDB11,2034,24.1866
REGION1,PWRHYDB11,2035,24.1866
REGION1,PWRHYDB11,2036,24.1866
REGION1,PWRHYDB11,2037,24.1866
REGION1,PWRHYDB11,2038,24.1866
REGION1,PWRHYDB11,2039,24.1866
REGION1,PWRHYDB11,2040,24.1866
REGION1,PWRHYDB11,2041,24.1866
REGION1,PWRHYDB11,2042,24.1866
REGION1,PWRHYDB11,2043,24.1866
REGION1,PWRHYDB11,2044,24.1866
REGION1,PWRHYDB11,2045,24.1866
REGION1,PWRHYDB11,2046,24.1866
REGION1,PWRHYDB11,2047,24.1866
REGION1,PWRHYDB11,2048,24.1866
REGION1,PWRHYDB11,2049,24.1866
REGION1,PWRHYDB11,2050,24.1866
REGION1,PWRHYDB12,2020,40.6096
REGION1,PWRHYDB12,2021,40.6096
REGION1,PWRHYDB12,2022,40.6096
REGION1,PWRHYDB12,2023,40.6096
REGION1,PWRHYDB12,2024,40.6096
REGION1,PWRHYDB12,2025,40.6096
REGION1,PWRHYDB12,2026,40.6096
REGION1,PWRHYDB12,2027,40.6096
REGION1,PWRHYDB12,2028,40.6096
REGION1,PWRHYDB12,2029,40.6096
REGION1,PWRHYDB12,2030,40.6096
REGION1,PWRHYDB12,2031,40.6096
REGION1,PWRHYDB12,2032,40.6096
REGION1,PWRHYDB12,2033,40.6096
REGION1,PWRHYDB12,2034,40.6096
REGION1,PWRHYDB12,2035,40.6096
REGION1,PWRHYDB12,2036,40.6096
REGION1,PWRHYDB12,2037,40.6096
REGION1,PWRHYDB12,2038,40.6096
REGION1,PWRHYDB12,2039,40.6096
REGION1,PWRHYDB12,2040,40.6096
REGION1,PWRHYDB12,2041,40.6096
REGION1,PWRHYDB12,2042,40.6096
REGION1,PWRHYDB12,2043,40.6096
REGION1,PWRHYDB12,2044,40.6096
REGION1,PWRHYDB12,2045,40.6096
REGION1,PWRHYDB12,2046,40.6096
REGION1,PWRHYDB12,2047,40.6096
REGION1,PWRHYDB12,2048,40.6096
REGION1,PWRHYDB12,2049,40.6096
REGION1,PWRHYDB12,2050,40.6096
REGION1,PWRHYDB13,2025,32.846
REGION1,PWRHYDB13,2026,32.846
REGION1,PWRHYDB13,2027,32.846
REGION1,PWRHYDB13,2028,32.846
REGION1,PWRHYDB13,2029,32.846
REGION1,PWRHYDB13,2030,32.846
REGION1,PWRHYDB13,2031,32.846
REGION1,PWRHYDB13,2032,32.846
REGION1,PWRHYDB13,2033,32.846
REGION1,PWRHYDB13,2034,32.846
REGION1,PWRHYDB13,2035,32.846
REGION1,PWRHYDB13,2036,32.846
REGION1,PWRHYDB13,2037,32.846
REGION1,PWRHYDB13,2038,86.078
REGION1,PWRHYDB13,2039,160.3423
REGION1,PWRHYDB13,2040,229.8936
REGION1,PWRHYDB13,2041,300.2967
REGION1,PWRHYDB13,2042,358.32
REGION1,PWRHYDB13,2043,358.32
REGION1,PWRHYDB13,2044,358.32
REGION1,PWRHYDB13,2045,358.32
REGION1,PWRHYDB13,2046,358.32
REGION1,PWRHYDB13,2047,358.32
REGION1,PWRHYDB13,2048,358.32
REGION1,PWRHYDB13,2049,358.32
REGION1,PWRHYDB13,2050,358.32
REGION1,PWRNGSB01,2020,131.8058
REGION1,PWRNGSB01,2021,139.7135
REGION1,PWRNGSB01,2022,139.7135
REGION1,PWRNGSB01,2023,149.1793
REGION1,PWRNGSB01,2024,149.1793
REGION1,PWRNGSB01,2025,149.1793
REGION1,PWRNGSB01,2026,149.1793
REGION1,PWRNGSB01,2027,149.1793
REGION1,PWRNGSB01,2028,149.1793
REGION1,PWRNGSB01,2029,155.917
REGION1,PWRNGSB01,2030,159.1909
REGION1,PWRNGSB01,2031,175.7376
REGION1,PWRNGSB01,2032,192.2311
REGION1,PWRNGSB01,2033,208.6334
REGION1,PWRNGSB01,2034,225.108
REGION1,PWRNGSB01,2035,240.8772
REGION1,PWRNGSB01,2036,256.561
REGION1,PWRNGSB01,2037,304.9692
REGION1,PWRNGSB01,2038,318.6705
REGION1,PWRNGSB01,2039,318.6705
REGION1,PWRNGSB01,2040,321.8496
REGION1,PWRNGSB01,2041,324.2162
REGION1,PWRNGSB01,2042,335.0607
REGION1,PWRNGSB01,2043,383.7859
REGION1,PWRNGSB01,2044,432.5224
REGION1,PWRNGSB01,2045,481.2364
REGION1,PWRNGSB01,2046,529.9841
REGION1,PWRNGSB01,2047,578.7093
REGION1,PWRNGSB01,2048,627.4345
REGION1,PWRNGSB01,2049,676.1822
REGION1,PWRNGSB01,2050,676.1822
REGION1,PWRSOLB01,2020,0.0152
REGION1,PWRSOLB01,2021,0.0152
REGION1,PWRSOLB01,2022,0.0152
REGION1,PWRSOLB01,2023,0.0152
REGION1,PWRSOLB01,2024,0.0152
REGION1,PWRSOLB01,2025,0.0152
REGION1,PWRSOLB01,2026,378.8717
REGION1,PWRSOLB01,2027,378.8717
REGION1,PWRSOLB01,2028,378.8717
REGION1,PWRSOLB01,2029,378.8717
REGION1,PWRSOLB01,2030,378.8717
REGION1,PWRSOLB01,2031,378.8717
REGION1,PWRSOLB01,2032,378.8717
REGION1,PWRSOLB01,2033,378.8717
REGION1,PWRSOLB01,2034,378.8717
REGION1,PWRSOLB01,2035,378.8717
REGION1,PWRSOLB01,2036,381.0696
REGION1,PWRSOLB01,2037,513.0385
REGION1,PWRSOLB01,2038,593.1378
REGION1,PWRSOLB01,2039,650.5517
REGION1,PWRSOLB01,2040,703.0249
REGION1,PWRSOLB01,2041,756.2878
REGION1,PWRSOLB01,2042,799.5939
REGION1,PWRSOLB01,2043,799.5939
REGION1,PWRSOLB01,2044,842.5968
REGION1,PWRSOLB01,2045,895.5095
REGION1,PWRSOLB01,2046,948.1892
REGION1,PWRSOLB01,2047,1000.8446
REGION1,PWRSOLB01,2048,1053.5
REGION1,PWRSOLB01,2049,1106.1797
REGION1,PWRSOLB01,2050,1650.6993
REGION1,PWRURNB01,2024,122.4899
REGION1,PWRURNB01,2025,122.4899
REGION1,PWRURNB01,2026,122.4899
REGION1,PWRURNB01,2027,173.4139
REGION1,PWRURNB01,2028,221.9158
REGION1,PWRURNB01,2029,267.3021
REGION1,PWRURNB01,2030,319.7567
REGION1,PWRURNB01,2031,522.3673
REGION1,PWRURNB01,2032,724.3269
REGION1,PWRURNB01,2033,925.1704
REGION1,PWRURNB01,2034,1123.9491
REGION1,PWRURNB01,2035,1216.4
REGION1,PWRURNB01,2036,1216.4
REGION1,PWRURNB01,2037,1216.4
REGION1,PWRURNB01,2038,1216.4
REGION1,PWRURNB01,2039,1216.4
REGION1,PWRURNB01,2040,1216.4
REGION1,PWRURNB01,2041,1216.4
REGION1,PWRURNB01,2042,1216.4
REGION1,PWRURNB01,2043,1216.4
REGION1,PWRURNB01,2044,1216.4
REGION1,PWRURNB01,2045,1216.4
REGION1,PWRURNB01,2046,1216.4
REGION1,PWRURNB01,2047,1216.4
REGION1,PWRURNB01,2048,1216.4
REGION1,PWRURNB01,2049,1216.4
REGION1,PWRURNB01,2050,1216.4
REGION1,PWRWNDB01,2020,3.6876
REGION1,PWRWNDB01,2021,3.6876
REGION1,PWRWNDB01,2022,3.6876
REGION1,PWRWNDB01,2023,3.6876
REGION1,PWRWNDB01,2024,3.6876
REGION1,PWRWNDB01,2025,3.6876
REGION1,PWRWNDB01,2026,3.6876
REGION1,PWRWNDB01,2027,3.6876
REGION1,PWRWNDB01,2028,3.6876
REGION1,PWRWNDB01,2029,3.6876
REGION1,PWRWNDB01,2030,3.6876
REGION1,PWRWNDB01,2031,3.6876
REGION1,PWRWNDB01,2032,3.6876
REGION1,PWRWNDB01,2033,3.6876
REGION1,PWRWNDB01,2034,3.6876
REGION1,PWRWNDB01,2035,3.6876
REGION1,PWRWNDB01,2036,3.6876
REGION1,PWRWNDB02,2020,3.514
REGION1,PWRWNDB02,2021,3.514
REGION1,PWRWNDB02,2022,3.514
REGION1,PWRWNDB02,2023,3.514
REGION1,PWRWNDB02,2024,3.514
REGION1,PWRWNDB02,2025,3.514
REGION1,PWRWNDB02,2026,3.514
REGION1,PWRWNDB02,2027,3.514
REGION1,PWRWNDB02,2028,3.514
REGION1,PWRWNDB02,2029,3.514
REGION1,PWRWNDB02,2030,3.514
REGION1,PWRWNDB02,2031,3.514
REGION1,PWRWNDB02,2032,3.514
REGION1,PWRWNDB02,2033,3.514
REGION1,PWRWNDB02,2034,3.514
REGION1,PWRWNDB03,2020,3.6876
REGION1,PWRWNDB03,2021,3.6876
REGION1,PWRWNDB03,2022,3.6876
REGION1,PWRWNDB03,2023,3.6876
REGION1,PWRWNDB03,2024,3.6876
REGION1,PWRWNDB03,2025,3.6876
REGION1,PWRWNDB03,2026,3.6876
REGION1,PWRWNDB03,2027,3.6876
REGION1,PWRWNDB03,2028,3.6876
REGION1,PWRWNDB03,2029,3.6876
REGION1,PWRWNDB03,2030,3.6876
REGION1,PWRWNDB03,2031,3.6876
REGION1,PWRWNDB03,2032,3.6876
REGION1,PWRWNDB03,2033,3.6876
REGION1,PWRWNDB03,2034,3.6876
REGION1,PWRWNDB03,2035,3.6876
REGION1,PWRWNDB03,2036,3.6876
REGION1,PWRWNDB03,2037,3.6876
REGION1,PWRWNDB04,2020,4.7412
REGION1,PWRWNDB04,2021,4.7412
REGION1,PWRWNDB04,2022,4.7412
REGION1,PWRWNDB04,2023,4.7412
REGION1,PWRWNDB04,2024,4.7412
