r,t,m,y,TotalAnnualTechnologyActivityByMode
REGION1,DEMRESNGS,1,2035,53.44
REGION1,DEMRESNGS,1,2036,49.88
REGION1,DEMRESNGS,1,2037,46.32
REGION1,DEMRESNGS,1,2038,42.75
REGION1,DEMRESNGS,1,2039,39.19
REGION1,DEMRESNGS,1,2040,35.63
REGION1,DEMRESNGS,1,2041,32.07
REGION1,DEMRESNGS,1,2042,28.5
REGION1,DEMRESNGS,1,2043,24.94
REGION1,DEMRESNGS,1,2044,21.38
REGION1,DEMRESNGS,1,2045,17.81
REGION1,DEMRESNGS,1,2046,14.25
REGION1,DEMRESNGS,1,2047,10.69
REGION1,DEMRESNGS,1,2048,7.13
REGION1,DEMRESNGS,1,2049,3.56
REGION1,DEMTRADSL,1,2020,98.81
REGION1,DEMTRADSL,1,2021,97.58
REGION1,DEMTRADSL,1,2022,96.06
REGION1,DEMTRADSL,1,2023,94.79
REGION1,DEMTRADSL,1,2024,93.85
REGION1,DEMTRADSL,1,2025,93.41
REGION1,DEMTRADSL,1,2026,89.67
REGION1,DEMTRADSL,1,2027,85.94
REGION1,DEMTRADSL,1,2028,82.2
REGION1,DEMTRADSL,1,2029,78.46
REGION1,DEMTRADSL,1,2030,74.73
REGION1,DEMTRADSL,1,2031,70.99
REGION1,DEMTRADSL,1,2032,67.26
REGION1,DEMTRADSL,1,2033,63.52
REGION1,DEMTRADSL,1,2034,59.78
REGION1,DEMTRADSL,1,2035,56.05
REGION1,DEMTRADSL,1,2036,52.31
REGION1,DEMTRADSL,1,2037,48.57
REGION1,DEMTRADSL,1,2038,44.84
REGION1,DEMTRADSL,1,2039,41.1
REGION1,DEMTRADSL,1,2040,37.36
REGION1,DEMTRADSL,1,2041,33.63
REGION1,DEMTRADSL,1,2042,29.89
REGION1,DEMTRADSL,1,2043,26.15
REGION1,DEMTRADSL,1,2044,22.42
REGION1,DEMTRADSL,1,2045,18.68
REGION1,DEMTRADSL,1,2046,14.95
REGION1,DEMTRADSL,1,2047,11.21
REGION1,DEMTRADSL,1,2048,7.47
REGION1,DEMTRADSL,1,2049,3.74
REGION1,DEMTRAELCB02,1,2020,1.24
REGION1,DEMTRAELCB02,1,2021,1.62
REGION1,DEMTRAELCB02,1,2022,2.08
REGION1,DEMTRAELCB02,1,2023,2.64
REGION1,DEMTRAELCB02,1,2024,3.26
REGION1,DEMTRAELCB02,1,2025,4.06
REGION1,DEMTRAELCB02,1,2026,32.11
REGION1,DEMTRAELCB02,1,2027,38.37
REGION1,DEMTRAELCB02,1,2028,44.61
REGION1,DEMTRAELCB02,1,2029,50.81
REGION1,DEMTRAELCB02,1,2030,57.02
REGION1,DEMTRAELCB02,1,2031,63.22
REGION1,DEMTRAELCB02,1,2032,69.45
REGION1,DEMTRAELCB02,1,2033,75.62
REGION1,DEMTRAELCB02,1,2034,81.76
REGION1,DEMTRAELCB02,1,2035,87.89
REGION1,DEMTRAELCB02,1,2036,94.01
REGION1,DEMTRAELCB02,1,2037,100.14
REGION1,DEMTRAELCB02,1,2038,106.26
REGION1,DEMTRAELCB02,1,2039,112.39
REGION1,DEMTRAELCB02,1,2040,118.53
REGION1,DEMTRAELCB02,1,2041,124.83
REGION1,DEMTRAELCB02,1,2042,131.0
REGION1,DEMTRAELCB02,1,2043,137.17
REGION1,DEMTRAELCB02,1,2044,143.34
REGION1,DEMTRAELCB02,1,2045,149.5
REGION1,DEMTRAELCB02,1,2046,155.67
REGION1,DEMTRAELCB02,1,2047,161.84
REGION1,DEMTRAELCB02,1,2048,168.01
REGION1,DEMTRAELCB02,1,2049,174.18
REGION1,DEMTRAELCB02,1,2050,164.11
REGION1,DEMTRAGSL,1,2020,153.58
REGION1,DEMTRAGSL,1,2021,150.89
REGION1,DEMTRAGSL,1,2022,148.2
REGION1,DEMTRAGSL,1,2023,145.36
REGION1,DEMTRAGSL,1,2024,142.73
REGION1,DEMTRAGSL,1,2025,140.26
REGION1,DEMTRAGSL,1,2026,134.65
REGION1,DEMTRAGSL,1,2027,129.04
REGION1,DEMTRAGSL,1,2028,123.43
REGION1,DEMTRAGSL,1,2029,117.82
REGION1,DEMTRAGSL,1,2030,112.21
REGION1,DEMTRAGSL,1,2031,106.6
REGION1,DEMTRAGSL,1,2032,100.99
REGION1,DEMTRAGSL,1,2033,95.38
REGION1,DEMTRAGSL,1,2034,89.77
REGION1,DEMTRAGSL,1,2035,84.16
REGION1,DEMTRAGSL,1,2036,78.55
REGION1,DEMTRAGSL,1,2037,72.94
REGION1,DEMTRAGSL,1,2038,67.32
REGION1,DEMTRAGSL,1,2039,61.71
REGION1,DEMTRAGSL,1,2040,56.1
REGION1,DEMTRAGSL,1,2041,50.49
REGION1,DEMTRAGSL,1,2042,44.88
REGION1,DEMTRAGSL,1,2043,39.27
REGION1,DEMTRAGSL,1,2044,33.66
REGION1,DEMTRAGSL,1,2045,28.05
REGION1,DEMTRAGSL,1,2046,22.44
REGION1,DEMTRAGSL,1,2047,16.83
REGION1,DEMTRAGSL,1,2048,11.22
REGION1,DEMTRAGSL,1,2049,5.61
REGION1,DEMTRAHFO,1,2020,10.69
REGION1,DEMTRAHFO,1,2021,10.45
REGION1,DEMTRAHFO,1,2022,10.2
REGION1,DEMTRAHFO,1,2023,9.96
REGION1,DEMTRAHFO,1,2024,9.75
REGION1,DEMTRAHFO,1,2025,9.59
REGION1,DEMTRAHFO,1,2026,9.45
REGION1,DEMTRAHFO,1,2027,9.33
REGION1,DEMTRAHFO,1,2028,9.2
REGION1,DEMTRAHFO,1,2029,9.06
REGION1,DEMTRAHFO,1,2030,8.93
REGION1,DEMTRAHFO,1,2031,8.48
REGION1,DEMTRAHFO,1,2032,8.04
REGION1,DEMTRAHFO,1,2033,7.59
REGION1,DEMTRAHFO,1,2034,7.14
REGION1,DEMTRAHFO,1,2035,6.7
REGION1,DEMTRAHFO,1,2036,6.25
REGION1,DEMTRAHFO,1,2037,5.8
REGION1,DEMTRAHFO,1,2038,5.36
REGION1,DEMTRAHFO,1,2039,4.91
REGION1,DEMTRAHFO,1,2040,4.47
REGION1,DEMTRAHFO,1,2041,4.02
REGION1,DEMTRAHFO,1,2042,3.57
REGION1,DEMTRAHFO,1,2043,3.13
REGION1,DEMTRAHFO,1,2044,2.68
REGION1,DEMTRAHFO,1,2045,2.23
REGION1,DEMTRAHFO,1,2046,1.79
REGION1,DEMTRAHFO,1,2047,1.34
REGION1,DEMTRAHFO,1,2048,0.89
REGION1,DEMTRAHFO,1,2049,0.45
REGION1,DEMTRAJFL,1,2020,39.54
REGION1,DEMTRAJFL,1,2021,38.89
REGION1,DEMTRAJFL,1,2022,38.61
REGION1,DEMTRAJFL,1,2023,38.53
REGION1,DEMTRAJFL,1,2024,38.73
REGION1,DEMTRAJFL,1,2025,39.17
REGION1,DEMTRAJFL,1,2026,39.68
REGION1,DEMTRAJFL,1,2027,40.21
REGION1,DEMTRAJFL,1,2028,40.63
REGION1,DEMTRAJFL,1,2029,40.96
REGION1,DEMTRAJFL,1,2030,41.33
REGION1,DEMTRAJFL,1,2031,39.26
REGION1,DEMTRAJFL,1,2032,37.2
REGION1,DEMTRAJFL,1,2033,35.13
REGION1,DEMTRAJFL,1,2034,33.06
REGION1,DEMTRAJFL,1,2035,31.0
REGION1,DEMTRAJFL,1,2036,28.93
REGION1,DEMTRAJFL,1,2037,26.86
REGION1,DEMTRAJFL,1,2038,24.8
REGION1,DEMTRAJFL,1,2039,22.73
REGION1,DEMTRAJFL,1,2040,20.67
REGION1,DEMTRAJFL,1,2041,18.6
REGION1,DEMTRAJFL,1,2042,16.53
REGION1,DEMTRAJFL,1,2043,14.47
REGION1,DEMTRAJFL,1,2044,12.4
REGION1,DEMTRAJFL,1,2045,10.33
REGION1,DEMTRAJFL,1,2046,8.27
REGION1,DEMTRAJFL,1,2047,6.2
REGION1,DEMTRAJFL,1,2048,4.13
REGION1,DEMTRAJFL,1,2049,2.07
REGION1,DEMTRALPG,1,2020,2.66
REGION1,DEMTRALPG,1,2021,2.72
REGION1,DEMTRALPG,1,2022,2.79
REGION1,DEMTRALPG,1,2023,2.86
REGION1,DEMTRALPG,1,2024,2.91
REGION1,DEMTRALPG,1,2025,2.96
REGION1,DEMTRALPG,1,2026,3.02
REGION1,DEMTRALPG,1,2027,3.07
REGION1,DEMTRALPG,1,2028,3.13
REGION1,DEMTRALPG,1,2029,3.17
REGION1,DEMTRALPG,1,2030,3.2
REGION1,DEMTRALPG,1,2031,3.21
REGION1,DEMTRALPG,1,2032,3.2
REGION1,DEMTRALPG,1,2033,3.16
REGION1,DEMTRALPG,1,2034,3.11
REGION1,DEMTRALPG,1,2035,3.03
REGION1,DEMTRALPG,1,2036,2.93
REGION1,DEMTRALPG,1,2037,2.81
REGION1,DEMTRALPG,1,2038,2.68
REGION1,DEMTRALPG,1,2039,2.52
REGION1,DEMTRALPG,1,2040,2.35
REGION1,DEMTRALPG,1,2041,2.603
REGION1,DEMTRALPG,1,2042,2.557
REGION1,DEMTRALPG,1,2043,2.511
REGION1,DEMTRALPG,1,2044,2.464
REGION1,DEMTRALPG,1,2045,2.418
REGION1,DEMTRALPG,1,2046,2.372
REGION1,DEMTRALPG,1,2047,2.326
REGION1,DEMTRALPG,1,2048,2.279
REGION1,DEMTRALPG,1,2049,2.233
REGION1,DEMTRANGS,1,2020,1.8
REGION1,DEMTRANGS,1,2021,2.04
REGION1,DEMTRANGS,1,2022,2.6
REGION1,DEMTRANGS,1,2023,2.86
REGION1,DEMTRANGS,1,2024,3.17
REGION1,DEMTRANGS,1,2025,3.55
REGION1,DEMTRANGS,1,2026,3.41
REGION1,DEMTRANGS,1,2027,3.27
REGION1,DEMTRANGS,1,2028,3.12
REGION1,DEMTRANGS,1,2029,2.98
REGION1,DEMTRANGS,1,2030,2.84
REGION1,DEMTRANGS,1,2031,2.7
REGION1,DEMTRANGS,1,2032,2.56
REGION1,DEMTRANGS,1,2033,2.41
REGION1,DEMTRANGS,1,2034,2.27
REGION1,DEMTRANGS,1,2035,2.13
REGION1,DEMTRANGS,1,2036,1.99
REGION1,DEMTRANGS,1,2037,1.85
REGION1,DEMTRANGS,1,2038,1.7
REGION1,DEMTRANGS,1,2039,1.56
REGION1,DEMTRANGS,1,2040,1.42
REGION1,DEMTRANGS,1,2041,1.28
REGION1,DEMTRANGS,1,2042,1.14
REGION1,DEMTRANGS,1,2043,0.99
REGION1,DEMTRANGS,1,2044,0.85
REGION1,DEMTRANGS,1,2045,0.71
REGION1,DEMTRANGS,1,2046,0.57
REGION1,DEMTRANGS,1,2047,0.43
REGION1,DEMTRANGS,1,2048,0.28
REGION1,DEMTRANGS,1,2049,0.14
REGION1,IMPDSL,1,2020,222.15
REGION1,IMPDSL,1,2021,221.328
REGION1,IMPDSL,1,2022,219.707
REGION1,IMPDSL,1,2023,218.392
REGION1,IMPDSL,1,2024,218.774
REGION1,IMPDSL,1,2025,219.701
REGION1,IMPDSL,1,2026,216.535
REGION1,IMPDSL,1,2027,213.259
REGION1,IMPDSL,1,2028,209.434
REGION1,IMPDSL,1,2029,204.988
REGION1,IMPDSL,1,2030,200.623
REGION1,IMPDSL,1,2031,190.587
REGION1,IMPDSL,1,2032,180.561
REGION1,IMPDSL,1,2033,170.526
REGION1,IMPDSL,1,2034,160.49
REGION1,IMPDSL,1,2035,150.475
REGION1,IMPDSL,1,2036,140.439
REGION1,IMPDSL,1,2037,130.404
REGION1,IMPDSL,1,2038,120.378
REGION1,IMPDSL,1,2039,110.342
REGION1,IMPDSL,1,2040,100.307
REGION1,IMPDSL,1,2041,90.281
REGION1,IMPDSL,1,2042,80.246
REGION1,IMPDSL,1,2043,70.21
REGION1,IMPDSL,1,2044,60.184
REGION1,IMPDSL,1,2045,50.159
REGION1,IMPDSL,1,2046,40.133
REGION1,IMPDSL,1,2047,30.098
REGION1,IMPDSL,1,2048,20.062
REGION1,IMPDSL,1,2049,10.037
REGION1,IMPGSL,1,2020,153.58
REGION1,IMPGSL,1,2021,150.89
REGION1,IMPGSL,1,2022,148.2
REGION1,IMPGSL,1,2023,145.36
REGION1,IMPGSL,1,2024,142.73
REGION1,IMPGSL,1,2025,140.26
REGION1,IMPGSL,1,2026,134.65
REGION1,IMPGSL,1,2027,129.04
REGION1,IMPGSL,1,2028,123.43
REGION1,IMPGSL,1,2029,117.82
REGION1,IMPGSL,1,2030,112.21
REGION1,IMPGSL,1,2031,106.6
REGION1,IMPGSL,1,2032,100.99
REGION1,IMPGSL,1,2033,95.38
REGION1,IMPGSL,1,2034,89.77
REGION1,IMPGSL,1,2035,84.16
REGION1,IMPGSL,1,2036,78.55
REGION1,IMPGSL,1,2037,72.94
REGION1,IMPGSL,1,2038,67.32
REGION1,IMPGSL,1,2039,61.71
REGION1,IMPGSL,1,2040,56.1
REGION1,IMPGSL,1,2041,50.49
REGION1,IMPGSL,1,2042,44.88
REGION1,IMPGSL,1,2043,39.27
REGION1,IMPGSL,1,2044,33.66
REGION1,IMPGSL,1,2045,28.05
REGION1,IMPGSL,1,2046,22.44
REGION1,IMPGSL,1,2047,16.83
REGION1,IMPGSL,1,2048,11.22
REGION1,IMPGSL,1,2049,5.61
REGION1,IMPHFO,1,2020,10.69
REGION1,IMPHFO,1,2021,10.45
REGION1,IMPHFO,1,2022,10.2
REGION1,IMPHFO,1,2023,9.96
REGION1,IMPHFO,1,2024,9.75
REGION1,IMPHFO,1,2025,9.59
REGION1,IMPHFO,1,2026,9.45
REGION1,IMPHFO,1,2027,9.33
REGION1,IMPHFO,1,2028,9.2
REGION1,IMPHFO,1,2029,9.06
REGION1,IMPHFO,1,2030,8.93
REGION1,IMPHFO,1,2031,8.48
REGION1,IMPHFO,1,2032,8.04
REGION1,IMPHFO,1,2033,7.59
REGION1,IMPHFO,1,2034,7.14
REGION1,IMPHFO,1,2035,6.7
REGION1,IMPHFO,1,2036,6.25
REGION1,IMPHFO,1,2037,5.8
REGION1,IMPHFO,1,2038,5.36
REGION1,IMPHFO,1,2039,4.91
REGION1,IMPHFO,1,2040,4.47
REGION1,IMPHFO,1,2041,4.02
REGION1,IMPHFO,1,2042,3.57
REGION1,IMPHFO,1,2043,3.13
REGION1,IMPHFO,1,2044,2.68
REGION1,IMPHFO,1,2045,2.23
REGION1,IMPHFO,1,2046,1.79
REGION1,IMPHFO,1,2047,1.34
REGION1,IMPHFO,1,2048,0.89
REGION1,IMPHFO,1,2049,0.45
REGION1,IMPJFL,1,2020,39.54
REGION1,IMPJFL,1,2021,38.89
REGION1,IMPJFL,1,2022,38.61
REGION1,IMPJFL,1,2023,38.53
REGION1,IMPJFL,1,2024,38.73
REGION1,IMPJFL,1,2025,39.17
REGION1,IMPJFL,1,2026,39.68
REGION1,IMPJFL,1,2027,40.21
REGION1,IMPJFL,1,2028,40.63
REGION1,IMPJFL,1,2029,40.96
REGION1,IMPJFL,1,2030,41.33
REGION1,IMPJFL,1,2031,39.26
REGION1,IMPJFL,1,2032,37.2
REGION1,IMPJFL,1,2033,35.13
REGION1,IMPJFL,1,2034,33.06
REGION1,IMPJFL,1,2035,31.0
REGION1,IMPJFL,1,2036,28.93
REGION1,IMPJFL,1,2037,26.86
REGION1,IMPJFL,1,2038,24.8
REGION1,IMPJFL,1,2039,22.73
REGION1,IMPJFL,1,2040,20.67
REGION1,IMPJFL,1,2041,18.6
REGION1,IMPJFL,1,2042,16.53
REGION1,IMPJFL,1,2043,14.47
REGION1,IMPJFL,1,2044,12.4
REGION1,IMPJFL,1,2045,10.33
REGION1,IMPJFL,1,2046,8.27
REGION1,IMPJFL,1,2047,6.2
REGION1,IMPJFL,1,2048,4.13
REGION1,IMPJFL,1,2049,2.07
REGION1,IMPKER,1,2020,11.41
REGION1,IMPKER,1,2021,11.65
REGION1,IMPKER,1,2022,11.86
REGION1,IMPKER,1,2023,12.04
REGION1,IMPKER,1,2024,12.2
REGION1,IMPKER,1,2025,12.35
REGION1,IMPKER,1,2026,11.9
REGION1,IMPKER,1,2027,11.44
REGION1,IMPKER,1,2028,10.98
REGION1,IMPKER,1,2029,10.52
REGION1,IMPKER,1,2030,10.06
REGION1,IMPKER,1,2031,9.61
REGION1,IMPKER,1,2032,9.15
REGION1,IMPKER,1,2033,8.69
REGION1,IMPKER,1,2034,8.23
REGION1,IMPKER,1,2035,7.77
REGION1,IMPKER,1,2036,7.31
REGION1,IMPKER,1,2037,6.84
REGION1,IMPKER,1,2038,6.38
REGION1,IMPKER,1,2039,5.92
REGION1,IMPKER,1,2040,5.45
REGION1,IMPKER,1,2041,4.13
REGION1,IMPKER,1,2042,3.67
REGION1,IMPKER,1,2043,3.22
REGION1,IMPKER,1,2044,2.76
REGION1,IMPKER,1,2045,2.3
REGION1,IMPKER,1,2046,1.84
REGION1,IMPKER,1,2047,1.38
REGION1,IMPKER,1,2048,0.92
REGION1,IMPKER,1,2049,0.46
REGION1,IMPLPG,1,2020,2.66
REGION1,IMPLPG,1,2021,2.72
REGION1,IMPLPG,1,2022,2.79
REGION1,IMPLPG,1,2023,2.86
REGION1,IMPLPG,1,2024,2.91
REGION1,IMPLPG,1,2025,2.96
REGION1,IMPLPG,1,2026,3.02
REGION1,IMPLPG,1,2027,3.07
REGION1,IMPLPG,1,2028,3.13
REGION1,IMPLPG,1,2029,3.17
REGION1,IMPLPG,1,2030,3.2
REGION1,IMPLPG,1,2031,3.21
REGION1,IMPLPG,1,2032,3.2
REGION1,IMPLPG,1,2033,3.16
REGION1,IMPLPG,1,2034,3.11
REGION1,IMPLPG,1,2035,3.03
REGION1,IMPLPG,1,2036,2.93
REGION1,IMPLPG,1,2037,2.81
REGION1,IMPLPG,1,2038,2.68
REGION1,IMPLPG,1,2039,2.52
REGION1,IMPLPG,1,2040,2.35
REGION1,IMPLPG,1,2041,2.603
REGION1,IMPLPG,1,2042,2.557
REGION1,IMPLPG,1,2043,2.511
REGION1,IMPLPG,1,2044,2.464
REGION1,IMPLPG,1,2045,2.418
REGION1,IMPLPG,1,2046,2.372
REGION1,IMPLPG,1,2047,2.326
REGION1,IMPLPG,1,2048,2.279
REGION1,IMPLPG,1,2049,2.233
REGION1,LNDAGRBC1C01,52,2020,0.0093
REGION1,LNDAGRBC1C01,52,2027,0.01
REGION1,LNDAGRBC1C01,52,2042,0.0118
REGION1,LNDAGRBC1C01,54,2020,0.4193
REGION1,LNDAGRBC1C01,54,2021,0.4239
REGION1,LNDAGRBC1C01,54,2022,0.4286
REGION1,LNDAGRBC1C01,54,2023,0.4333
REGION1,LNDAGRBC1C01,54,2024,0.4381
REGION1,LNDAGRBC1C01,54,2025,0.4429
REGION1,LNDAGRBC1C01,54,2026,0.4478
REGION1,LNDAGRBC1C01,54,2027,0.4527
REGION1,LNDAGRBC1C01,54,2028,0.4577
REGION1,LNDAGRBC1C01,54,2029,0.4627
REGION1,LNDAGRBC1C01,54,2030,0.4678
REGION1,LNDAGRBC1C01,54,2031,0.4729
REGION1,LNDAGRBC1C01,54,2032,0.4782
REGION1,LNDAGRBC1C01,54,2033,0.4834
REGION1,LNDAGRBC1C01,54,2034,0.4887
REGION1,LNDAGRBC1C01,54,2035,0.4941
REGION1,LNDAGRBC1C01,54,2036,0.4995
REGION1,LNDAGRBC1C01,54,2037,0.505
REGION1,LNDAGRBC1C01,54,2038,0.5106
REGION1,LNDAGRBC1C01,54,2039,0.5162
REGION1,LNDAGRBC1C01,54,2040,0.5219
REGION1,LNDAGRBC1C01,54,2041,0.5276
REGION1,LNDAGRBC1C01,54,2042,0.5334
REGION1,LNDAGRBC1C01,54,2043,0.5393
REGION1,LNDAGRBC1C01,54,2044,0.5452
REGION1,LNDAGRBC1C01,54,2045,0.5512
REGION1,LNDAGRBC1C01,54,2046,0.5573
REGION1,LNDAGRBC1C01,54,2047,0.5634
REGION1,LNDAGRBC1C01,54,2048,0.5696
REGION1,LNDAGRBC1C01,54,2049,0.5759
REGION1,LNDAGRBC1C01,54,2050,0.5822
REGION1,LNDAGRBC1C01,51,2020,140.7534
REGION1,LNDAGRBC1C01,51,2021,140.7534
REGION1,LNDAGRBC1C01,51,2022,140.7534
REGION1,LNDAGRBC1C01,51,2023,140.7534
REGION1,LNDAGRBC1C01,51,2024,140.7534
REGION1,LNDAGRBC1C01,51,2025,140.7534
REGION1,LNDAGRBC1C01,51,2026,140.7534
REGION1,LNDAGRBC1C01,51,2027,140.7534
REGION1,LNDAGRBC1C01,51,2028,140.7534
REGION1,LNDAGRBC1C01,51,2029,140.7534
REGION1,LNDAGRBC1C01,51,2030,140.7534
REGION1,LNDAGRBC1C01,51,2031,140.7534
REGION1,LNDAGRBC1C01,51,2032,140.7534
REGION1,LNDAGRBC1C01,51,2033,140.7534
REGION1,LNDAGRBC1C01,51,2034,140.7534
REGION1,LNDAGRBC1C01,51,2035,140.7534
REGION1,LNDAGRBC1C01,51,2036,140.7534
REGION1,LNDAGRBC1C01,51,2037,140.7534
REGION1,LNDAGRBC1C01,51,2038,140.7534
REGION1,LNDAGRBC1C01,51,2039,140.7534
REGION1,LNDAGRBC1C01,51,2040,140.7534
REGION1,LNDAGRBC1C01,51,2041,140.7534
REGION1,LNDAGRBC1C01,51,2042,140.7534
REGION1,LNDAGRBC1C01,51,2043,140.7534
REGION1,LNDAGRBC1C01,51,2044,140.7534
REGION1,LNDAGRBC1C01,51,2045,140.7534
REGION1,LNDAGRBC1C01,51,2046,140.7534
REGION1,LNDAGRBC1C01,51,2047,140.7534
REGION1,LNDAGRBC1C01,51,2048,140.7534
REGION1,LNDAGRBC1C01,51,2049,140.7534
REGION1,LNDAGRBC1C01,51,2050,140.7534
REGION1,LNDAGRBC1C01,55,2020,27.312
REGION1,LNDAGRBC1C01,55,2021,27.312
REGION1,LNDAGRBC1C01,55,2022,27.312
REGION1,LNDAGRBC1C01,55,2023,27.312
REGION1,LNDAGRBC1C01,55,2024,27.312
REGION1,LNDAGRBC1C01,55,2025,27.312
REGION1,LNDAGRBC1C01,55,2026,27.312
REGION1,LNDAGRBC1C01,55,2027,27.312
REGION1,LNDAGRBC1C01,55,2028,27.312
REGION1,LNDAGRBC1C01,55,2029,27.312
REGION1,LNDAGRBC1C01,55,2030,27.312
REGION1,LNDAGRBC1C01,55,2031,27.312
REGION1,LNDAGRBC1C01,55,2032,27.312
REGION1,LNDAGRBC1C01,55,2033,27.312
REGION1,LNDAGRBC1C01,55,2034,27.312
REGION1,LNDAGRBC1C01,55,2035,27.312
REGION1,LNDAGRBC1C01,55,2036,27.312
REGION1,LNDAGRBC1C01,55,2037,27.312
REGION1,LNDAGRBC1C01,55,2038,27.312
REGION1,LNDAGRBC1C01,55,2039,27.312
REGION1,LNDAGRBC1C01,55,2040,27.312
REGION1,LNDAGRBC1C01,55,2041,27.312
REGION1,LNDAGRBC1C01,55,2042,27.312
REGION1,LNDAGRBC1C01,55,2043,27.312
REGION1,LNDAGRBC1C01,55,2044,27.312
REGION1,LNDAGRBC1C01,55,2045,27.312
REGION1,LNDAGRBC1C01,55,2046,27.312
REGION1,LNDAGRBC1C01,55,2047,27.312
REGION1,LNDAGRBC1C01,55,2048,27.312
REGION1,LNDAGRBC1C01,55,2049,27.312
REGION1,LNDAGRBC1C01,55,2050,27.312
REGION1,LNDAGRBC1C01,53,2020,109.1289
REGION1,LNDAGRBC1C01,53,2021,109.1289
REGION1,LNDAGRBC1C01,53,2022,109.1289
REGION1,LNDAGRBC1C01,53,2023,109.1289
REGION1,LNDAGRBC1C01,53,2024,109.1289
REGION1,LNDAGRBC1C01,53,2025,109.1289
REGION1,LNDAGRBC1C01,53,2026,109.1289
REGION1,LNDAGRBC1C01,53,2027,109.1289
REGION1,LNDAGRBC1C01,53,2028,109.1289
REGION1,LNDAGRBC1C01,53,2029,109.1289
REGION1,LNDAGRBC1C01,53,2030,109.1289
REGION1,LNDAGRBC1C01,53,2031,109.1289
REGION1,LNDAGRBC1C01,53,2032,109.1289
REGION1,LNDAGRBC1C01,53,2033,109.1289
REGION1,LNDAGRBC1C01,53,2034,109.1289
REGION1,LNDAGRBC1C01,53,2035,109.1289
REGION1,LNDAGRBC1C01,53,2036,109.1289
REGION1,LNDAGRBC1C01,53,2037,109.1289
REGION1,LNDAGRBC1C01,53,2038,109.1289
REGION1,LNDAGRBC1C01,53,2039,109.1289
REGION1,LNDAGRBC1C01,53,2040,109.1289
REGION1,LNDAGRBC1C01,53,2041,109.1289
REGION1,LNDAGRBC1C01,53,2042,109.1289
REGION1,LNDAGRBC1C01,53,2043,109.1289
REGION1,LNDAGRBC1C01,53,2044,109.1289
REGION1,LNDAGRBC1C01,53,2045,109.1289
REGION1,LNDAGRBC1C01,53,2046,109.1289
REGION1,LNDAGRBC1C01,53,2047,109.1289
REGION1,LNDAGRBC1C01,53,2048,109.1289
REGION1,LNDAGRBC1C01,53,2049,109.1289
REGION1,LNDAGRBC1C01,53,2050,109.1289
REGION1,LNDAGRBC1C02,53,2020,18.7502
REGION1,LNDAGRBC1C02,53,2021,18.7502
REGION1,LNDAGRBC1C02,53,2022,18.7502
REGION1,LNDAGRBC1C02,53,2023,18.7502
REGION1,LNDAGRBC1C02,53,2024,18.7502
REGION1,LNDAGRBC1C02,53,2025,18.7502
REGION1,LNDAGRBC1C02,53,2026,18.7502
REGION1,LNDAGRBC1C02,53,2027,18.7502
REGION1,LNDAGRBC1C02,53,2028,18.7502
REGION1,LNDAGRBC1C02,53,2029,18.7502
REGION1,LNDAGRBC1C02,53,2030,18.7502
REGION1,LNDAGRBC1C02,53,2031,18.7502
REGION1,LNDAGRBC1C02,53,2032,18.7502
REGION1,LNDAGRBC1C02,53,2033,18.7502
REGION1,LNDAGRBC1C02,53,2034,18.7502
REGION1,LNDAGRBC1C02,53,2035,18.7502
REGION1,LNDAGRBC1C02,53,2036,18.7502
REGION1,LNDAGRBC1C02,53,2037,18.7502
REGION1,LNDAGRBC1C02,53,2038,18.7502
REGION1,LNDAGRBC1C02,53,2039,18.7502
REGION1,LNDAGRBC1C02,53,2040,18.7502
REGION1,LNDAGRBC1C02,53,2041,18.7502
REGION1,LNDAGRBC1C02,53,2042,18.7502
REGION1,LNDAGRBC1C02,53,2043,18.7502
REGION1,LNDAGRBC1C02,53,2044,18.7502
REGION1,LNDAGRBC1C02,53,2045,18.7502
REGION1,LNDAGRBC1C02,53,2046,18.7502
REGION1,LNDAGRBC1C02,53,2047,18.7502
REGION1,LNDAGRBC1C02,53,2048,18.7502
REGION1,LNDAGRBC1C02,53,2049,18.7502
REGION1,LNDAGRBC1C02,53,2050,18.7502
REGION1,LNDAGRBC1C02,54,2020,0.2777
REGION1,LNDAGRBC1C02,54,2021,0.2807
REGION1,LNDAGRBC1C02,54,2022,0.2838
REGION1,LNDAGRBC1C02,54,2023,0.2869
REGION1,LNDAGRBC1C02,54,2024,0.2901
REGION1,LNDAGRBC1C02,54,2025,0.2933
REGION1,LNDAGRBC1C02,54,2026,0.2965
REGION1,LNDAGRBC1C02,54,2027,0.2998
REGION1,LNDAGRBC1C02,54,2028,0.3031
REGION1,LNDAGRBC1C02,54,2029,0.3064
REGION1,LNDAGRBC1C02,54,2030,0.3098
REGION1,LNDAGRBC1C02,54,2031,0.3132
REGION1,LNDAGRBC1C02,54,2032,0.3166
REGION1,LNDAGRBC1C02,54,2033,0.3201
REGION1,LNDAGRBC1C02,54,2034,0.3236
REGION1,LNDAGRBC1C02,54,2035,0.3272
REGION1,LNDAGRBC1C02,54,2036,0.3308
REGION1,LNDAGRBC1C02,54,2037,0.3344
REGION1,LNDAGRBC1C02,54,2038,0.3381
REGION1,LNDAGRBC1C02,54,2039,0.3418
REGION1,LNDAGRBC1C02,54,2040,0.3456
REGION1,LNDAGRBC1C02,54,2041,0.3494
REGION1,LNDAGRBC1C02,54,2042,0.3532
