REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
REGION1,DEMCOMNGS,NGS,1,2022,1
REGION1,DEMCOMNGS,NGS,1,2023,1
REGION1,DEMCOMNGS,NGS,1,2024,1
REGION1,DEMCOMNGS,NGS,1,2025,1
REGION1,DEMCOMNGS,NGS,1,2026,1
REGION1,DEMCOMELCB02,ELCB02,1,2021,1
REGION1,DEMCOMELCB02,ELCB02,1,2022,1
REGION1,DEMCOMELCB02,ELCB02,1,2023,1
REGION1,DEMCOMELCB02,ELCB02,1,2024,1
REGION1,DEMCOMELCB02,ELCB02,1,2025,1
REGION1,DEMCOMELCB02,ELCB02,1,2026,1
REGION1,DEMCOMRPP,RPP,1,2021,1
REGION1,DEMCOMRPP,RPP,1,2022,1
REGION1,DEMCOMRPP,RPP,1,2023,1
REGION1,DEMCOMRPP,RPP,1,2024,1
REGION1,DEMCOMRPP,RPP,1,2025,1
REGION1,DEMCOMRPP,RPP,1,2026,1
REGION1,DEMCOMHDG,HDG,1,2021,1
REGION1,DEMCOMHDG,HDG,1,2022,1
REGION1,DEMCOMHDG,HDG,1,2023,1
REGION1,DEMCOMHDG,HDG,1,2024,1
REGION1,DEMCOMHDG,HDG,1,2025,1
REGION1,DEMCOMHDG,HDG,1,2026,1
REGION1,DEMTRAGSL,GSL,1,2021,1
REGION1,DEMTRAGSL,GSL,1,2022,1
REGION1,DEMTRAGSL,GSL,1,2023,1
REGION1,DEMTRAGSL,GSL,1,2024,1
REGION1,DEMTRAGSL,GSL,1,2025,1
REGION1,DEMTRAGSL,GSL,1,2026,1
REGION1,DEMTRADSL,DSL,1,2021,1
REGION1,DEMTRADSL,DSL,1,2022,1
REGION1,DEMTRADSL,DSL,1,2023,1
REGION1,DEMTRADSL,DSL,1,2024,1
REGION1,DEMTRADSL,DSL,1,2025,1
REGION1,DEMTRADSL,DSL,1,2026,1
REGION1,DEMTRAHFO,HFO,1,2021,1
REGION1,DEMTRAHFO,HFO,1,2022,1
REGION1,DEMTRAHFO,HFO,1,2023,1
REGION1,DEMTRAHFO,HFO,1,2024,1
REGION1,DEMTRAHFO,HFO,1,2025,1
REGION1,DEMTRAHFO,HFO,1,2026,1
REGION1,DEMTRAJFL,JFL,1,2021,1
REGION1,DEMTRAJFL,JFL,1,2022,1
REGION1,DEMTRAJFL,JFL,1,2023,1
REGION1,DEMTRAJFL,JFL,1,2024,1
REGION1,DEMTRAJFL,JFL,1,2025,1
REGION1,DEMTRAJFL,JFL,1,2026,1
REGION1,DEMTRABIO,BIO,1,2021,1
REGION1,DEMTRABIO,BIO,1,2022,1
REGION1,DEMTRABIO,BIO,1,2023,1
REGION1,DEMTRABIO,BIO,1,2024,1
REGION1,DEMTRABIO,BIO,1,2025,1
REGION1,DEMTRABIO,BIO,1,2026,1
REGION1,DEMTRANGS,NGS,1,2021,1
REGION1,DEMTRANGS,NGS,1,2022,1
REGION1,DEMTRANGS,NGS,1,2023,1
REGION1,DEMTRANGS,NGS,1,2024,1
REGION1,DEMTRANGS,NGS,1,2025,1
REGION1,DEMTRANGS,NGS,1,2026,1
REGION1,DEMTRALPG,LPG,1,2021,1
REGION1,DEMTRALPG,LPG,1,2022,1
REGION1,DEMTRALPG,LPG,1,2023,1
REGION1,DEMTRALPG,LPG,1,2024,1
REGION1,DEMTRALPG,LPG,1,2025,1
REGION1,DEMTRALPG,LPG,1,2026,1
REGION1,DEMTRAELCB02,ELCB02,1,2021,1
REGION1,DEMTRAELCB02,ELCB02,1,2022,1
REGION1,DEMTRAELCB02,ELCB02,1,2023,1
REGION1,DEMTRAELCB02,ELCB02,1,2024,1
REGION1,DEMTRAELCB02,ELCB02,1,2025,1
REGION1,DEMTRAELCB02,ELCB02,1,2026,1
REGION1,DEMTRAHDG,HDG,1,2021,1
REGION1,DEMTRAHDG,HDG,1,2022,1
REGION1,DEMTRAHDG,HDG,1,2023,1
REGION1,DEMTRAHDG,HDG,1,2024,1
REGION1,DEMTRAHDG,HDG,1,2025,1
REGION1,DEMTRAHDG,HDG,1,2026,1
REGION1,DEMPWRBCW,BCW,1,2021,1
REGION1,DEMPWRBCW,BCW,1,2022,1
REGION1,DEMPWRBCW,BCW,1,2023,1
REGION1,DEMPWRBCW,BCW,1,2024,1
REGION1,DEMPWRBCW,BCW,1,2025,1
REGION1,DEMPWRBCW,BCW,1,2026,1
REGION1,PWRBCWB01,PWRBCW,1,2021,3.72
REGION1,PWRBCWB01,PWRBCW,1,2022,3.72
REGION1,PWRBCWB01,PWRBCW,1,2023,3.72
REGION1,PWRBCWB01,PWRBCW,1,2024,3.72
REGION1,PWRBCWB01,PWRBCW,1,2025,3.72
REGION1,PWRBCWB01,PWRBCW,1,2026,3.72
REGION1,DEMPWRSURBC1,WTRSURBC1,1,2021,1
REGION1,DEMPWRSURBC1,WTRSURBC1,1,2022,1
REGION1,DEMPWRSURBC1,WTRSURBC1,1,2023,1
REGION1,DEMPWRSURBC1,WTRSURBC1,1,2024,1
REGION1,DEMPWRSURBC1,WTRSURBC1,1,2025,1
REGION1,DEMPWRSURBC1,WTRSURBC1,1,2026,1
REGION1,PWRBCWB01,PWRWATBC1,1,2021,0.0291
REGION1,PWRBCWB01,PWRWATBC1,1,2022,0.0291
REGION1,PWRBCWB01,PWRWATBC1,1,2023,0.0291
REGION1,PWRBCWB01,PWRWATBC1,1,2024,0.0291
REGION1,PWRBCWB01,PWRWATBC1,1,2025,0.0291
REGION1,PWRBCWB01,PWRWATBC1,1,2026,0.0291
REGION1,DEMPWRBIO,BIO,1,2021,1
REGION1,DEMPWRBIO,BIO,1,2022,1
REGION1,DEMPWRBIO,BIO,1,2023,1
REGION1,DEMPWRBIO,BIO,1,2024,1
REGION1,DEMPWRBIO,BIO,1,2025,1
REGION1,DEMPWRBIO,BIO,1,2026,1
REGION1,PWRBIOB01,PWRBIO,1,2021,2.85
REGION1,PWRBIOB01,PWRBIO,1,2022,2.85
REGION1,PWRBIOB01,PWRBIO,1,2023,2.85
REGION1,PWRBIOB01,PWRBIO,1,2024,2.85
REGION1,PWRBIOB01,PWRBIO,1,2025,2.85
REGION1,PWRBIOB01,PWRBIO,1,2026,2.85
REGION1,PWRBIOB01,PWRWATBC1,1,2021,0.0291
REGION1,PWRBIOB01,PWRWATBC1,1,2022,0.0291
REGION1,PWRBIOB01,PWRWATBC1,1,2023,0.0291
REGION1,PWRBIOB01,PWRWATBC1,1,2024,0.0291
REGION1,PWRBIOB01,PWRWATBC1,1,2025,0.0291
REGION1,PWRBIOB01,PWRWATBC1,1,2026,0.0291
REGION1,PWRBIOB02,PWRBIO,1,2021,2.85
REGION1,PWRBIOB02,PWRBIO,1,2022,2.85
REGION1,PWRBIOB02,PWRBIO,1,2023,2.85
REGION1,PWRBIOB02,PWRBIO,1,2024,2.85
REGION1,PWRBIOB02,PWRBIO,1,2025,2.85
REGION1,PWRBIOB02,PWRBIO,1,2026,2.85
REGION1,PWRBIOB02,PWRWATBC1,1,2021,0.0291
REGION1,PWRBIOB02,PWRWATBC1,1,2022,0.0291
REGION1,PWRBIOB02,PWRWATBC1,1,2023,0.0291
REGION1,PWRBIOB02,PWRWATBC1,1,2024,0.0291
REGION1,PWRBIOB02,PWRWATBC1,1,2025,0.0291
REGION1,PWRBIOB02,PWRWATBC1,1,2026,0.0291
REGION1,DEMPWRBSW,BSW,1,2021,1
REGION1,DEMPWRBSW,BSW,1,2022,1
REGION1,DEMPWRBSW,BSW,1,2023,1
REGION1,DEMPWRBSW,BSW,1,2024,1
REGION1,DEMPWRBSW,BSW,1,2025,1
REGION1,DEMPWRBSW,BSW,1,2026,1
REGION1,PWRBSWB01,PWRBSW,1,2021,3.72
REGION1,PWRBSWB01,PWRBSW,1,2022,3.72
REGION1,PWRBSWB01,PWRBSW,1,2023,3.72
REGION1,PWRBSWB01,PWRBSW,1,2024,3.72
REGION1,PWRBSWB01,PWRBSW,1,2025,3.72
REGION1,PWRBSWB01,PWRBSW,1,2026,3.72
REGION1,PWRBSWB01,PWRWATBC1,1,2021,0.0291
REGION1,PWRBSWB01,PWRWATBC1,1,2022,0.0291
REGION1,PWRBSWB01,PWRWATBC1,1,2023,0.0291
REGION1,PWRBSWB01,PWRWATBC1,1,2024,0.0291
REGION1,PWRBSWB01,PWRWATBC1,1,2025,0.0291
REGION1,PWRBSWB01,PWRWATBC1,1,2026,0.0291
REGION1,DEMPWRGEO,GEO,1,2021,1
REGION1,DEMPWRGEO,GEO,1,2022,1
REGION1,DEMPWRGEO,GEO,1,2023,1
REGION1,DEMPWRGEO,GEO,1,2024,1
REGION1,DEMPWRGEO,GEO,1,2025,1
REGION1,DEMPWRGEO,GEO,1,2026,1
REGION1,PWRGEOB01,PWRGEO,1,2021,6.67
REGION1,PWRGEOB01,PWRGEO,1,2022,6.67
REGION1,PWRGEOB01,PWRGEO,1,2023,6.67
REGION1,PWRGEOB01,PWRGEO,1,2024,6.67
REGION1,PWRGEOB01,PWRGEO,1,2025,6.67
REGION1,PWRGEOB01,PWRGEO,1,2026,6.67
REGION1,PWRGEOB01,PWRWATBC1,1,2021,0.0021
REGION1,PWRGEOB01,PWRWATBC1,1,2022,0.0021
REGION1,PWRGEOB01,PWRWATBC1,1,2023,0.0021
REGION1,PWRGEOB01,PWRWATBC1,1,2024,0.0021
REGION1,PWRGEOB01,PWRWATBC1,1,2025,0.0021
REGION1,PWRGEOB01,PWRWATBC1,1,2026,0.0021
REGION1,DEMPWRHYD,HYD,1,2021,1
REGION1,DEMPWRHYD,HYD,1,2022,1
REGION1,DEMPWRHYD,HYD,1,2023,1
REGION1,DEMPWRHYD,HYD,1,2024,1
REGION1,DEMPWRHYD,HYD,1,2025,1
REGION1,DEMPWRHYD,HYD,1,2026,1
REGION1,PWRHYDB01,PWRHYD,1,2021,1.0
REGION1,PWRHYDB01,PWRHYD,1,2022,1.0
REGION1,PWRHYDB01,PWRHYD,1,2023,1.0
REGION1,PWRHYDB01,PWRHYD,1,2024,1.0
REGION1,PWRHYDB01,PWRHYD,1,2025,1.0
REGION1,PWRHYDB01,PWRHYD,1,2026,1.0
REGION1,PWRHYDB01,PWRWATBC1,1,2022,0
REGION1,PWRHYDB01,PWRWATBC1,1,2024,0
REGION1,PWRHYDB01,PWRWATBC1,1,2026,0
REGION1,PWRHYDB02,PWRHYD,1,2021,1.0
REGION1,PWRHYDB02,PWRHYD,1,2022,1.0
REGION1,PWRHYDB02,PWRHYD,1,2023,1.0
REGION1,PWRHYDB02,PWRHYD,1,2024,1.0
REGION1,PWRHYDB02,PWRHYD,1,2025,1.0
REGION1,PWRHYDB02,PWRHYD,1,2026,1.0
REGION1,PWRHYDB02,PWRWATBC1,1,2022,0
REGION1,PWRHYDB02,PWRWATBC1,1,2024,0
REGION1,PWRHYDB02,PWRWATBC1,1,2026,0
REGION1,DEMPWRNGS,NGS,1,2021,1
REGION1,DEMPWRNGS,NGS,1,2022,1
REGION1,DEMPWRNGS,NGS,1,2023,1
REGION1,DEMPWRNGS,NGS,1,2024,1
REGION1,DEMPWRNGS,NGS,1,2025,1
REGION1,DEMPWRNGS,NGS,1,2026,1
REGION1,PWRNGSB01,PWRNGS,1,2021,2.7
REGION1,PWRNGSB01,PWRNGS,1,2022,2.7
REGION1,PWRNGSB01,PWRNGS,1,2023,2.7
REGION1,PWRNGSB01,PWRNGS,1,2024,2.7
REGION1,PWRNGSB01,PWRNGS,1,2025,2.7
REGION1,PWRNGSB01,PWRNGS,1,2026,2.7
REGION1,PWRNGSB01,PWRWATBC1,1,2021,0.0227
REGION1,PWRNGSB01,PWRWATBC1,1,2022,0.0227
REGION1,PWRNGSB01,PWRWATBC1,1,2023,0.0227
REGION1,PWRNGSB01,PWRWATBC1,1,2024,0.0227
REGION1,PWRNGSB01,PWRWATBC1,1,2025,0.0227
REGION1,PWRNGSB01,PWRWATBC1,1,2026,0.0227
REGION1,PWRNGSB02,PWRNGS,1,2021,2.7
REGION1,PWRNGSB02,PWRNGS,1,2022,2.7
REGION1,PWRNGSB02,PWRNGS,1,2023,2.7
REGION1,PWRNGSB02,PWRNGS,1,2024,2.7
REGION1,PWRNGSB02,PWRNGS,1,2025,2.7
REGION1,PWRNGSB02,PWRNGS,1,2026,2.7
REGION1,PWRNGSB02,PWRWATBC1,1,2021,0.0227
REGION1,PWRNGSB02,PWRWATBC1,1,2022,0.0227
REGION1,PWRNGSB02,PWRWATBC1,1,2023,0.0227
REGION1,PWRNGSB02,PWRWATBC1,1,2024,0.0227
REGION1,PWRNGSB02,PWRWATBC1,1,2025,0.0227
REGION1,PWRNGSB02,PWRWATBC1,1,2026,0.0227
REGION1,DEMPWRSOL,SOL,1,2021,1
REGION1,DEMPWRSOL,SOL,1,2022,1
REGION1,DEMPWRSOL,SOL,1,2023,1
REGION1,DEMPWRSOL,SOL,1,2024,1
REGION1,DEMPWRSOL,SOL,1,2025,1
REGION1,DEMPWRSOL,SOL,1,2026,1
REGION1,PWRSOLB01,PWRSOL,1,2021,4.34
REGION1,PWRSOLB01,PWRSOL,1,2022,4.34
REGION1,PWRSOLB01,PWRSOL,1,2023,4.34
REGION1,PWRSOLB01,PWRSOL,1,2024,4.34
REGION1,PWRSOLB01,PWRSOL,1,2025,4.34
REGION1,PWRSOLB01,PWRSOL,1,2026,4.34
REGION1,PWRSOLB01,PWRWATBC1,1,2022,0
REGION1,PWRSOLB01,PWRWATBC1,1,2024,0
REGION1,PWRSOLB01,PWRWATBC1,1,2026,0
REGION1,PWRSOLB02,PWRSOL,1,2021,4.34
REGION1,PWRSOLB02,PWRSOL,1,2022,4.34
REGION1,PWRSOLB02,PWRSOL,1,2023,4.34
REGION1,PWRSOLB02,PWRSOL,1,2024,4.34
REGION1,PWRSOLB02,PWRSOL,1,2025,4.34
REGION1,PWRSOLB02,PWRSOL,1,2026,4.34
REGION1,PWRSOLB02,PWRWATBC1,1,2022,0
REGION1,PWRSOLB02,PWRWATBC1,1,2024,0
REGION1,PWRSOLB02,PWRWATBC1,1,2026,0
REGION1,PWRSOLB03,PWRSOL,1,2021,4.34
REGION1,PWRSOLB03,PWRSOL,1,2022,4.34
REGION1,PWRSOLB03,PWRSOL,1,2023,4.34
REGION1,PWRSOLB03,PWRSOL,1,2024,4.34
REGION1,PWRSOLB03,PWRSOL,1,2025,4.34
REGION1,PWRSOLB03,PWRSOL,1,2026,4.34
REGION1,PWRSOLB03,PWRWATBC1,1,2022,0
REGION1,PWRSOLB03,PWRWATBC1,1,2024,0
REGION1,PWRSOLB03,PWRWATBC1,1,2026,0
REGION1,PWRSOLB04,PWRSOL,1,2021,4.34
REGION1,PWRSOLB04,PWRSOL,1,2022,4.34
REGION1,PWRSOLB04,PWRSOL,1,2023,4.34
REGION1,PWRSOLB04,PWRSOL,1,2024,4.34
REGION1,PWRSOLB04,PWRSOL,1,2025,4.34
REGION1,PWRSOLB04,PWRSOL,1,2026,4.34
REGION1,PWRSOLB04,PWRWATBC1,1,2022,0
REGION1,PWRSOLB04,PWRWATBC1,1,2024,0
REGION1,PWRSOLB04,PWRWATBC1,1,2026,0
REGION1,PWRSOLB05,PWRSOL,1,2021,4.34
REGION1,PWRSOLB05,PWRSOL,1,2022,4.34
REGION1,PWRSOLB05,PWRSOL,1,2023,4.34
REGION1,PWRSOLB05,PWRSOL,1,2024,4.34
REGION1,PWRSOLB05,PWRSOL,1,2025,4.34
REGION1,PWRSOLB05,PWRSOL,1,2026,4.34
REGION1,PWRSOLB05,PWRWATBC1,1,2022,0
REGION1,PWRSOLB05,PWRWATBC1,1,2024,0
REGION1,PWRSOLB05,PWRWATBC1,1,2026,0
REGION1,PWRSOLB06,PWRSOL,1,2021,4.34
REGION1,PWRSOLB06,PWRSOL,1,2022,4.34
REGION1,PWRSOLB06,PWRSOL,1,2023,4.34
REGION1,PWRSOLB06,PWRSOL,1,2024,4.34
REGION1,PWRSOLB06,PWRSOL,1,2025,4.34
REGION1,PWRSOLB06,PWRSOL,1,2026,4.34
REGION1,PWRSOLB06,PWRWATBC1,1,2022,0
REGION1,PWRSOLB06,PWRWATBC1,1,2024,0
REGION1,PWRSOLB06,PWRWATBC1,1,2026,0
REGION1,PWRSOLB07,PWRSOL,1,2021,4.34
REGION1,PWRSOLB07,PWRSOL,1,2022,4.34
REGION1,PWRSOLB07,PWRSOL,1,2023,4.34
REGION1,PWRSOLB07,PWRSOL,1,2024,4.34
REGION1,PWRSOLB07,PWRSOL,1,2025,4.34
REGION1,PWRSOLB07,PWRSOL,1,2026,4.34
REGION1,PWRSOLB07,PWRWATBC1,1,2022,0
REGION1,PWRSOLB07,PWRWATBC1,1,2024,0
REGION1,PWRSOLB07,PWRWATBC1,1,2026,0
REGION1,PWRSOLB08,PWRSOL,1,2021,4.34
REGION1,PWRSOLB08,PWRSOL,1,2022,4.34
REGION1,PWRSOLB08,PWRSOL,1,2023,4.34
REGION1,PWRSOLB08,PWRSOL,1,2024,4.34
REGION1,PWRSOLB08,PWRSOL,1,2025,4.34
REGION1,PWRSOLB08,PWRSOL,1,2026,4.34
REGION1,PWRSOLB08,PWRWATBC1,1,2022,0
REGION1,PWRSOLB08,PWRWATBC1,1,2024,0
REGION1,PWRSOLB08,PWRWATBC1,1,2026,0
REGION1,PWRSOLB09,PWRSOL,1,2021,4.34
REGION1,PWRSOLB09,PWRSOL,1,2022,4.34
REGION1,PWRSOLB09,PWRSOL,1,2023,4.34
REGION1,PWRSOLB09,PWRSOL,1,2024,4.34
REGION1,PWRSOLB09,PWRSOL,1,2025,4.34
REGION1,PWRSOLB09,PWRSOL,1,2026,4.34
REGION1,PWRSOLB09,PWRWATBC1,1,2022,0
REGION1,PWRSOLB09,PWRWATBC1,1,2024,0
REGION1,PWRSOLB09,PWRWATBC1,1,2026,0
REGION1,PWRSOLB10,PWRSOL,1,2021,4.34
REGION1,PWRSOLB10,PWRSOL,1,2022,4.34
REGION1,PWRSOLB10,PWRSOL,1,2023,4.34
REGION1,PWRSOLB10,PWRSOL,1,2024,4.34
REGION1,PWRSOLB10,PWRSOL,1,2025,4.34
REGION1,PWRSOLB10,PWRSOL,1,2026,4.34
REGION1,PWRSOLB10,PWRWATBC1,1,2022,0
REGION1,PWRSOLB10,PWRWATBC1,1,2024,0
REGION1,PWRSOLB10,PWRWATBC1,1,2026,0
REGION1,DEMPWRURN,URN,1,2021,1
REGION1,DEMPWRURN,URN,1,2022,1
REGION1,DEMPWRURN,URN,1,2023,1
REGION1,DEMPWRURN,URN,1,2024,1
REGION1,DEMPWRURN,URN,1,2025,1
REGION1,DEMPWRURN,URN,1,2026,1
REGION1,PWRURNB01,PWRURN,1,2021,3.0
REGION1,PWRURNB01,PWRURN,1,2022,3.0
REGION1,PWRURNB01,PWRURN,1,2023,3.0
REGION1,PWRURNB01,PWRURN,1,2024,3.0
REGION1,PWRURNB01,PWRURN,1,2025,3.0
REGION1,PWRURNB01,PWRURN,1,2026,3.0
REGION1,PWRURNB01,PWRWATBC1,1,2021,0.0378
REGION1,PWRURNB01,PWRWATBC1,1,2022,0.0378
REGION1,PWRURNB01,PWRWATBC1,1,2023,0.0378
REGION1,PWRURNB01,PWRWATBC1,1,2024,0.0378
REGION1,PWRURNB01,PWRWATBC1,1,2025,0.0378
REGION1,PWRURNB01,PWRWATBC1,1,2026,0.0378
REGION1,DEMPWRWND,WND,1,2021,1
REGION1,DEMPWRWND,WND,1,2022,1
REGION1,DEMPWRWND,WND,1,2023,1
REGION1,DEMPWRWND,WND,1,2024,1
REGION1,DEMPWRWND,WND,1,2025,1
REGION1,DEMPWRWND,WND,1,2026,1
REGION1,PWRWNDB01,PWRWND,1,2021,3.33
REGION1,PWRWNDB01,PWRWND,1,2022,3.33
REGION1,PWRWNDB01,PWRWND,1,2023,3.33
REGION1,PWRWNDB01,PWRWND,1,2024,3.33
REGION1,PWRWNDB01,PWRWND,1,2025,3.33
REGION1,PWRWNDB01,PWRWND,1,2026,3.33
REGION1,PWRWNDB01,PWRWATBC1,1,2022,0
REGION1,PWRWNDB01,PWRWATBC1,1,2024,0
REGION1,PWRWNDB01,PWRWATBC1,1,2026,0
REGION1,PWRWNDB02,PWRWND,1,2021,3.33
REGION1,PWRWNDB02,PWRWND,1,2022,3.33
REGION1,PWRWNDB02,PWRWND,1,2023,3.33
REGION1,PWRWNDB02,PWRWND,1,2024,3.33
REGION1,PWRWNDB02,PWRWND,1,2025,3.33
REGION1,PWRWNDB02,PWRWND,1,2026,3.33
REGION1,PWRWNDB02,PWRWATBC1,1,2022,0
REGION1,PWRWNDB02,PWRWATBC1,1,2024,0
REGION1,PWRWNDB02,PWRWATBC1,1,2026,0
REGION1,PWRWNDB03,PWRWND,1,2021,3.33
REGION1,PWRWNDB03,PWRWND,1,2022,3.33
REGION1,PWRWNDB03,PWRWND,1,2023,3.33
REGION1,PWRWNDB03,PWRWND,1,2024,3.33
REGION1,PWRWNDB03,PWRWND,1,2025,3.33
REGION1,PWRWNDB03,PWRWND,1,2026,3.33
REGION1,PWRWNDB03,PWRWATBC1,1,2022,0
REGION1,PWRWNDB03,PWRWATBC1,1,2024,0
REGION1,PWRWNDB03,PWRWATBC1,1,2026,0
REGION1,PWRWNDB04,PWRWND,1,2021,3.33
REGION1,PWRWNDB04,PWRWND,1,2022,3.33
REGION1,PWRWNDB04,PWRWND,1,2023,3.33
REGION1,PWRWNDB04,PWRWND,1,2024,3.33
REGION1,PWRWNDB04,PWRWND,1,2025,3.33
REGION1,PWRWNDB04,PWRWND,1,2026,3.33
REGION1,PWRWNDB04,PWRWATBC1,1,2022,0
REGION1,PWRWNDB04,PWRWATBC1,1,2024,0
REGION1,PWRWNDB04,PWRWATBC1,1,2026,0
REGION1,PWRWNDB05,PWRWND,1,2021,3.33
REGION1,PWRWNDB05,PWRWND,1,2022,3.33
REGION1,PWRWNDB05,PWRWND,1,2023,3.33
REGION1,PWRWNDB05,PWRWND,1,2024,3.33
REGION1,PWRWNDB05,PWRWND,1,2025,3.33
REGION1,PWRWNDB05,PWRWND,1,2026,3.33
REGION1,PWRWNDB05,PWRWATBC1,1,2022,0
REGION1,PWRWNDB05,PWRWATBC1,1,2024,0
REGION1,PWRWNDB05,PWRWATBC1,1,2026,0
REGION1,PWRWNDB06,PWRWND,1,2021,3.33
REGION1,PWRWNDB06,PWRWND,1,2022,3.33
REGION1,PWRWNDB06,PWRWND,1,2023,3.33
REGION1,PWRWNDB06,PWRWND,1,2024,3.33
REGION1,PWRWNDB06,PWRWND,1,2025,3.33
REGION1,PWRWNDB06,PWRWND,1,2026,3.33
REGION1,PWRWNDB06,PWRWATBC1,1,2022,0
REGION1,PWRWNDB06,PWRWATBC1,1,2024,0
REGION1,PWRWNDB06,PWRWATBC1,1,2026,0
REGION1,PWRWNDB07,PWRWND,1,2021,3.33
REGION1,PWRWNDB07,PWRWND,1,2022,3.33
REGION1,PWRWNDB07,PWRWND,1,2023,3.33
REGION1,PWRWNDB07,PWRWND,1,2024,3.33
REGION1,PWRWNDB07,PWRWND,1,2025,3.33
REGION1,PWRWNDB07,PWRWND,1,2026,3.33
REGION1,PWRWNDB07,PWRWATBC1,1,2022,0
REGION1,PWRWNDB07,PWRWATBC1,1,2024,0
REGION1,PWRWNDB07,PWRWATBC1,1,2026,0
REGION1,PWRWNDB08,PWRWND,1,2021,3.33
REGION1,PWRWNDB08,PWRWND,1,2022,3.33
REGION1,PWRWNDB08,PWRWND,1,2023,3.33
REGION1,PWRWNDB08,PWRWND,1,2024,3.33
REGION1,PWRWNDB08,PWRWND,1,2025,3.33
REGION1,PWRWNDB08,PWRWND,1,2026,3.33
REGION1,PWRWNDB08,PWRWATBC1,1,2022,0
REGION1,PWRWNDB08,PWRWATBC1,1,2024,0
REGION1,PWRWNDB08,PWRWATBC1,1,2026,0
REGION1,PWRWNDB09,PWRWND,1,2021,3.33
REGION1,PWRWNDB09,PWRWND,1,2022,3.33
REGION1,PWRWNDB09,PWRWND,1,2023,3.33
REGION1,PWRWNDB09,PWRWND,1,2024,3.33
REGION1,PWRWNDB09,PWRWND,1,2025,3.33
REGION1,PWRWNDB09,PWRWND,1,2026,3.33
REGION1,PWRWNDB09,PWRWATBC1,1,2022,0
REGION1,PWRWNDB09,PWRWATBC1,1,2024,0
